"","YQ","p","d","revenue","cost_of_revenue","gross_profit","other_operating_income","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","other_long_term_assets","intangible_assets","goodwill","investments_in_affiliates","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","interest_dividends_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_acquisitions_divestitures","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",54.3209677419355,"Down",1.0498e+10,-8.24e+09,2.258e+09,4.5e+07,-3.86e+08,-9.5e+07,-2.91e+08,1.917e+09,-8.8e+07,-8.8e+07,1.829e+09,1.798e+09,-4.35e+08,1.363e+09,1.427e+09,-3e+06,1.424e+09,1.424e+09,4.76e+09,1.852e+09,2.908e+09,1.145e+10,1.145e+10,4.921e+09,1.82e+09,1.475e+09,2.2951e+10,3.6244e+10,4.858e+09,1.4524e+10,1.351e+09,1.5511e+10,3.649e+10,5.9441e+10,9.74e+09,3.68e+08,9.372e+09,1.792e+09,1.1532e+10,9.397e+09,4.201e+09,1.398e+09,1.161e+09,1.3598e+10,2.513e+10,1.184e+10,-6.2e+09,3.1889e+10,-3.325e+09,3.4204e+10,1.07e+08,3.4311e+10,5.9441e+10,1.363e+09,8.64e+08,-1.09e+08,-7.9e+07,2.039e+09,-1.081e+09,-3.1e+07,-1e+09,-2.112e+09,-3.66e+08,5.91e+08,4e+06,2.3e+08,1.57e+08,3.23e+08,8e+06,3.31e+08,2.781e+09,1.1189e+10,2.056e+09,0.21509,0.18261,0.13564,0.0415,0.02396,1.44382,1.9902,0.73242,0.18824,1.07229,1.06587,7.90512,25.75602,1.54819,0.2756,7,0.03602,0.04137,0.25702,2.31176,3.35368
"12","2013_Q1",59.0056666666667,"Up",1.1083e+10,-8.761e+09,2.322e+09,3.5e+07,-4.15e+08,-1.11e+08,-3.04e+08,1.942e+09,-9.4e+07,-9.4e+07,1.848e+09,1.755e+09,-4.32e+08,1.323e+09,1.372e+09,-9e+06,1.363e+09,1.363e+09,6.274e+09,1.905e+09,4.369e+09,1.1351e+10,1.1351e+10,4.785e+09,1.746e+09,1.403e+09,2.4156e+10,3.7146e+10,4.802e+09,1.4585e+10,1.502e+09,1.6257e+10,3.7391e+10,6.1547e+10,1.0247e+10,3.68e+08,9.879e+09,2.121e+09,1.2368e+10,9.509e+09,4.812e+09,2.169e+09,1.15e+09,1.4321e+10,2.6689e+10,1.1912e+10,-6.16e+09,3.2887e+10,-3.888e+09,3.4751e+10,1.07e+08,3.4858e+10,6.1547e+10,1.323e+09,1.077e+09,3.9e+08,6.89e+08,3.479e+09,-1.533e+09,-1.32e+08,-1.471e+09,-3.508e+09,-3.65e+08,3.43e+08,24000000.0000001,6e+06,-2.3e+07,4.6e+07,7e+06,5.3e+07,3.019e+09,1.163e+10,2.607e+09,0.20951,0.17522,0.12298,0.0391,0.02215,1.91269,1.9531,0.76565,0.18896,1.0279,1.01868,8.35822,26.20739,1.96606,0.27526,8,0.03368,0.05082,0.26779,1.7741,2.75798
"13","2013_Q2",57.2203125,"Down",1.057e+10,-8.409e+09,2.161e+09,3.3e+07,-3.87e+08,-9.5e+07,-2.92e+08,1.807e+09,-9.8e+07,-9.8e+07,1.709e+09,1.617e+09,-4.06e+08,1.211e+09,1.267e+09,-8e+06,1.259e+09,1.259e+09,5.561e+09,2.129e+09,3.432e+09,1.1502e+10,1.1502e+10,4.973e+09,1.691e+09,1.385e+09,2.3727e+10,3.7435e+10,4.734e+09,1.458e+10,1.62e+09,1.6501e+10,3.7701e+10,6.1428e+10,9.809e+09,4.19e+08,9.39e+09,2.962e+09,1.2771e+10,8.138e+09,4.738e+09,2.056e+09,1.176e+09,1.2876e+10,2.5647e+10,1.1946e+10,-6.139e+09,3.3729e+10,-3.876e+09,3.566e+10,1.21e+08,3.5781e+10,6.1428e+10,1.211e+09,8.96e+08,-1.1e+07,-9.58e+08,1.138e+09,-8.94e+08,-3.9e+07,8.27e+08,-1.06e+08,-3.65e+08,-3.93e+08,-2.7e+07,-7.85e+08,2.47e+08,2.28e+08,-4e+06,2.24e+08,2.703e+09,1.11e+10,1.257e+09,0.20445,0.17096,0.11911,0.03519,0.0205,0.99841,1.85788,0.71678,0.1807,0.94662,0.93955,7.94737,26.81203,0.94511,0.27444,4,0.03146,0.02435,0.28991,2.0492,3.0653
"14","2013_Q3",63.79078125,"Up",1.1182e+10,-8.709e+09,2.473e+09,3e+07,-3.94e+08,-1.01e+08,-2.93e+08,2.109e+09,-9.9e+07,-9.9e+07,2.01e+09,2.674e+09,-4.49e+08,2.225e+09,2.1e+09,-5e+06,2.095e+09,2.095e+09,5.925e+09,2.586e+09,3.339e+09,1.1277e+10,1.1277e+10,4.955e+09,1.642e+09,1.348e+09,2.3799e+10,3.9035e+10,4.673e+09,1.4407e+10,3.235e+09,1.672e+10,3.9452e+10,6.3251e+10,9.596e+09,4.2e+08,9.176e+09,2.858e+09,1.2454e+10,9.098e+09,4.651e+09,2.031e+09,1.17e+09,1.3749e+10,2.6203e+10,1.2025e+10,-6.605e+09,3.5409e+10,-3.92e+09,3.6909e+10,1.39e+08,3.7048e+10,6.3251e+10,2.225e+09,1.007e+09,-6.5e+08,74999999.9999998,2.657e+09,-9.06e+08,-6.78e+08,-1.08e+08,-2.059e+09,-4.16e+08,8.01e+08,-4.76e+08,-90999999.9999999,5.07e+08,4.65e+08,-8e+06,4.57e+08,3.116e+09,1.1956e+10,2.734e+09,0.22116,0.18861,0.18735,0.05655,0.03312,1.30501,1.91095,0.70727,0.18902,1.57875,1.56811,8.42653,27.81387,2.06029,0.31349,8,0.0468,0.05096,0.19857,1.93549,2.85965
"15","2013_Q4",70.3578125,"Up",1.1608e+10,-8.929e+09,2.679e+09,4.2e+07,-3.94e+08,-1.09e+08,-2.85e+08,2.327e+09,-9.7e+07,-9.7e+07,2.23e+09,2.23e+09,-5.06e+08,1.724e+09,1.724e+09,-1e+07,1.714e+09,1.714e+09,6.435e+09,3.149e+09,3.286e+09,1.2057e+10,1.2057e+10,4.895e+09,1.706e+09,1.428e+09,2.5093e+10,3.9667e+10,4.732e+09,1.4623e+10,3.298e+09,1.7014e+10,4.003e+10,6.5123e+10,1.0255e+10,4.18e+08,9.837e+09,2.498e+09,1.2753e+10,9.916e+09,4.423e+09,1.833e+09,1.111e+09,1.4339e+10,2.7092e+10,1.2108e+10,-7.208e+09,3.6711e+10,-3.726e+09,3.7885e+10,1.46e+08,3.8031e+10,6.5123e+10,1.724e+09,9.88e+08,-1.7e+08,2.34e+08,2.776e+09,-9.53e+08,-4.27e+08,7.5e+07,-1.571e+09,-4.15e+08,3.42e+08,-6.08e+08,-6.78e+08,5.27e+08,5.58e+08,5e+06,5.63e+08,3.315e+09,1.2414e+10,3.102e+09,0.23079,0.20047,0.14766,0.04507,0.02632,1.8098,1.96762,0.71237,0.19062,1.29652,1.28582,8.78064,28.65734,2.34644,0.31392,8,0.0388,0.05654,0.24212,1.80362,2.5694
"16","2014_Q1",70.8316393442623,"Up",1.1906e+10,-9.284e+09,2.622e+09,6e+07,-4.15e+08,-1.11e+08,-3.04e+08,2.267e+09,-9.7e+07,-9.7e+07,2.17e+09,2.17e+09,-4.87e+08,1.683e+09,1.683e+09,-1.9e+07,1.664e+09,1.664e+09,8.37e+09,3.472e+09,4.898e+09,1.1497e+10,1.1497e+10,4.603e+09,1.755e+09,1.467e+09,2.6225e+10,4.0512e+10,4.709e+09,1.4706e+10,3.317e+09,1.778e+10,4.0875e+10,6.71e+10,1.0742e+10,4.15e+08,1.0327e+10,2.783e+09,1.3525e+10,1.0393e+10,3.547e+09,6.7e+08,1.169e+09,1.394e+10,2.7465e+10,1.2192e+10,-8.135e+09,3.7966e+10,-2.554e+09,3.9469e+10,1.66e+08,3.9635e+10,6.71e+10,1.683e+09,9.88e+08,6.35e+08,8.13e+08,4.119e+09,-1.19e+09,-6.6e+07,-1.618e+09,-3.143e+09,-4.12e+08,7e+08,-9.48e+08,-6.45e+08,3.31e+08,3.31e+08,-8e+06,3.23e+08,3.255e+09,1.3176e+10,3.365e+09,0.22023,0.19041,0.13976,0.04198,0.0248,2.02224,1.939,0.69295,0.19636,1.26733,1.25775,9.06778,30.06017,2.56283,0.31379,6,0.03684,0.05971,0.2476,1.4765,2.11998
"17","2014_Q2",80.9646031746032,"Up",1.1239e+10,-8.745e+09,2.494e+09,7.6e+07,-3.9e+08,-1.06e+08,-2.84e+08,2.18e+09,-1.03e+08,-1.03e+08,2.077e+09,2.077e+09,-4.69e+08,1.608e+09,1.608e+09,-1.6e+07,1.592e+09,1.592e+09,7.078e+09,3.752e+09,3.326e+09,1.168e+10,1.168e+10,4.731e+09,1.864e+09,1.563e+09,2.5353e+10,4.1006e+10,4.713e+09,1.4832e+10,3.407e+09,1.8054e+10,4.1364e+10,6.6717e+10,1.053e+10,5.27e+08,1.0003e+10,1.369e+09,1.1899e+10,1.112e+10,3.518e+09,6.63e+08,1.147e+09,1.4638e+10,2.6537e+10,1.2246e+10,-8.723e+09,3.9036e+10,-2.555e+09,4.0004e+10,1.76e+08,4.018e+10,6.6717e+10,1.608e+09,1.001e+09,3e+07,-8.02e+08,1.837e+09,-8.64e+08,-2.39e+08,1.477e+09,1.72e+08,-4.1e+08,-6.86e+08,-6.19e+08,-1.708e+09,3.01e+08,3.01e+08,-2.1e+07,2.8e+08,3.181e+09,1.2489e+10,1.984e+09,0.22191,0.19397,0.14165,0.03962,0.02386,1.24623,2.13068,0.66045,0.18719,1.21899,1.20789,8.60567,30.63093,1.51914,0.31394,7,0.03563,0.03531,0.25754,1.70104,2.48211
"18","2014_Q3",85.975625,"Up",1.2055e+10,-9.272e+09,2.783e+09,6.5e+07,-4.31e+08,-1.22e+08,-3.09e+08,2.417e+09,-9e+07,-9e+07,2.327e+09,2.327e+09,-5.06e+08,1.821e+09,1.616e+09,-2.1e+07,1.595e+09,1.595e+09,6.699e+09,2.267e+09,4.432e+09,1.2251e+10,1.2251e+10,4.77e+09,1.694e+09,1.459e+09,2.5414e+10,4.2192e+10,4.738e+09,1.522e+10,3.342e+09,1.8892e+10,4.2672e+10,6.8086e+10,1.0746e+10,5.25e+08,1.0221e+10,1.505e+09,1.2251e+10,1.174e+10,3.393e+09,6.99e+08,1.038e+09,1.5133e+10,2.7384e+10,1.2338e+10,-9.514e+09,4.0111e+10,-2.399e+09,4.0536e+10,1.66e+08,4.0702e+10,6.8086e+10,1.821e+09,9.96e+08,1.05e+08,-5.4e+08,2.382e+09,-9.22e+08,-2.32e+08,-1.279e+09,-2.608e+09,-5.22e+08,2.59e+08,-9.63e+08,-1.265e+09,-1.491e+09,-1.491e+09,6e+06,-1.485e+09,3.413e+09,1.3245e+10,2.457e+09,0.23086,0.2005,0.13231,0.03919,0.02343,1.54044,2.07444,0.67279,0.19453,1.22692,1.21293,9.27308,31.18154,1.89,0.40154,6,0.03692,0.04285,0.32727,1.91796,2.70832
"19","2014_Q4",72.83484375,"Down",1.2645e+10,-9.691e+09,2.954e+09,7.9e+07,-4.25e+08,-1.25e+08,-3e+08,2.608e+09,-8.9e+07,-8.9e+07,2.519e+09,2.519e+09,-5.55e+08,1.964e+09,1.964e+09,-1.5e+07,1.949e+09,1.949e+09,6.759e+09,3.118e+09,3.641e+09,1.2352e+10,1.2352e+10,4.702e+09,1.66e+09,1.373e+09,2.5473e+10,4.2374e+10,4.69e+09,1.5243e+10,3.223e+09,1.9218e+10,4.2847e+10,6.832e+10,1.0937e+10,5.22e+08,1.0415e+10,1.451e+09,1.2388e+10,1.1626e+10,3.619e+09,6.06e+08,1.28e+09,1.5245e+10,2.7633e+10,1.2428e+10,-1.0725e+10,4.1543e+10,-2.741e+09,4.0505e+10,1.82e+08,4.0687e+10,6.832e+10,1.964e+09,1.032e+09,-9e+06,7.6e+07,3.063e+09,-9.8e+08,-8.5e+07,7.4e+08,-5.17e+08,-5.19e+08,3e+07,-1.205e+09,-1.7e+09,8.46e+08,8.7e+08,-1.9e+07,8.51e+08,3.64e+09,1.3077e+10,3.291e+09,0.23361,0.20625,0.15413,0.0479,0.02853,1.68856,2.05626,0.67916,0.19141,1.50618,1.48779,9.77202,31.30216,2.54328,0.40108,8,0.04301,0.05735,0.26629,1.73571,2.42255
"20","2015_Q1",66.3485245901639,"Down",1.2641e+10,-9.69e+09,2.951e+09,7.1e+07,-4.46e+08,-1.22e+08,-3.24e+08,2.576e+09,-8.7e+07,-8.7e+07,2.489e+09,7.16e+08,-3.98e+08,3.18e+08,3.18e+08,-1.6e+07,3.02e+08,3.02e+08,7.501e+09,3.13e+09,4.371e+09,1.1171e+10,1.1171e+10,4.628e+09,1.394e+09,1.25e+09,2.4694e+10,4.1768e+10,4.654e+09,1.5487e+10,3.235e+09,1.8392e+10,4.221e+10,6.6904e+10,1.1411e+10,5.18e+08,1.0893e+10,2.765e+09,1.4176e+10,1.0565e+10,4.114e+09,1.501e+09,1.317e+09,1.4679e+10,2.8855e+10,1.2495e+10,-1.1772e+10,4.1333e+10,-4.206e+09,3.785e+10,1.99e+08,3.8049e+10,6.6904e+10,3.18e+08,1.065e+09,1.828e+09,7.02e+08,3.913e+09,-1.21e+09,-4.52e+08,-7.94e+08,-2.627e+09,-5.17e+08,3.6e+08,-1.066e+09,-1.223e+09,6.3e+07,62999999.9999995,-5.1e+07,1.2e+07,3.641e+09,1.333e+10,3.531e+09,0.23345,0.20378,0.02389,0.00794,0.00451,11.69205,1.74196,0.75836,0.19924,0.23594,0.23429,9.87578,29.57031,2.75859,0.40391,6,0.01476,0.06363,1.71192,1.60093,2.26281
"21","2015_Q2",72.2234920634921,"Up",1.0248e+10,-8.096e+09,2.152e+09,4.9e+07,-3.86e+08,-1.19e+08,-2.67e+08,1.815e+09,-8.2e+07,-8.2e+07,1.733e+09,1.294e+09,-3.06e+08,9.88e+08,9.88e+08,-1.3e+07,9.75e+08,9.75e+08,6.803e+09,2.121e+09,4.682e+09,1.0443e+10,1.0443e+10,4.666e+09,1.482e+09,1.326e+09,2.3394e+10,4.1581e+10,4.575e+09,1.5512e+10,3.272e+09,1.8222e+10,4.2017e+10,6.5411e+10,1.0744e+10,6.44e+08,1.01e+10,3.828e+09,1.4572e+10,8.898e+09,4.075e+09,1.419e+09,1.293e+09,1.2973e+10,2.7545e+10,1.2535e+10,-1.2263e+10,4.1669e+10,-4.285e+09,3.7656e+10,2.1e+08,3.7866e+10,6.5411e+10,9.88e+08,1.042e+09,4.78e+08,-7.38e+08,1.77e+09,-6.06e+08,-4.4e+07,-4.78e+08,-1.237e+09,-5.12e+08,-4.74e+08,-5.37e+08,-1.525e+09,-9.92e+08,-9.92e+08,-1.7e+07,-1.009e+09,2.857e+09,1.2726e+10,1.819e+09,0.20999,0.17711,0.09514,0.02575,0.01491,1.86564,1.60541,0.72743,0.19455,0.76411,0.75875,8.03135,29.51097,1.42555,0.40125,5,0.0272,0.03327,0.52513,2.07315,3.26336
"22","2015_Q3",63.721875,"Down",9.01e+09,-7.136e+09,1.874e+09,4.7e+07,-3.99e+08,-1.2e+08,-2.79e+08,1.522e+09,-8.6e+07,-8.6e+07,1.436e+09,1.436e+09,-3.02e+08,1.134e+09,1.134e+09,-1e+07,1.124e+09,1.124e+09,7.274e+09,3.541e+09,3.733e+09,9.569e+09,9.569e+09,4.581e+09,1.437e+09,1.269e+09,2.2861e+10,4.1423e+10,4.525e+09,1.5525e+10,3.362e+09,1.8011e+10,4.1892e+10,6.4753e+10,9.543e+09,6.4e+08,8.903e+09,4.231e+09,1.3774e+10,9.11e+09,3.684e+09,1.348e+09,1.003e+09,1.2794e+10,2.6568e+10,1.2586e+10,-1.2671e+10,4.2158e+10,-4.108e+09,3.7965e+10,2.2e+08,3.8185e+10,6.4753e+10,1.134e+09,1.047e+09,66000000.0000001,6.7e+07,2.314e+09,-5.87e+08,-1.27e+08,7.48e+08,-7.9e+07,-6.39e+08,4.99e+08,-4.46e+08,-5.86e+08,1.649e+09,1.416e+09,4e+06,1.42e+09,2.569e+09,1.3341e+10,2.351e+09,0.20799,0.16892,0.12475,0.02944,0.01736,2.09164,1.65972,0.69577,0.20603,0.88574,0.87812,7.10008,29.91726,1.85264,0.50355,5,0.03193,0.04258,0.56851,2.36162,3.9862
"23","2015_Q4",60.66734375,"Down",8.473e+09,-6.796e+09,1.677e+09,5.9e+07,-3.96e+08,-1.23e+08,-2.73e+08,1.34e+09,-8.6e+07,-8.6e+07,1.254e+09,1.254e+09,-2.51e+08,1.003e+09,1.003e+09,-1.4e+07,9.89e+08,9.89e+08,6.605e+09,3.172e+09,3.433e+09,9.372e+09,9.372e+09,4.228e+09,1.327e+09,1.177e+09,2.1532e+10,4.1371e+10,4.524e+09,1.561e+10,3.359e+09,1.7878e+10,4.181e+10,6.3342e+10,9.249e+09,6.38e+08,8.611e+09,4.761e+09,1.401e+10,7.487e+09,3.666e+09,1.282e+09,1.108e+09,1.1153e+10,2.5163e+10,1.2642e+10,-1.3023e+10,4.2515e+10,-4.193e+09,3.7941e+10,2.38e+08,3.8179e+10,6.3342e+10,1.003e+09,1.026e+09,9.6e+07,4.18e+08,2.543e+09,-5.9e+08,-1.18e+08,1.26e+08,-7.1e+08,-6.35e+08,-1.167e+09,-3.78e+08,-2.192e+09,-3.59e+08,-3.59e+08,-1e+07,-3.69e+08,2.366e+09,1.2248e+10,2.445e+09,0.19792,0.15815,0.11672,0.0259,0.01561,2.47219,1.5369,0.65908,0.19336,0.78182,0.77752,6.69802,29.99289,1.93281,0.50198,5,0.03002,0.0452,0.64206,2.38504,4.21119
"24","2016_Q1",57.4503278688525,"Down",7.744e+09,-6.293e+09,1.451e+09,8.1e+07,-4.07e+08,-1.32e+08,-2.75e+08,1.125e+09,-9.2e+07,-9.2e+07,1.033e+09,-1.103e+09,1.13e+08,-9.9e+08,-9.9e+08,-2.6e+07,-1.016e+09,-1.016e+09,1.3034e+10,2.793e+09,1.0241e+10,8.78e+09,8.78e+09,3.756e+09,1.342e+09,1.134e+09,2.6912e+10,4.0675e+10,4.569e+09,1.5605e+10,3.311e+09,1.719e+10,4.1093e+10,6.8005e+10,9.564e+09,6.34e+08,8.93e+09,4.557e+09,1.4121e+10,1.4442e+10,3.537e+09,1.434e+09,1.028e+09,1.7979e+10,3.21e+10,1.2693e+10,-1.3372e+10,4.087e+10,-4.558e+09,3.5633e+10,2.72e+08,3.5905e+10,6.8005e+10,-9.9e+08,9.63e+08,2.228e+09,-2.3e+07,2.178e+09,-6.27e+08,-1.54e+08,-6.842e+09,-8.226e+09,-6.33e+08,6.933e+09,-3.73e+08,5.677e+09,-3.71e+08,-3.71e+08,-8e+06,-3.79e+08,2.088e+09,1.8999e+10,1.325e+09,0.18737,0.14527,-0.1312,-0.0283,-0.01494,-1.30413,1.90581,0.89403,0.27938,-0.80763,-0.80443,6.1558,28.32512,1.05326,0.50318,4,-0.00655,0.02267,-0.62303,2.8568,5.30222
"25","2016_Q2",62.9703125,"Up",6.52e+09,-5.46e+09,1.06e+09,4.5e+07,-3.5e+08,-1.1e+08,-2.4e+08,7.55e+08,-1.33e+08,-1.33e+08,6.22e+08,6.22e+08,-9.9e+07,5.23e+08,5.23e+08,-2.2e+07,5.01e+08,5.01e+08,1.4432e+10,2.08e+09,1.2352e+10,8.382e+09,8.382e+09,3.612e+09,1.274e+09,1.066e+09,2.77e+10,4.104e+10,4.551e+09,1.5649e+10,3.341e+09,1.7499e+10,4.1441e+10,6.9141e+10,8.626e+09,6.32e+08,7.994e+09,4.254e+09,1.288e+10,1.7233e+10,3.366e+09,1.392e+09,1.051e+09,2.0599e+10,3.3479e+10,1.27e+10,-1.362e+10,4.0745e+10,-4.466e+09,3.5359e+10,3.03e+08,3.5662e+10,6.9141e+10,5.23e+08,9.67e+08,5.1e+07,-3.31e+08,1.21e+09,-5.49e+08,-8.1e+07,-2.286e+09,-3.513e+09,-6.29e+08,2.481e+09,-3.12e+08,1.587e+09,-7.16e+08,-7.16e+08,3e+06,-7.13e+08,1.722e+09,2.1487e+10,9.41e+08,0.16258,0.1158,0.07684,0.01405,0.00725,1.87824,2.15062,0.93879,0.31077,0.39952,0.39793,5.19936,28.19697,0.7504,0.50159,5,0.01867,0.01555,1.25549,4.09698,9.34437
"26","2016_Q3",65.59453125,"Up",7.164e+09,-6.465e+09,6.99e+08,5.3e+07,-3.6e+08,-1.03e+08,-2.57e+08,3.92e+08,-1.49e+08,-1.49e+08,2.43e+08,-2.515e+09,3.69e+08,-2.146e+09,-2.146e+09,-1.4e+07,-2.16e+09,-2.16e+09,1.1192e+10,2.947e+09,8.245e+09,9.374e+09,9.374e+09,5.001e+09,1.628e+09,1.237e+09,2.7195e+10,5.359e+10,9.921e+09,2.4603e+10,1.276e+09,1.779e+10,5.3976e+10,8.1171e+10,1.1238e+10,7.01e+08,1.0537e+10,3.371e+09,1.4609e+10,1.8252e+10,5.331e+09,1.341e+09,1.359e+09,2.3583e+10,3.8192e+10,1.2835e+10,-3.636e+09,3.7889e+10,-4.478e+09,4.261e+10,3.69e+08,4.2979e+10,8.1171e+10,-2.146e+09,1.113e+09,2.981e+09,-3.16e+08,1.632e+09,-4.49e+08,-2.139e+09,5.455e+09,2.735e+09,-6.26e+08,-2.886e+09,1e+06,-3.51e+09,8.57e+08,8.57e+08,1e+07,8.67e+08,1.505e+09,2.1623e+10,3.71e+08,0.09757,0.05472,-0.30151,-0.05026,-0.02661,-0.171760000000001,1.86152,0.88862,0.26639,-1.55508,-1.55508,5.15767,30.67675,0.2671,0.45068,3,-0.02194,0.00531,-0.28981,6.9309,26.60969
"27","2016_Q4",68.1565079365079,"Up",7.019e+09,-6.291e+09,7.28e+08,5.5e+07,-3.45e+08,-9.2e+07,-2.53e+08,4.38e+08,-1.49e+08,-1.49e+08,2.89e+08,2.02e+08,-1.1e+07,1.91e+08,1.91e+08,-1.4e+07,1.77e+08,1.77e+08,1.0756e+10,3.441e+09,7.315e+09,9.565e+09,9.565e+09,4.572e+09,1.532e+09,1.141e+09,2.6425e+10,5.3815e+10,9.837e+09,2.4957e+10,1.283e+09,1.7738e+10,5.4169e+10,8.0594e+10,1.1233e+10,7.02e+08,1.0531e+10,3.739e+09,1.4972e+10,1.7538e+10,5.51e+09,1.293e+09,1.595e+09,2.3048e+10,3.802e+10,1.2823e+10,-3.571e+09,3.737e+10,-4.388e+09,4.2234e+10,3.4e+08,4.2574e+10,8.0594e+10,1.91e+08,9.98e+08,2.83e+08,-6.6e+07,1.406e+09,-4.03e+08,-3.1e+07,7.6e+08,1.86e+08,-6.96e+08,-3.57e+08,-7e+06,-1.116e+09,4.76e+08,4.76e+08,1.8e+07,4.94e+08,1.436e+09,2.1277e+10,9.78e+08,0.10372,0.0624,0.02522,0.00416,0.0022,5.52542,1.76496,0.89303,0.264,0.12716,0.12634,5.04239,30.34052,0.70259,0.5,4,0.01259,0.0141,3.9322,7.3266,24.02055
"28","2017_Q1",68.4925806451613,"Up",7.107e+09,-6.193e+09,9.14e+08,4.7e+07,-3.6e+08,-9.8e+07,-2.62e+08,6.01e+08,-1.39e+08,-1.39e+08,4.62e+08,-2.14e+08,1.9e+07,-1.95e+08,-1.95e+08,-1e+07,-2.05e+08,-2.05e+08,9.257e+09,2.929e+09,6.328e+09,9.387e+09,9.387e+09,4.225e+09,1.058e+09,1.058e+09,2.3927e+10,5.3791e+10,9.855e+09,2.499e+10,1.243e+09,1.7703e+10,5.4029e+10,7.7956e+10,1.1906e+10,7.02e+08,1.1204e+10,3.153e+09,1.5059e+10,1.6463e+10,4.905e+09,1.495e+09,1.53e+09,2.1368e+10,3.6427e+10,1.2801e+10,-3.55e+09,3.647e+10,-4.643e+09,4.1078e+10,4.51e+08,4.1529e+10,7.7956e+10,-1.95e+08,1.016e+09,7.25e+08,4.67e+08,2.013e+09,-6.54e+08,-1.47e+08,9.31e+08,-3.2e+07,-6.96e+08,-1.615e+09,-4.5e+07,-2.389e+09,-4.08e+08,-4.08e+08,-1.04e+08,-5.12e+08,1.617e+09,1.9616e+10,1.411e+09,0.12861,0.08456,-0.02884,-0.00493999999999998,-0.00263,-6.88293,1.58888,0.87715,0.25163,-0.14716,-0.14866,5.10194,29.48887,1.01292,0.49964,4,0.00743,0.02136,-3.39512,6.40631,17.23627
"29","2017_Q2",60.3546031746032,"Down",6.894e+09,-6.076e+09,8.18e+08,4.6e+07,-3.09e+08,-9.8e+07,-2.11e+08,5.55e+08,-1.39e+08,-1.39e+08,4.16e+08,3.34e+08,-5e+07,2.84e+08,2.84e+08,-5e+06,2.79e+08,2.79e+08,7.353e+09,1.902e+09,5.451e+09,8.636e+09,8.636e+09,4.288e+09,1.606e+09,1.606e+09,2.1883e+10,5.4054e+10,9.743e+09,2.5045e+10,1.482e+09,1.7784e+10,5.4292e+10,7.6175e+10,1.1327e+10,7.04e+08,1.0623e+10,2.449e+09,1.3776e+10,1.6538e+10,4.807e+09,1.457e+09,1.442e+09,2.1345e+10,3.5121e+10,1.278e+10,-3.697e+09,3.6052e+10,-4.529e+09,4.0606e+10,4.48e+08,4.1054e+10,7.6175e+10,2.84e+08,9.89e+08,1.68e+08,-7.85e+08,6.56e+08,-3.81e+08,-2.73e+08,7.43e+08,-5.5e+07,-6.96e+08,-6.82e+08,-2.37e+08,-1.637e+09,-1.036e+09,-1.036e+09,9e+06,-1.027e+09,1.544e+09,1.8987e+10,4.28e+08,0.11865,0.0805,0.04047,0.0068,0.00366,1.53405,1.58849,0.85548,0.24926,0.20029,0.199,4.94903,29.15004,0.30725,0.49964,4,0.01504,0.0066,2.49462,7.53497,20.96216
