"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","other_intangible_assets","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","short_term_debt","other_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",25.4259677419355,"Up",2692933000,-2030261000,662672000,-629774000,-629774000,32898000,-3392000,-16465000,13073000,29506000,-87998000,-58492000,-3433000,-61925000,-61925000,-61916000,-69566000,619532000,619532000,833895000,833895000,1004925000,141146000,141146000,2599498000,871153000,479199000,63983000,17272000,39923000,358021000,1350352000,3949850000,874337000,867249000,185075000,960113000,2019525000,486039000,380852000,380852000,0,866891000,2886416000,1129698000,-57733000,-608919000,213892000,1063339000,1063434000,3949850000,-61925000,49452000,103962000,124445000,215934000,-15496000,-15496000,-6683000,94000,-6589000,193849000,193849000,3004000,196853000,82350000,671114000,194732000,0.24608,0.01222,-0.02583,-0.06542,-0.01761,-2.79924,1.28718,2.71424,0.16991,-2.48237,-1.91594,96.09381,24.15565,6.94876,4,-0.03289,0.09205,0.62638,1.56794
"12","2013_Q1",36.3288333333333,"Up",2623108000,-2016379000,606729000,-536111000,-536111000,70618000,-10695000,-19676000,8981000,59923000,-65451000,-5528000,-1659000,-7187000,-7187000,-7205000,-17440000,6.71e+08,6.71e+08,8.04e+08,8.04e+08,1.051e+09,1.71e+08,1.71e+08,2.697e+09,8.56e+08,4.58e+08,6.4e+07,1.7e+07,3.3e+07,3.44e+08,1.314e+09,4.011e+09,9.4e+08,9.35e+08,1.74e+08,9.32e+08,2.046e+09,4.85e+08,4.32e+08,4.29e+08,0,9.17e+08,2.963e+09,1.123e+09,-5.8e+07,-6.16e+08,2.13e+08,1.048e+09,1.048e+09,4.011e+09,-7187000,51926000,43135000,37033000,124907000,-31657000,-61068000,-17119000,779000,-16340000,47499000,47499000,3650000,51149000,122544000,6.59e+08,129579000,0.2313,0.02692,-0.00665,-0.01664,-0.00435,-7.42999,1.31818,2.82729,0.1643,-0.61913,-4.74197,93.1217,23.50135,4.60012,5,-0.00815,0.06058,-0.0979199999999995,-0.16993
"13","2013_Q2",35.2653125,"Down",2.718e+09,-2.058e+09,6.6e+08,-6.26e+08,-6.26e+08,3.4e+07,-1e+07,-1.6e+07,6e+06,2.4e+07,-2.4e+07,0,-7e+06,-7e+06,-7e+06,-7e+06,-1.7e+07,549263000,549263000,763200000,763200000,1014349000,170298000,170298000,2497110000,821053000,473484000,64235000,15982000,31215000,362052000,1294537000,3791647000,840603000,833439000,173752000,844973000,1859328000,479820000,430479000,430479000,3.3881317890172e-21,910299000,2769627000,1115781000,-57733000,-622890000,200346000,1021905000,1022020000,3791647000,-7e+06,4.9e+07,2e+07,-1.56e+08,-9.4e+07,-2.9e+07,-2.9e+07,1.7e+07,43177793.1127713,7e+06,-1.16e+08,-1.16e+08,-6e+06,-1.22e+08,8.3e+07,653572000,-9.5e+07,0.24283,0.01251,-0.00625,-0.01663,-0.00448,5.58824,1.34302,2.70995,0.17237,-0.60284,-0.4607,96.38298,22.5356,-3.36879,3,-0.00332,-0.04511,1.25673,3.06791
"14","2013_Q3",37.83375,"Up",2.419e+09,-1.873e+09,5.46e+08,-5.59e+08,-5.59e+08,-1.3e+07,-1e+07,-1.7e+07,7e+06,-2.3e+07,-3.2e+07,-5.5e+07,1e+06,-5.4e+07,-5.4e+07,-5.4e+07,-6.4e+07,471955000,471955000,746645000,746645000,1090915000,165169000,165169000,2474684000,809965000,462916000,63086000,15428000,31283000,353119000,1272881000,3747565000,887773000,880629000,174550000,845751000,1908074000,475004000,409549000,409549000,0,884553000,2792627000,1108937000,-57733000,-677096000,194429000,954938000,954938000,3747565000,-5.4e+07,4.7e+07,1.8e+07,-1.1e+07,-2.98023223876953e-08,-3.8e+07,-3.8e+07,-2.8e+07,-3000000.00000003,-4.1e+07,-7.9e+07,-7.9e+07,2e+06,-7.7e+07,3.4e+07,649554000,-1.6e+07,0.22571,-0.00537,-0.02646,-0.06702,-0.01708,0.250000000000002,1.29695,2.92441,0.17333,-2.28571,-1.74387,86.39286,20.30489,-0.57143,3,-0.02681,-0.00794,5.2235,-13.66146
"15","2013_Q4",46.4678125,"Up",2.619e+09,-1.986e+09,6.33e+08,-5.94e+08,-5.94e+08,3.9e+07,-1.3e+07,-1.4e+07,1e+06,2.6e+07,2.9e+08,3.16e+08,-1.55e+08,1.61e+08,1.61e+08,1.61e+08,1.33e+08,724741000,724741000,798147000,798147000,1034313000,136578000,136578000,2693779000,796058000,161935000,19431000,15010000,28582000,98912000,957993000,3651772000,851893000,841293000,23916000,944137000,1819946000,471259000,390133000,390133000,-2.71050543121376e-20,861392000,2681338000,1091545000,-57733000,-516196000,259617000,970434000,970434000,3651772000,1.61e+08,4.9e+07,-3.2e+08,8.4e+07,-2.6e+07,-2.5e+07,6.49e+08,-1.56e+08,-1.97e+08,-3.76e+08,2.47e+08,2.47e+08,6e+06,2.53e+08,8.8e+07,495175000,3.02e+08,0.2417,0.01489,0.05078,0.13705,0.03642,2.27068,1.48014,2.76303,0.1356,4.6831,4.00602,92.21831,27.36736,10.6338,5,0.08406,0.16274,-2.6087,-5.88631
"16","2014_Q1",42.2991803278689,"Down",3.486e+09,-2.699e+09,7.87e+08,-7.81e+08,-7.81e+08,6000000.00000001,-1.7e+07,-1.7e+07,4.65661287307739e-10,-1.1e+07,-1.23e+08,-1.34e+08,13999999.9999999,-1.2e+08,-1.2e+08,-1.2e+08,-1.45e+08,9.55e+08,9.55e+08,1.333e+09,1.333e+09,1.812e+09,2.96e+08,2.96e+08,4.396e+09,1.309e+09,1.772e+09,3.98e+08,1.13e+08,3.5e+07,1.226e+09,3.081e+09,7.477e+09,1.43e+09,1.426e+09,2.9e+07,1.463e+09,2.922e+09,1.555e+09,8.82e+08,7.19e+08,0,2.437e+09,5.359e+09,2.485e+09,-5.8e+07,-6.36e+08,2.72e+08,2.063e+09,2.118e+09,7.477e+09,-1.2e+08,6.4e+07,62999999.9999999,6e+06,1.3e+07,-4.3e+07,4.46e+08,-4999999.99999997,-2.05e+08,-2.3e+08,2.29e+08,2.29e+08,1e+06,2.3e+08,7e+07,1.584e+09,18999999.9999999,0.22576,0.00172,-0.04159,-0.06846,-0.01939,-0.13103,1.50445,2.53022,0.21185,-3.40376,-7.10784,81.83099,48.42723,0.446009999999999,3,-0.02727,0.00414,8.98571,104.83333
"17","2014_Q2",42.7904761904762,"Up",4.354e+09,-3.339e+09,1.015e+09,-9.43e+08,-9.43e+08,7.2e+07,-1.8e+07,-1.9e+07,1e+06,5.4e+07,-1.51e+08,-9.7e+07,-1.1e+07,-1.08e+08,-1.08e+08,-1.09e+08,-1.09e+08,8.7e+08,8.7e+08,1.312e+09,1.312e+09,1.613e+09,4.5e+08,2.9e+08,4.245e+09,1.161e+09,1.705e+09,3.88e+08,1.06e+08,3.6e+07,1.175e+09,2.866e+09,7.111e+09,1.293e+09,1.284e+09,3.5e+07,1.393e+09,2.721e+09,1.539e+09,8.33e+08,6.73e+08,0,2.372e+09,5.093e+09,2.492e+09,-5.8e+07,-7.45e+08,2.73e+08,1.962e+09,2.018e+09,7.111e+09,-1.08e+08,7.7e+07,7e+07,-1.13e+08,-7.4e+07,-3e+07,-8e+06,5e+06,-3e+06,2e+06,-8e+07,-8.5e+07,6889297.59293757,-8.5e+07,1.49e+08,1.574e+09,1.7e+07,0.23312,0.01654,-0.02503,-0.05401,-0.01533,-0.15596,1.56009,2.52379,0.22135,-2.0566,-2.0566,82.15094,37.01887,0.32075,3,-0.02463,0.00384,4.72483,9.77778
"18","2014_Q3",46.41453125,"Up",3.84e+09,-2.957e+09,8.83e+08,-8.62e+08,-8.62e+08,2.1e+07,-1.3e+07,-1e+07,-3e+06,7999999.99999999,-2.05e+08,-1.97e+08,7000000.00000001,-1.9e+08,-1.9e+08,-1.91e+08,-1.91e+08,7.68e+08,7.68e+08,1.306e+09,1.306e+09,1.653e+09,4.54e+08,2.78e+08,4.181e+09,1.095e+09,1.697e+09,3.9e+08,1.01e+08,3.5e+07,1.171e+09,2.792e+09,6.973e+09,1.279e+09,1.279e+09,2.9e+07,1.514e+09,2.822e+09,1.534e+09,7.69e+08,6.47e+08,0,2.303e+09,5.125e+09,2.505e+09,-5.8e+07,-9.36e+08,2.8e+08,1.791e+09,1.848e+09,6.973e+09,-1.9e+08,7.8e+07,3.7e+07,-1.3e+07,-8.8e+07,-2.8e+07,-7e+06,-1.5e+07,3999999.99999999,-1.1e+07,-1.06e+08,-9.8e+07,3e+06,-9.5e+07,9.9e+07,1.563e+09,5.1e+07,0.22995,0.00547,-0.04974,-0.10335,-0.02739,-0.26702,1.48157,2.77327,0.22415,-3.57678,-3.57678,71.91011,33.53933,0.95506,4,-0.04569,0.0122,8.0303,37.85714
"19","2014_Q4",55.82859375,"Up",4.069e+09,-3.082e+09,9.87e+08,-8.6e+08,-8.6e+08,1.27e+08,-1.7e+07,-1.8e+07,1e+06,1.1e+08,-7.8e+07,3.2e+07,-2e+06,3e+07,3e+07,3e+07,3e+07,9.65e+08,9.65e+08,1.308e+09,1.308e+09,1.58e+09,2.36e+08,2.36e+08,4.089e+09,1.007e+09,1.684e+09,3.91e+08,9e+07,3.5e+07,1.168e+09,2.691e+09,6.78e+09,1.282e+09,1.282e+09,3e+07,1.439e+09,2.751e+09,1.524e+09,7.26e+08,6.11e+08,-6.93889390390723e-18,2.25e+09,5.001e+09,2.516e+09,-5.8e+07,-9.06e+08,2.26e+08,1.778e+09,1.779e+09,6.78e+09,3e+07,7.8e+07,2.7e+07,6.2e+07,1.97e+08,-2.3e+07,1.6e+07,-4e+06,3e+06,-1e+06,2.12e+08,2.09e+08,-1.9e+07,1.9e+08,2.05e+08,1.554e+09,2.46e+08,0.24257,0.03121,0.00737,0.01686,0.00442,8.2,1.48637,2.81113,0.2292,0.55762,0.55762,75.63197,33.04833,4.57249,6,0.00739,0.06061,2.87317,4.6378
"20","2015_Q1",78.1811475409836,"Up",4.47e+08,-3.56e+08,9.1e+07,-67999999.9999999,-67999999.9999999,2.3e+07,-1.5e+07,-1.8e+07,3e+06,7999999.99999997,-3.7e+07,-2.9e+07,4e+06,-2.5e+07,-8.4e+07,-8.4e+07,-8.4e+07,1.071e+09,1.071e+09,1.264e+09,1.264e+09,1.638e+09,1.58e+08,1.58e+08,4.131e+09,9.63e+08,1.663e+09,3.91e+08,7.2e+07,3.6e+07,1.164e+09,2.626e+09,6.757e+09,1.344e+09,1.34e+09,3.2e+07,1.514e+09,2.89e+09,1.509e+09,7.37e+08,5.41e+08,0,2.246e+09,5.136e+09,2.562e+09,-5.8e+07,-9.9e+08,1.07e+08,1.621e+09,1.621e+09,6.757e+09,-2.5e+07,4.4e+07,1.3e+07,2.6e+07,5.8e+07,-1e+07,-6e+06,-8e+06,3.5e+07,2.7e+07,7.9e+07,1.17e+08,-1.1e+07,1.06e+08,6.7e+07,1.541e+09,7.9e+07,0.20358,0.05145,-0.18792,-0.05182,-0.01243,-0.940480000000003,1.42941,3.16841,0.22806,-1.56134,-1.56134,8.30854999999998,30.13011,1.4684,3,-0.02154,0.02026,7.01493,20.43478
"21","2015_Q2",80.7477777777778,"Up",3.877e+09,-2.94e+09,9.37e+08,-8.01e+08,-8.01e+08,1.36e+08,-1.8e+07,-1.9e+07,1e+06,1.18e+08,-4.8e+07,7e+07,-2.5e+07,4.5e+07,4.5e+07,4.5e+07,4.5e+07,9.27e+08,9.27e+08,1.201e+09,1.201e+09,1.554e+09,3.27e+08,3.27e+08,4.009e+09,8.87e+08,1.652e+09,3.97e+08,6.7e+07,2.7e+07,1.161e+09,2.539e+09,6.548e+09,1.268e+09,1.251e+09,5.2e+07,1.319e+09,2.639e+09,1.492e+09,7.95e+08,6.07e+08,1.11022302462516e-16,2.287e+09,4.926e+09,2.572e+09,-5.8e+07,-9.45e+08,5.3e+07,1.622e+09,1.622e+09,6.548e+09,4.5e+07,7.4e+07,2.1e+07,-1.86e+08,-4.6e+07,8e+06,-7e+07,-9e+06,1e+06,-8e+06,-1.24e+08,-1.24e+08,-2e+07,-1.44e+08,2.1e+08,1.544e+09,5.7e+07,0.24168,0.03508,0.01161,0.02774,0.00687,1.26667,1.51914,3.03699,0.2358,0.82721,0.81374,71.26838,29.81618,1.04779,3,0.01136,0.01439,2.9381,4.53676
"22","2015_Q3",68.355,"Down",3.44e+09,-2.626e+09,8.14e+08,-7.42e+08,-7.42e+08,7.2e+07,-1.6e+07,-1.7e+07,1e+06,5.6e+07,-1.24e+08,-6.8e+07,1e+07,-5.8e+07,-57999999.9999999,-5.8e+07,-5.8e+07,8.67e+08,8.67e+08,1.172e+09,1.172e+09,1.554e+09,2.85e+08,2.85e+08,3.878e+09,8.42e+08,1.64e+09,3.97e+08,6.3e+07,2.6e+07,1.154e+09,2.482e+09,6.36e+09,1.225e+09,1.225e+09,5.9e+07,1.227e+09,2.511e+09,1.477e+09,7.89e+08,6.02e+08,0,2.266e+09,4.777e+09,2.588e+09,-5.8e+07,-1.003e+09,5.6e+07,1.583e+09,1.583e+09,6.36e+09,-5.8e+07,7.6e+07,1.8e+07,-1.25e+08,-8.9e+07,-3.7e+07,3.1e+07,-3e+06,2e+06,-1e+06,-5.9e+07,-5.9e+07,-1e+06,-6e+07,1.48e+08,1.536e+09,-2.4e+07,0.23663,0.02093,-0.01686,-0.03664,-0.00912,0.413790000000002,1.5444,3.01769,0.24151,-1.05839,-1.07607,62.77372,28.88686,-0.437959999999999,3,-0.01484,-0.00614,4.52027,9.29167
"23","2015_Q4",58.46046875,"Down",1.644e+09,-1.188e+09,4.56e+08,-3.09e+08,-3.09e+08,1.47e+08,-1.9e+07,-1.7e+07,-2e+06,1.28e+08,-4.2e+07,8.6e+07,-1.3e+07,7.3e+07,6e+06,6e+06,6e+06,9.58e+08,9.58e+08,1.231e+09,1.231e+09,1.586e+09,2.5e+08,2.5e+08,4.025e+09,8.16e+08,1.618e+09,3.96e+08,5.8e+07,2.1e+07,1.143e+09,2.434e+09,6.459e+09,1.259e+09,1.241e+09,5.6e+07,1.337e+09,2.652e+09,1.467e+09,7.6e+08,5.8e+08,1.77635683940025e-15,2.227e+09,4.879e+09,2.601e+09,-5.8e+07,-9.97e+08,3.4e+07,1.58e+09,1.58e+09,6.459e+09,7.3e+07,4.7e+07,1.2e+07,6.4e+07,1.96e+08,-1.7e+07,-1.6e+07,-1.2e+07,3e+06,-9e+06,1.71e+08,9.9e+07,-8e+06,9.1e+07,1.94e+08,1.523e+09,2.54e+08,0.27737,0.08942,0.00365,0.0038,0.00093,42.33333,1.51772,3.08797,0.2358,0.10989,0.10471,30.10989,28.93773,4.65201,5,0.00155,0.06575,2.91237,3.84354
"24","2016_Q1",47.3011475409836,"Down",2.766e+09,-2.11e+09,6.56e+08,-5.73e+08,-5.73e+08,8.3e+07,-1.5e+07,-1.6e+07,1e+06,6.8e+07,-4.1e+07,2.7e+07,5e+06,3.2e+07,1.5e+07,1.5e+07,1.5e+07,8.6e+08,8.6e+08,7.46e+08,7.46e+08,1.406e+09,1.048e+09,9.2e+07,4.06e+09,6.65e+08,1.717e+09,3.63e+08,5.3e+07,1.1e+07,1.108e+09,2.382e+09,6.442e+09,9.96e+08,9.87e+08,5.1e+07,1.696e+09,2.743e+09,1.447e+09,6.49e+08,4.21e+08,0,2.096e+09,4.839e+09,2.613e+09,-5.8e+07,-9.82e+08,3e+07,1.603e+09,1.603e+09,6.442e+09,3.2e+07,5.6e+07,4.5e+07,-5.6e+07,76999999.9999999,-3e+06,-3e+06,-8e+06,0,-8e+06,6.6e+07,1.11e+08,1.86264514923096e-09,1.11e+08,1.39e+08,1.498e+09,75000000.0000001,0.23717,0.03001,0.00542,0.00936,0.00233,4.99999999999999,1.48013,3.01871,0.23254,0.27273,0.27027,50.29091,29.14545,1.36364,7,0.004,0.02,4.58993,7.68675
