"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_affiliates_net_of_taxes","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","other_intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_acquisitions_divestitures","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",28.0870967741935,"Up",500535000,-366211000,134324000,-91977000,-91354000,42347000,-5950000,-5950000,36397000,31743000,-9358000,2223000,24608000,83324000,-55000,83269000,83269000,207745000,207745000,319190000,319190000,216025000,56669000,56669000,799629000,320849000,627449000,241667000,231529000,152388000,948298000,1747927000,273533000,163274000,16199000,94060000,57187000,349462000,475264000,125554000,52032000,68522000,600818000,950280000,84840000,809194000,-100575000,793459000,4188000,797647000,1747927000,24608000,14770000,9813000,-18638000,30553000,-4794000,0,-4794000,-4244000,96876000,-2401000,619000,-3020000,-181603000,-91372000,-65613000,50464000,2982000,53446000,57117000,532451000,43043000,0.26836,0.0846,0.16636,0.10439,0.04764,0.51692,2.28817,1.19135,0.30462,1.6779,1.64242,10.08594,15.98845,0.86733,0.08552,0.06012,0.02957,0.05097,5.68493,7.66775
"12","2013_Q1",35.2511666666667,"Up",513255000,-369541000,143714000,-94636000,-95395000,49078000,-5476000,-5476000,43602000,33552000,-11191000,2651000,25012000,25194000,-82000,25112000,25112000,200436000,200436000,320152000,320152000,208531000,70225000,70225000,799344000,329016000,657960000,254345000,233355000,168395000,986976000,1786320000,304932000,163062000,24865000,117005000,45113000,350119000,475112000,178410000,105220000,68190000,653522000,1003641000,87868000,830031000,-139626000,778273000,4406000,782679000,1786320000,25012000,16647000,-29667000,31286000,43278000,-17211000,-7881000.00000006,-25091999.9999999,-4242000,-4731000,733000,751000,-18000,-7381000,-15620999.9999999,2565000,-14013000,6704000,-7309000.00000001,65725000,520225000,90991000,0.28001,0.09562,0.04893,0.03208,0.01406,3.62341000000001,2.28306,1.28231,0.29123,0.50588,0.49435,10.33954,15.67834,1.83302,0.08546,0.01982,0.06143,0.16892,4.86556,6.51593
"13","2013_Q2",35.0403125,"Down",479842000,-346466000,133376000,-97262000,-97640000,36114000,-5327000,-5327000,30787000,25454000,-7120000,2440000,20774000,20774000,-97000,20677000,20677000,163131000,163131000,308343000,308343000,229442000,79722000,77857000,780638000,338535000,646237000,251158000,226988000,168091000,984772000,1765410000,280121000,167926000,16931000,95264000,36682000,321803000,474299000,164648000,99840000,64808000,638947000,960750000,94647000,846402000,-140899000,800150000,4510000,804660000,1765410000,20774000,15643000,5777000,-53678000,-11484000,-19370000,1625000,-17745000,-4273000,35711000,1518000,3774000,-2256000,-41696000,-8740000,-37969000,-38043000,738000,-37305000,51757000,510981000,-14171000,0.27796,0.07526,0.04309,0.0257,0.01171,-0.68535,2.42583,1.19398,0.28944,0.41506,0.40522,9.63209,16.06179,-0.28446,0.08577,0.01685,-0.00956999999999998,0.20665,6.72083,9.632
"14","2013_Q3",35.5603125,"Up",519016000,-372400000,146616000,-95620000,-93806000,50996000,-4884000,-4884000,46112000,35269000,-10864000,1643000,26048000,26048000,-119000,25929000,25929000,161185000,161185000,317048000,317048000,222381000,85422000,83557000,786036000,353122000,634695000,252475000,223630000,158590000,987817000,1773853000,287385000,166664000,17928000,102793000,23249000,315634000,473159000,164313000,98649000,65664000,637472000,953106000,93684000,867270000,-144546000,816408000,4339000,820747000,1773853000,26048000,14345000,9684000,2118000.00000001,52195000,-28316000,0,-30703000,-5021000,53482000,-4251000,597000,-4848000,-66519000,-22309000,-817000,-817000,-1129000,-1946000,65341000,496408000,50007000,0.28249,0.09826,0.04996,0.03159,0.01462,1.92861,2.49034,1.16127,0.27985,0.51926,0.5069,10.39383,16.34941,1.00144,0.10055,0.02089,0.03376,0.19364,5.13036,6.57352
"15","2013_Q4",43.48953125,"Up",-997344563,717777062,-279567501,192597468,191163950,-86970033,10196210,10196210,-76773823,-60626774,17955726,-4076980,-46748028,-46746817,215692,-46531125,-46531125,160259000,160259000,318611000,318611000,221256000,81330000,79465000,781456000,386824000,632203000,257360000,222339000,152504000,1019027000,1800483000,297891000,169267000,14708000,113916000,21997000,324888000,471457000,159720000,94034000,65686000,631177000,956065000,95002000,890476000,-145922000,839556000,4862000,844418000,1800483000,-46748028,-29942205,-15449363,51517801,-40621795,47605312,-1633614,48356311,9279683,-89084865,2728000,-4363979,7091979,108087423,31010241,38744757,38819894,390929,39210823,-116912238,493454000,-35744851,0.28031,0.0872,0.04666,-0.0551,-0.02584,0.76819,2.40531,1.13222,0.27407,-0.93224,-0.91011,-19.98166,16.82039,-0.71614,-0.18592,-0.03727,-0.02387,0.19943,-2.84996,-3.83115
"16","2014_Q1",43.243606557377,"Down",2045454563,-1475708062,569746501,-378135468,-374386950,191611033,-19105210,-19105210,172505823,127447774,-39920726,8373980,95901028,97110817,-424692,96686125,96686125,155121000,155121000,331125000,331125000,221537000,86911000,85046000,794694000,434387000,643947000,263103000,219401000,161443000,1078334000,1873028000,335189000,201575000,10830000,122784000,20589000,360778000,472315000,104757000,52922000,51835000,577072000,937850000,94719000,907308000,-71962000,930065000,5113000,935178000,1873028000,95901028,61611205,4334363,-29242801,132603795,-122072312,-8605386,-133062311,-19319683,106380865,-8742000,8883979,-17625979,-126942423,-48623241,-49081757,-47945894,2671071,-45274823,253222238,492904000,141827851,0.27854,0.09368,0.04727,0.10339,0.05162,1.46689,2.20272,1.00286,0.26316,1.93733,1.887,40.98532,18.63596,2.84184,0.38711,0.07568,0.09253,0.19982,1.33394,1.76286
"17","2014_Q2",42.9349206349206,"Down",485981000,-352936000,133045000,-97849000,-96799000,35196000,-4126000,-4126000,31070000,19336000,-6541000,1854000,14649000,14649000,-492615.552218173,14649000,14649000,113047000,113047000,327314000,327314000,260763000,100375000,98510000,801499000,462372000,645236000,265444000,214568000,165224000,1107608000,1909107000,325254000,208099000,13115000,104040000,21846000,352100000,511851000,106286000,52135000,54151000,618137000,970237000,87150000,916838000,-70373000,933615000,5255000,938870000,1909107000,14649000,16128000,377000,-48262000,-17108000,-50269000,0,-50269000,-5004000,41283000,-13342000,2005000,-15347000,1613000,24550000,-42827000,-42827000,753000,-42074000,51324000,533697000,-40666000,0.27377,0.07242,0.03014,0.0156,0.00766999999999998,-2.77603,2.27634,1.03341,0.27955,0.29351,0.28581,9.73715,18.70597,-0.81479,0.10026,0.01245,-0.02576,0.34159,8.19597,11.95164
"18","2014_Q3",40.98109375,"Down",544034000,-401379000,142655000,-96576000.0000001,-96371999.9999999,46079000,-4760000,-4760000,41319000,27781000,-8838000,1683000,20626000,20626000,-167000,20459000,20459000,95044000,95044000,354436000,354436000,281914000,101137000,99272000,832531000,485048000,643237000,264389000,208200000,170648000,1128285000,1960816000,334278000,222284000,8233000,103761000,29466000,368744000,536584000,95743000,45988000,49755000,632327000,1001071000,93840000,931311000,-70698000,954453000,5291000,959744000,1960815000,20626000,17523000,2378000,-57259000,-16732000,-30076000,-151000,-30227000,-6020000,142756000,2544000,2646000,-102000,-109163000,30117000,-16842000,-16842000,-1161000,-18003000,63602000,566050000,-14895000,0.26222,0.0847,0.03761,0.02132,0.01043,-0.72804,2.25775,1.04306,0.28868,0.40954,0.39979,10.89026,19.10587,-0.29816,0.12051,0.01633,-0.00919,0.29425,7.40552,10.22171
"19","2014_Q4",37.89875,"Down",526765000,-401611000,125154000,-97068000,-96779000,28086000,-5292000,-5292000,22794000,10451000,-8035000,1668000,4084000,4084000,-97000,3987000,3987000,75544.0000000149,75544.0000000149,345104,345104,281265,111816.999999985,109952,813730,493362.00000006,630426,258709,200080,171637,1123788,1937518.00000024,321136,212491,6315.00000000093,102330,30949,357085,531951.99999994,92899,43074,49824.9999999925,624851,981935.999999762,100117,929224.000000238,-78966,950375.000000119,5207,955581.999999762,1937518,4084000,18387000,15636000,-16824000,21283000,-35087000,0,-35087000,-6028000,61351000,1628000,1680000,-52000,-63327000,-6376000,-20180000,-20180000,680000,-19500000,46473000,562901,2597000,0.23759,0.05332,0.00757,4.17233,2.05779,0.65137,2.27881,1.02758,0.29053,0.07966,0.07772,10.52414,0.0189899999999987,0.05189,0.12043,6.21516,1.61166,1.51191,0.0104899999999999,0.0173500000000004
"20","2015_Q1",38.7049180327869,"Up",547674000,-415238000,132436000,-91240000,-93499000,41196000,-5566000,-5566000,35630000,21744000,-10934000,-18000,10792000,10792000,-114000,10678000,10678000,77569000,77569000,341307000,341307000,251290000,94970000,93105000,765136000,502634000,601236000,255972000,195938000,149326000,1103870000,1869006000,285050000,174494000,13761000,96795000,27149000,317199000,547735000,108968000,67193000,41775000,656703000,973902000,103580000,933819000,-147352000,890047000,5057000,895104000,1869006000,10792000,18456000,34223000,-21180000,42291000,-18251000,-26183000,-44434000,-6035000,321212000,512000,521000,-9000,-309016000,6673000,4530000,4530000,-2505000,2025000,59652000,574884000,31155000,0.24182,0.07522,0.0195,0.01193,0.00571,2.91768,2.41216,1.08803,0.30759,0.21311,0.20818,10.93053,17.76364,0.62179,0.12045,0.01058,0.01973,0.56518,8.33694,12.07192
"21","2015_Q2",38.3906349206349,"Down",470661000,-354455000,116206000,-94470000,-94833000,21736000,-6102000,-6102000,15634000,13273000,-4769000,1291000,9795000,9710000,-215157.541454472,9710000,9710000,71574000,71574000,335536000,335536000,275038000,97612000,95747000,779760000,538809000,778903000,396849000,225748000,156306000,1317712000,2097472000,299222000,1.95e+08,13312000,90910000,46088000,350310000,717482000,158002000,59431000,98571000,875484000,1225794000,107943000,937438000,-179119000,866262000,5416000,871678000,2097472000,9795000,17824000,27958000,10636000,66213000,-27078000,-217638000,-244716000,-6044000,312252000,-519000,1684000,-2203000,-129603000,176086000,-2417000,-2417000,-3578000,-5995000,39560000,763570000,27887000,0.2469,0.04618,0.02063,0.0111400000000006,0.00463000000000003,2.87199,2.22591,1.40625,0.36404,0.19347,0.18899,9.37796,17.26034,0.55565,0.12043,0.00878999999999849,0.0155499999999997,0.62245,17.49232,31.8364
"22","2015_Q3",34.306875,"Down",540762000,-391825000,148937000,-101151000,-100582000,47786000,-6215000,-6215000,41571000,40637000,-15387000,1366000,26616000,25401000,-229000,25172000,25172000,79463000,79463000,356409000,356409000,265620000,93224000,90518000,794716000,532734000,763309000,401012000,218415000,143882000,1296043000,2090759000,294556000,191930000,11307000,91319000,55277000,357833000,681622000,156383000,58292000,98091000,838005000,1195838000,114067000,955998000,-182306000,887759000,7162000,894921000,2090759000,26616000,18926000,-218000.000000004,4679000,50003000,-10766000,65999.9999999404,-10700000,-6561000,27233000,2263000,2267000,-4000,-53237000,-30302000,9001000,9001000,-1112000,7889000,66712000,736899000,76012000,0.27542,0.08837,0.04655,0.02813,0.01204,3.0197,2.22091,1.33625,0.35246,0.49999,0.48905,10.74113,17.63351,1.50982,0.13032,0.01775,0.04251,0.26065,9.85484,13.75792
"23","2015_Q4",34.6025,"Up",524133000,-377293000,146840000,-99337000,-98297000,47503000,-6448000,-6448000,41055000,39758000,-14372000,1500000,26886000,26886000,-79000,26807000,26807000,85821000,85821000,341932000,341932000,266896000,97590000,97590000,792239000,530910000,745489000,386594000,216886000,142009000,1276399000,2068638000,273316000,170602000,10658000,92056000,51873000,325189000,675705000,159259000,58395000,100864000,834964000,1160153000,118960000,976181000,-191390000,903751000,4734000,908485000,2068638000,26886000,18992000,5587000,-14637000,36828000,-9265000,0,-9265000,-6569000,15401000,384000,391000,-7000,-23339000,-14123000,13440000,8146000,-1788000,6358000,66495000,727578000,56965000,0.28016,0.09063,0.05115,0.02951,0.01296,2.125,2.43624,1.27702,0.35172,0.53166,0.52022,10.39513,17.9241,1.12979,0.13028,0.01859,0.03173,0.24505,9.65121,13.50982
"24","2016_Q1",34.2796721311475,"Down",548104000,-392044000,156060000,-105065000,-103846000,50995000,-6256000,-6256000,44739000,44677000,-21327000,1750000,25100000,25100000,-109000,24991000,24991000,119168000,119168000,364704000,364704000,248504000,68675000,68675000,801051000,512860000,728341000,354204000,212993000,161144000,1241201000,2042252000,296268000,177864000,8970000,109434000,53257000,349525000,669606000,145596000,76324000,69272000,815202000,1164727000,105596000,994608000,-227284000,872920000,4605000,877525000,2042252000,25100000,19547000,2976000,9862000.00000001,57485000,-6189000,7.45058059692383e-09,-6188999.99999999,-6509000,-508999.999999993,-16787000,289000,-17076000,8411000,-15394000,35902000,35902000,-2555000,33347000,70542000,722863000,95542000,0.28473,0.09304,0.0456,0.02848,0.01224,3.82306,2.29183,1.32729,0.35395,0.4984,0.48818,10.93104,17.40896,1.90543,0.12981,0.01804,0.05472,0.26045,8.55795,11.83832
"25","2016_Q2",41.29625,"Up",474326000,-336721000,137605000,-104849000,-99767000,32756000,-6308000,-6308000,26448000,26035000,-8760000,1692000,18967000,18967000,-49000,18918000,18918000,126771000,126771000,335403000,335403000,264837000,64049000,64049000,791060000,511903000,720373000,354901000,206403000,159069000,1232276000,2023336000,266681000,162513000,12988000,91180000,112405000,379086000,610969000,143492000,74596000,68896000,754461000,1133547000,103345000,1006964000,-225305000,885004000,4785000,889789000,2023336000,18967000,19956000,-842000,4480000,42561000,-22498000,0,-22498000,-6498000,6378000,-6486000,32000,-6518000,-5966000,-12572000,7491000,7491000,112000,7603000,52712000,723374000,43454000,0.29011,0.06906,0.03988,0.02126,0.00935,2.29697,2.08676,1.27395,0.35752,0.37868,0.37098,9.4945,17.71496,0.86981,0.13007,0.01447,0.02474,0.34348,11.31816,18.21355
"26","2016_Q3",42.79953125,"Up",532514000,-374258000,158256000,-105249000,-103684000,53007000,-6597000,-6597000,46410000,46040000,-14290000,1640000,33390000,33390000,-59000,33331000,33331000,146022000,146022000,355373000,355373000,261072000,62237000,62237000,824704000,515649000,726422000,362522000,201028000,162872000,1242071000,2066775000,275441000,161724000,12752000,100965000,118709000,394150000,603138000,140666000,71565000,69101000,743804000,1137954000,114311000,1033196000,-223608000,923899000,4922000,928821000,2066775000,33390000,18597000,409000,-12354000,40042000,-12352000,-9123000,-21475000,-7039000,4868000,7003000,7051000,-48000.0000000009,-4692000,140000,18707000,18707000,544000,19251000,71604000,721847000,61188000,0.29719,0.09954,0.06259,0.03589,0.01613,1.83577,2.09236,1.22516,0.34926,0.66469,0.65032,10.61948,18.42455,1.22022,0.14037,0.02254,0.03416,0.21118,8.0418,10.86319
