"","YQ","p","d","revenue","net_interest_income","total_interest_income","total_interest_expense","total_non_interest_income","investment_income_loss","commissions_fees_earned","other_non_interest_income","provision_for_loan_losses","net_revenue_after_provisions","total_non_interest_expense","other_operating_expenses","operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","preferred_dividends","net_income_common","cash_cash_equivalents_short_term_investments","short_long_term_investments","trading_securities","investment_securities_held_to_maturity","other_investments","net_loans","reserve_for_loan_losses","total_loans","net_fixed_assets","intangible_assets","goodwill","other_assets","total_assets","total_deposits","interest_bearing_deposits","other_deposits","short_term_debt","securities_sold_under_repo","short_term_borrowings","long_term_debt","other_liabilities","total_liabilities","preferred_equity","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization","provision_for_loan_losses_2","non_cash_items","gain_on_sale_of_securities_loans","stock_based_compensation","other_non_cash_adjustments","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_investments","net_change_in_loans_interbank","net_change_in_other_loans","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repayment_of_short_term_debt_net","cash_from_repayment_of_long_term_debt_net","repayments_of_long_term_debt","cash_from_long_term_debt","net_change_in_deposits","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",10.8617741935484,"Up",1.574e+09,9.03e+08,1.024e+09,-1.21e+08,6.71e+08,7e+06,2.83e+08,3.81e+08,-6.5e+07,1.509e+09,-1.007e+09,-1.007e+09,5.02e+08,5.02e+08,5.02e+08,-1.39e+08,3.63e+08,3.63e+08,3.63e+08,-8e+06,3.55e+08,2.49e+09,1.718e+10,2.05e+08,2.87e+08,1.286e+09,8.1134e+10,-1.925e+09,8.3059e+10,3.062e+09,3e+07,2.417e+09,1.117e+10,1.17483e+11,8.4688e+10,4.7682e+10,9.4e+09,6.189e+09,6.86e+08,5.503e+09,8.127e+09,4.71e+09,1.03714e+11,3.98e+08,4.784e+09,2.051e+09,2.733e+09,-3.98e+08,8.466e+09,4.68e+08,1.3718e+10,1.3769e+10,1.17483e+11,3.63e+08,1.34e+08,6.5e+07,5.165e+09,5.036e+09,1.7e+07,1.12e+08,-5.064e+09,6.63e+08,-7.5e+07,3.97e+08,-9.27e+08,-9.79e+08,6.36e+08,3.1e+07,-8.1e+07,-6.23e+08,8.9e+08,-1.513e+09,-1.517e+09,4e+06,4.24e+08,3.3e+07,-5.97e+08,9.7e+07,9.7e+07,9.7e+07,6.36e+08,1.4316e+10,-4.364e+09,0.31893,0.22554,0.02578,0.00302,-12.29296,7.53243,0.12186,0.39249,0.37573,1.74024,14.72678,-4.8249,0.08955,0.00371,-0.03715,0.22817,18.59434,23.55777
"12","2013_Q1",11.897,"Up",1.779e+09,8.99e+08,1.016e+09,-1.17e+08,8.8e+08,-1.86264514923096e-09,2.94e+08,5.86e+08,-7.6e+07,1.703e+09,-1.163e+09,-1.163e+09,5.4e+08,5.4e+08,5.4e+08,-1.45e+08,3.95e+08,3.95e+08,3.98e+08,-9e+06,3.89e+08,2.441e+09,1.8119e+10,2.07e+08,2.84e+08,2.421e+09,8.3928e+10,-1.854e+09,8.5782e+10,3.123e+09,2.7e+07,2.416e+09,1.184e+10,1.21894e+11,8.9517e+10,4.8371e+10,1.1123e+10,7.181e+09,9.01e+08,6.28e+09,7.085e+09,4.347e+09,1.0813e+11,3.98e+08,4.809e+09,2.051e+09,2.758e+09,-6.34e+08,8.768e+09,3.75e+08,1.3716e+10,1.3764e+10,1.21894e+11,3.95e+08,1.43e+08,7.6e+07,5.062e+09,4.705e+09,1.5e+07,3.42e+08,-5.855e+09,-1.79e+08,-8.3e+07,-14000000.0000001,-2.939e+09,-3.005e+09,-1.186e+09,-4.222e+09,-1.06e+08,-3.6e+08,7.77e+08,-1.137e+09,-1.144e+09,6999999.99999988,4.521e+09,5.22e+08,4.352e+09,-4.9e+07,-4.9e+07,-4.9e+07,6.83e+08,1.4266e+10,-5.11e+09,0.30354,0.21866,0.02826,0.00319,-13.13625,7.856,0.11704,0.43982,0.42038,2.0114,15.05778,-5.77754,0.11985,0.00406,-0.04192,0.27249,17.31332,21.89815
"13","2013_Q2",12.95484375,"Up",1.631e+09,8.88e+08,9.95e+08,-1.07e+08,7.43e+08,1.9e+07,2.96e+08,4.28e+08,-6.2e+07,1.569e+09,-9.78e+08,-9.78e+08,5.91e+08,5.91e+08,5.91e+08,-1.79e+08,4.12e+08,4.12e+08,4.22e+08,-9e+06,4.13e+08,2.186e+09,1.805e+10,2.18e+08,2.83e+08,2.286e+09,8.3893e+10,-1.783e+09,8.5676e+10,3.138e+09,2.5e+07,2.416e+09,1.1674e+10,1.21382e+11,9.1624e+10,4.6423e+10,1.5174e+10,2.825e+09,3.86e+08,2.439e+09,8.32e+09,4.693e+09,1.07462e+11,3.98e+08,4.833e+09,2.051e+09,2.782e+09,-7.66e+08,9.084e+09,3.33e+08,1.3882e+10,1.392e+10,1.21382e+11,4.12e+08,1.37e+08,6.2e+07,6.867e+09,6.939e+09,1.7e+07,-8.9e+07,-6.253e+09,1.225e+09,-5.8e+07,2.93e+08,-6.56e+08,-1.208e+09,1.05e+08,-3.16e+08,-8.8e+07,-2.543e+09,-3.841e+09,1.298e+09,-2e+06,1.3e+09,-2e+06,1.594e+09,-1.164e+09,-2.55e+08,-2.55e+08,-2.55e+08,7.28e+08,1.1145e+10,-5.404e+09,0.36235,0.25322,0.02967,0.0034,-13.08475,7.71997,0.09182,0.47421,0.45227,1.87273,15.48242,-6.20491,0.10104,0.00413,-0.04452,0.21308,12.30632,15.15905
"14","2013_Q3",14.0815625,"Up",1.94e+09,8.8e+08,9.84e+08,-1.04e+08,1.06e+09,6e+06,3.01e+08,7.53e+08,-6.4e+07,1.876e+09,-1.035e+09,-1.035e+09,8.41e+08,8.41e+08,8.41e+08,-2.5e+08,5.91e+08,5.91e+08,5.91e+08,-9e+06,5.82e+08,2.39e+09,1.7789e+10,2.19e+08,2.74e+08,1.109e+09,8.5297e+10,-1.735e+09,8.7032e+10,3.185e+09,2.3e+07,2.416e+09,1.226e+10,1.2336e+11,9.3454e+10,4.5119e+10,1.8238e+10,2.748e+09,6.36e+08,2.112e+09,6.94e+09,5.941e+09,1.09083e+11,9.91e+08,4.74e+09,2.051e+09,2.689e+09,-1.202e+09,9.561e+09,1.49e+08,1.4239e+10,1.4277e+10,1.2336e+11,5.91e+08,1.39e+08,6.4e+07,6.962e+09,7.243e+09,2.4e+07,-3.05e+08,-6.39e+09,1.366e+09,-6.2e+07,-1.142e+09,-1.504e+09,-1.549e+09,1.117e+09,-1.591e+09,-1.05e+08,-1.583e+09,-326999999.999999,-1.256e+09,-1.256e+09,0,-119000000.000001,2.182e+09,4.29e+08,2.04e+08,2.04e+08,2.04e+08,9.8e+08,9.688e+09,-5.222e+09,0.43351,0.3,0.04076,0.00472,-8.97251,7.64047,0.07853,0.67786,0.64622,2.25954,15.43008,-6.08212,0.12229,0.00557,-0.04233,0.18041,7.44694,8.67776
"15","2013_Q4",14.76140625,"Up",1.614e+09,8.93e+08,9.92e+08,-9.9e+07,7.21e+08,7e+06,3.06e+08,4.08e+08,-5e+07,1.564e+09,-9.59e+08,-9.59e+08,6.05e+08,6.05e+08,6.05e+08,-1.84e+08,4.21e+08,4.21e+08,4.2e+08,0,4.2e+08,2.887e+09,2.1213e+10,2.46e+08,2.65e+08,2.622e+09,8.5554e+10,-1.677e+09,8.7231e+10,3.235e+09,2.1e+07,2.416e+09,1.0347e+10,1.25673e+11,9.4126e+10,4.4634e+10,1.9339e+10,3.712e+09,2.25e+08,3.487e+09,8.098e+09,5.057e+09,1.10993e+11,5.93e+08,4.616e+09,2.051e+09,2.565e+09,-6.62e+08,9.876e+09,2.18e+08,1.4641e+10,1.468e+10,1.25673e+11,4.21e+08,1.34e+08,5e+07,4.961e+09,5.023e+09,1.9e+07,-8.1e+07,-4.33e+09,1.236e+09,-5.1e+07,-1.466e+09,-3.46e+08,-3.68e+08,-1.59e+09,-3.453e+09,-1.11e+08,2.564e+09,1.375e+09,1.189e+09,-5.9e+07,1.248e+09,5.96e+08,-3.35e+08,2.714e+09,4.97e+08,4.97e+08,4.97e+08,7.39e+08,1.181e+10,-3.458e+09,0.37485,0.26022,0.02861,0.00334,-8.23333,7.56083,0.09397,0.47717,0.47291,1.83371,15.96033,-3.92873,0.12611,0.00423,-0.02752,0.26429,12.07442,14.74876
"16","2014_Q1",16.5022950819672,"Up",1.603e+09,9e+08,1.002e+09,-1.02e+08,7.03e+08,2e+06,3.11e+08,3.9e+08,-5.3e+07,1.55e+09,-9.89e+08,-9.89e+08,5.61e+08,5.61e+08,5.61e+08,-1.59e+08,4.02e+08,4.02e+08,4.03e+08,-1.9e+07,3.84e+08,3.178e+09,2.4264e+10,3.43e+08,2.08e+08,5.116e+09,8.7032e+10,-1.582e+09,8.8614e+10,3.261e+09,1.9e+07,2.416e+09,1.0273e+10,1.30443e+11,9.9275e+10,4.645e+10,2.0191e+10,1.664e+09,2.84e+08,1.38e+09,9.633e+09,5.245e+09,1.15817e+11,1.034e+09,4.612e+09,2.051e+09,2.561e+09,-1.295e+09,1.0156e+10,8.2e+07,1.4589e+10,1.4626e+10,1.30443e+11,4.02e+08,9.7e+07,5.3e+07,2.466e+09,2.199e+09,1.8e+07,2.49e+08,-2.25e+09,7.68e+08,-7e+07,-6.34e+08,-1.587e+09,-1.625e+09,-2.533e+09,-4.824e+09,-1.26e+08,-5.19e+08,-2.107e+09,1.588e+09,-9.08e+08,2.496e+09,9.283e+09,-4.076e+09,4.347e+09,2.91e+08,2.91e+08,2.91e+08,6.58e+08,1.1297e+10,-1.503e+09,0.34997,0.23955,0.02625,0.00294,-3.91406,7.91857,0.0866,0.44231,0.43783,1.84643,15.61342,-1.73124,0.14513,0.00391,-0.01152,0.32812,12.33891,14.47237
"17","2014_Q2",16.1312698412698,"Down",1.457e+09,8.93e+08,9.93e+08,-1e+08,5.64e+08,7e+06,3.03e+08,2.54e+08,-6.9e+07,1.388e+09,-9.5e+08,-9.5e+08,4.38e+08,4.38e+08,4.38e+08,-1.19e+08,3.19e+08,3.19e+08,3.18e+08,-9e+06,3.09e+08,3.153e+09,2.3493e+10,3.47e+08,1.95e+08,2.202e+09,8.8222e+10,-1.483e+09,8.9705e+10,3.242e+09,1.8e+07,2.416e+09,9.11e+09,1.29654e+11,9.6874e+10,4.5999e+10,1.9641e+10,2.985e+09,2.68e+08,2.717e+09,1.1233e+10,3.698e+09,1.1479e+11,1.034e+09,4.725e+09,2.051e+09,2.674e+09,-1.492e+09,1.0363e+10,1.96e+08,1.4826e+10,1.4864e+10,1.29654e+11,3.19e+08,9.8e+07,6.9e+07,1.692e+09,1.641e+09,1.7e+07,3.4e+07,-1.838e+09,3.4e+08,-5.9e+07,-2.134e+09,-1.352e+09,-1.388e+09,2.913e+09,-6.32e+08,-1.12e+08,2.896e+09,1.337e+09,1.559e+09,-1.86e+08,1.745e+09,-3.4e+08,-2.078e+09,2.67e+08,-2.5e+07,-2.5e+07,-2.5e+07,5.36e+08,1.4218e+10,-1.242e+09,0.30062,0.21208,0.02079,0.00238,-4.01942,7.72269,0.10966,0.36531,0.36017,1.72251,16.3053,-1.46833,0.13241,0.00325,-0.00958,0.36246,20.64366,25.26256
"18","2014_Q3",15.7346875,"Down",1.636e+09,9e+08,1.008e+09,-1.08e+08,7.36e+08,7e+06,3.17e+08,4.12e+08,-7.7e+07,1.559e+09,-9.53e+08,-9.53e+08,6.06e+08,6.06e+08,6.06e+08,-1.68e+08,4.38e+08,4.38e+08,4.38e+08,-2.3e+07,4.15e+08,3.312e+09,2.5755e+10,3.61e+08,1.94e+08,2.386e+09,8.9026e+10,-1.458e+09,9.0484e+10,3.158e+09,1.7e+07,2.416e+09,8.878e+09,1.32562e+11,9.5952e+10,4.4555e+10,1.9257e+10,3.299e+09,1.53e+08,3.146e+09,1.3961e+10,3.842e+09,1.17054e+11,1.331e+09,4.664e+09,2.051e+09,2.613e+09,-1.574e+09,1.0666e+10,3.82e+08,1.5469e+10,1.5508e+10,1.32562e+11,4.38e+08,1.02e+08,7.7e+07,1.408e+09,1.496e+09,2.6e+07,-1.14e+08,-1.4e+09,6.25e+08,-4.5e+07,-1.413e+09,-9.41e+08,-1.033e+09,-1.53e+08,-2.552e+09,-1.24e+08,3.122e+09,4.29e+08,2.693e+09,-3.2e+08,3.013e+09,-3.5e+07,-1.024e+09,2.086e+09,1.59e+08,1.59e+08,1.59e+08,7.08e+08,1.726e+10,-5.69e+08,0.37042,0.25367,0.02676,0.00313,-1.37108,7.54798,0.1302,0.49494,0.48925,1.95112,16.86122,-0.6786,0.14788,0.00407,-0.00429,0.2988,19.70056,23.0165
"19","2014_Q4",15.31359375,"Down",1.424e+09,9.04e+08,1.019e+09,-1.15e+08,5.2e+08,4e+06,3.23e+08,1.93e+08,-7e+07,1.354e+09,-8.89e+08,-8.89e+08,4.65e+08,4.65e+08,4.65e+08,-1.24e+08,3.41e+08,3.41e+08,3.4e+08,-1.2e+07,3.28e+08,3.125e+09,2.7129e+10,3.89e+08,1.91e+08,3.637e+09,8.921e+10,-1.414e+09,9.0624e+10,3.199e+09,1.6e+07,2.416e+09,9.093e+09,1.34188e+11,9.7292e+10,4.4141e+10,2.0893e+10,2.878e+09,1.48e+08,2.73e+09,1.4336e+10,4.239e+09,1.18745e+11,1.331e+09,4.672e+09,2.051e+09,2.621e+09,-1.786e+09,1.0886e+10,3.01e+08,1.5404e+10,1.5443e+10,1.34188e+11,3.41e+08,1.07e+08,7e+07,1.215e+09,1.224e+09,2e+07,-2.9e+07,-1.143e+09,5.9e+08,-3.8e+07,-7.2e+07,-2.93e+08,-2.8e+08,-1.333e+09,-1.736e+09,-1.22e+08,-3e+07,-4.16e+08,3.86e+08,-4.55e+08,8.41e+08,1.847e+09,-5.11e+08,9.59e+08,-1.87e+08,-1.87e+08,-1.87e+08,5.72e+08,1.7214e+10,-4.85e+08,0.32654,0.23034,0.02124,0.00244,-1.47866,7.68924,0.12828,0.39547,0.39126,1.71692,16.96786,-0.58477,0.1471,0.00335,-0.00361,0.37195,24.63112,30.29892
"20","2015_Q1",14.6329508196721,"Down",1.535e+09,8.82e+08,1.01e+09,-1.28e+08,6.53e+08,3e+06,3.19e+08,3.31e+08,-9.9e+07,1.436e+09,-9.17e+08,-9.17e+08,5.19e+08,5.19e+08,5.19e+08,-1.34e+08,3.85e+08,3.85e+08,3.85e+08,-2.3e+07,3.62e+08,3.091e+09,3.0869e+10,3.6e+08,1.87e+08,7.914e+09,8.8762e+10,-1.322e+09,9.0084e+10,3.193e+09,1.5e+07,2.416e+09,1.036e+10,1.38706e+11,1.01712e+11,6.6903e+10,3.4809e+10,1.7e+09,1.44e+08,1.556e+09,1.4967e+10,4.662e+09,1.23041e+11,1.331e+09,4.697e+09,2.051e+09,2.646e+09,-1.972e+09,1.1141e+10,4.29e+08,1.5626e+10,1.5665e+10,1.38706e+11,3.85e+08,1.07e+08,9.9e+07,1.195e+09,1.028e+09,2e+07,1.47e+08,-1.265e+09,5.21e+08,-5e+07,7.26e+08,-4.03e+08,-4.35e+08,-4.291e+09,-4.018e+09,-1.32e+08,-6.41e+08,-1.174e+09,5.33e+08,-4.38e+08,9.71e+08,9.65e+08,3.451e+09,3.463e+09,-33999999.9999999,-33999999.9999999,-33999999.9999999,6.26e+08,1.6667e+10,-5.55e+08,0.33811,0.23583,0.02311,0.00261,-1.53315,7.85452,0.12016,0.44215,0.43753,1.87487,17.46014,-0.67789,0.16123,0.00356,-0.004,0.36464,21.6869,26.158
"21","2015_Q2",15.831746031746,"Up",1.477e+09,8.47e+08,9.7e+08,-1.23e+08,6.3e+08,4e+06,3.14e+08,3.12e+08,-6.9e+07,1.408e+09,-9.23e+08,-9.23e+08,4.85e+08,4.85e+08,4.85e+08,-1.24e+08,3.61e+08,3.61e+08,3.61e+08,-1.5e+07,3.46e+08,2.92e+09,3.1897e+10,3.92e+08,1.77e+08,4.919e+09,8.9944e+10,-1.3e+09,9.1244e+10,3.128e+09,1.4e+07,2.416e+09,1.0151e+10,1.4047e+11,1.03415e+11,6.8072e+10,3.5343e+10,1.613e+09,2e+08,1.413e+09,1.4055e+10,5.483e+09,1.24566e+11,1.331e+09,4.71e+09,2.051e+09,2.659e+09,-2.145e+09,1.138e+10,5.88e+08,1.5864e+10,1.5904e+10,1.4047e+11,3.61e+08,1.07e+08,6.9e+07,1.012e+09,9.44e+08,2.1e+07,4.7e+07,-1.046e+09,5.03e+08,-3.4e+07,-3.426e+09,-5.51e+08,-1.212e+09,2.98e+09,-1.031e+09,-1.22e+08,-1.099e+09,-1.43e+08,-9.56e+08,-9.56e+08,0,1.703e+09,5.5e+07,3.57e+08,-1.71e+08,-1.71e+08,-1.71e+08,5.92e+08,1.5668e+10,-3.64e+08,0.32837,0.23426,0.02176,0.00246,-1.05202,7.83237,0.11154,0.42705,0.42264,1.82299,17.93733,-0.44927,0.15058,0.00333,-0.00259,0.3526,21.53378,26.28454
"22","2015_Q3",15.97453125,"Up",1.444e+09,8.87e+08,1.003e+09,-1.16e+08,5.57e+08,5e+06,3.2e+08,2.32e+08,-7.9e+07,1.365e+09,-9.48e+08,-9.48e+08,4.17e+08,4.17e+08,4.17e+08,-1.08e+08,3.09e+08,3.09e+08,3.15e+08,-2.3e+07,2.92e+08,2.785e+09,3.1965e+10,3.7e+08,1.57e+08,3.451e+09,9.141e+10,-1.293e+09,9.2703e+10,2.968e+09,1.3e+07,2.416e+09,1.0101e+10,1.41658e+11,1.03023e+11,6.7574e+10,3.5449e+10,4.262e+09,1.26e+08,4.136e+09,1.3521e+10,5.214e+09,1.2602e+11,1.331e+09,4.683e+09,2.051e+09,2.632e+09,-2.264e+09,1.1564e+10,2.91e+08,1.5605e+10,1.5638e+10,1.41658e+11,3.09e+08,1.14e+08,7.9e+07,1.331e+09,1.371e+09,2.9e+07,-6.9e+07,-1.386e+09,4.47e+08,-2.7e+07,-1.699e+09,-1.833e+09,-1.867e+09,1.471e+09,-2.088e+09,-1.29e+08,2.279e+09,2.723e+09,-4.44e+08,-4.44e+08,0,-3.92e+08,-96999999.9999995,1.506e+09,-1.35e+08,-1.35e+08,-1.35e+08,5.31e+08,1.7783e+10,-7.74e+08,0.28878,0.20222,0.01867,0.00206,-2.65068,8.05858,0.12553,0.3632,0.35923,1.7961,17.7545,-0.96273,0.16045,0.00297,-0.00546,0.44178,28.24482,35.96643
"23","2015_Q4",15.6846875,"Down",1.615e+09,9.02e+08,1.026e+09,-1.24e+08,7.13e+08,0,3.25e+08,3.88e+08,-1.57e+08,1.458e+09,-9.43e+08,-9.43e+08,5.15e+08,5.15e+08,5.15e+08,-1.35e+08,3.8e+08,3.8e+08,3.8e+08,-1.4e+07,3.66e+08,2.455e+09,3.1324e+10,3.74e+08,1.57e+08,1.994e+09,9.2313e+10,-1.261e+09,9.3574e+10,2.944e+09,1.3e+07,2.416e+09,1.0453e+10,1.41918e+11,1.00893e+11,6.6061e+10,3.4832e+10,5.036e+09,1.32e+08,4.904e+09,1.5527e+10,4.604e+09,1.2606e+11,1.331e+09,4.71e+09,2.051e+09,2.659e+09,-2.563e+09,1.1826e+10,5.22e+08,1.5826e+10,1.5858e+10,1.41918e+11,3.8e+08,1.12e+08,1.57e+08,1.499e+09,1.405e+09,2.8e+07,6.6e+07,-1.581e+09,5.67e+08,-3.2e+07,-1.428e+09,-1.019e+09,-1.042e+09,1.428e+09,-1.051e+09,-1.2e+08,2.701e+09,7.68e+08,1.933e+09,-4.09e+08,2.342e+09,-2.13e+09,3e+06,1.54e+08,-3.3e+08,-3.3e+08,-3.3e+08,6.27e+08,2.0563e+10,-8.51e+08,0.31889,0.22663,0.02308,0.00258,-2.32514,7.9493,0.14489,0.45992,0.45465,2.02942,18.21454,-1.06937,0.15079,0.00342,-0.006,0.32787,28.88038,35.16117
"24","2016_Q1",13.1077049180328,"Down",2e+09,8.97e+08,1.029e+09,-1.32e+08,1.103e+09,0,3.24e+08,7.79e+08,-9.1e+07,1.909e+09,-9.61e+08,-9.61e+08,9.48e+08,9.48e+08,9.48e+08,-2.92e+08,6.56e+08,6.56e+08,6.56e+08,-2.3e+07,6.33e+08,2.54e+09,3.2171e+10,3.86e+08,7e+07,2.671e+09,9.131e+10,-1.272e+09,9.2582e+10,2.946e+09,1.2e+07,2.416e+09,9.653e+09,1.41048e+11,1.03205e+11,6.6938e+10,3.6267e+10,1.658e+09,1.51e+08,1.507e+09,1.581e+10,4.505e+09,1.25178e+11,1.331e+09,4.717e+09,2.051e+09,2.666e+09,-2.764e+09,1.2358e+10,1.97e+08,1.5839e+10,1.587e+10,1.41048e+11,6.56e+08,1.08e+08,9.1e+07,8.45e+08,1.279e+09,2.2e+07,-4.56e+08,-7.99e+08,9.01e+08,-3.4e+07,8.8e+07,9.06e+08,8.83e+08,-7.21e+08,2.39e+08,-1.26e+08,-3.044e+09,-3.397e+09,3.53e+08,-3.96e+08,7.49e+08,2.312e+09,1.8e+07,-1.055e+09,85000000.0000001,85000000.0000001,85000000.0000001,1.056e+09,1.7468e+10,5.15e+08,0.474,0.3165,0.03989,0.00449,0.81359,7.88771,0.12384,0.80684,0.79713,2.54925,18.49224,0.65643,0.1606,0.00538,0.00365,0.19905,14.13636,15.74684
"25","2016_Q2",14.40625,"Up",1.54e+09,9.03e+08,1.038e+09,-1.35e+08,6.37e+08,3e+06,3.18e+08,3.16e+08,-1.19e+08,1.421e+09,-9.86e+08,-9.86e+08,4.35e+08,4.35e+08,4.35e+08,-1.09e+08,3.26e+08,3.26e+08,3.26e+08,-1.5e+07,3.11e+08,2.298e+09,3.2138e+10,4.05e+08,6.4e+07,1.778e+09,9.231e+10,-1.295e+09,9.3605e+10,2.923e+09,1.1e+07,2.416e+09,1.0334e+10,1.4243e+11,1.02475e+11,6.6617e+10,3.5858e+10,3.657e+09,1.34e+08,3.523e+09,1.5305e+10,4.638e+09,1.26075e+11,1.331e+09,4.737e+09,2.051e+09,2.686e+09,-2.999e+09,1.257e+10,6.84e+08,1.6323e+10,1.6355e+10,1.4243e+11,3.26e+08,1.1e+08,1.19e+08,1.231e+09,1.117e+09,2.6e+07,8.8e+07,-1.389e+09,3.97e+08,-2.6e+07,-8.46e+08,-1.112e+09,-1.119e+09,8.43e+08,-1.184e+09,-1.17e+08,1.422e+09,2.016e+09,-5.94e+08,-2.088e+09,1.494e+09,-5.02e+08,-1.6e+07,5.47e+08,-2.4e+08,-2.4e+08,-2.4e+08,5.45e+08,1.8962e+10,-7.61e+08,0.28247,0.20195,0.01902,0.00218,-2.44695,7.70865,0.13313,0.40204,0.39987,1.99079,19.38042,-0.98376,0.15125,0.003,-0.00534,0.37621,30.57615,38.30805
"26","2016_Q3",15.623125,"Up",1.5e+09,9.02e+08,1.047e+09,-1.45e+08,5.98e+08,6e+06,3.2e+08,2.72e+08,-9.1e+07,1.409e+09,-9.82e+08,-9.82e+08,4.27e+08,4.27e+08,4.27e+08,-1.03e+08,3.24e+08,3.24e+08,3.28e+08,-2.3e+07,3.05e+08,2.359e+09,3.3736e+10,4.01e+08,6.2e+07,1.818e+09,9.261e+10,-1.299e+09,9.3909e+10,2.9e+09,1e+07,2.416e+09,9.594e+09,1.43625e+11,1.01871e+11,6.5734e+10,3.6137e+10,4.087e+09,1.08e+08,3.979e+09,1.6231e+10,4.682e+09,1.26871e+11,1.331e+09,4.805e+09,2.051e+09,2.754e+09,-3.077e+09,1.2778e+10,8.89e+08,1.6726e+10,1.6754e+10,1.43625e+11,3.24e+08,1.18e+08,9.1e+07,1.671e+09,1.595e+09,3.7e+07,38999999.9999999,-1.899e+09,3.05e+08,-3.3e+07,-5.09e+08,-2.77e+08,-4.15e+08,-8.5e+07,-1.08e+09,-1.23e+08,1.337e+09,4.56e+08,8.81e+08,-3.64e+08,1.245e+09,-3.02e+08,-5.3e+07,8.34e+08,5.9e+07,5.9e+07,5.9e+07,5.45e+08,2.0318e+10,-1.284e+09,0.28467,0.20333,0.0182,0.00212,-4.20984,7.57258,0.14147,0.40179,0.39879,1.97601,20.28045,-1.69146,0.16203,0.00298,-0.00894,0.40328,32.95229,42.05855
"27","2016_Q4",19.5298412698413,"Up",1.747e+09,9.07e+08,1.057e+09,-1.5e+08,8.4e+08,4e+06,3.23e+08,5.13e+08,-7.9e+07,1.668e+09,-9.74e+08,-9.74e+08,6.94e+08,6.94e+08,6.94e+08,-1.78e+08,5.16e+08,5.16e+08,5.16e+08,-1.4e+07,5.02e+08,2.164e+09,3.4171e+10,4.31e+08,5.6e+07,2.995e+09,9.1879e+10,-1.272e+09,9.3151e+10,2.855e+09,1e+07,2.416e+09,9.784e+09,1.43279e+11,1.01271e+11,6.5646e+10,3.5625e+10,3.62e+09,1.26e+08,3.494e+09,1.689e+10,4.694e+09,1.26475e+11,1.331e+09,4.796e+09,2.051e+09,2.745e+09,-3.286e+09,1.318e+10,7.55e+08,1.6776e+10,1.6804e+10,1.43279e+11,5.16e+08,1.13e+08,7.9e+07,1.716e+09,1.83e+09,2.3e+07,-1.37e+08,-1.926e+09,4.98e+08,-1.7e+07,7.11e+08,5.81e+08,5.12e+08,-1.218e+09,5.7e+07,-1.15e+08,1.86e+08,-4.85e+08,6.71e+08,-3.25e+08,9.96e+08,-6e+08,2e+07,-7.5e+08,-1.95e+08,-1.95e+08,-1.95e+08,8.07e+08,2.051e+10,-9.58e+08,0.39725,0.28735,0.02987,0.0035,-1.90837,7.52648,0.14315,0.66854,0.6624,2.32659,20.56904,-1.27583,0.15315,0.00431,-0.00669,0.22908,22.73358,26.43516
"28","2017_Q1",21.823064516129,"Up",1.524e+09,9.03e+08,1.051e+09,-1.48e+08,6.21e+08,-3e+06,3.2e+08,3.04e+08,-5.4e+07,1.47e+09,-8.18e+08,-8.18e+08,6.52e+08,6.52e+08,6.52e+08,-2.75e+08,3.77e+08,3.77e+08,3.77e+08,-2.3e+07,3.54e+08,2.392e+09,3.4373e+10,4.1e+08,2.6e+07,2.754e+09,9.0845e+10,-1.253e+09,9.2098e+10,2.803e+09,9e+06,2.416e+09,9.339e+09,1.42177e+11,1.03821e+11,6.8039e+10,3.5782e+10,3.667e+09,1.32e+08,3.535e+09,1.4388e+10,4.069e+09,1.25945e+11,1.331e+09,4.807e+09,2.051e+09,2.756e+09,-3.433e+09,1.3441e+10,5.9e+07,1.6205e+10,1.6232e+10,1.42177e+11,3.77e+08,1.12e+08,5.4e+07,1.944e+09,2.245e+09,2.5e+07,-3.26e+08,-1.596e+09,8.91e+08,-2.8e+07,-1.828e+09,9.25e+08,7.79e+08,2.74e+08,-6.57e+08,-9.9e+07,-2.301e+09,40999999.9999998,-2.342e+09,-2.342e+09,-1.19209289550781e-07,2.55e+09,-999999.999999993,-6000000.00000024,2.28e+08,2.28e+08,2.28e+08,7.64e+08,1.8055e+10,-5.85e+08,0.42782,0.23228,0.02181,0.00249,-1.65254,7.75906,0.12699,0.47442,0.46729,2.04242,19.93369,-0.784,0.13268,0.00319,-0.00411,0.27966,20.50131,24.02301
