"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","total_current_liabilities","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2013_Q4",2.92828125,"Up",17163000,-12511000,4652000,-4447000,-4447000,205000,-72000,-69000,133000,133000,-22000,111000,111000,111000,111000,1856000,1856000,14532000,14532000,17299000,1632000,949000,35319000,6793000,17754000,10563000,5317000,24547000,59866000,5698000,3224000,2474000,7298000,154000,154000,15354000,22652000,15652000,-7307000,28869000,37214000,37214000,59866000,111000,493000,-183000,-445000,-24000,-92000,-92000,-521000,-521000,-521000,698000,16800000,183000,0.27105,0.01194,0.00647,0.00297999999999999,0.00185,1.64865,4.83955,0.6087,0.28063,0.00288,0.00288,0.4448,0.96444,0.00474,0.00205,0.00338,21.40974,72.89756
"12","2014_Q1",3.41245901639344,"Up",21795000,-13500000,8295000,-4738000,-4738000,3557000,-112000,-108000,3445000,3445000,-236000,3209000,3209000,3209000,3209000,3229000,3229000,18211000,18211000,18471000,1925000,1219000,41836000,6586000,15481000,10334000,3621000,22067000,63903000,7015000,3318000,3697000,8615000,153000,153000,14953000,23568000,15564000,-7307000,32078000,40335000,40335000,63903000,3209000,507000,710000,-2498000,1928000,-67000,-67000,1373000,1373000,1373000,4064000,16400000,1735000,0.38059,0.1632,0.14724,0.07956,0.05022,0.540670000000002,4.85618,0.58431,0.25664,0.08315,0.08061,0.56473,1.04511,0.04496,0.05641,0.0305,3.2409,3.70284
"13","2014_Q2",2.95492063492063,"Down",17239000,-12200000,5039000,-4799000,-4799000,240000,-102000,-99000,138000,138000,-15000,123000,123000,123000,123000,3706000,3706000,14288000,14288000,20041000,1936000,1242000,39971000,6495000,15264000,10138000,3575000,21759000,61730000,7894000,4162000,3732000,9494000,157000,157000,12057000,21551000,16022000,-8044000,32201000,40179000,40179000,61730000,123000,415000,7000,3237000,3782000,-125000,-125000,477000,477000,477000,655000,13500000,3782000,0.2923,0.01392,0.00713,0.00306000000000001,0.00198999999999999,30.74797,4.21013,0.53637,0.21869,0.00318,0.00318,0.44607,1.03967,0.09786,0.00228,0.07025,14.95267,40.80833
"14","2014_Q3",2.46796875,"Down",18353000,-13272000,5081000,-4577000,-4577000,504000,-84000,-80000,420000,420000,-52000,368000,368000,368000,368000,3379000,3379000,13704000,13704000,19788000,2050000,1369000,38921000,6512000,14889000,9943000,3405000,21401000,60322000,6506000,3030000,3454000,8106000,164000,164000,11664000,19770000,16028000,-8044000,32568000,40552000,40552000,60322000,368000,422000,81000,-557000,314000,-241000,-241000,-327000,-327000,-327000,926000,13100000,180000,0.27685,0.02746,0.02005,0.00907,0.0061,0.489130000000007,4.80151,0.48752,0.21717,0.00948000000000001,0.00946000000000002,0.4728,1.04467,0.00464,0.00684,0.00334,10.49784,19.2877
"15","2014_Q4",2.219375,"Down",17272000,-11955000,5317000,-4568000,-4568000,749000,-63000,-60000,686000,686000,-36000,650000,650000,650000,650000,2425000,2425000,14213000,14213000,21474000,1966000,1228000,40078000,6517000,14251000,9748000,2970000,20768000,60846000,7244000,4001000,3141000,8844000,169000,169000,10769000,19613000,16058000,-8044000,33219000,41233000,41233000,60846000,650000,440000,36000,-954000,172000,-246000,-246000,-954000,-954000,-954000,1189000,12200000,25000,0.30784,0.04336,0.03763,0.01576,0.01068,0.03846,4.53166,0.47566,0.20051,0.01674,0.01669,0.44479,1.06183,0.00064,0.01213,0.00047000000000001,8.22119,13.05073
"16","2015_Q1",2.62967213114754,"Up",21518000,-13242000,8276000,-5453000,-5453000,2823000,-60000,-56000,2763000,2763000,-428000,2335000,2335000,2335000,2335000,2483000,2483000,16904000,16904000,21443000,1849000,989000,42679000,6394000,14291000,9552000,3734000,20685000,63364000,7643000,4082000,3561000,9243000,169000,169000,10369000,19612000,16242000,-8044000,35554000,43752000,43752000,63364000,2335000,463000,-491000,-1832000,475000,-141000,-141000,58000,58000,58000,3286000,11800000,1741000,0.38461,0.13119,0.10851,0.05337,0.03685,0.74561,4.61744,0.44825,0.18623,0.06012,0.06001,0.55402,1.12647,0.04482,0.04191,0.03124,2.83536,3.30039
"17","2015_Q2",2.76507936507937,"Up",17336000,-12081000,5255000,-5009000,-5009000,246000,-50000,-55000,196000,196000,-37000,159000,159000,159000,159000,3741000,3741000,13930000,13930000,22767000,1775000,849000,42213000,6295000,14129000,9386000,3811000,20424000,62637000,7633000,3846000,3787000,9233000,169000,169000,9969000,19202000,16275000,-8553000,35713000,43435000,43435000,62637000,159000,372000,73000,1666000,2270000,-103000,-103000,1258000,1258000,1258000,618000,11400000,2218000,0.30313,0.01419,0.00917,0.00366,0.00254,13.94969,4.57197,0.44209,0.182,0.0041,0.0041,0.44653,1.11877,0.05713,0.00289000000000002,0.04032,12.3932,31.13415
"18","2015_Q3",2.9003125,"Up",19571000,-13468000,6103000,-5007000,-5007000,1096000,-57000,-54000,1039000,1039000,-88000,951000,951000,951000,951000,1710000,1710000,15352000,15352000,22238000,1879000,1053000,41179000,6306000,14195000,9219000,4011000,20501000,61680000,6917000,3604000,3313000,8517000,190000,190000,9590000,18107000,16343000,-9434000,36664000,43573000,43573000,61680000,951000,378000,6000.00000000006,-1865000,-530000,-220000,-220000,-2031000,-2031000,-2031000,1474000,1.1e+07,-523000,0.31184,0.056,0.04859,0.02183,0.01542,-0.549949999999999,4.83492,0.41556,0.17834,0.02478,0.02478,0.50998,1.13542,-0.01363,0.01737,-0.00955,6.30258,8.47628
"19","2015_Q4",3.104375,"Up",17894000,-12548000,5346000,-4869000,-4869000,477000,-56000,-52000,421000,421000,-26000,395000,395000,395000,395000,1675000,1675000,14622000,14622000,22886000,2197000,1283000,41380000,6262000,14070000,9052000,4164000,20332000,61712000,7454000,3866000,3588000,9054000,190000,190000,9190000,18244000,16343000,-9934000,37059000,43468000,43468000,61712000,395000,393000,108000,147000,1043000,-178000,-178000,-35000,-35000,-35000,870000,10600000,865000,0.29876,0.02666,0.02207,0.00909,0.00640000000000001,2.18987,4.57036,0.41971,0.17177,0.01036,0.01035,0.46926,1.13993,0.02268,0.00728,0.01594,10.25862,18.71069
"20","2016_Q1",2.89770491803279,"Down",22961000,-13618000,9343000,-5881000,-5881000,3462000,-57000,-54000,3405000,3405000,-65000,3340000,3340000,3340000,3340000,2346000,2346000,17994000,17994000,22757000,1926000,1046000,45023000,6234000,13780000,8886000,4260000,20014000,65037000,7833000,3954000,3874000,9433000,0,0,9100000,18533000,16343000,-10238000,40399000,46504000,46504000,65037000,3340000,427000,-262000,-2401000,1104000,-229000,-229000,671000,671000,671000,3889000,10700000,1324000,0.40691,0.15078,0.14546,0.07182,0.05136,0.396409999999999,4.77292,0.39852,0.16452,0.08794,0.08789,0.60456,1.22443,0.03486,0.05839,0.02315,2.14811,2.41306
"21","2016_Q2",3.0575,"Up",18149000,-12512000,5637000,-5313000,-5313000,324000,-53000,-53000,271000,271000,44000,315000,315000,315000,315000,2806000,2806000,15269000,15269000,23168000,1881000,957000,43124000,6162000,14130000,8749000,4756000,20292000,63416000,7359000,3468000,3891000,8959000,0,1.45519152283669e-11,7700000,16659000,16375000,-10332000,40714000,46757000,46757000,63416000,315000,344000,-54000,1482000,2087000,-133000,-133000,460000,460000,460000,668000,9300000,1973000,0.3106,0.01785,0.01736,0.00674000000000001,0.00497,6.26349,4.81348,0.35629,0.14665,0.0083,0.0083,0.47849,1.23272,0.05202,0.00561999999999999,0.0352,9.72156,20.04321
"22","2016_Q3",3.5378125,"Up",20497000,-14296000,6201000,-5182000,-5182000,1019000,-41000,-41000,978000,978000,-2000.00000000001,976000,976000,976000,976000,1881000,1881000,15639000,15639000,21723000,1866000,976000,41109000,6091000,14260000,8618000,4897000,20351000,61460000,6361000,2891000,3381000,7611000,0,0,6650000,14261000,16822000,-11313000,41690000,47199000,47199000,61460000,976000,344000,-60000,-53000,1207000,-138000,-138000,-925000,-925000,-925000,1363000,7900000,1174000,0.30253,0.04971,0.04762,0.02068,0.01588,1.20287,5.40126,0.30215,0.12854,0.02578,0.02574,0.54136,1.24661,0.03101,0.01771,0.02131,4.41599,5.90677
"23","2016_Q4",3.83222222222222,"Up",19808000,-13700000,6108000,-4894000,-4894000,1214000,-45000,-45000,1169000,1169000,-125000,1044000,1044000,1044000,1044000,3294000,3294000,16137000,16137000,20631000,2027000,1170000,42089000,6033000,14277000,8488000,4971000,20310000,62399000,7076000,3203000,3620000,8001000,-1.81898940354586e-12,0,6575000,14576000,16822000,-11733000,42734000,47823000,47823000,62399000,1044000,350000,5000,993000,2392000,-159000,-159000,1413000,1413000,1413000,1564000,7500000,2523000,0.30836,0.06129,0.05271,0.02183,0.01673,2.41667,5.26047,0.30479,0.12019,0.02775,0.02772,0.5265,1.27114,0.06706,0.01887,0.0456,2.68926,3.46458
"24","2017_Q1",4.65016129032258,"Up",24059000,-14421000,9638000,-5872000,-5872000,3766000,-40000,-40000,3726000,3726000,-288000,3438000,3438000,3438000,3438000,3805000,3805000,19012000,19012000,21428000,1639000,936000,45884000,6049000,12836000,8357000,4043000,18885000,64769000,8696000,4328000,4360000,8996000,0,0,4500000,13496000,16833000,-11732000,46172000,51273000,51273000,64769000,3438000,382000,102000,-448000,3474000,-263000,-263000,511000,511000,511000,4148000,4800000,3725000,0.4006,0.15653,0.1429,0.06705,0.05308,1.08348,5.10049,0.26322,0.07411,0.09149,0.09141,0.64024,1.36444,0.09913,0.06131,0.06643,0.23987,0.26421
"25","2017_Q2",4.88333333333333,"Up",20168000,-13716000,6452000,-5736000,-5736000,716000,-24000,-24000,692000,692000,-124000,568000,568000,568000,568000,4715000,4715000,17311000,17311000,21792000,1618000,920000,45436000,5974000,12836000,8247000,4188000,18810000,64246000,8447000,4220000,4188000,8747000,0,0,3625000,12372000,16866000,-11732000,46740000,51874000,51874000,64246000,568000,322000,68000,961000,1919000,-134000,-134000,910000,910000,910000,1038000,3925000,1989000,0.31991,0.0355,0.02816,0.01095,0.00884,3.50176,5.19447,0.2385,0.06109,0.01512,0.01508,0.53675,1.38058,0.05294,0.01018,0.03565,-0.76108,-1.10335
"26","2017_Q3",4.46761904761905,"Down",20715000,-14098000,6617000,-5553000,-5553000,1064000,-18000,-18000,1046000,1046000,-189000,857000,857000,857000,857000,3784000,3784000,16267000,16267000,23562000,856000,856000,44469000,6207000,13363000,8137000,4271000,19570000,64039000,8845000,4777000,3984000,9145000,0,0,2050000,11195000,16979000,-11732000,47597000,52844000,52844000,64039000,857000,327000,214000,-357000,1041000,-446000,-446000,-931000,-931000,-931000,1391000,2350000,777000,0.31943,0.05136,0.04137,0.01622,0.01338,0.90665,4.86266,0.21185,0.0367,0.02279,0.02273,0.55099,1.40558,0.02067,0.01553,0.01408,-1.03091,-1.34774
"27","2017_Q4",4.78047619047619,"Up",20807000,-9209000,11598000,-10462000,-5527000,1136000,-17000,-17000,1119000,1119000,-167000,952000,952000,952000,952000,2428000,2428000,16930000,16930000,25452000,1270000,1270000,46080000,6512000,13413000,8026000,4394000,19925000,66005000,8708000,4442000,3976000,8708000,0,1.13686837721616e-13,3500000,12208000,16980000,-11732000,48549000,53797000,53797000,66005000,952000,344000,-39000,-3228000,-1971000,-535000,-535000,-1356000,-1356000,-1356000,1480000,3500000,-2116000,0.55741,0.0546,0.04575,0.0177,0.01442,-2.22269,5.29169,0.22693,0.05303,0.02529,0.02525,0.55282,1.42933,-0.05622,0.01662,-0.03693,0.72432,0.94366
"28","2018_Q1",4.84885245901639,"Up",25684000,-14050000,11634000,-8172000,-6384000,3462000,-24000,-24000,3438000,3438000,-216000,3222000,3222000,3222000,3222000,3454000,3454000,20275000,20275000,26212000,1974000,1330000,51915000,6543000,12404000,7916000,4488000,18947000,70862000,10473000,5653000,4531000,10473000,0,0,3500000,13973000,16850000,-11732000,51771000,56889000,56889000,70862000,3222000,381000,-227000,-1917000,1459000,-299000,-299000,1026000,1026000,1026000,3843000,3500000,1843000,0.45297,0.13479,0.12545,0.05664,0.04547,0.572,4.95703,0.24562,0.04939,0.08555,0.08536,0.68192,1.51043,0.04893,0.05335,0.03052,0.01197,0.01329
"29","2018_Q2",5.90859375,"Up",21174000,-12688000,8486000,-7427000,-5820000,1059000,-26000,-26000,1033000,1033000,-143000,890000,890000,890000,890000,4453000,4453000,17746000,17746000,26284000,1614000,1130000,50097000,6820000,12828000,7823000,5005000,19648000,69745000,8421000,4306000,4027000,8421000,0,-9.09494701772928e-13,3500000,11921000,16895000,-11732000,52661000,57824000,57824000,69745000,890000,330000,213000,68000,1501000,-514000,-514000,999000,999000,999000,1389000,3500000,1086000,0.40077,0.05001,0.04203,0.01539,0.01276,1.22022,5.94906,0.20616,0.05018,0.02361,0.02357,0.56176,1.53412,0.02881,0.01451,0.01771,-0.68611,-0.89991
"30","2018_Q3",7.72698412698413,"Up",21112000,-15879000,5233000,-4067000,-5674000,1166000,-22000,-22000,1144000,1144000,89000,1233000,1233000,1233000,1233000,3949000,3949000,17361000,17361000,26687000,2600000,1139000,50597000,6710000,13180000,7731000,5449000,19890000,70487000,9517000,4488000,4053000,9517000,0,0,2e+06,11517000,17002000,-11926000,53894000,58970000,58970000,70487000,1233000,342000,-874000,622000,1323000,-137000,-137000,-504000,-504000,-504000,1508000,2e+06,1904000,0.24787,0.05523,0.0584,0.02091,0.01749,1.5442,5.31649,0.1953,0.02837,0.03271,0.03265,0.56003,1.56427,0.05051,0.02022,0.03123,-1.29244,-1.67153
"31","2018_Q4",7.63571428571429,"Down",22200000,-10062000,12138000,-10226000,-5311000,1912000,-19000,-19000,1893000,1893000,-64000,1829000,1829000,1829000,1829000,4347000,4347000,18057000,18057000,25420000,2263000,1170000,50087000,6818000,13305000,7638000,5667000,20123000,70210000,8504000,4180000,3652000,8504000,1.45519152283669e-11,-1.45519152283669e-11,2e+06,10504000,17052000,-13069000,55723000,59706000,59706000,70210000,1829000,354000,378000,-698000,1863000,-367000,-367000,398000,398000,398000,2266000,2e+06,1265000,0.54676,0.08613,0.08239,0.03063,0.02605,0.69163,5.88982,0.17593,0.02849,0.04881,0.04872,0.59241,1.59326,0.03376,0.02964,0.0205,-1.03575,-1.22751
"32","2019_Q1",9.3944262295082,"Up",27260000,-15122000,12138000,-7861000,-6146000,4277000,-14000,-14000,4263000,4263000,-566000,3697000,3697000,3697000,3697000,5308000,5308000,22738000,22738000,24533000,1688000,1124000,54267000,6791000,12211000,7545000,4666000,19002000,73269000,9402000,4807000,4302000,9402000,414000,414000,414000,9816000,17102000,-13069000,59420000,63453000,63453000,73269000,3697000,383000,1337000,-2239000,3178000,-262000,-262000,961000,961000,961000,4660000,0,2725000,0.44527,0.1569,0.13562,0.05826,0.05046,0.73708,5.77186,0.1547,0,0.09874,0.0985,0.7281,1.69479,0.07278,0.05789,0.04267,-1.13906,-1.24106
"33","2019_Q2",13.255873015873,"Up",23376000,-13817000,9559000,-7800000,-6055000,1759000,-7000,-7000,1752000,1752000,-248000,1504000,1504000,1504000,1504000,7469000,7469000,22104000,22104000,25158000,2732000,2130000,57463000,6969000,12816000,7467000,5349000,19785000,77248000,13125000,4812000,8184000,13125000,414000,414000,414000,13539000,17122000,-13618000,60205000,63709000,63709000,77248000,1504000,327000,152000,1136000,3119000,-424000,-424000,2161000,2161000,2161000,2086000,0,3046000,0.40892,0.07525,0.06434,0.02361,0.01947,2.02527,4.37813,0.21251,3.46944695195361e-18,0.04016,0.04005,0.62416,1.70108,0.08133,0.02345,0.0475,-3.58054,-4.24616
"34","2019_Q3",14.0903125,"Up",24829000,-14158000,10671000,-7377000,-5615000,3294000,-6000,-6000,3288000,3288000,-419000,2869000,2869000,2869000,2869000,7921000,7921000,19845000,19845000,33183000,1634000,1634000,62583000,7405000,8313000,7388000,270000,15718000,78301000,13242000,4994000,7647000,13242000,414000,414000,414000,13656000,17278000,-15707000,63074000,64645000,64645000,78301000,2869000,341000,86999.9999999999,-70000,3227000,-695000,-695000,452000,452000,452000,3635000,0,3289000,0.42978,0.13267,0.11555,0.04438,0.03664,1.14639,4.7261,0.21125,0,0.07711,0.07692,0.6673,1.7374,0.08839,0.0441,0.05055,-2.17909,-2.40468
"35","2019_Q4",14.505,"Up",25143000,-14414000,10729000,-7082000,-5231000,3647000,-5000,-5000,3642000,3642000,-520000,3122000,3122000,3122000,3122000,5499000,5499000,22369000,22369000,28699000,1892000,1892000,58459000,7602000,13534000,7310000,6142000,21136000,79595000,12774000,4856000,7370000,12774000,414000,414000,414000,13188000,17278000,-17067000,66196000,66407000,66407000,79595000,3122000,364000,589000,-4658000,-583000,-479000,-479000,-2422000,-2422000,-2422000,4011000,0,-606000,0.42672,0.14505,0.12417,0.04701,0.03922,-0.19411,4.57641,0.19859,2.16840434497101e-19,0.08442,0.08421,0.67987,1.79566,-0.01639,0.04672,-0.00907,-1.37098,-1.50781
"36","2020_Q1",11.7662903225806,"Down",29584000,38587000,68171000,-63405000,-6311000,4766000,-3000,-3000,4763000,4763000,-34999.9999999999,4728000,4728000,4728000,4728000,8028000,8028000,25970000,25970000,29576000,1881000,1881000,65455000,7694000,12759000,7232000,5527000,20453000,85908000,14372000,5135000,8689000,14372000,364000,292000,364000,14736000,17315000,-17067000,70924000,71172000,71172000,85908000,4728000,377000,-211000,-2004000,2890000,-390000,-390000,2529000,2529000,2529000,5143000,0,2784000,2.30432,0.1611,0.15982,0.06643,0.05504,0.58883,4.55434,0.20705,0,0.12796,0.12755,0.80065,1.92617,0.07535,0.06609,0.03892,-1.56096,-1.68443
