"","YQ","p","d","revenue","operating_expenses","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","additional_paid_in_capital","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repayment_of_long_term_debt_net","repayments_of_long_term_debt","cash_from_long_term_debt","cash_from_repurchase_of_equity","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",72.9414516129032,"Down",1.88e+09,-1.669e+09,-4.24e+08,-1.245e+09,2.11e+08,-2.29e+08,-2.29e+08,0,-1.8e+07,-1.8e+07,-6.9e+07,-8.7e+07,-8.7e+07,-8.7e+07,-8.7e+07,8.68e+08,8.68e+08,2.54e+08,2.54e+08,1.07e+08,8e+07,1.229e+09,7.159e+09,8.109e+09,1.492e+09,9.53e+08,5.664e+09,1.5268e+10,1.6497e+10,1.246e+09,2.116e+09,1.282e+10,1.388e+09,3.34e+08,1.4208e+10,1.6324e+10,1.605e+09,1.605e+09,-1.348e+09,1.73e+08,1.73e+08,1.6497e+10,-8.7e+07,4.24e+08,9e+07,6.7e+07,2.3e+07,4.1e+07,2e+06,3.9e+07,4.68e+08,-4.88e+08,-4.88e+08,-4.88e+08,-6e+06,-4.94e+08,9.01e+08,9.01e+08,-6.35e+08,1.536e+09,0,0,-1.2e+07,8.89e+08,8.63e+08,8.63e+08,8.63e+08,6.35e+08,1.369e+10,2.57e+08,0.11223,-0.04628,-0.50289,-0.00527,-2.95402,0.58081,94.35838,0.82985,-0.87266,-0.87266,18.85758,1.7353,2.57787,-0.0057,0.01685,20.19213,60.76777
"12","2013_Q1",85.0041666666667,"Up",1.913e+09,-1.708e+09,-4.66e+08,-1.242e+09,2.05e+08,-2.15e+08,-2.16e+08,1e+06,-1e+07,9e+06,-4.9e+07,-4e+07,-4e+07,-4e+07,-4e+07,7000000.00000012,7000000.00000012,2.34e+08,2.34e+08,8.9e+07,6.2e+07,3.3e+08,7.206e+09,8.06e+09,1.424e+09,9.53e+08,5.683e+09,1.5266e+10,1.5596e+10,1.224e+09,1.224e+09,1.2808e+10,1.415e+09,9.4e+07,1.4223e+10,1.5447e+10,1.616e+09,1.616e+09,-1.392e+09,1.49e+08,1.49e+08,1.5596e+10,-4e+07,4.66e+08,6e+07,4.7e+07,1.3e+07,-1000000.00000001,1.6e+07,-1.7e+07,4.85e+08,-4.49e+08,-4.49e+08,-4.49e+08,-8999999.99999999,-4.58e+08,-8.7e+08,-8.7e+08,-2.347e+09,1.477e+09,-7e+06,-7e+06,-1.1e+07,-8.88e+08,-8.61e+08,-8.61e+08,-8.61e+08,6.71e+08,1.2808e+10,2.7e+08,0.10716,-0.02091,-0.26846,-0.00256,-6.75,0.26961,103.67114,0.82124,-0.39997,-0.39997,19.12855,1.48989,2.6998,-0.00278,0.01879,19.0775,62.4439
"13","2013_Q2",109.8728125,"Up",1.917e+09,-1.694e+09,-4.25e+08,-1.269e+09,2.23e+08,-2.11e+08,-2.1e+08,-1e+06,1.2e+07,-3.3e+07,-9e+06,-4.2e+07,-4.2e+07,-4.2e+07,-4.2e+07,6.5e+07,6.5e+07,2.08e+08,2.08e+08,1.01e+08,7.4e+07,3.74e+08,7.259e+09,8.006e+09,1.359e+09,9.53e+08,5.694e+09,1.5265e+10,1.5639e+10,1.29e+09,1.29e+09,1.2816e+10,1.404e+09,1.25e+08,1.422e+10,1.551e+10,1.632e+09,1.632e+09,-1.434e+09,1.29e+08,1.29e+08,1.5639e+10,-4.2e+07,4.25e+08,7.2e+07,2e+06,7e+07,8.6e+07,2.6e+07,6e+07,5.41e+08,-4.12e+08,-4.12e+08,-4.12e+08,-2e+07,-4.32e+08,-4e+07,-4e+07,-1.355e+09,1.315e+09,-5e+06,-5e+06,-6e+06,-5.1e+07,5.8e+07,5.8e+07,5.8e+07,6.48e+08,1.2816e+10,3.31e+08,0.11633,-0.02191,-0.32558,-0.00269,-7.88095,0.28992,120.23256,0.81949,-0.41863,-0.41863,19.10744,1.28579,3.2992,-0.00293,0.02307,19.67747,57.17937
"14","2013_Q3",126.893125,"Up",1.972e+09,-1.736e+09,-4.36e+08,-1.3e+09,2.36e+08,-2.13e+08,-2.11e+08,-2e+06,2.3e+07,-3.8e+07,-5.8e+07,-9.6e+07,-9.6e+07,-9.6e+07,-9.6e+07,44000000.0000001,44000000.0000001,2.23e+08,2.23e+08,6.6e+07,6.6e+07,3.33e+08,7.313e+09,7.943e+09,1.294e+09,9.53e+08,5.696e+09,1.5256e+10,1.5589e+10,1.28e+09,1.28e+09,1.2812e+10,1.436e+09,6.2e+07,1.4248e+10,1.5528e+10,1.657e+09,1.657e+09,-1.53e+09,6.1e+07,6.1e+07,1.5589e+10,-9.6e+07,4.36e+08,1.66e+08,5.4e+07,1.12e+08,-2.2e+07,-1.5e+07,-6999999.99999999,4.84e+08,-4.22e+08,-4.22e+08,-4.22e+08,8000000.00000003,-4.14e+08,-75000000.0000001,-75000000.0000001,-3.47e+09,3.395e+09,-5e+06,-5e+06,-1.1e+07,-90999999.9999999,-2.1e+07,-2.1e+07,-2.1e+07,6.72e+08,1.2812e+10,2.86e+08,0.11968,-0.04868,-1.57377,-0.00616,-2.97917,0.26016,254.55738,0.82186,-0.95427,-0.95427,19.60225,0.60636,2.84292,-0.00671,0.01999,19,54.10169
"15","2013_Q4",132.63203125,"Up",2.118e+09,-1.912e+09,-4.93e+08,-1.419e+09,2.06e+08,-2.11e+08,-2.14e+08,3e+06,-5e+06,-1.3e+07,-5.7e+07,-7e+07,-7e+07,-7e+07,-7e+07,4.1e+07,4.1e+07,2.35e+08,2.35e+08,8.1e+07,8.1e+07,3.57e+08,7.838e+09,9.055e+09,1.465e+09,1.159e+09,6.431e+09,1.6893e+10,1.725e+10,1.382e+09,1.382e+09,1.4306e+10,1.501e+09,6.9e+07,1.5807e+10,1.7189e+10,1.72e+09,1.72e+09,-1.6e+09,6.1e+07,6.1e+07,1.725e+10,-7e+07,4.93e+08,9e+07,5.6e+07,3.4e+07,2.5e+07,-1e+06,2.6e+07,5.38e+08,-4.25e+08,-4.25e+08,-4.25e+08,-6.55e+08,-1.08e+09,5.07e+08,5.07e+08,-1.352e+09,1.859e+09,-1e+06,-1e+06,3.3e+07,5.39e+08,-3e+06,-3e+06,-3e+06,6.99e+08,1.4306e+10,3.56e+08,0.09726,-0.03305,-1.14754,-0.00406,-5.08571,0.25832,281.78689,0.82933,-0.68011,-0.68011,20.5782,0.59267,3.45885,-0.00441,0.02244,20.40773,69.24757
"16","2014_Q1",130.90393442623,"Down",2.148e+09,-1.904e+09,-5e+08,-1.404e+09,2.44e+08,-2.11e+08,-2.11e+08,-9.31322574615479e-10,3.3e+07,3.5e+07,4000000.00000001,3.9e+07,3.9e+07,3.9e+07,3.9e+07,2.1e+07,2.1e+07,2.34e+08,2.34e+08,6.7e+07,6.7e+07,3.22e+08,7.981e+09,8.992e+09,1.389e+09,1.177e+09,6.426e+09,1.6973e+10,1.7295e+10,1.467e+09,1.467e+09,1.4181e+10,1.496e+09,6.5e+07,1.5677e+10,1.7144e+10,1.76e+09,1.76e+09,-1.568e+09,1.51e+08,1.51e+08,1.7295e+10,3.9e+07,5e+08,2.1e+07,0,2.1e+07,3.5e+07,-3.72529029846191e-09,3.5e+07,5.95e+08,-5.66e+08,-5.66e+08,-5.66e+08,49000000.0000001,-5.17e+08,-1.3e+08,-1.3e+08,-3.43e+08,2.13e+08,-4e+06,-4e+06,3.6e+07,-97999999.9999999,-2e+07,-2e+07,-2e+07,7.44e+08,1.4181e+10,2.09e+08,0.11359,0.01816,0.25828,0.00225,5.35897,0.2195,113.53642,0.81995,0.37541,0.37541,20.67651,1.45352,2.01182,0.00246,0.0132,19.03226,58.03279
"17","2014_Q2",137.964444444444,"Up",2.202e+09,-1.962e+09,-5.05e+08,-1.457e+09,2.4e+08,-2.11e+08,-2.11e+08,-1951853.55821152,2.9e+07,2.7e+07,-6.4e+07,-3.7e+07,-3.7e+07,-3.7e+07,-3.7e+07,4e+06,4e+06,2.17e+08,2.17e+08,8.3e+07,8.3e+07,3.04e+08,8.079e+09,8.914e+09,1.317e+09,1.177e+09,6.42e+09,1.6993e+10,1.7297e+10,1.523e+09,1.523e+09,1.409e+10,1.557e+09,6.5e+07,1.5647e+10,1.717e+10,1.778e+09,1.778e+09,-1.605e+09,1.27e+08,1.27e+08,1.7297e+10,-3.7e+07,5.05e+08,8.9e+07,6.2e+07,2.7e+07,2e+07,1.8e+07,2e+06,5.77e+08,-5.39e+08,-5.39e+08,-5.39e+08,4e+07,-4.99e+08,-9.5e+07,-9.5e+07,-3.88e+08,2.93e+08,-1.1e+07,-1.1e+07,1.1e+07,-9.5e+07,-1.7e+07,-1.7e+07,-1.7e+07,7.45e+08,1.409e+10,2.9e+08,0.10899,-0.0168,-0.29134,-0.00214,-7.83784,0.19961,135.19685,0.81459,-0.34762,-0.34762,20.68787,1.19317,2.72456,-0.00235,0.01838,18.90738,58.69167
"18","2014_Q3",158.48140625,"Up",2.259e+09,-2.023e+09,-5.28e+08,-1.495e+09,2.36e+08,-2.1e+08,-2.1e+08,-1180933.75219061,2.6e+07,2e+07,-6.5e+07,-4.5e+07,-4.5e+07,-4.5e+07,-4.5e+07,9e+06,9e+06,2.52e+08,2.52e+08,7.6e+07,7.6e+07,3.37e+08,8.197e+09,8.835e+09,1.245e+09,1.17e+09,6.42e+09,1.7032e+10,1.7369e+10,1.606e+09,1.606e+09,1.4019e+10,1.625e+09,7.1e+07,1.5644e+10,1.725e+10,1.816e+09,1.816e+09,-1.65e+09,1.19e+08,1.19e+08,1.7369e+10,-4.5e+07,5.28e+08,9.2e+07,6.2e+07,3e+07,5.7e+07,-3.6e+07,9.3e+07,6.32e+08,-5.7e+08,-5.7e+08,-5.7e+08,3e+06,-5.67e+08,-7.6e+07,-76000000.0000001,-4.13e+08,3.37e+08,-6e+06,-6e+06,2.2e+07,-6e+07,5e+06,5e+06,5e+06,7.64e+08,1.4019e+10,3.16e+08,0.10447,-0.01992,-0.37815,-0.00259,-7.02222,0.20984,144.95798,0.80713,-0.41676,-0.41676,20.92133,1.1021,2.92658,-0.00285,0.02005,18.3377,59.36441
"19","2014_Q4",158.0571875,"Down",2.287e+09,-2.069e+09,-5.35e+08,-1.534e+09,2.18e+08,-2.17e+08,-2.17e+08,0,1e+06,6e+06,-5.9e+07,-5.3e+07,-5.3e+07,-5.3e+07,-5.3e+07,1e+07,1e+07,2.7e+08,2.7e+08,9e+07,9e+07,3.7e+08,8.305e+09,1.2275e+10,1.175e+09,1.17e+09,9.93e+09,2.058e+10,2.095e+10,1.586e+09,1.586e+09,1.7595e+10,1.672e+09,6.2e+07,1.9267e+10,2.0853e+10,1.843e+09,1.843e+09,-1.703e+09,9.7e+07,9.7e+07,2.095e+10,-5.3e+07,5.35e+08,7.1e+07,5.3e+07,1.8e+07,-3.3e+07,-1.8e+07,-1.5e+07,5.2e+08,-5.69e+08,-5.69e+08,-5.69e+08,-3.53e+09,-4.099e+09,3.571e+09,3.571e+09,-7.13e+08,4.284e+09,-1e+06,-1e+06,1e+07,3.58e+09,1e+06,1e+06,1e+06,7.53e+08,1.7595e+10,2.1e+08,0.09532,-0.02317,-0.54639,-0.00253,-3.96226,0.23329,214.97938,0.83986,-0.48717,-0.48717,21.02165,0.8916,1.93028,-0.00274,0.01084,23.35325,80.66514
"20","2015_Q1",173.370491803279,"Up",2.36e+09,-2.083e+09,-5.34e+08,-1.549e+09,2.77e+08,-2.73e+08,-2.73e+08,0,4e+06,0,-4.8e+07,-4.8e+07,-4.8e+07,-4.8e+07,-4.8e+07,3e+06,3e+06,2.85e+08,2.85e+08,56999999.9999995,5.7e+07,3.45e+08,8.373e+09,1.567e+10,1.105e+09,1.168e+09,1.3397e+10,2.4043e+10,2.4388e+10,1.635e+09,1.635e+09,2.0887e+10,1.72e+09,7.2e+07,2.2607e+10,2.4242e+10,1.93e+09,1.93e+09,-1.762e+09,1.46e+08,1.46e+08,2.4388e+10,-4.8e+07,5.34e+08,9e+07,5.6e+07,-2.1e+07,5.4e+07,-1.5e+07,6.9e+07,6.3e+08,-5.43e+08,-5.43e+08,-5.43e+08,-3.596e+09,-4.139e+09,3.426e+09,3.426e+09,-4.66e+08,3.892e+09,-999999.999999999,-1e+06,7.7e+07,3.502e+09,-7e+06,-7e+06,-7e+06,8.11e+08,2.0887e+10,3.7e+08,0.11737,-0.02034,-0.32877,-0.00197,-7.70833,0.21101,166.0411,0.85645,-0.43522,-0.43522,21.39835,1.3238,3.35483,-0.00211,0.01626,25.75092,75.3935
"21","2015_Q2",179.838253968254,"Up",2.362e+09,-2.113e+09,-5.14e+08,-1.599e+09,2.49e+08,-2.89e+08,-2.89e+08,0,-4e+07,-4.6e+07,-3.5e+07,-8.1e+07,-8.1e+07,-8.1e+07,-8.1e+07,2e+07,2e+07,2.64e+08,2.64e+08,7.218e+09,1.06e+08,7.502e+09,8.275e+09,8.633e+09,1.042e+09,1.168e+09,6.423e+09,1.6908e+10,2.441e+10,1.586e+09,8.569e+09,1.3981e+10,1.783e+09,7.7e+07,1.5764e+10,2.4333e+10,1.955e+09,1.955e+09,-1.843e+09,7.7e+07,7.7e+07,2.441e+10,-8.1e+07,5.14e+08,7e+07,3.4e+07,3.6e+07,2.5e+07,2.1e+07,4e+06,5.28e+08,-3.51e+08,-3.51e+08,-3.51e+08,-9e+07,-4.41e+08,-6e+07,-6e+07,-3.92e+08,3.32e+08,-1.6e+07,-1.6e+07,6e+06,-7e+07,1.7e+07,1.7e+07,1.7e+07,7.63e+08,2.0964e+10,4.72e+08,0.10542,-0.03429,-1.05195,-0.00332,-5.82716,0.87548,316.01299,0.85883,-0.72544,-0.72544,21.15433,0.68962,4.22728,-0.00355,0.02068,27.44954,84.11245
"22","2015_Q3",182.50703125,"Up",2.43e+09,-2.161e+09,-5.28e+08,-1.633e+09,2.69e+08,-2.29e+08,-2.29e+08,0,4e+07,-8.7e+07,-3.5e+07,-1.22e+08,-1.22e+08,-1.22e+08,-1.22e+08,3e+07,3e+07,3.21e+08,3.21e+08,104999999.999998,1.05e+08,4.56e+08,8.244e+09,8.619e+09,9.78e+08,1.168e+09,6.473e+09,1.6863e+10,1.7319e+10,1.636e+09,1.636e+09,1.3896e+10,1.818e+09,7.3e+07,1.5714e+10,1.735e+10,1.974e+09,1.974e+09,-1.965e+09,-3.1e+07,-3.1e+07,1.7319e+10,-1.22e+08,5.28e+08,1.88e+08,3.2e+07,1.18e+08,-6.3e+07,-5.8e+07,-5e+06,5.31e+08,-4.32e+08,-4.32e+08,-4.32e+08,7.115e+09,6.683e+09,-7.172e+09,-7.172e+09,-1.0153e+10,2.981e+09,-7e+06,-7e+06,-2.5e+07,-7.204e+09,1e+07,1e+07,1e+07,7.97e+08,1.3896e+10,3.37e+08,0.1107,-0.05021,3.93548,-0.00704,-2.7623,0.27873,-559.67742,0.80236,-1.0914,-1.0914,21.73845,-0.27732,3.01476,-0.00778,0.02149,17.39774,51.54647
"23","2015_Q4",185.125625,"Up",2.45e+09,-2.177e+09,-5.38e+08,-1.639e+09,2.73e+08,-3.56e+08,-3.53e+08,-3e+06,-8.3e+07,-8.8e+07,1.42e+08,5.4e+07,5.4e+07,5.4e+07,5.4e+07,0,0,2.92e+08,2.92e+08,1.14e+08,1.14e+08,4.06e+08,8.281e+09,2.8186e+10,9.16e+08,1.168e+09,2.6102e+10,3.6467e+10,3.6873e+10,1.829e+09,1.829e+09,3.3281e+10,1.703e+09,8.7e+07,3.4984e+10,3.6813e+10,2.01e+09,2.01e+09,-1.911e+09,6e+07,6e+07,3.6873e+10,5.4e+07,5.38e+08,-1.09e+08,-1.42e+08,1.3e+07,2.06e+08,3e+07,1.76e+08,6.89e+08,-5.09e+08,-5.09e+08,-5.09e+08,-1.9598e+10,-2.0107e+10,1.9383e+10,1.9383e+10,-3.66e+08,1.9749e+10,-1e+06,-1e+06,6e+06,1.9388e+10,-3e+07,-3e+07,-3e+07,8.11e+08,3.3281e+10,3.66e+08,0.11143,0.02204,0.9,0.00146,6.77778,0.22198,613.55,0.90258,0.48245,0.47644,21.88905,0.53606,3.26996,0.00154,0.01044,41.03699,121.90842
"24","2016_Q1",179.486885245902,"Down",2.512e+09,-2.189e+09,-5.45e+08,-1.644e+09,3.23e+08,-4.39e+08,-4.35e+08,-4e+06,-1.16e+08,-1.1e+08,-1.2e+07,-1.22e+08,-1.22e+08,-1.22e+08,-1.22e+08,5e+06,5e+06,2.79e+08,2.79e+08,60999999.9999998,6.1e+07,3.45e+08,8.345e+09,3.0626e+10,8.56e+08,1.168e+09,2.8602e+10,3.8971e+10,3.9316e+10,1.972e+09,1.972e+09,3.5723e+10,1.667e+09,7.7e+07,3.739e+10,3.9362e+10,2.028e+09,2.028e+09,-2.061e+09,-45999999.9999998,-4.6e+07,3.9316e+10,-1.22e+08,5.45e+08,34999999.9999999,1.1e+07,4e+06,1.53e+08,1.2e+07,1.41e+08,6.11e+08,-5.48e+08,-5.48e+08,-5.48e+08,-2.619e+09,-3.167e+09,2.568e+09,2.568e+09,-4.15e+08,2.983e+09,-14000000.0000001,-1.4e+07,7e+06,2.561e+09,4999999.99999994,4999999.99999994,4999999.99999994,8.68e+08,3.5723e+10,4.85e+08,0.12858,-0.04857,2.65217,-0.0031,-3.97541,0.17495,-855.69565,0.90861,-1.0882,-1.10208,22.4062,-0.4103,4.32604,-0.00327,0.01299,41.14977,110.58204
"25","2016_Q2",214.88796875,"Up",2.53e+09,-2.228e+09,-5.39e+08,-1.689e+09,3.02e+08,-4.57e+08,-4.54e+08,-3e+06,-1.55e+08,-1.6e+08,-2.8e+07,-1.88e+08,-1.88e+08,-1.88e+08,-1.88e+08,1.278e+09,1.278e+09,2.53e+08,2.53e+08,8.1e+07,8.1e+07,1.612e+09,8.294e+09,3.0618e+10,8e+08,1.168e+09,2.865e+10,3.8912e+10,4.0524e+10,1.925e+09,1.925e+09,3.7124e+10,1.694e+09,7.6e+07,3.8818e+10,4.0743e+10,2.057e+09,2.057e+09,-2.249e+09,-2.19e+08,-2.19e+08,4.0524e+10,-1.88e+08,5.39e+08,6.7e+07,2.8e+07,1.5e+07,6e+06,2.4e+07,-1.8e+07,4.24e+08,-4.29e+08,-4.29e+08,-4.29e+08,-1.07e+08,-5.36e+08,1.412e+09,1.412e+09,-7.27e+08,2.139e+09,-1.6e+07,-1.6e+07,-1.1e+07,1.385e+09,1.273e+09,1.273e+09,1.273e+09,8.41e+08,3.7124e+10,4.46e+08,0.11937,-0.07431,0.85845,-0.00464,-2.37234,0.8374,-186.0411,0.9161,-1.67392,-1.67392,22.52663,-1.94993,3.9711,-0.00487,0.01155,42.62307,118.69536
"26","2016_Q3",252.60875,"Up",6.161e+09,-5.991e+09,-1.436e+09,-4.555e+09,1.7e+08,-5.95e+08,-5.93e+08,-2e+06,-4.25e+08,-6.5e+07,3.179e+09,3.114e+09,3.114e+09,3.067e+09,3.067e+09,5.55e+08,5.55e+08,1.34e+09,1.34e+09,4.3e+08,4.3e+08,2.325e+09,3.3358e+10,1.13512e+11,1.6154e+10,2.9692e+10,6.7666e+10,1.4687e+11,1.49195e+11,6.736e+09,8.807e+09,6.0132e+10,2.9224e+10,2.885e+09,8.9356e+10,9.8163e+10,3.953e+10,3.953e+10,8.18e+08,4.024e+10,5.1032e+10,1.49195e+11,3.114e+09,1.436e+09,-3.395e+09,-3.192e+09,-2.66e+08,4.35e+08,-1.24e+08,5.59e+08,1.59e+09,-1.26e+09,-1.26e+09,-1.26e+09,-6.307e+09,-7.567e+09,5.15e+08,5.15e+08,-3.343e+09,3.858e+09,4.917e+09,-8.3e+07,-1.78e+08,5.254e+09,-7.23e+08,-7.23e+08,-7.23e+08,1.606e+09,6.2203e+10,-2.398e+09,0.02759,0.49781,0.0600999999999999,0.02056,-0.781869999999999,0.26399,1.92355999999998,0.41692,16.7264,14.94535,33.60006,219.45567,-13.0779,0.02153,-0.01683,38.38605,362.63529
"27","2016_Q4",269.280952380952,"Up",1.0037e+10,-9.126e+09,-2.437e+09,-6.689e+09,9.11e+08,-7.29e+08,-7.24e+08,-5e+06,1.82e+08,2.66e+08,-1.6e+07,2.5e+08,2.5e+08,1.89e+08,1.89e+08,1.165e+09,1.165e+09,1.242e+09,1.242e+09,3.74e+08,3.74e+08,2.781e+09,3.2881e+10,1.13235e+11,1.5439e+10,3.0165e+10,6.7631e+10,1.46116e+11,1.48897e+11,6.597e+09,8.647e+09,5.9946e+10,2.9229e+10,2.969e+09,8.9175e+10,9.7822e+10,3.9726e+10,3.9726e+10,1.007e+09,4.0277e+10,5.1075e+10,1.48897e+11,2.5e+08,2.437e+09,-5.9e+07,-6e+06,-1.34e+08,1.73e+08,9.8e+07,7.5e+07,2.801e+09,-1.748e+09,-1.748e+09,-1.748e+09,-5.4e+07,-1.802e+09,-5e+07,-5e+07,-5e+07,0,-3.49e+08,-3.49e+08,1e+07,-3.89e+08,6.1e+08,6.1e+08,6.1e+08,3.348e+09,6.1996e+10,1.789e+09,0.09076,0.01883,0.0037,0.00127,9.46561,0.32161,1.91526,0.41637,0.69674,0.68634,37.00096,148.47938,6.59507,0.00133,0.01257,18.16935,66.77387
"28","2017_Q1",318.519838709677,"Up",1.0275e+10,-8.303e+09,-2.495e+09,-5.808e+09,1.972e+09,-7.32e+08,-7.28e+08,-4e+06,1.24e+09,7.79e+08,-2.1e+08,5.69e+08,5.69e+08,4.54e+08,4.54e+08,1.535e+09,1.535e+09,1.432e+09,1.432e+09,3.33e+08,3.33e+08,3.3e+09,3.2963e+10,1.12804e+11,1.4608e+10,2.9509e+10,6.8687e+10,1.45767e+11,1.49067e+11,7.544e+09,9.572e+09,5.9719e+10,2.941e+10,2.745e+09,8.9129e+10,9.8701e+10,3.9413e+10,3.9413e+10,7.33e+08,4.0139e+10,5.0366e+10,1.49067e+11,5.69e+08,2.495e+09,-2.04e+08,2.12e+08,-4.92e+08,3.66e+08,-1.58e+08,5.24e+08,3.226e+09,-1.888e+09,-1.888e+09,-1.888e+09,5.03e+08,-1.385e+09,-5.4e+07,-54000000.0000001,-6.401e+09,6.347e+09,-1.114e+09,-1.114e+09,-3.03e+08,-1.471e+09,3.7e+08,3.7e+08,3.7e+08,4.467e+09,6.1747e+10,3.155e+09,0.19192,0.04418,0.00901,0.00305,6.94934,0.34476,1.95968,0.41422,1.75142,1.31113,39.63832,154.84601,12.17118,0.00321,0.02229,13.47929,30.53347
"29","2017_Q2",333.60619047619,"Up",1.0164e+10,-9.223e+09,-2.55e+09,-6.673e+09,9.41e+08,-7.09e+08,-7.13e+08,4e+06,2.32e+08,2.36e+08,-2.5e+07,2.11e+08,2.11e+08,1.55e+08,1.55e+08,2.92e+09,2.92e+09,1.311e+09,1.311e+09,4.35e+08,4.35e+08,4.666e+09,3.2699e+10,1.12079e+11,1.3904e+10,2.9526e+10,6.8649e+10,1.44778e+11,1.49444e+11,7.513e+09,9.52e+09,6.0837e+10,2.9183e+10,2.607e+09,9.002e+10,9.954e+10,3.9602e+10,3.9602e+10,1.019e+09,3.972e+10,4.9904e+10,1.49444e+11,2.11e+08,2.55e+09,-1.7e+07,1.6e+07,-1.02e+08,9.9e+07,2.36e+08,-1.37e+08,2.843e+09,-1.555e+09,-1.555e+09,-1.555e+09,-1.57e+08,-1.712e+09,1.165e+09,1.165e+09,-3.475e+09,4.64e+09,-8.95e+08,-8.95e+08,-1.6e+07,2.54e+08,1.385e+09,1.385e+09,1.385e+09,3.491e+09,6.2844e+10,2.06e+09,0.09258,0.01525,0.00311,0.00104,13.29032,0.49013,1.99463,0.42052,0.5762,0.56735,37.78371,147.65535,7.65786,0.00109,0.01451,17.16528,63.68119
"30","2017_Q3",372.208412698413,"Up",1.0357e+10,-9.305e+09,-2.595e+09,-6.71e+09,1.052e+09,-7.38e+08,-7.49e+08,1.1e+07,3.14e+08,2.43e+08,-48000000.0000001,1.95e+08,1.95e+08,1.39e+08,1.39e+08,6.94e+08,6.94e+08,1.489e+09,1.489e+09,3.81e+08,3.81e+08,2.564e+09,3.2948e+10,1.11448e+11,1.3231e+10,2.9554e+10,6.8663e+10,1.44396e+11,1.4696e+11,8.123e+09,8.123e+09,6.3248e+10,2.9156e+10,2.582e+09,9.2404e+10,1.00527e+11,3.9697e+10,3.9697e+10,1.158e+09,3.6628e+10,4.6433e+10,1.4696e+11,1.95e+08,2.595e+09,82999999.9999999,26000000.0000001,-8e+06,7.2e+07,-1.75e+08,2.47e+08,2.945e+09,-2.148e+09,-2.148e+09,-2.148e+09,3.05e+08,-1.843e+09,4.52e+08,4.52e+08,-2.054e+09,2.506e+09,-3.328e+09,-3.328e+09,-4.52e+08,-3.328e+09,-2.226e+09,-2.226e+09,-2.226e+09,3.647e+09,6.3248e+10,1.619e+09,0.10157,0.01342,0.00299,0.000949999999999999,11.64748,0.31565,2.16499,0.43038,0.52759,0.52,39.31133,139.02632,6.14512,0.001,0.01166,17.15218,59.46198
"31","2017_Q4",339.740476190476,"Down",1.0458e+10,-9.549e+09,-2.701e+09,-6.848e+09,9.09e+08,-8.17e+08,-7.88e+08,-2.9e+07,9.2e+07,1.18e+08,-2.6e+07,9.2e+07,9.2e+07,4.8e+07,4.8e+07,2.164e+09,2.164e+09,1.652e+09,1.652e+09,3.16e+08,3.16e+08,4.132e+09,3.33e+10,1.10796e+11,1.2589e+10,2.9554e+10,6.8653e+10,1.44096e+11,1.48228e+11,8.351e+09,1.0419e+10,6.6064e+10,2.9167e+10,2.591e+09,9.5231e+10,1.0565e+11,3.9773e+10,3.9773e+10,1.206e+09,3.3229e+10,4.2578e+10,1.48228e+11,9.2e+07,2.701e+09,7.9e+07,1.1e+07,4e+06,3.6e+07,-1.62e+08,1.98e+08,2.908e+09,-2.393e+09,-2.393e+09,-2.393e+09,6.5e+07,-2.328e+09,4.964e+09,4.964e+09,-5e+06,4.969e+09,-3.525e+09,-3.525e+09,-5.49e+08,8.9e+08,1.47e+09,1.47e+09,1.47e+09,3.61e+09,6.8132e+10,1.279e+09,0.08692,0.00459,0.00113,0.00032,26.64583,0.39658,2.48133,0.45964,0.18903,0.1858,41.18558,130.86209,5.03694,0.00034,0.00914,18.27368,72.57206
