"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","other_long_term_assets","intangible_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","total_current_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2013_Q2",39.7146875,"Up",53651000,-15016000,38635000,-13964000,-3432000,-2286000,-8246000,24671000,24671000,24671000,-9126000,15545000,15326000,15326000,15326000,142978000,125919000,17059000,35467000,35467000,8931000,187376000,18743000,18743000,76762000,72123000,95505000,282881000,24982000,19231000,5751000,5398000,30380000,30380000,283280000,-32273000,4977000,-3483000,252501000,252501000,282881000,15326000,2569000,4494000,-12110000,10279000,-794000,-1302000,-5544000,-5405000,630000,630000,-3152000,-7927000,-3192000,-3192000,203000,-2989000,27240000,0,23462000,0.72012,0.45984,0.28566,0.0607,0.05418,1.53086,6.16774,0.12032,0,0.41676,0.40682,1.45894,6.86629,0.63801,0.14698,0.0821,0.09292,0.35267,-5.24883,-5.79539
"12","2013_Q3",49.52265625,"Up",63507000,-14712000,48795000,-17373000,-3318000,-4405000,-9650000,31422000,31422000,31422000,-12133000,19289000,19343000,19343000,19343000,149947000,135468000,14479000,41826000,41826000,11204000,202977000,26443000,26443000,75958000,71447000,102401000,305378000,29377000,16868000,12509000,5437000,34814000,34814000,286935000,-32273000,19467000,-3565000,270564000,270564000,305378000,19343000,3177000,1002000,-3552000,19970000,-6622000,-1919000,-6835000,-4852999.99999999,750000,750000,644000,-3459000,9676000,9676000,-127000,9549000,34599000,0,36558000,0.76834,0.49478,0.30458,0.07149,0.06334,1.88999,5.83033,0.12867,0,0.52466,0.51146,1.72255,7.33872,0.99159,0.13163,0.08943,0.13512,0.25089,-4.33385,-4.77204
"13","2013_Q4",61.08421875,"Up",61133000,-17910000,43223000,-16835000,-3121000,-3460000,-10254000,26388000,26388000,26388000,-8129000,18259000,18214000,18214000,18214000,177446000,119009000,58437000,36876000,36876000,16929000,231251000,27617000,27617000,73820000,69508000,101437000,332688000,39660000,20431000,19229000,6408000,46068000,46068000,290030000,-32273000,32794000,-3931000,286620000,286620000,332688000,18214000,3559000,915000,14392000,37080000,-1941000,-2181000,-48195000,-4770000,436000,436000,337000,-3997000,-15112000,-15112000,-691000,-15803000,29947000,0,50527000,0.70703,0.43165,0.29794,0.06355,0.05475,2.77407,5.01978,0.16073,0,0.49335,0.47976,1.65587,7.76348,1.36859,0.1292,0.08019,0.17629,0.26189,-5.92533,-6.7245
"14","2014_Q1",57.5398360655738,"Down",60442000,-16768000,43674000,-18875000,-3623000,-3972000,-11280000,24799000,24799000,24799000,-9329000,15470000,23133000,23133000,23133000,200433000,132691000,67742000,34158000,34158000,10640000,245231000,32703000,32703000,75976000,68697000,108679000,353910000,40835000,12859000,27976000,2713000,43548000,43548000,295676000,-32273000,51042000,-4083000,310362000,310362000,353910000,23133000,3746000,-6801000,3472000,23550000,-5980000,-2561000,-8547000,-4809000,1223000,1223000,1895000,-1691000,13312000,13312000,-286000,13026000,28545000,0,35366000,0.72258,0.41029,0.38273,0.07454,0.06536,1.52881,5.63128,0.14031,0,0.6255,0.60725,1.63432,8.39202,0.95628,0.13003,0.09003,0.11395,0.20788,-7.02165,-8.0823
"15","2014_Q2",51.014126984127,"Down",63398000,-18609000,44789000,-17081000,-3407000,-4121000,-9553000,27708000,27708000,27708000,-10233000,17475000,17475000,17475000,17475000,193528000,130045000,63483000,39077000,39077000,9333000,241938000,33393000,33393000,71042000,68127000,104435000,346373000,25390000,19207000,6183000,2722000,28112000,28112000,295736000,-35659000,62471000,-4287000,318261000,318261000,346373000,17475000,4121000,5033000,-16482000,10147000,-1622000,-2577000,-449000,-6232000,-2967000,419000,-2717000,-11916000,-2218000,-2218000,-428000,-2646000,31829000,0,23958000,0.70647,0.43705,0.27564,0.05491,0.05045,1.37099,8.60622,0.08833,0,0.47076,0.45871,1.70787,8.57361,0.6454,0.16788,0.07449,0.07528,0.35662,-6.08024,-6.98455
"16","2014_Q3",52.75453125,"Up",64964000,-18421000,46543000,-17472000,-4144000,-4351000,-8977000,29071000,29071000,29071000,-10880000,18191000,18191000,18191000,18191000,198896000,133154000,65742000,40896000,40896000,12356000,252148000,34396000,34396000,70175000,67558000,104571000,356719000,30790000,18594000,12196000,2950000,33740000,33740000,298780000,-46021000,74650000,-4430000,322979000,322979000,356719000,18191000,4351000,3016000,707000,26265000,-2132000,-2427000,-7080000,-5932000,-9936000,426000,282999.999999999,-15585000,3600000,3600000,-491000,3109000,33422000,0,42877000,0.71644,0.44749,0.28002,0.05632,0.051,2.35704,7.47327,0.10446,0,0.49145,0.47944,1.75507,8.72562,1.15837,0.16026,0.07469,0.13275,0.3261,-5.95105,-6.84173
"17","2014_Q4",61.7709375,"Up",64245000,-18589000,45656000,-17388000,-3906000,-4482000,-9e+06,28268000,28268000,28268000,-10764000,17504000,17504000,17504000,17504000,212121000,155100000,57021000,36947000,36947000,8800000,257868000,32800000,32800000,72241000,66989000,105041000,362909000,33335000,11283000,22052000,3271000,36606000,36606000,302440000,-57715000,86158000,-4580000,326303000,326303000,362909000,17504000,4482000,2187000,8004000,32177000,-248000,-1813000,6065000,-5898000,-11149000,545000,587000,-16460000,21782000,21782000,164000,21946000,32750000,0,51270000,0.71065,0.44,0.27246,0.05364,0.04823,2.92904,7.04442,0.11218,0,0.47493,0.46301,1.74314,8.85346,1.39109,0.16003,0.07172,0.15712,0.33695,-6.47698,-7.50393
"18","2015_Q1",74.5032786885246,"Up",70167000,-19376000,50791000,-17302000,-3966000,-4425000,-8911000,33489000,33489000,33489000,-11853000,21636000,21636000,21636000,21636000,233787000,168924000,64863000,33836000,33836000,6685000,274308000,32185000,32185000,73391000,66419000,105576000,379884000,43211000,11961000,31250000,2465000,45676000,45676000,307179000,-70247000,101813000,-4537000,334208000,334208000,379884000,21636000,4425000,884000,14418000,41363000,-625000,-2732000,-11561000,-5879000,-11411000,1121000,1028000,-16262000,13540000,13540000,284000,13824000,37914000,0,63560000,0.72386,0.47728,0.30835,0.06474,0.05695,2.9377,6.00552,0.13667,0,0.58909,0.5737,1.91045,9.09954,1.73056,0.16007,0.08233,0.19018,0.27172,-6.16624,-6.98101
"19","2015_Q2",83.2238095238095,"Up",76771000,-21174000,55597000,-17095000,-3871000,-4612000,-8612000,38502000,38502000,38502000,-13909000,24593000,24593000,24593000,24593000,223243000,161048000,62195000,46062000,46062000,7207000,276512000,31190000,31190000,70992000,65850000,102182000,378694000,31299000,12756000,18543000,2725000,34024000,34024000,309436000,-79186000,118943000,-4523000,344670000,344670000,378694000,24593000,4612000,5190000,-24361000,10034000,-817000,-2635000,-1048000,-7517000,-8247000,692000,-1477000,-17241000,-8255000,-8255000,379000,-7876000,43114000,0,31845000,0.72419,0.50152,0.32034,0.07135,0.06494,1.29488,8.12697,0.09871,0,0.67,0.65362,2.09151,9.39002,0.86757,0.20479,0.09316,0.09239,0.30566,-5.17797,-5.79822
"20","2015_Q3",91.39640625,"Up",75491000,-20593000,54898000,-17839000,-5026000,-4603000,-8210000,37059000,37059000,37059000,-12821000,24238000,24238000,24238000,24238000,236780000,169263000,67517000,46938000,46938000,12596000,296314000,31290000,31290000,71342000,65281000,102632000,398946000,36439000,13271000,23168000,2650000,39089000,39089000,313706000,-84711000,135721000,-4859000,359857000,359857000,398946000,24238000,4603000,2894000,-1174000.00000001,30561000,-1528000,-2185000,-9887000,-7345000,-5227000,298000,989000,-11583000,9091000.00000001,9091000.00000001,-876000,8215000,41662000,0,51781000,0.72721,0.49091,0.32107,0.06735,0.06076,2.13636,7.5805,0.10862,0,0.66045,0.64391,2.05703,9.80564,1.41096,0.20014,0.08777,0.14389,0.30304,-5.68336,-6.38927
"21","2015_Q4",96.8946875,"Up",74192000,-21002000,53190000,-17837000,-4848000,-4642000,-8347000,35353000,35353000,35353000,-12638000,22715000,22715000,22715000,22715000,255892000,160376000,95516000,49280000,49280000,7173000,312345000,31027000,31027000,72950000,64712000,103977000,416322000,40636000,13388000,27248000,2215000,42851000,42851000,317737000,-90272000,150975000,-4969000,373471000,373471000,416322000,22715000,4642000,1580000,6806000,35743000,-1385000,-2838000,-32580000,-7339000,-5021000,540000,240000,-12120000,-8957000,-8957000,70000,-8887000,39995000,0,58054000,0.71692,0.47651,0.30617,0.06082,0.05456,2.55576,7.28909,0.11474,0,0.61926,0.60343,2.02263,10.18159,1.58267,0.20008,0.08047,0.15544,0.32309,-6.3981,-7.2382
"22","2016_Q1",108.405737704918,"Up",76644000,-21087000,55557000,-18571000,-2098000,-4685000,-11788000,36986000,36986000,36986000,-12495000,24491000,24491000,24491000,24491000,284434000,199728000,84706000,40459000,40459000,9880000,334773000,30897000,30897000,73371000,64142000,104268000,439041000,46016000,12257000,33759000,2312000,48328000,48328000,321336000,-93405000,168011000,-5229000,390713000,390713000,439041000,24491000,4685000,6790000,12202000,48168000,-1065000,-3573000,5562000,-7333000,-2839000,294000,-4248000,-14420000,39310000,39310000,41999.9999999999,39352000,41671000,0,65303000,0.72487,0.48257,0.31954,0.06268,0.05578,2.66641,6.9271,0.12369,0,0.6678,0.65072,2.08987,10.65368,1.78063,0.19995,0.08145,0.16714,0.29942,-6.82571,-7.69032
"23","2016_Q2",126.4925,"Up",88573000,-24527000,64046000,-19676000,-3902000,-4681000,-11093000,44370000,44370000,44370000,-15407000,28963000,28963000,28963000,28963000,285221000,137995000,147226000,52755000,52755000,12844000,350820000,32094000,32094000,68928000,63731000,101022000,451842000,38824000,16999000,21825000,2602000,41426000,41426000,325071000,-94604000,187228000,-7279000,410416000,410416000,451842000,28963000,4681000,10794000,-97181000,-52743000,-2652000,-3009000,6339000,-9727000,-368000,831000,-5230000,-15325000,-61729000,-61729000,-4000,-61733000,49051000,0,-35375000,0.72309,0.50094,0.327,0.07057,0.0641,-1.22139,8.46859,0.10094,0,0.78757,0.76884,2.40851,11.16019,-0.96193,0.2645,0.09427,-0.08619,0.33584,-5.81478,-6.42824
"24","2016_Q3",154.790625,"Up",96639000,-25815000,70824000,-20273000,-4033000,-4540000,-11700000,50551000,50551000,50551000,-17425000,33126000,33126000,33126000,33126000,299605000,153275000,146330000,62860000,62860000,13463000,375928000,31495000,31495000,69692000,63635000,101187000,477115000,38358000,15146000,23212000,2606000,40964000,40964000,333399000,-98805000,210606000,-9049000,436151000,436151000,477115000,33126000,4540000,5669000,-10688000,32647000,-1252000,-3034000,-4351000,-9586000,-2894000,1307000,-355000,-12835000,15461000,15461000,-181000,15280000,55091000,0,60576000,0.73287,0.52309,0.34278,0.07595,0.06943,1.82865,9.17703,0.09392,0,0.89831,0.87756,2.62065,11.8275,1.64269,0.25995,0.09793,0.13889,0.28938,-5.43837,-5.92679
"25","2016_Q4",151.703015873016,"Down",90271000,-23914000,66357000,-20003000,-4836000,-4325000,-10842000,46354000,46354000,46354000,-15436000,30918000,30918000,30918000,30918000,332099000,161444000,170655000,56583000,56583000,11758000,400440000,30773000,30773000,70938000,63539000,101711000,502151000,47445000,15265000,32180000,3006000,50451000,50451000,337381000,-107279000,231743000,-10145000,451700000,451700000,502151000,30918000,4325000,2830000,15163000,53236000,-850000,-2632000,-25887000,-9601000,-8440000,34000,-344000,-18385000,8964000,8964000,-795000,8169000,50679000,0,80428000,0.73509,0.5135,0.3425,0.06845,0.06157,2.60133,7.93721,0.11169,0,0.83814,0.81811,2.4471,12.24484,2.18027,0.26027,0.0897,0.17806,0.31053,-6.55299,-7.16441
"26","2017_Q1",173.387419354839,"Up",92247000,-22369000,69878000,-21168000,-5320000,-4292000,-11556000,48710000,50327000,50327000,-17162000,33165000,33165000,33165000,33165000,362647000,168243000,194404000,50668000,50668000,11618000,424933000,31104000,31104000,72005000,63443000,103109000,528042000,57514000,15149000,42365000,2515000,60029000,60029000,342431000,-117330000,255140000,-12228000,468013000,468013000,528042000,33165000,4292000,3265000,15885000,56607000,-1631000,-3029000,-29281000,-9581000,-9924000,127000,756000,-18749000,8577000,8577000,-1778000,6799000,53002000,0,84418000,0.75751,0.52804,0.35952,0.07086,0.06281,2.54539,7.0788,0.12826,0,0.90034,0.87875,2.50426,12.70532,2.29173,0.2601,0.09134,0.18038,0.28889,-6.84214,-7.44502
"27","2017_Q2",183.532063492063,"Up",102964000,-27284000,75680000,-20522000,-4234000,-4693000,-11595000,55158000,55607000,55607000,-13144000,42463000,42463000,42463000,42463000,356214000,137655000,218559000,56642000,56642000,13794000,426650000,33888000,33888000,70176000,63347000,104064000,530714000,45169000,16269000,28900000,3190000,48359000,48359000,339312000,-129537000,285150000,-12570000,482355000,482355000,530714000,42463000,4693000,6163000,-22770000,30549000,-4149000,-3177000,-29007000,-12356000,-11707000,5e+05,-7642000,-31705000,-30163000,-30163000,-425000,-30588000,59851000,0,46076000,0.73501,0.5357,0.41241,0.08803,0.08001,1.08509,8.82256,0.10026,0,1.15232,1.11416,2.79414,13.08969,1.25037,0.33531,0.11365,0.09552,0.29098,-5.95168,-6.45807
"28","2017_Q3",183.596507936508,"Up",96314000,-25319000,70995000,-22010000,-5373000,-4790000,-11847000,48985000,49573000,49573000,-11550000,38023000,38023000,38023000,38023000,365504000,128143000,237361000,55215000,55215000,21058000,441777000,34643000,34643000,70621000,63251000,105264000,547041000,42737000,14971000,27766000,3076000,45813000,45813000,343206000,-141477000,310777000,-11278000,501228000,501228000,547041000,38023000,4790000,3444000,-7688000,38569000,-1628000,-3523000,-25330000,-12179000,-11102000,838000,-469000.000000002,-23750000,-10511000,-10511000,999000,-9511999.99999999,53775000,0,56009000,0.73712,0.5086,0.39478,0.07586,0.06951,1.47303,9.64305,0.0914,0,1.03175,0.99858,2.61346,13.60074,1.51979,0.33048,0.10016,0.11174,0.32031,-6.79691,-7.46155
"29","2017_Q4",181.411746031746,"Down",98628000,-25814000,72814000,-24560000,-6124000,-4583000,-13853000,48254000,47217000,47217000,-13087000,34130000,34130000,34130000,34130000,376213000,138992000,237221000,63027000,63027000,16174000,455414000,35321000,35321000,71612000,63155000,106933000,562347000,48248000,12714000,35534000,3191000,51439000,51439000,342234000,-153682000,332506000,-10150000,510908000,510908000,562347000,34130000,4583000,2998000,10754000,52465000,-1468000,-3447000,-13570000,-12182000,-11903000,302000,-4795000,-28880000,10015000,10015000,834000,10849000,52837000,0,75210000,0.73827,0.48925,0.34605,0.0668,0.06069,2.20363,8.85348,0.10068,0,0.92581,0.89771,2.67538,13.85889,2.04015,0.33045,0.09065,0.14721,0.35693,-7.12026,-7.79651
"30","2018_Q1",198.203606557377,"Up",95516000,-23896000,71620000,-24402000,-5152000,-5208000,-14042000,47218000,49371000,49371000,-15898000,33473000,33473000,33473000,33473000,406535000,167014000,239521000,52636000,52636000,18717000,477888000,38548000,38548000,64796000,63059000,103344000,581232000,63804000,14241000,49563000,2660000,66464000,66464000,331202000,-159791000,353583000,-10226000,514768000,514768000,581232000,33473000,5208000,10359000,-2588000,46452000,-4841000,-3383000,14254000,-12171000,-5777000,332000,-14785000,-32733000,27973000,27973000,49000,28022000,52426000,0,60895000,0.74982,0.49435,0.35044,0.06503,0.05759,1.81923,7.19018,0.12911,0,0.90742,0.88217,2.58935,13.95489,1.65081,0.32994,0.08867,0.1183,0.36361,-7.75445,-8.60975
"31","2018_Q2",200.1465625,"Up",114714000,-28834000,85880000,-25707000,-4540000,-5269000,-15898000,60173000,61013000,61013000,-13073000,47940000,47940000,47940000,47940000,400440000,156169000,244271000,67529000,67529000,17888000,485857000,39623000,39623000,63793000,62963000,103416000,589273000,48555000,14532000,34023000,3554000,52109000,52109000,327790000,-166059000,385725000,-10292000,537164000,537164000,589273000,47940000,5269000,5826000,-27596000,31439000,-2278000,-3614000,-12729000,-15814000,-6010000,258000,-7621000,-29445000,-10735000,-10735000,-110000,-10845000,65442000,0,48641000,0.74864,0.52455,0.41791,0.08925,0.08135,1.01462,9.32386,0.09701,0,1.29729,1.26538,3.10424,14.53602,1.31626,0.42794,0.11869,0.09055,0.32987,-6.11901,-6.65481
"32","2018_Q3",185.856349206349,"Down",106964000,-26199000,80765000,-28731000,-6243000,-5790000,-16698000,52034000,53210000,53210000,-12723000,40487000,40487000,40487000,40487000,420277000,170686000,249591000,61883000,61883000,21030000,503190000,50088000,50088000,64320000,62867000,114408000,617598000,56625000,20041000,36584000,3595000,60220000,60220000,331177000,-172695000,410419000,-11523000,557378000,557378000,617598000,40487000,5790000,4237000,3865000,54379000,-13757000,-2906000,-16683000,-15536000,-6523000,113000,-375999.999999999,-22435000,15261000,15261000,-744000,14517000,57824000,0,60655000,0.75507,0.48646,0.37851,0.07264,0.06556,1.49814,8.35586,0.10804,0,1.09572,1.06933,2.89483,15.08465,1.64154,0.42046,0.10051,0.10882,0.38373,-7.26821,-8.07697
