"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","net_cash_from_investing_activities","dividends_paid","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",18.7175806451613,"Down",6410913000,-4566073000,1844840000,-1090282000,-1090282000,754558000,-6089000,-6089000,748469000,748469000,-286918000,461551000,461551000,461551000,461551000,1842901000,1641915000,238251000,238251000,3297119000,316394000,231756000,5694665000,3055669000,421755000,241809000,3477424000,9172089000,3598991000,2059200000,1539791000,3598991000,774533000,1332173000,411314000,920859000,2106706000,5705697000,729253000,2902053000,-164914000,3466392000,3466392000,9172089000,461551000,125906000,27721000,157045000,772223000,-336684000,-24396000,-327120000,-84603000,-367783000,16582000,-435804000,9299000,9299000,12214000,21513000,880464000,774533000,987743000,0.28777,0.1177,0.07199,0.13315,0.05032,2.14005,1.58229,1.646,0.08444,0.31549,0.30949,4.38218,2.36945,0.67517,0.05783,8,0.098,0.17723,0.1833,-1.21341,-1.41589
"12","2013_Q1",19.6428333333333,"Up",7723814000,-5514526000,2209288000,-1239524000,-1239524000,969764000,-5077000,-5077000,964687000,964687000,-359843000,604844000,604844000,604844000,604844000,2047810000,1811957000,222788000,222788000,3014214000,426731000,330512000,5711543000,3223242000,577070000,260801000,3800312000,9511855000,3760596000,1930568000,1830028000,3760596000,774552000,1310770000,349486000,961284000,2085322000,5845918000,723902000,3155427000,-213392000,3665937000,3665937000,9511855000,604844000,136562000,-39474000,273825000,975757000,-202631000,-45799000,-438804000,-83606000,-307823000,18517000,-372912000,164041000,164041000,6001000,170042000,1106326000,774552000,1537363000,0.28604,0.12556,0.07831,0.16499,0.06359,2.54175,1.51879,1.59466,0.08143,0.41782,0.41028,5.3355,2.53238,1.06199,0.05775,8,0.1197,0.26731,0.13823,-1.15089,-1.31296
"13","2013_Q2",21.6184375,"Up",6189609000,-4433533000,1756076000,-1018909000,-1018909000,737167000,-5282000,-5282000,731885000,731885000,-278995000,452890000,452890000,452890000,452890000,2227878000,1989835000,257985000,257985000,3091473000,398807000,291108000,5976143000,3273322000,590899000,277951000,3864221000,9840364000,3498617000,1846568000,1652049000,3498617000,1274126000,1304956000,368244000,936712000,2579082000,6077699000,719773000,3272140000,-229248000,3762665000,3762665000,9840364000,452890000,130543000,15114000,-317798000,280749000,-238515000,-5705000,-241567000,-83211000,-267889000,10653000,159108000,198290000,198290000,-20412000,177878000,867710000,1274126000,590392000,0.28371,0.1191,0.07317,0.12036,0.04602,1.30361,1.70814,1.61526,0.12948,0.31471,0.30912,4.30116,2.61468,0.41026,0.05782,5,0.08454,0.0931,0.18373,-1.09916,-1.29381
"14","2013_Q3",23.39265625,"Up",6442424000,-4586739000,1855685000,-1074320000,-1074320000,781365000,-8919000,-8919000,772446000,772446000,-292887000,479559000,479559000,479559000,479559000,2090011000,1858798000,221164000,221164000,3188489000,450580000,359021000,5950244000,3377839000,597960000,283847000,3975799000,9926043000,3442881000,1940245000,1502636000,3442881000,1274156000,1358867000,375352000,983515000,2633023000,6075904000,715236000,3395006000,-260103000,3850139000,3850139000,9926043000,479559000,135427000,32644000,-117100000,530530000,-258499000,-1059000,-259558000,-104053000,-295375000,18258000,-381170000,-110198000,-110198000,-20839000,-131037000,916792000,1274156000,834080000,0.28804,0.12128,0.07444,0.12456,0.04831,1.73926,1.72827,1.5781,0.12836,0.3349,0.32894,4.49903,2.68872,0.58247,0.07266,6,0.09002,0.12865,0.21698,-0.8899,-1.04414
"15","2013_Q4",26.6990625,"Up",6981876000,-4934465000,2047411000,-1158668000,-1158668000,888743000,-9371000,-9371000,879372000,879372000,-256717000,622655000,622655000,622655000,622655000,2262028000,2010752000,250886000,250886000,3663171000,447490000,345044000,6623575000,3540532000,505132000,191667000,4045664000,10669239000,4043741000,2346366000,1697375000,4043741000,1274186000,1227541000,396313000,831228000,2501727000,6545468000,711198000,3641340000,-228767000,4123771000,4123771000,10669239000,622655000,141312000,-7012000,65138000,822093000,-262269000,-21403000,-283672000,-103704000,-317169000,24615000,-396258000,142163000,142163000,9791000,151954000,1030055000,1274186000,1089641000,0.29325,0.12729,0.08918,0.15099,0.05836,1.74999,1.63798,1.58725,0.11943,0.43759,0.4304,4.9067,2.89809,0.76577,0.07288,7,0.10963,0.16446,0.16655,-0.95902,-1.1115
"16","2014_Q1",26.7427868852459,"Up",7808787000,-5650300000,2158487000,-1215192000,-1215192000,943295000,-7509000,-7509000,935786000,935786000,-353494000,582292000,582292000,582292000,582292000,2444448000,2149746000,210094000,210094000,2966490000,446966000,345327000,6067998000,3594501000,538523000,194328000,4133024000,10201022000,3517843000,1771294000,1746549000,3517843000,1274216000,1179070000,446071000,732999000,2453286000,5971129000,705017000,3724408000,-199532000,4229893000,4229893000,10201022000,582292000,141541000,509999.999999996,242751000,967094000,-187395000,-73576000,-260971000,-102787000,-444168000,21472000,-525483000,180640000,180640000,-41646000,138994000,1084836000,1274216000,1493686000,0.27642,0.1208,0.07457,0.13766,0.05708,2.56518,1.72492,1.41165,0.12491,0.41186,0.404,5.52319,2.99182,1.05649,0.0727,5,0.10251,0.2235,0.17652,-1.07872,-1.24058
"17","2014_Q2",25.2619047619048,"Down",6491176000,-4.678e+09,1813176000,-1073050000,-1073050000,740126000,-9595000,-9595000,730531000,730531000,-276214000,454317000,454317000,454317000,454317000,2319183000,2059296000,255775000,255775000,3208460000,452132000,319019000,6235550000,3645570000,548818000,207139000,4194388000,10429938000,3705260000,1956384000,1748876000,3705260000,1274245000,1166939000,475068000,691871000,2441184000,6146444000,700312000,3745005000,-161823000,4283494000,4283494000,10429938000,454317000,144155000,7905000,-123426000,482951000,-193361000,29099000,-164262000,-102181000,-339487000,12833000,-428835000,-110146000,-110146000,19696000,-90450000,884281000,1274245000,843708000,0.27933,0.11402,0.06999,0.10606,0.04356,1.85709,1.68289,1.43491,0.12217,0.32404,0.31864,4.62976,3.05516,0.60177,0.07288,5,0.08275,0.12546,0.22491,-1.18168,-1.41184
"18","2014_Q3",25.05234375,"Down",6917212000,-4935856000,1981356000,-1122758000,-1122758000,858598000,-11150000,-11150000,847448000,830618000,-312994000,517624000,517624000,517624000,517624000,2468333000,2183330000,242549000,242549000,3388182000,494699000,380671000,6593763000,3776037000,552197000,213051000,4328234000,10921997000,3824929000,2148432000,1676497000,3824929000,1623769000,1198647000,470737000,727910000,2822416000,6647345000,692942000,3749205000,-167495000,4274652000,4274652000,10921997000,517624000,147496000,53516000,-113212000,605424000,-231754000,-27345000,-259099000,-122088000,-429827000,-5930000,-224727000,121598000,121598000,2436000,124034000,1006094000,1623769000,974122000,0.28644,0.12412,0.07483,0.12109,0.04739,1.88191,1.72389,1.55506,0.14867,0.37281,0.36683,4.98202,3.07876,0.7016,0.08793,4,0.09014,0.13726,0.23586,-0.83945,-0.98365
"19","2014_Q4",28.3825,"Up",7366066000,-5203629000,2162437000,-1193297000,-1193297000,969140000,-10040000,-10040000,959100000,959100000,-364143000,594957000,594957000,594957000,594957000,2430850000,2153625000,260940000,260940000,3958648000,504184000,381241000,7154622000,3849804000,587622000,251084000,4437426000,11592048000,4389582000,2554416000,1835166000,4389582000,1623817000,1204841000,463744000,741097000,2828658000,7218240000,688900000,3929379000,-244471000,4373808000,4373808000,11592048000,594957000,146511000,-29450000,25148000,737166000,-280784000,-2880000,-283664000,-121429000,-354566000,38973000,-437022000,16480000,16480000,-46185000,-29705000,1115651000,1623817000,1224158000,0.29357,0.13157,0.08077,0.13603,0.05132,2.05756,1.62991,1.65033,0.14008,0.43101,0.42501,5.33632,3.16859,0.88684,0.08797,5,0.09946,0.16996,0.2041,-0.72337,-0.83273
"20","2015_Q1",30.4080327868852,"Up",8303953000,-5959037000,2344916000,-1306279000,-1306279000,1038637000,-9002000,-9002000,1029635000,1029635000,-381405000,648230000,648230000,648230000,648230000,2776398000,2493775000,213824000,213824000,3217923000,369299000,356824000,6577444000,3868365000,542941000,210539000,4411306000,10988750000,3929634000,2007511000,1922123000,3929634000,1623864000,1171022000,282885000,888137000,2794886000,6724520000,684733000,4133882000,-554385000,4264230000,4264230000,10988750000,648230000,150813000,71374000,312411000,1182828000,-205623000,-41989000,-247612000,-120204000,-383819000,35065000,-468958000,466258000,466258000,-126108000,340150000,1189450000,1623864000,1677643000,0.28239,0.12508,0.07806,0.15202,0.05899,2.58804,1.67381,1.57696,0.14778,0.47293,0.46581,6.05829,3.11104,1.22395,0.0877,6,0.10886,0.23766,0.18543,-0.96896,-1.10966
"21","2015_Q2",29.7915873015873,"Down",6865637000,-4920241000,1945396000,-1168657000,-1168657000,776739000,-11624000,-11624000,765115000,765115000,-290514000,474601000,474601000,474601000,474601000,2588791000,2259965000,263466000,263466000,3531600000,340664000,327055000,6724521000,3936731000,544591000,214486000,4481322000,11205843000,4136536000,2153296000,1983240000,4136536000,1613581000,1165436000,287047000,878389000,2779017000,6915553000,680385000,4117299000,-507394000,4290290000,4290290000,11205843000,474601000,148540000,-16157000,-159445000,447539000,-201234000,-41237000,-242471000,-120438000,-382591000,28430000,-474599000,-269531000,-269531000,35721000,-233810000,925279000,1613581000,855114000,0.28335,0.11313,0.06913,0.11062,0.04235,1.80175,1.62564,1.61191,0.14399,0.34827,0.34331,5.03812,3.14829,0.6275,0.08838,4,0.08417,0.12096,0.25377,-1.05396,-1.25552
"22","2015_Q3",31.51,"Up",7363731000,-5219191000,2144540000,-1247538000,-1247538000,897002000,-10808000,-10808000,886194000,886194000,-336859000,549335000,549335000,549335000,549335000,2238276000,1910770000,260952000,260952000,3749636000,419775000,405032000,6668639000,3995978000,535929000,208335000,4531907000,11200546000,4160861000,2258997000,1901864000,4160861000,1614055000,1149563000,261282000,888281000,2763618000,6924479000,674370000,4138644000,-536947000,4276067000,4276067000,11200546000,549335000,149918000,22566000,-240778000,481041000,-203641000,-24721000,-228362000,-142444000,-420498000,5547000,-557395000,-304716000,-304716000,-44479000,-349195000,1046920000,1614055000,939360000,0.29123,0.12181,0.0746,0.12847,0.04905,1.70999,1.60271,1.61936,0.14411,0.40625,0.40042,5.44573,3.1623,0.69469,0.10534,7,0.09827,0.13344,0.2593,-0.59625,-0.6959
"23","2015_Q4",32.090625,"Up",7753495000,-5506899000,2246596000,-1292401000,-1292401000,954195000,-13005000,-13005000,941190000,941190000,-353934000,587256000,587256000,587256000,587256000,2123050000,1723336000,273856000,273856000,4441989000,388387000,372509000,7227282000,4066987000,565227000,205852000,4632214000,11859496000,4730078000,2696601000,2033477000,4730078000,1614529000,1164428000,257335000,907093000,2778957000,7509035000,669529000,4226107000,-545175000,4350461000,4350461000,11859496000,587256000,155248000,4091000,-18611000,727984000,-245792000,-75109000,-378005000,-141212000,-411638000,20317000,-532533000,-182554000,-182554000,-4880000,-187434000,1109443000,1614529000,1198974000,0.28975,0.12307,0.07574,0.13499,0.04952,2.04165,1.52794,1.72603,0.13614,0.43747,0.43114,5.77593,3.24086,0.89317,0.1052,5,0.10218,0.16817,0.24046,-0.45836,-0.53293
"24","2016_Q1",32.8222950819672,"Up",8962075000,-6388192000,2573883000,-1497119000,-1497119000,1076764000,-10963000,-10963000,1065801000,1065801000,-399335000,666466000,666466000,666466000,666466000,2447786000,2095473000,238072000,238072000,3695113000,391589000,391589000,6772560000,4137575000,580296000,372554000,4717871000,11490431000,4402230000,2203050000,2199180000,4402230000,1615003000,1166123000,285102000,881021000,2781126000,7183356000,663496000,4311051000,-667472000,4307075000,4307075000,11490431000,666466000,162990000,56946000,413949000,1300351000,-238713000,24436000,-214277000,-140177000,-481537000,-9186000,-630900000,455174000,455174000,-83037000,372137000,1239754000,1615003000,1814325000,0.2872,0.12015,0.07437,0.15474,0.058,2.72231,1.53844,1.6678,0.14055,0.50089,0.49383,6.73561,3.23706,1.36359,0.10535,7,0.1138,0.25596,0.21033,-0.67173,-0.77341
"25","2016_Q2",34.62390625,"Up",7542356000,-5372143000,2170213000,-1335050000,-1335050000,835163000,-10194000,-10194000,824969000,824969000,-316623000,508346000,508346000,508346000,508346000,2347857000,1944155000,281631000,281631000,3904989000,343224000,330713000,6877701000,4229704000,597317000,390700000,4827021000,11704722000,4296735000,2136751000,2159984000,4296735000,1615477000,1257541000,349004000,908537000,2873018000,7169753000,661083000,4410298000,-536412000,4534969000,4534969000,11704722000,508346000,157014000,55166000,-275293000,445233000,-266236000,-20581000,-289141000,-140067000,-277318000,12928000,-404457000,-248365000,-248365000,97047000,-151318000,992177000,1615477000,767271000,0.28774,0.11073,0.0674,0.11209,0.04343,1.50935,1.60068,1.58099,0.13802,0.38423,0.37914,5.70082,3.42771,0.57993,0.10587,7,0.08753,0.10357,0.27553,-0.73815,-0.87693
"26","2016_Q3",35.60796875,"Up",7882053000,-5562961000,2319092000,-1393248000,-1393248000,925844000,-11262000,-11262000,914582000,914582000,-352408000,562174000,562174000,562174000,562174000,2224801000,1803648000,288777000,288777000,3870605000,426491000,412528000,6810674000,4263380000,596599000,393692000,4859979000,11670653000,4314205000,2258251000,2055954000,4314205000,1615952000,1289140000,360178000,928962000,2905092000,7219297000,656645000,4454392000,-659681000,4451356000,4451356000,11670653000,562174000,167753000,-8088000.00000001,16512000,738351000,-242199000,-36236000,-278435000,-171441000,-388868000,11943000,-548366000,-88449999.9999999,-88449999.9999999,-52057000,-140507000,1093597000,1615952000,1220318000,0.29422,0.11746,0.07132,0.12629,0.04817,2.17071,1.57866,1.62182,0.13846,0.4271,0.42134,5.98817,3.3818,0.9271,0.13025,7,0.09972,0.16588,0.30496,-0.55674,-0.65762
"27","2016_Q4",34.5128571428571,"Down",8291688000,-5843873000,2447815000,-1462574000,-1462574000,985241000,-12462000,-12462000,972779000,889833000,-340047000,549786000,549786000,549786000,549786000,2826336000,2375532000,306426000,306426000,4384171000,425401000,409986000,7942334000,4318829000,605673000,258223000,4924502000,12866836000,4894514000,2686845000,2207669000,4894514000,2226913000,1415598000,317107000,1098491000,3642511000,8537025000,651901000,4479467000,-801557000,4329811000,4329811000,12866836000,549786000,167628000,62242000,124054000,903710000,-258762000,-44944000,-303706000,-170351000,-397912000,22390000,21083000,621087000,621087000,-49203000,571884000,1152869000,2226913000,1358208000,0.29521,0.11882,0.06631,0.12698,0.04273,2.47043,1.6227,1.97169,0.17307,0.42059,0.415,6.34321,3.31234,1.03904,0.13032,7,0.09033,0.17037,0.30985,-0.51994,-0.6084
"28","2017_Q1",35.32,"Up",9467647000,-6786777000,2680870000,-1577595000,-1577595000,1103275000,-9616000,-9616000,1093659000,1093659000,-415731000,677928000,677928000,677928000,677928000,3473091000,2929849000,258831000,258831000,3644959000,373893000,358058000,7750774000,4532894000,600140000,398076000,5133034000,12883808000,4757656000,2230904000,2526752000,4757656000,2227599000,1387954000,3.14e+08,1073954000,3615553000,8373209000,646319000,4558506000,-694226000,4510599000,4510599000,12883808000,677928000,166401000,-2936000,698172000,1539565000,-257550000,-86046000,-343596000,-169129000,-471710000,-14298000,-655137000,540832000,540832000,13485000,554317000,1269676000,2227599000,2126029000,0.28316,0.11653,0.0716,0.1503,0.05262,3.13607,1.62912,1.85634,0.1729,0.52201,0.51527,7.2901,3.47316,1.63704,0.13023,5,0.10424,0.26163,0.24948,-0.98095,-1.1289
"29","2017_Q2",34.6777777777778,"Down",7784024000,-5530072000,2253952000,-1411603000,-1411603000,842349000,-9841000,-9841000,832508000,832508000,-296229000,536279000,536279000,536279000,536279000,3126586000,2669495000,317224000,317224000,3736114000,368576000,368576000,7548500000,4601044000,613937000,412005000,5214981000,12763481000,4605392000,2174727000,2430665000,4605392000,2228351000,1376215000,304689000,1071526000,3604566000,8209958000,643276000,4605681000,-695434000,4553523000,4553523000,12763481000,536279000,172485000,28473000,-288803000,448434000,-258515000,56758000,-201757000,-168566000,-297966000,-17582000,-484114000,-237437000,-237437000,-22917000,-260354000,1014834000,2228351000,763745000,0.28956,0.10822,0.06889,0.11777,0.04202,1.42416,1.63906,1.80299,0.17459,0.41609,0.4095,6.03951,3.53301,0.59258,0.13079,5,0.0864,0.09362,0.31433,-0.88511,-1.06635
