"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","long_term_investments_receivables","other_long_term_assets","intangible_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","interest_dividends_payable","other_payables_accruals","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","other_post_retirement_benefits","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repurchase_of_equity","decrease_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",19.2537096774194,"Up",201182000,-136084000,65098000,-32685000,-32685000,32413000,1537000,1537000,33950000,33950000,-11027000,22923000,22923000,22923000,22923000,51687000,37124000,14563000,111578000,111578000,65431000,11306000,4167000,6539000,240002000,204387000,462499000,-258112000,129345000,327505000,175024000,73237000,8015000,71229000,661237000,901239000,80767000,18050000,4689000,49891000,81341000,7500000,133737000,27788000,27788000,43265000,62684000,141237000,222578000,597484000,-1992000,101171000,-18002000,678661000,678661000,901239000,22923000,5148000,927000,-33757000,-4759000,-1635000,-10782000,-322000,-12739000,-4708000,-7287000,-7287000,-11995000,-29493000,-29493000,-29493000,37561000,7500000,13196000,0.32358,0.16111,0.11394,0.03378,0.02543,0.57567,2.95057,0.32797,0.00832,0.31755,0.31755,2.78693,9.40135,0.1828,0.06522,6,0.0337,0.01609,0.20538,-1.17641,-1.36325
"12","2013_Q1",20.505,"Up",128729000,-82195000,46534000,-28896000,-28896000,17638000,257000,257000,17895000,17895000,-5099000,12796000,12796000,12796000,12796000,82608000,63862000,18746000,42108000,42108000,62383000,10142000,4148000,5528000,197241000,201290000,463727000,-262437000,126812000,321394000,175024000,73237000,6222000,66911000,649496000,846737000,60210000,8942000,827643.149860027,45150000,60765000,7500000,128657000,26826000,26826000,38748000,63083000,136157000,196922000,588044000,-1992000,80210000,-16447000,649815000,649815000,846737000,12796000,4933000,1358000,58216000,77303000,-1878000,-795999.999999998,-505000,-3179000,-38447000,-9440000,-9440000,-47887000,26237000,26237000,26738000,22571000,7500000,84008000,0.36149,0.13702,0.0994,0.01969,0.01511,6.56518,3.24596,0.30304,0.00886,0.17911,0.17911,1.80186,9.09566,1.17589,0.53815,6,0.0652,0.10688,3.00461,-3.32763,-4.25831
"13","2013_Q2",23.593125,"Up",111286000,-72419000,38867000,-27967000,-27967000,10900000,2591000,2591000,13491000,13491000,-4422000,9069000,9069000,9069000,9069000,73243000,50887000,22356000,37708000,37708000,76975000,13716000,3413000,5352000,201642000,198827000,465806000,-266979000,159394000,295806000,175024000,73237000,6151000,41394000,654027000,855669000,60599000,12328000,103000.000000001,43322000,61154000,7500000,137245000,27558000,27558000,42734000,66953000,144745000,205899000,632328000,-1992000,35598000,-16164000,649770000,649770000,855669000,9069000,4901000,914000,18547000,33431000,-2241000,-32926000,-1945000,-37112000,-4653000,-4641000,-4641000,-9294000,-12975000,-12975000,-12975000,15801000,7500000,36529000,0.34925,0.09795,0.08149,0.01396,0.0106,4.0279,3.29728,0.31688,0.00877,0.12686,0.12686,1.55669,9.0891,0.51097,0.06509,7,0.01727,0.04598,0.51307,-4.16069,-6.03147
"14","2013_Q3",24.71625,"Up",102886000,-67197000,35689000,-26487000,-26487000,9202000,1705000,1705000,10907000,10907000,-2538000,8369000,8369000,8369000,8369000,56814000,31946000,24868000,24888000,24888000,99556000,12448000,2221000,5292000,193706000,197498000,468325000,-270827000,170373000,295581000,175024000,73237000,5926000,41394000,663452000,857158000,62425000,11630000,4773000,45773000,62980000,7500000,140252000,28188000,28188000,42862000,69202000,147752000,210732000,626401000,-1992000,39199000,-17182000,646426000,646426000,857158000,8369000,4882000,1031000,-10620000,3662000,-3719000,-12536000,-324000,-16579000,-97000,-5927000,-5927000,-6024000,-18941000,-18941000,-18941000,14084000,7500000,2283000,0.34688,0.08944,0.08134,0.01295,0.00976,0.272790000000001,3.07567,0.326,0.00875,0.11751,0.11751,1.44467,9.07676,0.03206,0.0013600000000001,5,0.01066,0.00287000000000001,0.0115899999999999,-3.50142,-5.35905
"15","2013_Q4",24.22078125,"Down",192709000,-126056000,66653000,-33166000,-33166000,33487000,3105000,3105000,36592000,36592000,-10549000,26043000,26043000,26043000,26043000,64313000,32734000,31579000,102786000,102786000,69481000,9871000,1463000,3466000,246451000,197005000,471453000,-274448000,162371000,295681000,175024000,73237000,6026000,41394000,655057000,901508000,80223000,14801000,4770000,49539000,80778000,7500000,145606000,29401000,29401000,43423000,72782000,153106000,233884000,625541000,-1992000,60478000,-16403000,667624000,667624000,901508000,26043000,5080000,1062000,-24524000,7661000,-4633000,3906000,-343000,-1070000,-4767000,-861000,-861000,-5628000,963000,963000,788000,38567000,7500000,19959000,0.34587,0.17377,0.13514,0.03901,0.02889,0.76639,3.05097,0.35032,0.00832,0.36611,0.36611,2.70909,9.38541,0.28058,0.06701,7,0.03754,0.02432,0.18304,-1.4731,-1.69657
"16","2014_Q1",23.2108196721311,"Down",136502000,-86225000,50277000,-31513000,-31513000,18764000,4729000,4729000,23493000,23493000,-6125000,17368000,17368000,17368000,17368000,121855000,88283000,33572000,40721000,40721000,61856000,15679000,5581000,4616000,240111000,196916000,476535000,-279619000,148532000,302850000,175024000,73237000,4033000,50556000,648298000,888409000,59802000,9153000,4742000,45580000,60121000,7500000,140483000,8857000,8857000,54939000,76687000,147983000,208104000,613826000,-1992000,73109000,-4638000,680305000,680305000,888409000,17368000,5187000,8528000,33986000,65069000,-5159000,14845000,-2888000,6798000,-4765000,-11714000,-11714000,-16479000,55388000,55388000,55549000,23951000,7500000,58903000,0.36832,0.13746,0.12724,0.02553,0.01955,3.39147,3.9938,0.3059,0.00844,0.24578,0.24578,1.93167,9.62715,0.83355,0.06743,9,0.02672,0.07111,0.27436,-4.77454,-6.09438
"17","2014_Q2",22.5920634920635,"Down",107782000,-67123000,40659000,-25631000,-25631000,15028000,1666000,1666000,16694000,16694000,-7337000,9357000,9357000,9581000,9581000,88951000,51179000,37772000,45292000,45292000,80267000,14647000,5962000,5730000,229157000,196835000,481559000,-284724000,163865000,302053000,175024000,73237000,4121000,49671000,662753000,891910000,63502000,14566000,115000,45038000,64047000,8511000,143135000,8999000,8999000,54072000,80064000,151646000,215693000,658128000,-1992000,25694000,-6153000,675677000,676217000,891910000,9357000,5124000,1358000,-13191000,2648000,-2138000,-20624000,420000,-22342000,-9458000,-7864000,-7864000,-17395000,-37089000,-37089000,-37104000,20152000,8737000,12160000,0.37723,0.13943,0.08889,0.01417,0.01074,1.26918,3.57795,0.31897,0.0098,0.13596,0.13596,1.52951,9.58841,0.17256,0.13422,6,0.02299,0.01468,0.98716,-3.98045,-5.33764
"18","2014_Q3",22.05390625,"Down",104930000,-66405000,38525000,-28296000,-28296000,10229000,3033000,3033000,13262000,13262000,-4305000,8957000,8957000,9026000,9026000,96086000,57091000,38995000,25698000,25698000,103398000,14417000,7200000,4031000,239599000,195526000,484774000,-289248000,162275000,301340000,175024000,73237000,4030000,49049000,659141000,898740000,63494000,14040000,4856000,44598000,63756000,8430000,147846000,9338000,9338000,54503000,84005000,156276000,220032000,655610000,-1992000,29870000,-5252000,678236000,678708000,898740000,8957000,5065000,860000,-4714000,10168000,-3757000,4859000,-2693000,-1591000,-108999.999999998,-2517000,-2517000,-2781000,5796000,5796000,5911999.99999999,15294000,8581000,11128000,0.36715,0.09748,0.08602,0.0133,0.01004,1.23288,3.75806,0.32419,0.00955,0.12838,0.12838,1.49248,9.64691,0.15828,0.00155,8,0.01094,0.01332,0.01208,-5.72152,-8.5546
"19","2014_Q4",23.05828125,"Up",192014000,-123415000,68599000,-31840000,-31840000,36759000,166000,166000,36925000,36925000,-10316000,26609000,26609000,26668000,26668000,81204000,45142000,36062000,102325000,102325000,79041000,12864000,5307000,4396000,275434000,191293000,484935000,-293642000,160175000,299616000,175024000,73237000,3858000,47497000,651084000,926518000,78087000,15572000,4835000,52590000,78483000,8296000,148313000,9519000,9519000,53569000,85225000,156609000,235092000,649201000,-1992000,51709000,-7905000,691013000,691426000,926518000,26609000,5379000,809000,-35822000,-3025000,-1420000,4724000,-459000,2845000,-4848000,-6411000,-6411000,-11161000,-11341000,-11341000,-11949000,42138000,8581000,15212000,0.35726,0.19144,0.13889,0.03857,0.02878,0.57042,3.50947,0.34001,0.00926,0.38021,0.38021,2.73756,9.85183,0.21688,0.06912,4,0.03715,0.01793,0.18179,-1.72346,-1.97565
"20","2015_Q1",25.912131147541,"Up",138799000,-84937000,53862000,-31955000,-31955000,21907000,2506000,2506000,24413000,24413000,-6476000,17937000,17937000,18023000,18023000,139558000,100108000,39450000,43253000,43253000,70379000,13020000,6060000,5166000,266210000,190081000,488209000,-298128000,163579000,290516000,175024000,73237000,1696000,40559000,644176000,910386000,64007000,11641000,4814000,46482000,64459000,8194000,146597000,11983000,11983000,47356000,87258000,154791000,219250000,640972000,-1992000,64927000,-13098000,690809000,691136000,910386000,17937000,5190000,-183000,56034000,78978000,-3389000,-5532000,-450000,-9371000,-4826000,-8228000,-8228000,-13327000,56280000,56280000,54966000,27097000,8318000,86218000,0.38806,0.15783,0.12985,0.02608,0.0198,4.78378,4.12991,0.31723,0.00914,0.25903,0.25903,1.99482,9.92833,1.23913,0.06936,7,0.02701,0.10191,0.26777,-4.84334,-5.99078
"21","2015_Q2",26.2419047619048,"Up",106321000,-67373000,38948000,-25984000,-25984000,12964000,473000,473000,13437000,13437000,-4334000,9103000,9103000,9154000,9154000,137960000,85430000,52530000,41511000,41511000,80853000,18482000,6198000,5190000,278806000,186715000,489592000,-302877000,156053000,289357000,175024000,73237000,1575000,39521000,632125000,910931000,60920000,14432000,130000,43551000,75711000,7984000,139129000,12154000,12154000,51844000,75131000,147113000,222824000,693659000,-1992000,11922000,-15758000,687831000,688107000,910931000,9103000,5050000,923000,-8055000,7021000,-2418000,-2485000,-1897000,-6800000,-9613000,-4544000,-4544000,-14209000,-13988000,-13988000,-14678000,18014000,8163000,11875000,0.36632,0.12193,0.0861,0.0133,0.01005,1.29725,3.6825,0.32382,0.00896,0.13162,0.13162,1.52877,9.89022,0.17075,0.13822,5,0.02246,0.01421,1.05014,-7.20534,-10.01211
"22","2015_Q3",26.15078125,"Down",108436000,-68963000,39473000,-25839000,-25839000,13634000,1321000,1321000,14955000,14955000,-3735000,11220000,11220000,11059000,11059000,138215000,87005000,51210000,27909000,27909000,101955000,18385000,6310000,4945000,286464000,187041000,493670000,-306629000,158111000,285620000,175024000,73237000,1616000,35743000,630772000,917236000,68479000,15494000,5544000,46891000,84308000,7967000,138670000,12319000,12319000,52154000,74197000,146637000,230945000,686202000,-1992000,17454000,-15809000,685855000,686291000,917236000,11220000,5128000,675000,-1590999.99999999,15432000,-4387000,-1188000,-230000,-5805000,-123000,-7447000,-7447000,-7676000,1950999.99999999,1950999.99999999,1574999.99999999,18762000,8120000,16519000,0.36402,0.12573,0.10199,0.01611,0.01206,1.49372,3.39783,0.33651,0.00885,0.15958,0.15958,1.56474,9.89695,0.23837,0.00177000000000002,6,0.01342,0.01983,0.0111199999999998,-6.93396,-9.54195
"23","2015_Q4",26.20484375,"Up",184625000,-117259000,67366000,-26338000,-26338000,41028000,-2879000,-2879000,38149000,38149000,-12008000,26141000,26141000,26171000,26171000,124148000,70726000,53422000,98088000,98088000,77573000,17999000,5401000,5822000,317808000,187568000,498455000,-310887000,152491000,279530000,175024000,73237000,1505000,29764000,619589000,937397000,85960000,16592000,5512000,53119000,101056000,7930000,134893000,12475000,12475000,51608000,70810000,142823000,243879000,675197000,-1992000,38123000,-18217000,693111000,693518000,937397000,26141000,4934000,921000,-24189000,7807000,-5616000,-1763000,1296000,-6083000,-5533000,-11007000,-11007000,-16469000,-14745000,-14745000,-16279000,45962000,8183000,28165000,0.36488,0.22222,0.14175,0.03774,0.02792,1.07619,3.14487,0.35165,0.00873,0.3792,0.3792,2.67508,10.04267,0.40809,0.08017,5,0.0379,0.03367,0.21142,-2.52306,-2.82648
"24","2016_Q1",27.1160655737705,"Up",140730000,-87384000,53346000,-29890000,-29890000,23456000,2581000,2581000,26037000,26037000,-6374000,19663000,19663000,19705000,19705000,168300000,126145000,42155000,51010000,51010000,62263000,12233000,5935000,3167000,293806000,184586000,499535000,-314949000,152930000,277661000,175024000,73237000,308000,29092000,615177000,908983000,71361000,11322000,5486000,50117000,72062000,7883000,130490000,10952000,10952000,47594000,71944000,138373000,210435000,665190000,-1992000,52349000,-17364000,698183000,698548000,908983000,19663000,5276000,841000,35033000,60813000,-3113000,-1251000,14529000,10165000,-5506000,-10006000,-10006000,-15558000,55420000,55420000,55419000,28732000,8114000,67026000,0.37907,0.16667,0.14002,0.02821,0.02168,3.40147,4.07713,0.30125,0.00893,0.28715,0.28715,2.05076,10.17415,0.97672,0.08024,7,0.03012,0.08006,0.27942,-5.57518,-6.82921
"25","2016_Q2",30.58125,"Up",104395000,-66126000,38269000,-24053000,-24053000,14216000,-35000,-35000,14181000,14181000,-4325000,9856000,9856000,9896000,9896000,133807000,95057000,38750000,40448000,40448000,69036000,11983000,5724000,3107000,255274000,188038000,505907000,-317869000,176483000,276654000,175024000,73237000,310000,28083000,641175000,896449000,58285000,12933000,144000,43273000,59770000,7864000,131326000,11052000,11052000,48240000,72034000,139190000,198960000,712285000,-1992000,2972000,-16101000,697164000,697489000,896449000,9856000,5152000,1419000,-1447000,14980000,-8376000,-18477000,-1871000,-28724000,-10943000,-6576000,-6576000,-17322000,-31066000,-31066000,-31088000,19368000,8353000,13870000,0.36658,0.13618,0.09479,0.01419,0.01104,1.40158,4.27094,0.28525,0.00932,0.14496,0.14496,1.52924,10.2125,0.20318,0.1603,7,0.02489,0.01657,1.1058,-6.47739,-8.82485
"26","2016_Q3",32.06640625,"Up",105169000,-65254000,39915000,-25618000,-25618000,14297000,2239000,2239000,16536000,16536000,-5462000,11074000,11074000,11136000,11136000,124936000,91950000,32986000,29061000,29061000,93663000,13699000,7722000,2822000,261359000,184605000,506875000,-322270000,186931000,276331000,175024000,73237000,289000,27781000,647867000,909226000,64923000,14621000,5625000,44677000,66343000,7817000,134668000,11158000,11158000,49197000,74313000,142485000,208828000,709695000,-1992000,8491000.00000001,-16059000,700135000,700398000,909226000,11074000,4917000,759000,-10082000,6668000,-2013000,-3572000,-291999.999999998,-5877000,-134000,-2590000,-2590000,-2923000,-2132000.00000001,-2132000.00000001,-3107000,19214000,8122000,12581000,0.37953,0.13594,0.10589,0.0159,0.01225,1.12976,3.93951,0.29816,0.00893,0.1633,0.1633,1.54221,10.26687,0.18449,0.00196000000000002,7,0.01337,0.01492,0.0120300000000002,-6.07963,-8.17053
"27","2016_Q4",32.1088888888889,"Up",186357000,-114983000,71374000,-32101000,-32101000,39273000,1943000,1943000,41216000,41216000,-12619000,28597000,28597000,28637000,28637000,122144000,94239000,27905000,81718000,81718000,64786000,10187000,5077000,1961000,278835000,182589000,509198000,-326609000,189956000,276104000,175024000,73237000,275000,27568000,648649000,927484000,75253000,13366000,5578000,52354000,76531000,7783000,137617000,11283000,11283000,49276000,77058000,145400000,221931000,692570000,-1992000,31557000,-16805000,705330000,705553000,927484000,28597000,4582000,66000,-7861000,25384000,-2678000,3268000,-256000,334000,-5617000,-17127000,-17127000,-22925000,2793000,2793000,2289000,43855000,7947000,45935000,0.383,0.21074,0.15367,0.04059,0.03088,1.60404,3.64343,0.31455,0.00857,0.42137,0.42137,2.7421,10.37838,0.6759,0.08265,8,0.04025,0.05397,0.19614,-2.60397,-2.90777
