"","YQ","p","d","revenue","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","other_long_term_liabilities","deferred_tax_liabilities_long_term","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"14","2014_Q1",5.74295081967213,"Up",7152000,-1461000,-1403000,-58000,5691000,-174000,-174000,5517000,-2891000,2626000,-1061000,1565000,1565000,1565000,1565000,8413000,8406000,7000,867000,269000,11682000,258000,62794000,62794000,63052000,74734000,3129000,3085000,32000,32000,12469000,5825000,5825000,32478000,44947000,9948000,19839000,29787000,29787000,74734000,1565000,58000,254000,440000,2317000,-83000.0000000019,-83000,-185000,-459999.999999999,-588999.999999999,1645000,1645000,1645000,5749000,35961000,7167000,0.79572,0.21882,0.05254,0.02094,4.57955,0.93688,1.50895,0.48119,0.17812,0.17812,0.81401,3.39024,0.81572,0.02106,0.02445,0.10014,0.11821,4.79179,4.84063
"15","2014_Q2",6.61873015873016,"Up",7921000,-1681000,-1621000,-60000,6240000,-246000,-246000,5994000,-3165000,2829000,-1372000,1457000,1457000,1457000,1457000,3034000,3027000,7000,731000,203000,6509000,257000,62944000,62944000,63201000,69710000,2737000,2037000,16000,16000,6503000,6314000,6314000,32098000,38601000,9997000,21112000,31109000,31109000,69710000,1457000,60000,89000,-123000,1483000,-19193000,-19193000,-184000,12668000,12331000,-5379000,-5379000,-5379000,6300000,29534000,-11644000,0.78778,0.18394,0.04684,0.0209,-7.99176,1.00092,1.24083,0.42367,0.16968,0.16755,0.92247,3.62293,-1.35605,0.02143,0.02451,-0.1739,0.12629,4.20635,4.24679
"16","2014_Q3",8.380625,"Up",8310000,-1790000,-1730000,-60000,6520000,-285000,-286000,6235000,-3341000,2894000,-1135000,1759000,1759000,1759000,1759000,4108000,4101000,7000,794000,245000,7830000,250000,62922000,62922000,63172000,71002000,2935000,2931000,22672.4254972076,22672.4254972076,6685000,6695000,6695000,31542000,38227000,10140000,22635000,32775000,32775000,71002000,1759000,60000,919000,-534000,2204000,-31000,-31000.0000000037,-236000,-937000,-1099000,1074000,1074000,1074000,6580000,28597000,7150000,0.7846,0.21167,0.05367,0.02477,4.06481,1.17128,1.16635,0.40276,0.19846,0.19578,0.93758,3.69786,0.8067,0.02663,0.02931,0.10504,0.13417,3.72173,3.75598
"17","2014_Q4",9.54171875,"Up",8784000,-1765000,-1704000,-61000,7019000,-280000,-280000,6739000,-3305000,3434000,-1389000,2045000,2045000,2045000,2045000,6505000,6498000,7000,858000,182000,10357000,218000,63126000,63126000,63344000,73701000,3751000,3751000,71000,71000,7572000,7095000,7095000,31004000,38576000,10683000,24442000,35125000,35125000,73701000,2045000,61000,674000,620000,3400000,-7000,-7000,-238000,-938000,-996000,2397000,2397000,2397000,7080000,27659000,9082000,0.79907,0.23281,0.05822,0.02775,4.44108,1.3678,1.09825,0.37529,0.2323,0.23274,0.9978,3.98994,1.03165,0.02704,0.03267,0.12997,0.11638,2.98785,3.01382
"18","2015_Q1",10.72,"Up",9511000,-1821000,-1760000,-61000,7690000,-273000,-273000,7417000,-3512000,3905000,-1499000,2406000,2406000,2406000,2406000,7652000,7645000,7000,1387000,601000,12181000,240000,62894000,62894000,63134000,75315000,3538000,3538000,142000,142000,7430000,7499000,7499000,30471000,37901000,10852000,26562000,37414000,37414000,75315000,2406000,61000,440000,-496000,2411000,-61000,-61000,-240000,-938000,-1203000,1147000,1147000,1147000,7751000,26722000,8693000,0.80854,0.25297,0.06431,0.03195,3.61305,1.63943,1.01302,0.3548,0.27081,0.26993,1.07051,4.21114,0.97844,0.02701,0.03694,0.12135,0.09975,2.46033,2.47984
"19","2015_Q2",9.72349206349206,"Down",9734000,-2309000,-2244000,-65000,7425000,-264000,-264000,7161000,-3663000,3498000,-1432000,2066000,2066000,2066000,2066000,8115000,8108000,7000,1015000,367000,12500000,229000,62872000,62872000,63101000,75601000,2411000,2411000,136000,136000,6297000,7965000,7965000,29999000,36296000,10996000,28309000,39305000,39305000,75601000,2066000,65000,681000,-1044000,1768000,-32000,-32000,-301000,-938000,-1273000,463000,463000,463000,7490000,25784000,7846000,0.76279,0.21225,0.05256,0.02733,3.79768,1.98507,0.92344,0.34105,0.23845,0.23586,1.12348,4.5365,0.90557,0.03474,0.0324,0.1074,0.14569,2.35901,2.37966
"20","2015_Q3",11.12,"Up",10558000,-2089000,-2024000,-65000,8469000,-249000,-250000,8220000,-4049000,4171000,-1577000,2594000,2594000,2594000,2594000,9204000,9197000,7000,970000,371000,14122000,2e+05,62862000,62862000,63062000,77184000,3220000,3220000,122000,122000,7092000,7224000,7224000,28321000,35413000,11230000,30541000,41771000,41771000,77184000,2594000,65000,-534000,290000,2415000,-15000,-15000.0000000001,-362000,-937000,-1311000,1089000,1089000,1089000,8534000,24847000,10386000,0.80214,0.24569,0.0621,0.03361,4.00386,1.99126,0.84779,0.32192,0.29078,0.28477,1.18352,4.68239,1.16424,0.04058,0.04003,0.14065,0.13955,1.83302,1.84709
"21","2015_Q4",14.2925,"Up",11968000,-1738000,-1671000,-67000,10230000,-242000,-242000,9988000,-4551000,5437000,-2134000,3303000,3303000,3303000,3303000,13872000,13865000,7000,1830000,1200000,19664000,222000,62878000,62878000,63100000,82764000,5330000,4372000,111000,111000,9191000,8532000,8532000,28691000,37882000,11399000,33483000,44882000,44882000,82764000,3303000,67000,1477000,1224000,6071000,-104000,-104000,-361000,-938000,-1299000,4668000,4668000,4668000,10297000,23909000,13551000,0.85478,0.27599,0.07359,0.03991,4.10263,2.13948,0.84404,0.28888,0.37561,0.36879,1.36099,5.10393,1.54101,0.04105,0.04739,0.17525,0.10929,0.97475,0.98113
"22","2016_Q1",13.4859016393443,"Down",12479000,-1755000,-1687000,-68000,10724000,-256000,-256000,10468000,-4771000,5697000,-2271000,3426000,3426000,3426000,3426000,3093000,3086000,7000,2267000,1049000,9412000,319000,63402000,63402000,63721000,73133000,5796000,4699000,94000,94000,10265000,9148000,9148000,39773000,50038000,11654000,11441000,23095000,23095000,73133000,3426000,68000,554000,281000,4329000,-299000,-299000,-359000,11091000,-14809000,-10779000,-10779000,-10779000,10792000,3.5e+07,13045000,0.85936,0.27454,0.14834,0.04685,3.80765,0.9169,2.16662,0.47858,0.38298,0.38326,1.39497,2.58168,1.45824,0.04013,0.05629,0.194,0.10479,2.95654,2.97529
"23","2016_Q2",16.1621875,"Up",13153000,-1777000,-1689000,-88000,11376000,-361000,-361000,11015000,-5115000,5900000,-2250000,3650000,3650000,3650000,3650000,4153000,4146000,7000,1915000,597000,10492000,354000,63619000,63619000,63973000,74465000,3221000,3221000,79000,79000,7675000,10561000,10561000,40092000,47767000,11957000,14741000,26698000,26698000,74465000,3650000,88000,1763000,-2610000,2891000,-324000,-324000,-3e+05,-1094000,-1507000,1060000,1060000,1060000,11464000,33906000,10780000,0.8649,0.2775,0.13671,0.04902,2.95342,1.36704,1.78916,0.45533,0.48058,0.47513,1.73179,3.5152,1.41935,0.0395,0.0555,0.15148,0.08219,2.59534,2.61542
"24","2016_Q3",17.796875,"Up",12192000,-1795000,-1706000,-89000,10397000,-308000,-309000,10089000,-4945000,5144000,-1861000,3283000,3283000,3283000,3283000,7503000,7496000,7000,2014000,807000,13831000,316000,63614000,63614000,63930000,77761000,4176000,4176000,65000,65000,8616000,10677000,10677000,39115000,47731000,12411000,17619000,30030000,30030000,77761000,3283000,89000,488000,1025000,4885000,-46000,-46000,-409000,-1093000,-1489000,3350000,3350000,3350000,10486000,32813000,13326000,0.85277,0.26927,0.10932,0.04222,4.05909,1.60527,1.58944,0.42197,0.43206,0.42673,1.60455,3.95215,1.75379,0.05383,0.05022,0.18126,0.12458,2.41369,2.43436
"25","2016_Q4",16.0239682539683,"Down",12995000,-1620000,-1532000,-88000,11375000,-278000,-279000,11097000,-5242000,5855000,-1961000,3894000,3894000,3894000,3894000,11427000,11419000,8000,2046000,772000,17733000,285000,63634000,63634000,63919000,81652000,5378000,5378000,49000,49000,9802000,10632000,10632000,37975000,47777000,12768000,21107000,33875000,33875000,81652000,3894000,88000,266000,1245000,5493000,-77000,-77000,-406000,-1095000,-1493000,3923000,3923000,3923000,11463000,31718000,14592000,0.87534,0.29965,0.11495,0.04769,3.7473,1.80912,1.41039,0.38845,0.51238,0.5034,1.70991,4.45736,1.92005,0.05342,0.05641,0.19143,0.10426,1.77013,1.78382
"26","2017_Q1",13.9483870967742,"Down",13070000,-1742000,-1654000,-88000,11328000,-283000,-283000,11045000,-5384000,5661000,-2121000,3540000,3540000,3540000,3540000,3543000,3535000,8000,2362000,1175000,10135000,296000,74508000,74508000,74804000,84939000,6961000,6578000,32000,32000,11221000,10431000,10431000,36387000,47608000,13279000,24052000,37331000,37331000,84939000,3540000,-59000,860000,1094000,5435000,-11415000,-11415000,-385000,-1093000,-1904000,-7884000,-7884000,-7884000,11269000,30184000,3069000,0.86672,0.27085,0.09483,0.04168,0.86695,0.90322,1.27529,0.35536,0.46523,0.45613,1.71768,4.90609,0.40333,0.0506,0.05036,0.03937,0.10876,2.3641,2.35178
"27","2017_Q2",12.2346031746032,"Down",13294000,-1549000,-1456000,-93000,11745000,-266000,-266000,11479000,-5503000,5976000,-1980000,3996000,3996000,3996000,3996000,4113000,4105000,8000,1653000,535000,10309000,272000,74962000,74962000,75234000,85543000,3180000,3180000,49000,49000,7604000,11601000,11601000,36757000,44361000,13905000,27277000,41182000,41182000,85543000,3996000,93000,1661000,-3368000,2382000,-83000,-83000,-506000,-1057000,-1729000,570000,570000,570000,11838000,29531000,10367000,0.88348,0.30059,0.09703,0.04671,2.59434,1.35573,1.07719,0.34522,0.51993,0.51521,1.72971,5.35828,1.34887,0.06584,0.05469,0.12594,0.12663,2.14715,2.16415
"28","2017_Q3",11.8142857142857,"Down",13236000,-1558000,-1467000,-91000,11678000,-278000,-278000,11400000,-5567000,5833000,-2205000,3628000,3628000,3628000,3628000,8107000,8099000,8000,1698000,555000,14365000,253000,74625000,74625000,74878000,89243000,4559000,4559000,115000,115000,8902000,11727000,11727000,35570000,44472000,14286000,30485000,44771000,44771000,89243000,3628000,91000,619000,1386000,5724000,-104000.000000002,-104000.000000002,-568000,-1057000,-1626000,3994000,3994000,3994000,11769000,28071000,15256000,0.88229,0.2741,0.08103,0.04065,4.20507,1.61368,0.99332,0.31455,0.47184,0.46437,1.7214,5.82268,1.98411,0.07387,0.04962,0.1804,0.15656,1.69632,1.70954
"29","2017_Q4",12.632380952381,"Up",13178000,-1503000,-1412000,-91000,11675000,-278000,-281000,11397000,-5405000,5992000,-2032000,3960000,3960000,3960000,3960000,12335000,12327000,8000,1788000,627000,18483000,243000,74670000,74670000,74913000,93396000,5701000,5701000,210000,210000,10139000,11780000,11780000,34565000,44704000,14824000,33868000,48692000,48692000,93396000,3960000,91000,544000,1347000,5942000,-90000,-90000,-568000,-1057000,-1624000,4228000,4228000,4228000,11766000,27013000,15055000,0.88595,0.3005,0.08133,0.0424,3.80177,1.82296,0.9181,0.28923,0.51492,0.50848,1.71356,6.33149,1.95762,0.07386,0.05176,0.17209,0.14343,1.24749,1.25722
"30","2018_Q1",13.862131147541,"Up",13247000,-1765000,-1821000,56000,11482000,-422000,-431000,11060000,-5612000,5448000,-2090000,3358000,3358000,3358000,3358000,15708000,15700000,8000,2198000,1614000,22231000,254000,74773000,74773000,75027000,97258000,8029000,7353000,202000,202000,12459000,11541000,11541000,33269000,45728000,14943000,36587000,51530000,51530000,97258000,3358000,-56000,1158000,1338000,5798000,-168000,-168000,-568000,-1204000,-2257000,3373000,3373000,3373000,11426000,25956000,14686000,0.86676,0.25349,0.06517,0.03453,4.37344,1.78433,0.88741,0.26688,0.43596,0.43021,1.71982,6.68999,1.90664,0.07374,0.0441,0.16496,0.16915,0.8969,0.89253
"31","2018_Q2",14.66546875,"Up",13813000,-1718000,-1635000,-83000,12095000,-250000,-263000,11845000,-5698000,6147000,2040000,8187000,8187000,8187000,8187000,15207000,15198000,9000,862000,362000,20836000,265000,75838000,75838000,76103000,96939000,4492000,3132000,195000,195000,8915000,7731000,7731000,28402000,37317000,15485000,44137000,59622000,59622000,96939000,8187000,83000,-3250000,-2657000,2363000,-1115000,-1115000,-585000,-1057000,-1750000,-502000,-502000,-502000,12178000,24899000,6366000,0.87562,0.5927,0.13732,0.08446,0.77757,2.33718,0.62589,0.25685,1.04956,1.0439,1.7708,7.64345,0.81611,0.075,0.09509,0.06901,0.07145,0.79586,0.80132
"32","2018_Q3",12.0730158730159,"Down",14006000,-1648000,-1553000,-95000,12358000,-244000,-266000,12114000,-6135000,5979000,-1424000,4555000,4555000,4555000,4555000,16654000,16646000,8000,964000,478000,22330000,369000,78210000,78210000,78579000,100909000,5155000,4521000,187000,187000,9570000,7693000,7693000,27307000,36877000,16125000,47907000,64032000,64032000,100909000,4555000,95000,575999.999999999,572000,5798000,-2499000,-2499000,-780000,-1057000,-1851000,1448000,1448000,1448000,12453000,23842000,11950000,0.88234,0.32522,0.07114,0.04514,2.62349,2.33333,0.57592,0.23627,0.58354,0.57748,1.7943,8.20311,1.53091,0.09993,0.05582,0.12504,0.17124,0.57721,0.58165
"33","2018_Q4",9.55396825396825,"Down",13567000,-1595000,-1497000,-98000,11972000,-235000,-279000,11737000,-5881000,5856000,-1638000,4218000,4218000,4218000,4218000,21150000,21142000,8000,1091000,607000,26698000,365000,78226000,78226000,78591000,105289000,6257000,5839000,177000,177000,10662000,8055000,8055000,26612000,37274000,16672000,51343000,68015000,68015000,105289000,4218000,98000,855000,1220000,6391000,-73000,-73000,-782000,-1057000,-1822000,4496000,4496000,4496000,12070000,22785000,14855000,0.88244,0.3109,0.06202,0.04006,3.52181,2.50403,0.54803,0.2164,0.54022,0.53252,1.73758,8.71097,1.90254,0.10015,0.05058,0.15027,0.1854,0.13546,0.13657
"34","2019_Q1",8.28475409836066,"Down",13204000,-1658000,-1703000,45000,11546000,-353000,-419000,11193000,-5782000,5411000,-1756000,3655000,3655000,3655000,3655000,25404000,25395000,9000,1081000,668000,30744000,382000,78354000,78354000,78736000,109480000,7641000,7083000,166000,166000,12035000,8965000,8965000,26465000,38500000,16783000,54197000,70980000,70980000,109480000,3655000,-45000,1751000,1618000,6979000,-208000,-208000,-736000,-1204000,-2518000,4253000,4253000,4253000,11501000,21728000,14667000,0.87443,0.27681,0.05149,0.03339,4.01286,2.55455,0.54241,0.19847,0.46742,0.46197,1.6886,9.07732,1.8757,0.09412,0.04319,0.14426,0.20137,-0.31962,-0.31838
"35","2019_Q2",7.70047619047619,"Down",11644000,-1695000,-1640000,-55000,9949000,-232000,-310000,9717000,-5344000,4373000,-1306000,3067000,3067000,3067000,3067000,23455000,23446000,9000,429000,429000,27945000,384000,80095000,80095000,80479000,108424000,4486000,3066000,154000,154000,8868000,9389000,9389000,25831000,34699000,17337000,56388000,73725000,73725000,108424000,3067000,55000,1028000,-2318000,1832000,-1797000,-1797000,-871000,-1094000,-1984000,-1949000,-1949000,-1949000,10004000,20670000,7195000,0.85443,0.2634,0.0416,0.02829,2.34594,3.15122,0.47065,0.19064,0.38755,0.3874,1.47134,9.31589,0.90916,0.11006,0.03794,0.06933,0.28399,-0.27839,-0.27993
"36","2019_Q3",8.05140625,"Up",10456000,-1495000,-1441000,-54000,8961000,-215000,-299000,8746000,-5003000,3743000,-843000,2900000,2900000,2900000,2900000,25081000,25072000,9000,475000,475000,29647000,361000,80124000,80124000,80485000,110132000,4111000,3786000,143000,143000,8482000,9948000,9948000,25333000,33815000,17900000,58417000,76317000,76317000,110132000,2900000,54000,1140000,-461999.999999999,3632000,-61000,-61000,-871000,-1094000,-1945000,1626000,1626000,1626000,9015000,19613000,9335000,0.85702,0.27735,0.038,0.02633,3.21897,3.49528,0.44309,0.17809,0.36624,0.36624,1.3205,9.63815,1.17893,0.11,0.03562,0.08817,0.30034,-0.60654,-0.6102
