"","YQ","p","d","revenue","cost_of_revenue","cost_of_goods_services","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","raw_materials","finished_goods","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","goodwill","other_intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","interest_dividends_payable","other_payables_accruals","short_term_debt","short_term_borrowings","current_portion_of_long_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_compensation","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","deferred_income_taxes","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repayment_of_short_term_debt_net","cash_from_repayment_of_long_term_debt_net","repayments_of_long_term_debt","cash_from_long_term_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"17","2014_Q2",56.6803174603175,"Up",6.917e+09,-2.374e+09,-2.374e+09,4.543e+09,-1.569e+09,-1.547e+09,-2.2e+07,2.974e+09,-2.68e+08,-2.68e+08,2.706e+09,2.683e+09,-7.76e+08,1.916e+09,1.916e+09,-4.1e+07,1.875e+09,1.875e+09,1.823e+09,1.823e+09,3.408e+09,3.408e+09,8.724e+09,5.283e+09,3.441e+09,8.7e+08,4.47e+08,1.4825e+10,6.67e+09,1.3886e+10,-7.216e+09,1.4642e+10,9.009e+09,3.234e+09,9.39e+08,2.1312e+10,3.6137e+10,1.0176e+10,1.064e+09,5.079e+09,1.494e+09,2.539e+09,3.69e+09,3.284e+09,4.06e+08,1.3971e+10,2.5989e+10,3.334e+09,1.296e+09,1.491e+09,5.47e+08,2.9323e+10,4.3294e+10,6.08e+08,6.08e+08,-3.3236e+10,2.8228e+10,-4.213e+09,-8.613e+09,1.456e+09,-7.157e+09,3.6137e+10,1.916e+09,2.11e+08,-9.1e+07,8.6e+07,-1.321e+09,3.95e+08,1.086e+09,3.5e+07,-2.837e+09,7.15e+08,-2.56e+08,-2.56e+08,4.8e+07,-2.08e+08,-1.503e+09,2.053e+09,6.55e+08,1.398e+09,-1.705e+09,3.103e+09,-1.14e+08,-8.05e+08,-2.98e+08,-2.98e+08,-3.3e+07,-3.31e+08,3.185e+09,2.9679e+10,2.384e+09,0.65679,0.42996,0.27107,-0.26198,0.05189,1.27147,1.06113,-6.04918,0.82129,1.18446,1.18446,4.36955,-5.44093,1.506,0.94946,3,0.13065,0.0922,0.8016,8.746,9.36651
"18","2014_Q3",56.2796875,"Down",7.797e+09,-2.696e+09,-2.696e+09,5.101e+09,-1.738e+09,-1.716e+09,-2.2e+07,3.363e+09,-2.54e+08,-2.54e+08,3.109e+09,2.62e+09,-7.52e+08,1.895e+09,1.895e+09,-4.4e+07,1.851e+09,1.851e+09,1.541e+09,1.541e+09,4.081e+09,4.081e+09,8.271e+09,5.177e+09,3.094e+09,8.17e+08,4.03e+08,1.471e+10,6.648e+09,1.4071e+10,-7.423e+09,1.4967e+10,9.085e+09,3.209e+09,1.165e+09,2.1615e+10,3.6325e+10,1.113e+10,1.109e+09,5.544e+09,1.482e+09,2.995e+09,2.348e+09,1.941e+09,4.07e+08,1.358e+10,2.7161e+10,3.431e+09,1.312e+09,1.52e+09,5.99e+08,3.0592e+10,4.4172e+10,6.49e+08,6.49e+08,-3.4228e+10,2.8601e+10,-4.314e+09,-9.292e+09,1.445e+09,-7.847e+09,3.6325e+10,1.895e+09,2.16e+08,4.54e+08,-5e+06,1.4e+08,-6.4e+08,3.98e+08,-3.3e+07,415000000.000001,2.705e+09,-2.52e+08,-2.52e+08,3.5e+07,-3.36e+08,-1.49e+09,-8.9e+07,-9.1e+08,8.21e+08,-6.29e+08,1.45e+09,-6.3e+07,-2.682e+09,-3.13e+08,-3.13e+08,3.1e+07,-2.82e+08,3.579e+09,2.9509e+10,4.219e+09,0.65423,0.43132,0.2374,-0.23589,0.05096,2.27931,1.08321,-5.62916,0.81236,1.17823,1.17823,4.96308,-5.9147,2.68555,0.94844,4,0.13314,0.16813,0.80497,7.81447,8.31638
"19","2014_Q4",57.84546875,"Up",7.856e+09,-2.734e+09,-2.734e+09,5.122e+09,-1.786e+09,-1.763e+09,-2.3e+07,3.336e+09,-2.67e+08,-2.67e+08,3.069e+09,3.078e+09,-9.18e+08,2.198e+09,2.198e+09,-4.3e+07,2.155e+09,2.155e+09,2.043e+09,2.043e+09,3.785e+09,3.785e+09,7.979e+09,5.065e+09,2.914e+09,9.54e+08,5.73e+08,1.4761e+10,6.273e+09,1.3361e+10,-7.088e+09,1.4367e+10,8.707e+09,3.134e+09,1.155e+09,2.064e+10,3.5401e+10,1.1541e+10,1.255e+09,5.705e+09,1.568e+09,3.013e+09,3.448e+09,2.091e+09,1.357e+09,1.5117e+10,2.5395e+10,3.566e+09,1.25e+09,1.709e+09,6.07e+08,2.8961e+10,4.4078e+10,6.92e+08,6.92e+08,-3.4974e+10,2.9192e+10,-5.022e+09,-1.0112e+10,1.435e+09,-8.677e+09,3.5401e+10,2.198e+09,2.33e+08,-7.1e+07,-2.9e+07,6.05e+08,6.9e+07,-1.58e+08,1.25e+08,5.69e+08,2.965e+09,-2.96e+08,-2.96e+08,8e+07,-2.29e+08,-1.478e+09,2.03e+08,4.88e+08,-2.85e+08,-3.41e+08,5.6e+07,-3.1e+07,-2.075e+09,6.61e+08,6.61e+08,-1.59e+08,5.02e+08,3.569e+09,2.8843e+10,4.796e+09,0.65199,0.42464,0.27431,-0.24836,0.06087,2.22552,0.97645,-5.07987,0.81475,1.38141,1.38141,5.0359,-6.48205,3.07436,0.94744,5,0.15308,0.20209,0.68585,7.50911,8.03357
"20","2015_Q1",55.3203278688525,"Down",7.197e+09,-2.632e+09,-2.632e+09,4.565e+09,-2.001e+09,-1.975e+09,-2.6e+07,2.564e+09,-2.63e+08,-2.63e+08,2.301e+09,2.269e+09,-6.51e+08,1.649e+09,1.649e+09,-3.7e+07,1.612e+09,1.612e+09,1.682e+09,1.682e+09,4.004e+09,4.004e+09,8.592e+09,4.831e+09,3.761e+09,1.206e+09,6.73e+08,1.5484e+10,6.071e+09,1.2759e+10,-6.688e+09,1.3632e+10,8.388e+09,2.985e+09,1.176e+09,1.9703e+10,3.5187e+10,1.2428e+10,1.242e+09,6.568e+09,1.559e+09,3.059e+09,2.526e+09,1.208e+09,1.318e+09,1.5112e+10,2.6929e+10,4.349e+09,2.202e+09,1.549e+09,5.98e+08,3.1278e+10,4.639e+10,7.1e+08,7.1e+08,-3.5762e+10,2.9249e+10,-6.826e+09,-1.2629e+10,1.426e+09,-1.1203e+10,3.5187e+10,1.649e+09,2.29e+08,-1.79e+08,-1.14e+08,-3.45e+08,-2.87e+08,-1.221e+09,5e+07,1.113e+09,1.354e+09,-3.49e+08,-3.49e+08,1.33e+08,-2.23e+08,-1.564e+09,1.104e+09,-7.49e+08,1.853e+09,-1.36e+08,1.989e+09,-3.4e+07,-1.277e+09,-1.46e+08,-1.46e+08,-2.15e+08,-3.61e+08,2.793e+09,2.9455e+10,2.75e+09,0.63429,0.35626,0.22398,-0.14389,0.04581,1.70596,1.02462,-4.14086,0.8371,1.04,1.04,4.64323,-8.14774,1.77419,1.00903,4,0.14052,0.12168,0.97022,9.94379,10.8319
"21","2015_Q2",56.7925396825397,"Up",6.616e+09,-2.229e+09,-2.229e+09,4.387e+09,-1.516e+09,-1.494e+09,-2.2e+07,2.871e+09,-2.75e+08,-2.75e+08,2.596e+09,2.596e+09,-7.85e+08,1.834e+09,1.834e+09,-3.9e+07,1.795e+09,1.795e+09,1.524e+09,1.524e+09,3.741e+09,3.741e+09,7.552e+09,4.734e+09,2.818e+09,1.458e+09,1.001e+09,1.4275e+10,5.697e+09,1.2085e+10,-6.388e+09,1.3283e+10,7.92e+09,2.855e+09,1.444e+09,1.898e+10,3.3255e+10,9.802e+09,1.038e+09,4.438e+09,1.559e+09,2.767e+09,5.013e+09,3.384e+09,1.629e+09,1.498e+10,2.5572e+10,4.949e+09,2.097e+09,1.975e+09,8.77e+08,3.0521e+10,4.5501e+10,6.13e+08,6.13e+08,-3.5628e+10,2.9489e+10,-8.09e+09,-1.3616e+10,1.37e+09,-1.2246e+10,3.3255e+10,1.834e+09,1.92e+08,-2.8e+07,1.32e+08,-2.373e+09,5.4e+07,3.93e+08,4.4e+07,-2.864e+09,-3.75e+08,-2.03e+08,-2.03e+08,2.79e+08,6.8e+07,-1.555e+09,2.153e+09,2.237e+09,-8.4e+07,-3.99e+08,3.15e+08,-2.5e+07,5.25e+08,2.18e+08,2.18e+08,-3.76e+08,-1.58e+08,3.063e+09,3.0585e+10,1.272e+09,0.66309,0.43395,0.27131,-0.14658,0.05398,0.70864,0.95294,-3.71558,0.91971,1.15956,1.15956,4.2739,-8.79587,0.82171,1.00452,5,0.14385,0.05462,0.8663,9.48776,10.12226
"22","2015_Q3",57.4796875,"Up",6.859e+09,-2.378e+09,-2.378e+09,4.481e+09,-1.589e+09,-1.568e+09,-2.1e+07,2.892e+09,-2.59e+08,-2.59e+08,2.633e+09,2.633e+09,-7.43e+08,1.916e+09,1.916e+09,-2.9e+07,1.887e+09,1.887e+09,1.838e+09,1.838e+09,3.619e+09,3.619e+09,7.207e+09,4.825e+09,2.382e+09,1.108e+09,6.8e+08,1.3772e+10,5.815e+09,1.2327e+10,-6.512e+09,1.3126e+10,7.914e+09,2.807e+09,1.385e+09,1.8941e+10,3.2713e+10,1.052e+10,1.089e+09,5.197e+09,1.558e+09,2.676e+09,4.636e+09,1.71e+09,2.926e+09,1.5386e+10,2.4566e+10,4.559e+09,2.124e+09,1.799e+09,6.36e+08,2.9125e+10,4.4511e+10,7.57e+08,7.57e+08,-3.5623e+10,2.9822e+10,-8.107e+09,-1.3151e+10,1.353e+09,-1.1798e+10,3.2713e+10,1.916e+09,1.85e+08,-3e+07,1.4e+07,1.604e+09,8e+06,4.16e+08,-6e+06,1.186e+09,3.675e+09,-2.1e+08,-2.1e+08,-7.9e+07,-2.92e+08,-1.555e+09,-1.678e+09,-1.724e+09,4.6e+07,-1.4e+07,6e+07,6.8e+07,-3.165e+09,2.18e+08,2.18e+08,96000000.0000001,3.14e+08,3.077e+09,2.9202e+10,5.214e+09,0.6533,0.42164,0.27511,-0.15994,0.05768,2.76312,0.8951,-3.77276,0.89267,1.21821,1.21821,4.42802,-8.48999,3.36604,1.00387,5,0.15672,0.2374,0.82406,8.89308,9.46196
"23","2015_Q4",61.46578125,"Up",6.927e+09,-2.383e+09,-2.383e+09,4.544e+09,-1.585e+09,-1.566e+09,-1.9e+07,2.959e+09,-2.47e+08,-2.47e+08,2.712e+09,2.712e+09,-7.48e+08,1.984e+09,1.984e+09,-4.2e+07,1.942e+09,1.942e+09,2.393e+09,2.393e+09,3.322e+09,3.322e+09,7.207e+09,4.756e+09,2.451e+09,1.19e+09,8.04e+08,1.4112e+10,5.6e+09,1.1865e+10,-6.265e+09,1.2299e+10,7.404e+09,2.621e+09,1.355e+09,1.7899e+10,3.2011e+10,1.08e+10,1.237e+09,5.399e+09,1.589e+09,2.575e+09,3.107e+09,1.007e+09,2.1e+09,1.4102e+10,2.58e+10,4.335e+09,2.061e+09,1.614e+09,6.6e+08,3.0135e+10,4.4237e+10,7.83e+08,7.83e+08,-3.5616e+10,3.0178e+10,-8.927e+09,-1.3582e+10,1.356e+09,-1.2226e+10,3.2011e+10,1.984e+09,1.84e+08,-6e+07,-4.4e+07,5.85e+08,1.13e+08,-2.21e+08,1.32e+08,5.61e+08,2.693e+09,-2.23e+08,-2.23e+08,7.2e+07,-1.64e+08,-1.555e+09,-2.5e+08,-5.99e+08,3.49e+08,-8.15e+08,1.164e+09,-1.6e+07,-1.821e+09,7.08e+08,7.08e+08,-1.53e+08,5.55e+08,3.143e+09,2.8907e+10,4.253e+09,0.65598,0.42717,0.28035,-0.15884,0.06067,2.19001,1.00071,-3.61827,0.90303,1.25371,1.25371,4.47192,-8.76824,2.74564,1.00387,6,0.1664,0.20237,0.80072,8.43589,8.96046
"24","2016_Q1",65.677868852459,"Up",6.392e+09,-2.375e+09,-2.375e+09,4.017e+09,-2.048e+09,-2.028e+09,-2e+07,1.969e+09,-2.27e+08,-2.27e+08,1.742e+09,1.674e+09,-4.12e+08,1.298e+09,1.298e+09,-4.9e+07,1.249e+09,1.249e+09,3.417e+09,3.417e+09,2.778e+09,2.778e+09,8.473e+09,4.253e+09,4.22e+09,1.136e+09,6.48e+08,1.5804e+10,5.721e+09,1.1767e+10,-6.046e+09,1.2431e+10,7.415e+09,2.623e+09,1.143e+09,1.8152e+10,3.3956e+10,1.195e+10,1.289e+09,6.091e+09,1.589e+09,2.981e+09,3.23e+09,8.25e+08,2.405e+09,1.5386e+10,2.525e+10,4.796e+09,2.566e+09,1.543e+09,6.87e+08,3.0046e+10,4.5432e+10,1.929e+09,1.929e+09,-3.5613e+10,2.9842e+10,-9.402e+09,-1.3244e+10,1.768e+09,-1.1476e+10,3.3956e+10,1.298e+09,1.93e+08,-6.4e+07,-1.2e+08,4.45e+08,4.72e+08,-1.429e+09,1.4e+08,1.262e+09,1.872e+09,-3.24e+08,-3.24e+08,3.5e+07,-3.2e+08,-1.585e+09,-1.81e+08,-1.8e+08,-1e+06,-1e+06,2.38418579101562e-07,1.491e+09,-2.75e+08,1.277e+09,1.277e+09,-2.53e+08,1.024e+09,2.162e+09,2.848e+10,2.695e+09,0.62844,0.30804,0.1954,-0.10884,0.03678,2.15773,1.02717,-3.95887,0.83873,0.80581,0.80581,4.12387,-8.54452,1.73871,1.02258,5,0.13,0.12362,1.26902,11.59251,12.7288
"25","2016_Q2",72.18890625,"Up",6.083e+09,-2.096e+09,-2.096e+09,3.987e+09,-1.514e+09,-1.496e+09,-1.8e+07,2.473e+09,-2.47e+08,-2.47e+08,2.226e+09,2.226e+09,-6.3e+08,1.605e+09,1.605e+09,-7.5e+07,1.53e+09,1.53e+09,2.944e+09,2.944e+09,2.989e+09,2.989e+09,8.699e+09,4.649e+09,4.05e+09,1.296e+09,8.11e+08,1.5928e+10,5.865e+09,1.2202e+10,-6.337e+09,1.2828e+10,7.683e+09,2.664e+09,1.539e+09,1.8693e+10,3.4621e+10,1.089e+10,1.496e+09,5.145e+09,1.591e+09,2.658e+09,3.11e+09,6.73e+08,2.437e+09,1.4091e+10,2.6683e+10,4.741e+09,2.602e+09,1.378e+09,7.61e+08,3.1424e+10,4.5515e+10,1.874e+09,1.874e+09,-3.5498e+10,2.9785e+10,-8.914e+09,-1.2753e+10,1.859e+09,-1.0894e+10,3.4621e+10,1.605e+09,1.75e+08,-4e+06,1e+07,-1.314e+09,-1.75e+08,4.9e+07,2.23e+08,-1.411e+09,4.62e+08,-2.26e+08,-2.26e+08,-1.86e+08,-4.19e+08,-1.585e+09,1.015e+09,-1.36e+08,1.151e+09,-8.27e+08,1.978e+09,-2.3e+07,-5.93e+08,-5.5e+08,-5.5e+08,7.7e+07,-4.73e+08,2.648e+09,2.9793e+10,1.738e+09,0.65543,0.40654,0.25152,-0.14044,0.04419,1.13595,1.13037,-4.17799,0.86055,0.9871,0.9871,3.92452,-8.22774,1.12129,1.02258,3,0.13177,0.07352,1.03595,10.13935,10.85685
"26","2016_Q3",73.2053125,"Up",6.649e+09,-2.364e+09,-2.364e+09,4.285e+09,-1.532e+09,-1.513e+09,-1.9e+07,2.753e+09,-2.23e+08,-2.23e+08,2.53e+09,2.53e+09,-7.16e+08,1.842e+09,1.842e+09,-5.4e+07,1.788e+09,1.788e+09,3.814e+09,3.814e+09,3.085e+09,3.085e+09,7.989e+09,4.377e+09,3.612e+09,1.158e+09,6.89e+08,1.6046e+10,5.931e+09,1.232e+10,-6.389e+09,1.2825e+10,7.622e+09,2.603e+09,1.652e+09,1.8756e+10,3.4802e+10,1.0746e+10,1.547e+09,5.153e+09,1.591e+09,2.455e+09,1.871e+09,6.96e+08,1.175e+09,1.2672e+10,2.8098e+10,4.831e+09,2.552e+09,1.463e+09,8.16e+08,3.2929e+10,4.5601e+10,1.907e+09,1.907e+09,-3.5493e+10,2.9985e+10,-8.955e+09,-1.2556e+10,1.757e+09,-1.0799e+10,3.4802e+10,1.842e+09,1.85e+08,2.6e+07,3.4e+07,3.21e+08,-2.1e+08,6.5e+08,4.9e+07,-1.68e+08,2.374e+09,-2.54e+08,-2.54e+08,2.45e+08,-1.8e+07,-1.588e+09,3.38e+08,2.5e+07,3.13e+08,-1.245e+09,1.558e+09,-1.51e+08,-1.401e+09,9.55e+08,9.55e+08,-8.5e+07,8.7e+08,2.938e+09,2.9969e+10,3.721e+09,0.64446,0.41405,0.26891,-0.16557,0.05138,2.0811,1.26626,-4.22271,0.86113,1.1528,1.1528,4.28691,-8.09542,2.3991,1.02386,4,0.14066,0.15504,0.88814,8.90231,9.50054
"27","2016_Q4",68.4725396825397,"Down",6.982e+09,-2.432e+09,-2.432e+09,4.55e+09,-1.573e+09,-1.554e+09,-1.9e+07,2.977e+09,-2.2e+08,-2.2e+08,2.757e+09,2.757e+09,-7.64e+08,2.028e+09,2.028e+09,-9e+07,1.938e+09,1.938e+09,4.884e+09,4.884e+09,3.1e+09,3.1e+09,7.486e+09,4.331e+09,3.155e+09,1.104e+09,6.54e+08,1.6574e+10,6.133e+09,1.2698e+10,-6.565e+09,1.287e+10,7.646e+09,2.578e+09,1.66e+09,1.9003e+10,3.5577e+10,1.1074e+10,1.573e+09,5.251e+09,1.623e+09,2.627e+09,3.127e+09,7.1e+08,2.417e+09,1.4258e+10,2.696e+10,4.676e+09,2.556e+09,1.376e+09,7.44e+08,3.1636e+10,4.5894e+10,1.934e+09,1.934e+09,-3.5492e+10,3.0305e+10,-8.889e+09,-1.2142e+10,1.825e+09,-1.0317e+10,3.5577e+10,2.028e+09,1.88e+08,2e+06,6e+06,8.74e+08,-1.3e+07,5.46e+08,-9.2e+07,4.33e+08,3.092e+09,-2.54e+08,-2.54e+08,-2.42e+08,-5.06e+08,-1.586e+09,5.6e+07,5.6e+07,0,0,0,-3.6e+07,-1.566e+09,1.02e+09,1.02e+09,5e+07,1.07e+09,3.165e+09,3.0087e+10,4.549e+09,0.65168,0.42638,0.27757,-0.18785,0.05447,2.34727,1.16244,-4.44839,0.84569,1.24952,1.24952,4.50161,-7.8285,2.93295,1.02257,6,0.14415,0.18608,0.81837,7.96303,8.46591
"28","2017_Q1",77.1151612903226,"Up",6.971e+09,-2.499e+09,-2.499e+09,4.472e+09,-1.86e+09,-1.842e+09,-1.8e+07,2.612e+09,-2.01e+08,-2.01e+08,2.411e+09,2.411e+09,-6.58e+08,1.775e+09,1.775e+09,-6.4e+07,1.711e+09,1.711e+09,4.239e+09,4.239e+09,3.499e+09,3.499e+09,9.017e+09,4.067e+09,4.95e+09,8.53e+08,8.53e+08,1.7608e+10,6.064e+09,1.236e+10,-6.296e+09,1.3179e+10,7.324e+09,2.47e+09,1.515e+09,1.9243e+10,3.6851e+10,1.3251e+10,1.666e+09,7.036e+09,1.621e+09,2.928e+09,3.216e+09,6.43e+08,2.573e+09,1.6467e+10,2.5851e+10,5.433e+09,2.8e+09,1.897e+09,7.36e+08,3.1284e+10,4.7751e+10,1.964e+09,1.964e+09,-3.549e+10,3.0397e+10,-9.559e+09,-1.2688e+10,1.788e+09,-1.09e+10,3.6851e+10,1.775e+09,1.95e+08,1.27e+08,1.32e+08,5.2e+07,-6.11e+08,-1.94e+09,1.93e+08,2.41e+09,2.149e+09,-4.38e+08,-4.38e+08,4.28e+08,-24999999.9999999,-1.619e+09,-2.78e+08,4.3e+07,-3.21e+08,-3.21e+08,0,4.4e+07,-1.853e+09,2.71e+08,2.71e+08,-9.16e+08,-6.45e+08,2.807e+09,2.9067e+10,3.079e+09,0.64151,0.3747,0.24545,-0.15697,0.04643,1.79953,1.06929,-4.38083,0.78877,1.10245,1.10245,4.49162,-8.17526,1.98389,1.04317,8,0.1411,0.13047,0.94623,8.84503,9.50536
"29","2017_Q2",87.327619047619,"Up",6.064e+09,-2.177e+09,-2.177e+09,3.887e+09,-1.471e+09,-1.449e+09,-2.2e+07,2.416e+09,-2.19e+08,-2.19e+08,2.197e+09,2.177e+09,-5.41e+08,1.658e+09,1.658e+09,-6.8e+07,1.59e+09,1.59e+09,5.076e+09,5.076e+09,3.09e+09,3.09e+09,8.007e+09,4.214e+09,3.793e+09,7.11e+08,7.11e+08,1.6884e+10,6.264e+09,1.2862e+10,-6.598e+09,1.3479e+10,7.485e+09,2.517e+09,1.564e+09,1.9743e+10,3.6627e+10,1.0597e+10,1.746e+09,4.605e+09,1.622e+09,2.624e+09,2.758e+09,1.004e+09,1.754e+09,1.3355e+10,2.8588e+10,5.241e+09,2.84e+09,1.739e+09,6.62e+08,3.3829e+10,4.7184e+10,1.892e+09,1.892e+09,-3.5386e+10,3.0367e+10,-9.265e+09,-1.2392e+10,1.835e+09,-1.0557e+10,3.6627e+10,1.658e+09,1.97e+08,2.7e+07,2.7e+07,-1.039e+09,5.04e+08,1.243e+09,8.4e+07,-2.87e+09,8.43e+08,-2.92e+08,-2.92e+08,-2.46e+08,-5.43e+08,-1.618e+09,2.042e+09,3.74e+08,1.668e+09,-8.14e+08,2.482e+09,-8.3e+07,3.41e+08,6.41e+08,6.41e+08,2.34e+08,8.75e+08,2.613e+09,3.1346e+10,1.823e+09,0.641,0.39842,0.2622,-0.15061,0.04341,1.14654,1.26425,-4.46945,0.85582,1.02448,1.02382,3.90722,-7.98454,1.17461,1.04253,3,0.12324,0.07003,1.01761,10.05358,10.87334
"30","2017_Q3",88.4639682539683,"Up",6.917e+09,-2.519e+09,-2.519e+09,4.398e+09,-1.661e+09,-1.639e+09,-2.2e+07,2.737e+09,-2.13e+08,-2.13e+08,2.524e+09,2.508e+09,-6.89e+08,1.842e+09,1.842e+09,-6.1e+07,1.781e+09,1.781e+09,6.197e+09,6.197e+09,3.648e+09,3.648e+09,7.73e+09,4.219e+09,3.511e+09,8.57e+08,8.57e+08,1.8432e+10,6.629e+09,1.3556e+10,-6.927e+09,1.3599e+10,7.614e+09,2.527e+09,1.586e+09,2.0228e+10,3.866e+10,1.2091e+10,1.909e+09,5.797e+09,1.623e+09,2.762e+09,5.152e+09,8.98e+08,4.254e+09,1.7243e+10,2.6595e+10,5.099e+09,2.908e+09,1.362e+09,8.29e+08,3.1694e+10,4.8937e+10,1.917e+09,1.917e+09,-3.5383e+10,3.0528e+10,-9.07e+09,-1.2008e+10,1.731e+09,-1.0277e+10,3.866e+10,1.842e+09,2.1e+08,4.3e+07,4.3e+07,1.133e+09,-5.18e+08,4.21e+08,5.2e+07,1.178e+09,3.228e+09,-2.68e+08,-2.68e+08,-4.19e+08,-7.01e+08,-1.618e+09,-1.09e+08,-1.08e+08,-1000000.00000024,-1e+06,0,-2.05e+08,-1.932e+09,5.95e+08,5.95e+08,4.86e+08,1.081e+09,2.947e+09,3.1747e+10,4.501e+09,0.63582,0.39569,0.25748,-0.1733,0.04607,2.52723,1.06896,-4.7618,0.82118,1.14681,1.14607,4.45396,-7.73213,2.89826,1.04185,4,0.12793,0.16941,0.90848,8.66983,9.33504
"31","2017_Q4",81.8133333333333,"Down",7.473e+09,-2.735e+09,-2.735e+09,4.738e+09,-1.65e+09,-1.629e+09,-2.1e+07,3.088e+09,-2.23e+08,-2.23e+08,2.865e+09,2.845e+09,-8.12e+08,2.045e+09,2.045e+09,-7.5e+07,1.97e+09,1.97e+09,7.667e+09,7.667e+09,3.985e+09,3.985e+09,8.283e+09,4.19e+09,4.093e+09,9.24e+08,9.24e+08,2.0859e+10,6.857e+09,1.3972e+10,-7.115e+09,1.4235e+10,7.681e+09,2.501e+09,1.835e+09,2.1092e+10,4.1951e+10,1.2604e+10,1.973e+09,5.954e+09,1.669e+09,3.008e+09,5.91e+09,2.905e+09,3.005e+09,1.8514e+10,2.8065e+10,5.005e+09,2.868e+09,1.037e+09,1.1e+09,3.307e+10,5.1584e+10,1.942e+09,1.942e+09,-3.5383e+10,3.0831e+10,-8.797e+09,-1.1407e+10,1.774e+09,-9.633e+09,4.1951e+10,2.045e+09,2.25e+08,-4.25e+08,-4.25e+08,7.5e+07,-1.04e+08,-4.21e+08,1.11e+08,4.89e+08,1.92e+09,-4.35e+08,-4.35e+08,-6.22e+08,-1.078e+09,-1.618e+09,2.015e+09,3.8e+08,1.635e+09,-1.238e+09,2.873e+09,-3.8e+07,3.59e+08,1.201e+09,1.201e+09,2.47e+08,1.448e+09,3.313e+09,3.3975e+10,3.765e+09,0.63402,0.41322,0.26362,-0.20451,0.04696,1.91117,1.12666,-5.35493,0.80987,1.26851,1.2677,4.81198,-7.34514,2.42434,1.04185,3,0.12226,0.12829,0.82132,7.94084,8.51943
"32","2018_Q1",80.7944262295082,"Down",8.294e+09,-3.001e+09,-3.001e+09,5.293e+09,-1.953e+09,-1.93e+09,-2.3e+07,3.34e+09,-2.59e+08,-2.59e+08,3.081e+09,3.059e+09,-2.265e+09,7.96e+08,7.96e+08,-1.02e+08,6.94e+08,6.94e+08,8.447e+09,8.447e+09,3.194e+09,3.194e+09,8.806e+09,4.169e+09,4.637e+09,1.147e+09,6.03e+08,2.1594e+10,7.271e+09,1.4566e+10,-7.295e+09,1.4103e+10,7.666e+09,2.432e+09,1.924e+09,2.1374e+10,4.2968e+10,1.2957e+10,2.242e+09,6.136e+09,1.669e+09,2.91e+09,3.005e+09,4.99e+08,2.506e+09,1.5962e+10,3.1334e+10,5.902e+09,2.271e+09,7.99e+08,2.832e+09,3.7236e+10,5.3198e+10,1.972e+09,1.972e+09,-3.5382e+10,2.9859e+10,-8.535e+09,-1.2086e+10,1.856e+09,-1.023e+10,4.2968e+10,7.96e+08,2.43e+08,-1.46e+08,-1.46e+08,2.028e+09,2.6e+07,-5.13e+08,1.78e+08,2.337e+09,2.921e+09,-5.53e+08,-5.53e+08,-1.37e+08,-7.61e+08,-1.666e+09,2.24e+08,-7.73e+08,9.97e+08,-2.132e+09,3.129e+09,-9.5e+07,-1.537e+09,6.23e+08,6.23e+08,1.18e+08,7.41e+08,3.583e+09,3.4339e+10,7.323e+09,0.63817,0.4027,0.08367,-0.06784,0.01615,10.55187,1.35284,-5.2002,0.79918,0.44774,0.44745,5.35097,-7.79742,4.72452,1.07484,6,0.07864,0.24401,2.40058,7.22635,7.7521
