"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","derivative_hedging_assets_short_term","income_taxes_receivable","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","other_intangible_assets","derivative_hedging_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","short_term_borrowings","current_portion_of_long_term_debt","other_short_term_liabilities","liabilities_from_derivatives_hedging_short_term","deferred_tax_liabilities_short_term","misc_short_term_liabilities","total_current_liabilities","long_term_debt","long_term_borrowings","other_long_term_liabilities","pension_liabilities","pensions","other_post_retirement_benefits","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_change_in_long_term_investment","decrease_in_long_term_investment","increase_in_long_term_investment","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repayment_of_short_term_debt_net","cash_from_repayment_of_long_term_debt_net","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"16","2014_Q1",25.094262295082,"Up",2.318e+09,-8.25e+08,1.493e+09,-1.128e+09,-8.18e+08,-2.92e+08,3.65e+08,-5.6e+07,-9.9e+07,2e+06,4.1e+07,3.09e+08,-5e+06,3.04e+08,-1.04e+08,2e+08,2e+08,2e+08,2e+08,4.93e+08,4.93e+08,1.203e+09,1.203e+09,4.79e+08,1.439e+09,8.9e+07,9.8e+07,1.09e+08,1.119e+09,3.614e+09,2.1645e+10,2.9713e+10,-8.068e+09,7.263e+09,3.3e+07,1.63e+08,5.738e+09,2.8908e+10,3.2522e+10,1.317e+09,1.222e+09,9.5e+07,8.41e+08,2.97e+08,5.44e+08,9.05e+08,7.6e+07,3.7e+07,7.92e+08,3.063e+09,7.862e+09,7.862e+09,9.988e+09,1.216e+09,1.21e+08,1.095e+09,7.107e+09,1.665e+09,1.785e+10,2.0913e+10,4.861e+09,-6.15e+08,7.457e+09,-9.5e+07,1.1608e+10,1.1609e+10,3.2522e+10,2e+08,2.92e+08,1.73e+08,2.8e+07,1.45e+08,58000000.0000001,58000000.0000001,7.23e+08,-7.09e+08,-7.09e+08,-7.09e+08,4999999.99999999,2.53e+08,-2.48e+08,-9e+06,-7.13e+08,-1.82e+08,2.85e+08,6e+07,2.25e+08,-6.8e+07,3.5e+07,4.5e+07,4.5e+07,4.5e+07,6.57e+08,8.703e+09,1.1e+08,0.64409,0.15746,0.08628,0.01723,0.00615,0.55,1.17989,1.80145,0.2676,0.39604,0.39293,4.5901,22.98614,0.21782,0.3604,5,0.01261,0.00363,0.91,12.49619,22.49315
"17","2014_Q2",28.504126984127,"Up",3.223e+09,-1.356e+09,1.867e+09,-1.162e+09,-8.56e+08,-3.06e+08,7.05e+08,-5.7e+07,-9.7e+07,4e+06,3.6e+07,6.48e+08,-2e+06,6.46e+08,-2.6e+08,3.86e+08,3.86e+08,3.86e+08,3.86e+08,6.55e+08,6.55e+08,1.71e+09,1.71e+09,4.75e+08,1.013e+09,5.5e+07,4.3e+07,1.11e+08,6.9e+08,3.853e+09,2.1933e+10,3.0152e+10,-8.219e+09,7.54e+09,4.8e+07,4.7e+07,5.69e+09,2.9473e+10,3.3326e+10,1.228e+09,1.116e+09,1.12e+08,7.86e+08,2.42e+08,5.44e+08,1.343e+09,7.5e+07,3.11e+08,9.57e+08,3.357e+09,7.802e+09,7.802e+09,1.0367e+10,1.312e+09,2.31e+08,1.081e+09,7.148e+09,1.907e+09,1.8169e+10,2.1526e+10,4.856e+09,-6.26e+08,7.656e+09,-8.7e+07,1.1799e+10,1.18e+10,3.3326e+10,3.86e+08,3.06e+08,1.47e+08,-3.9e+07,1.86e+08,2.77e+08,2.77e+08,1.116e+09,-6.09e+08,-6.09e+08,-6.09e+08,-1.2e+07,2.57e+08,-2.69e+08,-8e+06,-6.29e+08,-1.87e+08,-6e+07,-6e+07,479327902.501773,-7.8e+07,-3.25e+08,1.62e+08,1.62e+08,1.62e+08,1.011e+09,8.588e+09,9.39e+08,0.57927,0.21874,0.11976,0.03271,0.01158,2.43264,1.14775,1.82424,0.2577,0.76285,0.75984,6.36957,23.31818,1.85573,0.36957,6,0.01863,0.03053,0.48446,7.84669,11.25248
"18","2014_Q3",27.3753125,"Down",2.249e+09,-7.89e+08,1.46e+09,-1.095e+09,-8e+08,-2.95e+08,3.65e+08,-3.9e+07,-9.4e+07,3e+06,5.2e+07,3.26e+08,-2e+06,3.24e+08,-1.12e+08,2.12e+08,2.12e+08,2.12e+08,2.12e+08,5.7e+08,5.7e+08,1.294e+09,1.294e+09,4.76e+08,1.454e+09,2.49e+08,7.3e+07,1.01e+08,9.27e+08,3.794e+09,2.231e+10,3.0709e+10,-8.399e+09,7.596e+09,9e+07,4.5e+07,5.721e+09,2.9906e+10,3.37e+10,1.199e+09,1.104e+09,9.5e+07,1.095e+09,2.51e+08,8.44e+08,1.169e+09,8.8e+07,9.3e+07,9.88e+08,3.463e+09,7.932e+09,7.932e+09,1.0461e+10,1.292e+09,2.15e+08,1.077e+09,7.197e+09,1.972e+09,1.8393e+10,2.1856e+10,4.865e+09,-6.3e+08,7.681e+09,-7.3e+07,1.1843e+10,1.1844e+10,3.37e+10,2.12e+08,2.95e+08,1.36e+08,1.09e+08,2.7e+07,-3.11e+08,-3.11e+08,3.32e+08,-6.2e+08,-6.2e+08,-6.2e+08,8e+06,3.38e+08,-3.3e+08,-4.1e+07,-6.53e+08,-1.87e+08,5e+08,-2.98023223876953e-08,5e+08,-7.7e+07,2.36e+08,-8.5e+07,-8.5e+07,-8.5e+07,6.6e+08,9.027e+09,-1.59e+08,0.64918,0.16229,0.09426,0.0179,0.00629,-0.75,1.09558,1.84532,0.26786,0.41897,0.41732,4.44466,23.40514,-0.31423,0.36957,3,0.01273,-0.00506999999999999,0.88208,12.81364,23.16986
"19","2014_Q4",30.1128125,"Up",2.641e+09,-8.63e+08,1.778e+09,-1.032e+09,-7.14e+08,-3.18e+08,7.46e+08,-3.1e+07,-1e+08,3e+06,6.6e+07,7.15e+08,-1e+07,7.05e+08,-2.61e+08,4.44e+08,4.44e+08,4.44e+08,4.44e+08,7.03e+08,7.03e+08,1.267e+09,1.267e+09,4.95e+08,1.381e+09,1.75e+08,7.1e+07,1.4e+07,9.93e+08,3.846e+09,2.2836e+10,3.1328e+10,-8.492e+09,7.465e+09,1.02e+08,2.9e+07,5.608e+09,3.0301e+10,3.4147e+10,1.228e+09,1.111e+09,1.17e+08,5.74e+08,2.58e+08,3.16e+08,1.334e+09,1.09e+08,1.68e+08,1.057e+09,3.136e+09,8.389e+09,8.389e+09,1.0538e+10,1.272e+09,1.99e+08,1.073e+09,7.298e+09,1.968e+09,1.8927e+10,2.2063e+10,4.873e+09,-6.29e+08,7.938e+09,-9.9e+07,1.2083e+10,1.2084e+10,3.4147e+10,4.44e+08,3.18e+08,-3.2e+07,3.3e+07,-6.5e+07,3.58e+08,3.58e+08,1.088e+09,-6.93e+08,-6.93e+08,-6.93e+08,-2e+06,6.4e+08,-6.42e+08,-1.1e+07,-7.06e+08,-1.87e+08,0,0,0,-6.2e+07,-2.49e+08,1.33e+08,1.33e+08,1.33e+08,1.064e+09,8.963e+09,9.9e+08,0.67323,0.28247,0.16812,0.03674,0.013,2.22973,1.2264,1.8258,0.26248,0.87747,0.87574,5.21937,23.87945,1.95652,0.36957,6,0.01998,0.03134,0.42117,7.76316,11.07239
"20","2015_Q1",31.5367213114754,"Up",2.773e+09,-8.78e+08,1.895e+09,-1.088e+09,-7.8e+08,-3.08e+08,8.07e+08,-2e+07,-9.8e+07,3e+06,7.5e+07,7.87e+08,-6e+06,7.81e+08,-3.05e+08,4.76e+08,4.76e+08,4.76e+08,4.76e+08,4.02e+08,4.02e+08,1.254e+09,1.254e+09,4.84e+08,1.979e+09,1.08e+08,2.4e+08,2.11e+08,1.409e+09,4.119e+09,2.3589e+10,3.2196e+10,-8.607e+09,7.579e+09,8.4e+07,7.7e+07,5.515e+09,3.1168e+10,3.5287e+10,1.273e+09,1.178e+09,9.5e+07,8.83e+08,2.59e+08,6.24e+08,1.322e+09,1.32e+08,1.94e+08,9.96e+08,3.478e+09,8.215e+09,8.215e+09,1.1408e+10,1.843e+09,5.66e+08,1.277e+09,7.303e+09,2.262e+09,1.9623e+10,2.3101e+10,4.876e+09,-6.35e+08,8.227e+09,-2.83e+08,1.2185e+10,1.2186e+10,3.5287e+10,4.76e+08,3.77e+08,5.2e+07,4.12e+08,-3.6e+08,-2.81e+08,-2.81e+08,6.24e+08,-9.99e+08,-9.99e+08,-8.98e+08,1.2e+07,7.05e+08,-6.93e+08,8.3e+07,-9.04e+08,-1.87e+08,2.5e+08,0,2.5e+08,-8.4e+07,-2.1e+07,-3.01e+08,-3.01e+08,-3.01e+08,1.184e+09,9.098e+09,2.09e+08,0.68338,0.29102,0.17166,0.03906,0.01349,0.439080000000001,1.1843,1.8957,0.25783,0.94071,0.93517,5.48024,24.08103,0.41304,0.36957,8,0.02028,0.00639,0.39286,7.34459,10.77571
"21","2015_Q2",31.6331746031746,"Up",3.135e+09,-1.094e+09,2.041e+09,-9.93e+08,-6.63e+08,-3.3e+08,1.048e+09,-5.9e+07,-9.8e+07,3e+06,3.6e+07,9.89e+08,-5e+06,9.84e+08,-3.98e+08,5.86e+08,5.86e+08,5.86e+08,5.86e+08,1.008e+09,1.008e+09,1.437e+09,1.437e+09,4.83e+08,1.231e+09,8e+07,8.7e+07,3.1e+07,1.033e+09,4.159e+09,2.3978e+10,3.2805e+10,-8.827e+09,7.69e+09,8.7e+07,1.08e+08,5.6e+09,3.1668e+10,3.5827e+10,1.125e+09,1.006e+09,1.19e+08,9.94e+08,2.01e+08,7.93e+08,1.503e+09,9.4e+07,4.3e+08,9.79e+08,3.622e+09,8.09e+09,8.09e+09,1.1557e+10,1.793e+09,5.36e+08,1.257e+09,7.436e+09,2.328e+09,1.9647e+10,2.3269e+10,4.873e+09,-6.62e+08,8.616e+09,-2.7e+08,1.2557e+10,1.2558e+10,3.5827e+10,5.86e+08,3.3e+08,1.22e+08,6.3e+07,5.9e+07,6.41e+08,6.41e+08,1.679e+09,-7.47e+08,-7.47e+08,-7.47e+08,-2.9e+07,6.09e+08,-6.38e+08,-3e+06,-7.79e+08,-1.97e+08,0,0,0,-9.7e+07,-2.94e+08,6.06e+08,6.06e+08,6.06e+08,1.378e+09,9.084e+09,1.67e+09,0.65104,0.33429,0.18692,0.04666,0.01636,2.84983,1.14826,1.85292,0.25355,1.1581,1.15354,6.19565,24.81621,3.3004,0.38933,7,0.02359,0.0503,0.33618,5.86067,7.70611
"22","2015_Q3",31.41578125,"Down",2.314e+09,-6.68e+08,1.646e+09,-1.078e+09,-7.61e+08,-3.17e+08,5.68e+08,-2.7e+07,-9.7e+07,4e+06,6.6e+07,5.41e+08,-1e+07,5.31e+08,-1.86e+08,3.45e+08,3.45e+08,3.45e+08,3.45e+08,5.97e+08,5.97e+08,1.126e+09,1.126e+09,4.66e+08,1.438e+09,2.72e+08,1.55e+08,2.3e+07,9.88e+08,3.627e+09,2.4807e+10,3.3603e+10,-8.796e+09,7.778e+09,1.01e+08,1.07e+08,5.679e+09,3.2585e+10,3.6212e+10,1.252e+09,1.156e+09,9.6e+07,6.25e+08,1.34e+08,4.91e+08,1.23e+09,7.2e+07,1.62e+08,9.96e+08,3.107e+09,8.689e+09,8.689e+09,1.1708e+10,1.774e+09,5.2e+08,1.254e+09,7.578e+09,2.356e+09,2.0397e+10,2.3504e+10,4.883e+09,-6.63e+08,8.764e+09,-2.77e+08,1.2707e+10,1.2708e+10,3.6212e+10,3.45e+08,3.17e+08,7.3e+07,1.07e+08,-3.4e+07,-1.8e+08,-1.8e+08,5.55e+08,-9.96e+08,-9.96e+08,-9.96e+08,-4e+06,2.76e+08,-2.8e+08,5999999.99999999,-9.94e+08,-1.97e+08,3e+08,0,3e+08,-7.5e+07,2.8e+07,-4.11e+08,-4.11e+08,-4.11e+08,8.85e+08,9.314e+09,-1.05e+08,0.71132,0.24546,0.14909,0.02715,0.00953,-0.30435,1.16736,1.84954,0.25721,0.68182,0.67913,4.57312,25.11265,-0.207510000000001,0.38933,6,0.01607,-0.00311,0.57101,9.84972,15.34683
"23","2015_Q4",31.19,"Down",2.688e+09,-8.15e+08,1.873e+09,-1.059e+09,-7.46e+08,-3.13e+08,8.14e+08,-6e+07,-9.6e+07,3e+06,3.3e+07,7.54e+08,-3e+07,7.24e+08,-2.85e+08,4.39e+08,4.39e+08,4.39e+08,4.39e+08,2.71e+08,2.71e+08,1.199e+09,1.199e+09,4.72e+08,1.262e+09,1.8e+08,1.62e+08,4999999.99999999,8.92e+08,3.204e+09,2.5605e+10,3.4625e+10,-9.02e+09,7.615e+09,1.22e+08,9.1e+07,5.55e+09,3.322e+10,3.6424e+10,1.169e+09,1.046e+09,1.23e+08,1.126e+09,8.8e+07,1.038e+09,1.309e+09,7e+07,2.04e+08,1.035e+09,3.604e+09,8.132e+09,8.132e+09,1.1754e+10,1.741e+09,4.91e+08,1.25e+09,7.672e+09,2.341e+09,1.9886e+10,2.349e+10,4.894e+09,-6.67e+08,9.005e+09,-2.99e+08,1.2933e+10,1.2934e+10,3.6424e+10,4.39e+08,3.13e+08,8.1e+07,6e+07,2.1e+07,1.61e+08,1.61e+08,9.94e+08,-1.039e+09,-1.039e+09,-1.039e+09,2e+06,2.47e+08,-2.45e+08,-3.1e+07,-1.068e+09,-1.98e+08,2e+07,2e+07,0,-7.4e+07,-2.52e+08,-3.26e+08,-3.26e+08,-3.26e+08,1.127e+09,9.258e+09,5.34e+08,0.6968,0.30283,0.16332,0.03394,0.01205,1.2164,0.88901,1.81614,0.25417,0.86931,0.86417,5.32277,25.6099,1.05743,0.39208,5,0.01877,0.01573,0.45103,7.97427,11.04054
"24","2016_Q1",33.3760655737705,"Up",2.278e+09,-6.84e+08,1.594e+09,-1.062e+09,-8.08e+08,-2.54e+08,5.32e+08,-8.3e+07,-1.02e+08,2e+06,1.7e+07,4.49e+08,-8e+06,4.41e+08,-1.32e+08,3.09e+08,3.09e+08,3.09e+08,3.09e+08,3.94e+08,3.94e+08,1.068e+09,1.068e+09,5.13e+08,1.519e+09,1.35e+08,2.42e+08,3.05e+08,8.37e+08,3.494e+09,2.6539e+10,3.5494e+10,-8.955e+09,7.502e+09,1.02e+08,7.7e+07,5.579e+09,3.4041e+10,3.7535e+10,1.465e+09,1.369e+09,9.6e+07,1.098e+09,3.64e+08,7.34e+08,1.012e+09,7.6e+07,4.2e+07,8.94e+08,3.575e+09,8.834e+09,8.834e+09,1.2059e+10,1.829e+09,6.01e+08,1.228e+09,8.166e+09,2.064e+09,2.0893e+10,2.4468e+10,4.915e+09,-6.71e+08,9.117e+09,-2.95e+08,1.3066e+10,1.3067e+10,3.7535e+10,3.09e+08,3.58e+08,3.99e+08,4.55e+08,-5.6e+07,-3.75e+08,-3.75e+08,6.91e+08,-1.187e+09,-1.187e+09,-1.081e+09,-2e+07,3.69e+08,-3.89e+08,1.06e+08,-1.101e+09,-1.97e+08,7.94e+08,3.44e+08,4.5e+08,-6.4e+07,5.33e+08,1.23e+08,1.23e+08,1.23e+08,8.9e+08,9.932e+09,-5.4e+08,0.69974,0.23354,0.13565,0.02365,0.00823,-1.74757,0.97734,1.8725,0.26461,0.61431,0.60827,4.52883,25.97614,-1.07356,0.39165,5,0.01443,-0.0154,0.63754,10.71685,17.92857
"25","2016_Q2",35.9775,"Up",2.616e+09,-8.36e+08,1.78e+09,-9.53e+08,-7.29e+08,-2.24e+08,8.27e+08,-6.3e+07,-9.2e+07,2e+06,2.7e+07,7.64e+08,-1e+07,7.54e+08,-2.83e+08,4.71e+08,4.71e+08,4.71e+08,4.71e+08,5.92e+08,5.92e+08,1.107e+09,1.107e+09,5.33e+08,1.031e+09,8.9e+07,2.3e+08,4e+06,7.08e+08,3.263e+09,2.7274e+10,3.6393e+10,-9.119e+09,7.589e+09,1.12e+08,1.33e+08,5.588e+09,3.4863e+10,3.8126e+10,1.315e+09,1.192e+09,1.23e+08,5.74e+08,1.2e+07,5.62e+08,1.053e+09,5.3e+07,1.55e+08,8.45e+08,2.942e+09,9.676e+09,9.676e+09,1.2189e+10,1.78e+09,5.75e+08,1.205e+09,8.377e+09,2.032e+09,2.1865e+10,2.4807e+10,4.908e+09,-7.02e+08,9.381e+09,-2.69e+08,1.3318e+10,1.3319e+10,3.8126e+10,4.71e+08,2.51e+08,1.48e+08,1.82e+08,-3.4e+07,3.44e+08,3.44e+08,1.214e+09,-1.081e+09,-1.081e+09,-1.065e+09,-5e+06,2.02e+08,-2.07e+08,5e+06,-1.081e+09,-2.07e+08,3.27e+08,-3.52e+08,6.79e+08,-5.5e+07,6.5e+07,1.98e+08,1.98e+08,1.98e+08,1.078e+09,1.025e+10,6.24e+08,0.68043,0.31613,0.18005,0.03536,0.01235,1.32484,1.10911,1.86253,0.26885,0.93267,0.92717,5.1802,26.37228,1.23564,0.4099,4,0.01896,0.01745,0.43949,8.95918,11.67836
"26","2016_Q3",35.25484375,"Down",1.905e+09,-6.24e+08,1.281e+09,-9.34e+08,-7.1e+08,-2.24e+08,3.47e+08,-5.9e+07,-9.7e+07,4e+06,3.4e+07,2.88e+08,-1e+07,2.78e+08,-9.1e+07,1.87e+08,1.87e+08,1.87e+08,1.87e+08,6.48e+08,6.48e+08,9.88e+08,9.88e+08,5.54e+08,1.299e+09,2.71e+08,1.52e+08,4e+06,8.72e+08,3.489e+09,2.8014e+10,3.7285e+10,-9.271e+09,7.542e+09,1.31e+08,7.6e+07,5.588e+09,3.5556e+10,3.9045e+10,1.411e+09,1.308e+09,1.03e+08,6.62e+08,0,6.62e+08,1.047e+09,2e+07,1.07e+08,9.2e+08,3.12e+09,1.0273e+10,1.0273e+10,1.2333e+10,1.746e+09,5.47e+08,1.199e+09,8.545e+09,2.042e+09,2.2606e+10,2.5726e+10,4.919e+09,-7.09e+08,9.36e+09,-2.52e+08,1.3318e+10,1.3319e+10,3.9045e+10,1.87e+08,2.47e+08,3.23e+08,1.52e+08,1.71e+08,-2.49e+08,-2.49e+08,5.08e+08,-9.26e+08,-9.26e+08,-9.06e+08,-1e+07,1.9e+08,-2e+08,1.3e+07,-9.23e+08,-2.08e+08,6.88e+08,-12000000.0000001,7e+08,-9e+06,4.71e+08,5.6e+07,5.6e+07,5.6e+07,5.94e+08,1.0935e+10,-4.9e+08,0.67244,0.18215,0.09816,0.01404,0.00479,-2.62032,1.11827,1.93153,0.28006,0.3703,0.36811,3.77228,26.37228,-0.9703,0.41188,3,0.0108,-0.01339,1.1123,17.31818,29.64553
"27","2016_Q4",33.6961904761905,"Down",2.45e+09,-8.66e+08,1.584e+09,-1.007e+09,-7.76e+08,-2.31e+08,5.77e+08,-5.7e+07,-9.9e+07,3e+06,3.9e+07,5.2e+08,-5e+06,5.15e+08,-1.88e+08,3.27e+08,3.27e+08,3.27e+08,3.27e+08,4.5e+08,4.5e+08,1.031e+09,1.031e+09,5.91e+08,1.137e+09,1.45e+08,1.49e+08,2.3e+07,8.2e+08,3.209e+09,2.8804e+10,3.8225e+10,-9.421e+09,7.475e+09,1.54e+08,8.6e+07,5.644e+09,3.6279e+10,3.9488e+10,1.49e+09,1.363e+09,1.27e+08,2.55e+08,2.55e+08,0,1.059e+09,4e+07,2.14e+08,8.05e+08,2.804e+09,1.0697e+10,1.0697e+10,1.2511e+10,1.715e+09,5.08e+08,1.207e+09,8.661e+09,2.135e+09,2.3208e+10,2.6012e+10,4.928e+09,-7.14e+08,9.48e+09,-2.18e+08,1.3476e+10,1.3476e+10,3.9488e+10,3.27e+08,2.68e+08,2.93e+08,1.11e+08,1.82e+08,1.51e+08,1.51e+08,1.039e+09,-1.055e+09,-1.055e+09,-1.014e+09,-1e+07,1.59e+08,-1.69e+08,1.5e+07,-1.05e+09,-2.07e+08,2.7e+07,2.55e+08,-2.28e+08,-7e+06,-1.87e+08,-1.98e+08,-1.98e+08,-1.98e+08,8.45e+08,1.0952e+10,1.29e+08,0.64653,0.23551,0.13347,0.02427,0.00828,0.3945,1.14444,1.93025,0.27735,0.64752,0.6437,4.85149,26.68515,0.25545,0.4099,4,0.01446,0.00349,0.63303,12.4284,18.20104
"28","2017_Q1",36.0308064516129,"Up",1.995e+09,-5.75e+08,1.42e+09,-1.573e+09,-7.76e+08,-7.97e+08,-1.53e+08,-9.3e+07,-9.7e+07,2e+06,2e+06,-2.46e+08,-3e+06,-2.49e+08,1.51e+08,-9.8e+07,-9.8e+07,-9.8e+07,-9.8e+07,4.23e+08,4.23e+08,1.161e+09,1.161e+09,5.61e+08,1.109e+09,7.6e+07,1.63e+08,7.8e+07,7.92e+08,3.254e+09,2.9286e+10,3.9337e+10,-1.0051e+10,7.53e+09,9.8e+07,2.4e+07,5.753e+09,3.6816e+10,4.007e+10,1.556e+09,1.459e+09,9.7e+07,8.88e+08,3.88e+08,5e+08,8.32e+08,1.3e+07,3.1e+07,7.88e+08,3.276e+09,1.0895e+10,1.0895e+10,1.2769e+10,2.02e+09,6.96e+08,1.324e+09,8.658e+09,2.091e+09,2.3664e+10,2.694e+10,4.936e+09,-7.17e+08,9.174e+09,-2.63e+08,1.313e+10,1.313e+10,4.007e+10,-9.8e+07,8.19e+08,1.51e+08,2.9e+07,1.22e+08,-3.2e+08,-3.2e+08,5.52e+08,-1.236e+09,-1.236e+09,-1.214e+09,-7e+06,2.73e+08,-2.8e+08,4.9e+07,-1.194e+09,-2.08e+08,8.33e+08,1.33e+08,7e+08,-8e+06,6.17e+08,-2.5e+07,-2.5e+07,-2.5e+07,6.66e+08,1.1783e+10,-1.041e+09,0.71178,-0.07669,-0.04912,-0.00746,-0.00245,10.62245,0.99328,2.05179,0.29406,-0.19406,-0.19291,3.9505,26,-2.06139,0.41188,4,0.00292,-0.02763,-2.12245,17.05706,-74.24837
"29","2017_Q2",36.4179365079365,"Up",2.591e+09,-8.68e+08,1.723e+09,-1.545e+09,-7.17e+08,-8.28e+08,1.78e+08,-6.3e+07,-9.8e+07,3e+06,3.2e+07,1.15e+08,2.8e+07,1.43e+08,-2.9e+07,1.14e+08,1.14e+08,1.14e+08,1.14e+08,1.93e+08,1.93e+08,1.212e+09,1.212e+09,5.66e+08,7.45e+08,5.6e+07,1.14e+08,8999999.99999999,5.66e+08,2.716e+09,2.9345e+10,4.0195e+10,-1.085e+10,7.603e+09,1.06e+08,9.3e+07,5.792e+09,3.6948e+10,3.9664e+10,1.376e+09,1.245e+09,1.31e+08,8.15e+08,3.15e+08,5e+08,9.2e+08,7e+06,1.72e+08,7.41e+08,3.111e+09,1.0898e+10,1.0898e+10,1.265e+10,1.982e+09,6.73e+08,1.309e+09,8.567e+09,2.101e+09,2.3548e+10,2.6659e+10,4.92e+09,-7.43e+08,9.07e+09,-2.42e+08,1.3005e+10,1.3005e+10,3.9664e+10,1.14e+08,8.54e+08,-7.1e+07,-8.5e+07,1.4e+07,3e+08,3e+08,1.197e+09,-1.077e+09,-1.077e+09,-1.062e+09,-9e+06,2.98e+08,-3.07e+08,7e+06,-1.079e+09,-2.18e+08,-7.3e+07,-7.3e+07,1504481812.4232,-5.6e+07,-3.47e+08,-2.29e+08,-2.29e+08,-2.29e+08,1.032e+09,1.1713e+10,2.84e+08,0.66499,0.0687,0.044,0.00877,0.00287,2.49123,0.87303,2.0499,0.29531,0.22574,0.22441,5.13069,25.75248,0.56238,0.43168,3,0.00888,0.0076,1.91228,11.16279,64.7191
"30","2017_Q3",37.671746031746,"Up",2.142e+09,-5.88e+08,1.554e+09,-1.359e+09,-7.18e+08,-6.41e+08,1.95e+08,-5.3e+07,-9.1e+07,5e+06,3.3e+07,1.42e+08,2.6e+07,1.68e+08,-59000000.0000001,1.09e+08,1.09e+08,1.09e+08,1.09e+08,4.3e+08,4.3e+08,1.021e+09,1.021e+09,5.77e+08,1.16e+09,2.73e+08,1.13e+08,9e+06,7.65e+08,3.188e+09,2.9637e+10,3.8794e+10,-9.157e+09,7.699e+09,1.2e+08,9e+07,5.912e+09,3.7336e+10,4.0524e+10,1.392e+09,1.293e+09,9.9e+07,9e+08,0,9e+08,8.72e+08,8e+06,4.6e+07,8.18e+08,3.164e+09,1.1621e+10,1.1621e+10,1.2821e+10,1.953e+09,6.49e+08,1.304e+09,8.755e+09,2.113e+09,2.4442e+10,2.7606e+10,4.929e+09,-7.47e+08,8.962e+09,-2.26e+08,1.2918e+10,1.2918e+10,4.0524e+10,1.09e+08,6.66e+08,1.27e+08,1.76e+08,-4.9e+07,-3.44e+08,-3.44e+08,5.58e+08,-9.33e+08,-9.33e+08,-9.19e+08,-6e+06,4.13e+08,-4.19e+08,2.9e+07,-9.1e+08,-2.17e+08,8.1e+08,-3.15e+08,1.125e+09,-6000000.00000001,5.87e+08,2.35e+08,2.35e+08,2.35e+08,8.61e+08,1.2521e+10,-3.57e+08,0.72549,0.09104,0.05089,0.00844,0.00269,-3.27523,1.00759,2.13702,0.30898,0.21584,0.21499,4.24158,25.5802,-0.70693,0.4297,6,0.00852,-0.00933,1.99083,14.04297,62.00513
