"","YQ","p","d","revenue","total_claims_losses","claims_losses","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","accounts_notes_receivable","property_plant_equipment_net","other_assets","total_assets","short_term_debt","other_short_term_liabilities","long_term_debt","pension_liabilities","other_long_term_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization","non_cash_items","stock_based_compensation","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","net_change_in_investments","increase_in_investments","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repayment_of_long_term_debt_net","repayments_of_long_term_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"13","2013_Q2",32.82734375,"Up",3.126e+09,-1.803e+09,-1.803e+09,-7.16e+08,6.07e+08,-1.9e+07,-4e+07,2.1e+07,5.88e+08,5.88e+08,-1.76e+08,4.12e+08,4.24e+08,-1.1e+07,4.13e+08,4.13e+08,1.263e+09,3.176e+09,7.93e+08,1.0305e+10,1.5537e+10,1e+07,2.83e+09,2.705e+09,1.993e+09,1.286e+09,8.824e+09,1.554e+09,5.61e+08,9.93e+08,-3.21e+08,8.786e+09,-3.379e+09,6.64e+09,7.3e+07,6.713e+09,1.5537e+10,4.24e+08,8.7e+07,-2.39e+08,4.2e+07,5.1e+07,-3.32e+08,-8.65e+08,-5.93e+08,-8.5e+07,-8.9e+07,9.2e+07,9.2e+07,1e+06,8e+06,-1.27e+08,-2.02e+08,-2.02e+08,-2.52e+08,3.5e+07,1.35e+08,-7e+07,-3.64e+08,-9.49e+08,-9.49e+08,-8.9e+07,-1.038e+09,6.94e+08,2.715e+09,-8e+07,0.19418,0.13212,0.06152,0.02658,-0.1937,1.31446,0.17474,0.75365,0.74147,5.70438,12.11679,-0.14599,0.23175,0.0425,-0.0063,0.30751,2.09222,2.39209
"14","2013_Q3",35.49125,"Up",3.088e+09,-1.766e+09,-1.766e+09,-7.45e+08,5.77e+08,-1.3e+07,-3.6e+07,2.3e+07,5.64e+08,5.64e+08,-1.64e+08,4e+08,3.95e+08,-7e+06,3.88e+08,3.88e+08,1.23e+09,3.345e+09,8.04e+08,1.0459e+10,1.5838e+10,1e+07,2.954e+09,2.703e+09,1.979e+09,1.346e+09,8.992e+09,1.563e+09,5.61e+08,1.002e+09,-3.85e+08,9.036e+09,-3.435e+09,6.779e+09,6.7e+07,6.846e+09,1.5838e+10,3.95e+08,9e+07,-9999999.99999994,2.4e+07,2e+07,-5.4e+07,-4.5e+07,4.3e+08,-1.93e+08,-1.94e+08,-1e+07,-1e+07,1e+06,-2.02e+08,-1.28e+08,-3e+06,-3e+06,-3000000.00000006,-7.9e+07,7.1e+07,-1.8e+07,-2.28e+08,0,0,-3.3e+07,-32999999.9999998,6.67e+08,2.713e+09,5.93e+08,0.18685,0.12565,0.05668,0.0245,1.52835,1.31347,0.1713,0.70545,0.6941,5.61455,12.32545,1.07818,0.23273,0.04005,0.04603,0.3299,2.22339,2.57019
"15","2013_Q4",39.35453125,"Up",2.932e+09,-1.824e+09,-1.824e+09,-7.04e+08,4.04e+08,-2.1e+07,-3.5e+07,1.4e+07,3.83e+08,3.83e+08,-1.23e+08,2.6e+08,2.59e+08,-6e+06,2.53e+08,2.53e+08,2.174e+09,3.294e+09,8.24e+08,1.0684e+10,1.6976e+10,5.83e+08,3.31e+09,2.623e+09,1.975e+09,1.365e+09,9.856e+09,1.571e+09,5.61e+08,1.01e+09,-4.67e+08,9.151e+09,-3.213e+09,7.042e+09,7.8e+07,7.12e+09,1.6976e+10,2.59e+08,8.9e+07,4.8e+07,3.4e+07,6.6e+07,-5.2e+07,3.42e+08,7.38e+08,-1.13e+08,-1.13e+08,8e+06,8e+06,0,-1.05e+08,-1.39e+08,4.94e+08,4.94e+08,-2e+06,-1.02e+08,4.8e+07,-1.1e+07,2.42e+08,8.75e+08,8.75e+08,6.9e+07,9.44e+08,4.93e+08,3.206e+09,8.45e+08,0.13779,0.08629,0.03553,0.0149,3.33992,1.38427,0.18885,0.46084,0.45341,5.34062,12.82696,1.53916,0.25319,0.02868,0.06183,0.54941,2.09331,2.55446
"16","2014_Q1",40.8477049180328,"Up",3.115e+09,-1.833e+09,-1.833e+09,-7.93e+08,4.89e+08,-2.7e+07,-3.8e+07,1.1e+07,4.62e+08,4.38e+08,-1.31e+08,3.07e+08,3.07e+08,-4e+06,3.03e+08,3.03e+08,2.303e+09,3.31e+09,8.28e+08,1.0539e+10,1.698e+10,3.34e+08,3.475e+09,2.621e+09,1.15e+09,1.425e+09,9.005e+09,1.589e+09,5.61e+08,1.028e+09,-5.15e+08,9.452e+09,-2.621e+09,7.905e+09,7e+07,7.975e+09,1.698e+10,3.07e+08,9.2e+07,3.5e+07,2.9e+07,4.7e+07,-4.1e+07,3.32e+08,7.66e+08,-1.42e+08,-1.47e+08,3e+06,3e+06,-8e+06,-1.47e+08,-1.39e+08,-2e+06,-2e+06,-3e+06,-5.2e+07,9.8e+07,-2.91e+08,-4.84e+08,1.35e+08,1.35e+08,-6000000.00000001,1.29e+08,5.81e+08,2.955e+09,9.02e+08,0.15698,0.09727,0.03799,0.01784,2.9769,1.12915,0.17403,0.55191,0.54301,5.67395,14.39891,1.64299,0.25319,0.03273,0.06679,0.45875,1.1222,1.33333
"17","2014_Q2",42.6280952380952,"Up",3.264e+09,-1.839e+09,-1.839e+09,-7.52e+08,6.73e+08,-2.4e+07,-3.7e+07,1.3e+07,6.49e+08,6.49e+08,-1.92e+08,4.57e+08,4.56e+08,-1.3e+07,4.43e+08,4.43e+08,1.38e+09,3.462e+09,8.25e+08,1.091e+10,1.6577e+10,4.32e+08,2.911e+09,2.619e+09,1.135e+09,1.437e+09,8.534e+09,1.47e+09,5.61e+08,9.09e+08,-4.21e+08,9.62e+09,-2.708e+09,7.961e+09,8.2e+07,8.043e+09,1.6577e+10,4.56e+08,9.7e+07,-7e+06,3.3e+07,5.9e+07,-9.9e+07,-9.26e+08,-3.8e+08,-4.17e+08,-4.18e+08,0,0,1e+06,-4.16e+08,-1.37e+08,9.7e+07,-3e+06,-3e+06,-8e+06,9.2e+07,-7e+07,-1.18e+08,-9.14e+08,-9.14e+08,-9e+06,-9.23e+08,7.7e+08,3.051e+09,-3.81e+08,0.20619,0.13572,0.05508,0.02672,-0.86005,1.06105,0.18405,0.80839,0.79676,5.9562,14.52737,-0.69526,0.25,0.04244,-0.02788,0.30926,2.17013,2.48291
"18","2014_Q3",44.98875,"Up",3.3e+09,-1.876e+09,-1.876e+09,-7.77e+08,6.47e+08,-3.9e+07,-3.7e+07,-2e+06,6.08e+08,6.08e+08,-1.68e+08,4.4e+08,4.38e+08,-7e+06,4.31e+08,4.31e+08,2.005e+09,3.706e+09,8.43e+08,1.1034e+10,1.7588e+10,3.33e+08,3.197e+09,3.212e+09,1.123e+09,1.495e+09,9.36e+09,1.475e+09,5.61e+08,9.14e+08,-6.14e+08,9.897e+09,-2.607e+09,8.151e+09,7.7e+07,8.228e+09,1.7588e+10,4.38e+08,9.4e+07,3.8e+07,1.8e+07,2.4e+07,-4e+06,6.8e+07,6.38e+08,-1.67e+08,-1.67e+08,2e+06,2e+06,0,-1.65e+08,-1.38e+08,4.93e+08,5.93e+08,-2000000.00000001,-2.06e+08,4.4e+07,-2.2e+07,1.27e+08,6e+08,6e+08,2.5e+07,6.25e+08,7.41e+08,3.545e+09,8.1e+08,0.19606,0.13061,0.05238,0.02451,1.87935,1.13758,0.20156,0.78506,0.77518,6.01093,14.84699,1.47541,0.25137,0.03954,0.05629,0.32019,2.07827,2.38022
"19","2014_Q4",47.58625,"Up",3.141e+09,-1.904e+09,-1.904e+09,-7.92e+08,4.45e+08,-1.3e+07,-3.9e+07,2.6e+07,4.32e+08,4.32e+08,-1.27e+08,3.05e+08,3.04e+08,-7e+06,2.97e+08,2.97e+08,2.649e+09,3.496e+09,8.22e+08,1.102e+10,1.7987e+10,6.4e+08,3.49e+09,3.379e+09,1.094e+09,1.469e+09,1.0072e+10,1.483e+09,5.61e+08,9.22e+08,-7.97e+08,1.0042e+10,-2.895e+09,7.833e+09,8.2e+07,7.915e+09,1.7987e+10,3.04e+08,9.8e+07,5e+06,2.3e+07,2e+07,-3.8e+07,4.76e+08,8.83e+08,-1.15e+08,-1.16e+08,-1.19e+08,-1.19e+08,-1e+06,-2.35e+08,-1.54e+08,4.76e+08,4.76e+08,-3.22e+08,-1.96e+08,5.4e+07,-5e+06,1.21e+08,7.69e+08,7.69e+08,-1.25e+08,6.44e+08,5.43e+08,4.019e+09,1.031e+09,0.14167,0.09456,0.03752,0.01651,3.47138,1.27252,0.22344,0.54596,0.53902,5.7739,14.3989,1.89522,0.28309,0.03111,0.07112,0.51852,2.52302,3.07865
"20","2015_Q1",49.1232786885246,"Up",3.246e+09,-1.896e+09,-1.896e+09,-8.14e+08,5.36e+08,-3.1e+07,-3.1e+07,0,5.05e+08,3.68e+08,-9.9e+07,2.69e+08,2.99e+08,-5e+06,2.94e+08,2.94e+08,1.958e+09,3.377e+09,8.09e+08,1.1649e+10,1.7793e+10,11000000.0000001,3.666e+09,3.368e+09,2.244e+09,1.371e+09,1.066e+10,1.491e+09,5.61e+08,9.3e+08,-9.25e+08,1.0335e+10,-3.847e+09,7.054e+09,7.9e+07,7.133e+09,1.7793e+10,2.99e+08,9.9e+07,1.86e+08,1.9e+07,2.4e+07,1.43e+08,3.94e+08,9.78e+08,-2.2e+08,-2.21e+08,-1.81e+08,-1.81e+08,-5e+06,-4.06e+08,-1.53e+08,-11000000.0000001,-1.1e+07,-4e+06,-1.27e+08,7.3e+07,-8.07e+08,-1.098e+09,-5.26e+08,-5.26e+08,-1.65e+08,-6.91e+08,6.35e+08,3.379e+09,9.08e+08,0.16513,0.09057,0.04122,0.01652,3.08844,1.49446,0.18991,0.54545,0.53552,6.02226,13.0872,1.6846,0.28386,0.03164,0.06427,0.52041,2.2378,2.65112
"21","2015_Q2",50.6088888888889,"Up",3.215e+09,-1.73e+09,-1.73e+09,-7.5e+08,7.35e+08,-3.1e+07,-3.3e+07,2e+06,7.04e+08,7.04e+08,-2.06e+08,4.98e+08,4.95e+08,-1.3e+07,4.82e+08,4.82e+08,1.104e+09,3.38e+09,7.94e+08,1.1556e+10,1.6834e+10,6.1e+07,2.692e+09,3.828e+09,2.07e+09,1.32e+09,9.971e+09,1.398e+09,5.61e+08,8.37e+08,-1.051e+09,1.0515e+10,-4.09e+09,6.772e+09,9.1e+07,6.863e+09,1.6834e+10,4.95e+08,1.01e+08,6.4e+07,2.4e+07,8.7e+07,-4.7e+07,-1.183e+09,-5.23e+08,-1.06e+08,-1.07e+08,-8.7e+07,-8.7e+07,-1e+06,-1.94e+08,-1.51e+08,4.91e+08,4.91e+08,-2e+06,-1.96e+08,1.04e+08,-8e+07,6.4e+07,-6.53e+08,-6.53e+08,-2.01e+08,-8.54e+08,8.36e+08,3.889e+09,-2.47e+08,0.22862,0.14992,0.07023,0.02863,-0.51245,1.45286,0.23102,0.89425,0.8844,5.96475,12.56401,-0.45826,0.28015,0.04476,-0.01747,0.31328,3.33134,3.78912
"22","2015_Q3",49.18703125,"Down",3.225e+09,-1.826e+09,-1.826e+09,-7.7e+08,6.29e+08,-3.4e+07,-3.7e+07,3e+06,5.95e+08,5.95e+08,-1.66e+08,4.29e+08,4.29e+08,-1e+07,4.19e+08,4.19e+08,9.3e+08,3.659e+09,8.07e+08,1.2017e+10,1.7413e+10,1.11e+08,3.097e+09,3.825e+09,2.072e+09,1.436e+09,1.0541e+10,1.403e+09,5.61e+08,8.42e+08,-1.465e+09,1.0768e+10,-3.923e+09,6.783e+09,8.9e+07,6.872e+09,1.7413e+10,4.29e+08,1.03e+08,-2.9e+07,2.2e+07,3e+06,-5.4e+07,1.32e+08,6.35e+08,-3.29e+08,-3.29e+08,-3e+06,-3e+06,-2e+06,-3.34e+08,-1.51e+08,48000000.0000001,-1999999.99999988,-3e+06,-4.32e+08,4.3e+07,-22999999.9999999,-5.58e+08,-2.57e+08,-2.57e+08,8.3e+07,-1.74e+08,7.32e+08,3.936e+09,7.01e+08,0.19504,0.12992,0.06097,0.02406,1.67303,1.53391,0.22604,0.78318,0.77449,6.02804,12.6785,1.31028,0.28224,0.03982,0.04897,0.36038,4.10656,4.77901
"23","2015_Q4",48.83515625,"Down",3.115e+09,-1.878e+09,-1.878e+09,-7.76e+08,4.61e+08,-4e+06,-3.8e+07,3.4e+07,4.57e+08,4.57e+08,-1.28e+08,3.29e+08,3.31e+08,-8e+06,3.23e+08,3.23e+08,1.33e+09,3.517e+09,7.86e+08,1.2091e+10,1.7724e+10,6.2e+07,3.342e+09,4.422e+09,2.114e+09,1.441e+09,1.1381e+10,1.412e+09,5.61e+08,8.51e+08,-1.97e+09,1.0928e+10,-4.122e+09,6.248e+09,9.5e+07,6.343e+09,1.7724e+10,3.31e+08,1.08e+08,1e+08,2.1e+07,1.24e+08,-4.5e+07,3.38e+08,8.77e+08,-2.43e+08,-2.44e+08,2.7e+07,2.7e+07,1e+06,-2.15e+08,-1.66e+08,5.43e+08,5.93e+08,-3e+06,-5.18e+08,3.2e+07,-4e+06,-1.45e+08,5.17e+08,5.17e+08,-1.17e+08,4e+08,5.69e+08,4.484e+09,7.92e+08,0.14799,0.10369,0.05092,0.01822,2.45201,1.79426,0.25299,0.61174,0.606,5.89962,11.83333,1.5,0.31439,0.034,0.05507,0.51393,5.54306,6.84165
"24","2016_Q1",49.8816393442623,"Up",3.338e+09,-1.9e+09,-1.9e+09,-8.44e+08,5.94e+08,-4.3e+07,-4.2e+07,-999999.999999993,5.51e+08,5.51e+08,-1.71e+08,3.8e+08,3.81e+08,-6e+06,3.75e+08,3.75e+08,1.374e+09,3.471e+09,7.73e+08,1.2598e+10,1.8216e+10,1.2e+07,3.696e+09,4.402e+09,2.058e+09,1.446e+09,1.1614e+10,1.422e+09,5.61e+08,8.61e+08,-1.991e+09,1.1302e+10,-4.22e+09,6.513e+09,8.9e+07,6.602e+09,1.8216e+10,3.81e+08,1.11e+08,-7e+07,2.1e+07,-3.6e+07,-5.5e+07,4.77e+08,8.99e+08,-5.26e+08,-5.97e+08,-2e+06,-2e+06,6e+06,-5.22e+08,-1.64e+08,-5.2e+07,-5.2e+07,-5.3e+07,-3e+07,4.5e+07,-2.1e+07,-2.67e+08,1.1e+08,1.1e+08,-6.6e+07,43999999.9999999,7.05e+08,4.414e+09,8.27e+08,0.17795,0.11234,0.0568,0.02059,2.20533,1.75916,0.24231,0.71839,0.71429,6.39464,12.47701,1.58429,0.31418,0.03712,0.05696,0.43733,4.31206,5.11785
"25","2016_Q2",57.53078125,"Up",3.336e+09,-1.854e+09,-1.854e+09,-7.49e+08,7.33e+08,-4.7e+07,-4.4e+07,-3e+06,6.86e+08,6.86e+08,-1.96e+08,4.9e+08,4.9e+08,-9e+06,4.81e+08,4.81e+08,9.18e+08,3.647e+09,7.57e+08,1.2806e+10,1.8128e+10,2.65e+08,2.894e+09,4.748e+09,2.042e+09,1.408e+09,1.1357e+10,1.338e+09,5.61e+08,7.77e+08,-2.022e+09,1.146e+10,-4.097e+09,6.679e+09,9.2e+07,6.771e+09,1.8128e+10,4.9e+08,1.11e+08,1.7e+07,3.1e+07,2.2e+07,-3.6e+07,-1.199e+09,-5.81e+08,-1.25e+08,-1.26e+08,-2e+06,-2e+06,1e+06,-1.26e+08,-1.61e+08,5.96e+08,3.44e+08,-3e+06,-1.08e+08,9.2e+07,-8.2e+07,2.45e+08,-4.62e+08,-4.62e+08,6e+06,-4.56e+08,8.44e+08,5.013e+09,-2.84e+08,0.21972,0.14418,0.07104,0.02653,-0.59044,1.6773,0.27653,0.92322,0.91445,6.40307,12.81958,-0.54511,0.30902,0.04214,-0.01864,0.33472,4.8519,5.58663
"26","2016_Q3",60.32796875,"Up",3.376e+09,-1.872e+09,-1.872e+09,-7.78e+08,7.26e+08,-4.5e+07,-4.6e+07,1e+06,6.81e+08,6.81e+08,-2.01e+08,4.8e+08,4.8e+08,-8e+06,4.72e+08,4.72e+08,9.74e+08,3.721e+09,7.36e+08,1.2645e+10,1.8076e+10,2.61e+08,3.243e+09,4.496e+09,2.004e+09,1.367e+09,1.1371e+10,1.35e+09,5.61e+08,7.89e+08,-2.176e+09,1.1751e+10,-4.301e+09,6.624e+09,8.1e+07,6.705e+09,1.8076e+10,4.8e+08,1.1e+08,-1.7e+07,2.7e+07,2.6e+07,-7e+07,2.37e+08,8.1e+08,-64999999.9999999,-6.5e+07,-2e+06,-2e+06,3e+06,-6.4e+07,-1.65e+08,-2.55e+08,-3e+06,-2999999.99999999,-1.71e+08,3.9e+07,-3e+07,-6.21e+08,1.25e+08,1.25e+08,-6.9e+07,55999999.9999999,8.36e+08,4.757e+09,1.209e+09,0.21505,0.13981,0.0704,0.02611,2.56144,1.6959,0.26317,0.90595,0.89905,6.47985,12.71401,2.32054,0.3167,0.04294,0.08151,0.34958,4.52512,5.21074
"27","2016_Q4",60.6888888888889,"Up",3.135e+09,-1.817e+09,-1.817e+09,-7.46e+08,5.72e+08,-4.7e+07,-4.7e+07,0,5.25e+08,5.25e+08,-1.41e+08,3.84e+08,3.84e+08,-5e+06,3.79e+08,3.79e+08,1.388e+09,3.603e+09,7.17e+08,1.265e+10,1.8358e+10,2.62e+08,3.563e+09,4.494e+09,1.969e+09,1.316e+09,1.1604e+10,1.373e+09,5.61e+08,8.12e+08,-2.366e+09,1.1953e+10,-4.289e+09,6.671e+09,8.3e+07,6.754e+09,1.8358e+10,3.84e+08,1.09e+08,-7.2e+07,2.6e+07,-5e+06,-9.3e+07,4.62e+08,8.83e+08,-6.7e+07,-7.1e+07,0,0,-1e+06,-6.8e+07,-1.78e+08,-3e+06,-3e+06,-3e+06,-1.92e+08,2.3e+07,-3.4e+07,-4.07e+08,4.08e+08,4.08e+08,6e+06,4.14e+08,6.81e+08,4.756e+09,1.217e+09,0.18246,0.12089,0.05611,0.02064,3.21108,1.71809,0.25907,0.73166,0.72467,6.05212,12.87838,2.34942,0.34363,0.03765,0.08226,0.46966,4.94567,5.88811
"28","2017_Q1",64.9648387096774,"Up",3.364e+09,-2.151e+09,-2.151e+09,-8.13e+08,4e+08,1.88e+08,-4.7e+07,2.35e+08,5.88e+08,5.88e+08,-1.47e+08,4.41e+08,4.41e+08,-5e+06,4.36e+08,4.36e+08,1.026e+09,3.643e+09,7.25e+08,1.2796e+10,1.819e+10,3.12e+08,3.77e+09,4.495e+09,2.076e+09,1.265e+09,1.1918e+10,1.403e+09,5.61e+08,8.42e+08,-2.506e+09,1.2388e+10,-5.093e+09,6.192e+09,8e+07,6.272e+09,1.819e+10,4.41e+08,1.08e+08,3.6e+07,2.5e+07,2.5e+07,-1.4e+07,3.1e+08,8.95e+08,-8.05e+08,-8.04e+08,6e+06,6e+06,1e+06,-7.98e+08,-1.78e+08,4.7e+07,-3000000.00000006,-3e+06,-1.41e+08,3.4e+07,-1.2e+07,-2.84e+08,-1.87e+08,-1.87e+08,-1.75e+08,-3.62e+08,5.08e+08,4.807e+09,1.6e+08,0.11891,0.12961,0.06952,0.02397,0.36697,1.90019,0.26427,0.84496,0.83525,6.51938,12,0.31008,0.34496,0.04258,0.0111,0.40826,7.44291,9.4525
"29","2017_Q2",69.0295238095238,"Up",3.503e+09,-2.005e+09,-2.005e+09,-7.49e+08,7.49e+08,4e+06,-5.6e+07,6e+07,7.53e+08,7.53e+08,-1.75e+08,5.78e+08,5.78e+08,-9e+06,5.69e+08,5.69e+08,9.3e+08,3.795e+09,7.22e+08,1.3522e+10,1.8969e+10,4.12e+08,3.176e+09,5.479e+09,2.025e+09,1.258e+09,1.235e+10,1.294e+09,5.61e+08,7.33e+08,-2.531e+09,1.2606e+10,-4.837e+09,6.532e+09,8.7e+07,6.619e+09,1.8969e+10,5.78e+08,1.2e+08,-6.5e+07,4.2e+07,2.5e+07,-1.32e+08,-1.032e+09,-3.99e+08,-4.72e+08,-4.73e+08,1.1e+07,1.1e+07,0,-4.61e+08,-1.75e+08,1.082e+09,9.82e+08,-5e+06,-1.27e+08,7.3e+07,-8.3e+07,6.97e+08,-1.63e+08,-1.63e+08,6.7e+07,-9.6e+07,8.69e+08,5.891e+09,-4.6e+08,0.21382,0.16243,0.08596,0.03,-0.80844,1.86584,0.31056,1.10485,1.09004,6.80194,12.6835,-0.8932,0.33981,0.04711,-0.02913,0.30756,5.70886,6.6235
"30","2017_Q3",72.7992063492063,"Up",3.495e+09,-1.998e+09,-1.998e+09,-7.96e+08,7.01e+08,1e+07,-5.8e+07,6.8e+07,7.11e+08,7.11e+08,-2.04e+08,5.07e+08,5.07e+08,-6e+06,5.01e+08,5.01e+08,9.66e+08,3.984e+09,7.21e+08,1.3771e+10,1.9442e+10,1.62e+08,3.487e+09,5.479e+09,1.986e+09,1.254e+09,1.2368e+10,1.324e+09,5.61e+08,7.63e+08,-2.705e+09,1.2915e+10,-4.541e+09,6.993e+09,8.1e+07,7.074e+09,1.9442e+10,5.07e+08,1.16e+08,-7e+07,3.3e+07,1.7e+07,-1.2e+08,1.89e+08,7.42e+08,-80000000.0000001,-8.3e+07,999999.999999998,999999.999999998,2e+06,-7.7e+07,-1.76e+08,-2.51e+08,-2.51e+08,-2.51e+08,-1.79e+08,2.1e+07,-7.5e+07,-6.81e+08,-1.6e+07,-1.6e+07,5.2e+07,3.6e+07,8.17e+08,5.641e+09,1.13e+09,0.20057,0.14335,0.07082,0.02577,2.25549,1.74837,0.29015,0.97471,0.96346,6.79961,13.60506,2.19844,0.34241,0.04243,0.07082,0.3513,5.72215,6.66904
"31","2017_Q4",76.6804761904762,"Up",3.341e+09,-1.968e+09,-1.968e+09,-8.38e+08,5.35e+08,2e+06,-5.8e+07,6e+07,5.37e+08,5.37e+08,-1.4e+08,3.97e+08,3.97e+08,-4e+06,3.93e+08,3.93e+08,1.078e+09,3.909e+09,7.28e+08,1.3975e+10,1.969e+10,1.3e+07,3.801e+09,5.475e+09,1.948e+09,1.322e+09,1.2559e+10,1.344e+09,5.61e+08,7.83e+08,-2.851e+09,1.3113e+10,-4.56e+09,7.046e+09,8.5e+07,7.131e+09,1.969e+10,3.97e+08,1.2e+08,-1.79e+08,3.6e+07,1e+07,-2.25e+08,4.56e+08,7.94e+08,-2.9e+08,-2.9e+08,-3.3e+07,-3.3e+07,2e+06,-3.21e+08,-1.94e+08,-1.57e+08,-5.7e+07,-5.7e+07,-1.6e+08,4e+07,-3.2e+07,-5.43e+08,-7e+07,-7e+07,1.82e+08,1.12e+08,6.55e+08,5.488e+09,9.61e+08,0.16013,0.11763,0.05511,0.01996,2.44529,1.76118,0.27872,0.76758,0.75723,6.52539,13.76172,1.87695,0.37891,0.03694,0.06048,0.49364,6.73282,8.24299
"32","2018_Q1",76.6798360655738,"Down",3.685e+09,-2.114e+09,-2.114e+09,-9.01e+08,6.7e+08,-2.8e+07,-5.6e+07,2.8e+07,6.42e+08,6.42e+08,-6.14e+08,2.8e+07,3e+07,-1e+06,28999999.9999999,28999999.9999999,1.205e+09,4.133e+09,7.12e+08,1.4379e+10,2.0429e+10,2.62e+08,4e+09,5.225e+09,1.888e+09,1.612e+09,1.2987e+10,1.345e+09,5.61e+08,7.84e+08,-3.083e+09,1.314e+10,-4.043e+09,7.359e+09,8.3e+07,7.442e+09,2.0429e+10,3e+07,1.25e+08,2.77e+08,3.8e+07,3.44e+08,-1.05e+08,3.24e+08,7.56e+08,-1.07e+08,-1.11e+08,8e+06,8e+06,2e+06,-9.7e+07,-1.95e+08,-2000000.00000006,-1999999.99999994,-1999999.99999997,-2.68e+08,3.2e+07,-1.7e+07,-4.82e+08,1.77e+08,1.77e+08,-5e+07,1.27e+08,7.95e+08,5.487e+09,1.626e+09,0.18182,0.00786999999999999,0.0039,0.00142,56.06897,1.7451,0.26859,0.05675,0.0563100000000001,7.21135,14.40117,3.182,0.3816,0.01363,0.09897,6.72414,5.38616,6.39104
"33","2018_Q2",75.991875,"Down",4e+09,-2.224e+09,-2.224e+09,-8.68e+08,9.08e+08,8e+06,-5.8e+07,6.6e+07,9.16e+08,9.16e+08,-2.2e+08,6.96e+08,6.96e+08,-6e+06,6.9e+08,6.9e+08,1.168e+09,4.562e+09,7.13e+08,1.4936e+10,2.1379e+10,5.12e+08,3.61e+09,5.815e+09,1.842e+09,1.579e+09,1.3358e+10,1.243e+09,5.61e+08,6.82e+08,-3.21e+09,1.3812e+10,-3.905e+09,7.94e+09,8.1e+07,8.021e+09,2.1379e+10,6.96e+08,1.25e+08,-1.06e+08,5e+07,1.1e+07,-1.67e+08,-1.079e+09,-3.64e+08,-7.8e+07,-8.2e+07,9e+06,9e+06,-1e+06,-7e+07,-1.89e+08,8.38e+08,5.89e+08,-3e+06,-2.18e+08,3.2e+07,-1.37e+08,2.94e+08,-1.4e+08,-1.4e+08,1.03e+08,-3.7e+07,1.033e+09,6.327e+09,9.6e+07,0.227,0.1725,0.08602,0.03227,0.13913,1.66538,0.29594,1.35827,1.34241,7.87402,15.62992,0.18898,0.37205,0.04947,0.0054,0.27391,4.99419,5.68172
"34","2018_Q3",79.2420634920635,"Up",3.734e+09,-2.135e+09,-2.135e+09,-9.08e+08,6.91e+08,2.8e+07,-6.5e+07,9.3e+07,7.19e+08,7.19e+08,-1.83e+08,5.36e+08,5.36e+08,-5e+06,5.31e+08,5.31e+08,1.036e+09,4.601e+09,6.98e+08,1.4824e+10,2.1159e+10,4.39e+08,3.777e+09,5.813e+09,1.768e+09,1.565e+09,1.3362e+10,1.293e+09,5.61e+08,7.32e+08,-3.443e+09,1.4131e+10,-4.265e+09,7.716e+09,8.1e+07,7.797e+09,2.1159e+10,5.36e+08,1.22e+08,10000000.0000001,4.9e+07,23000000.0000001,-6.2e+07,1.09e+08,7.77e+08,-1.96e+08,-1.97e+08,-1.2e+07,-1.2e+07,-1e+06,-2.09e+08,-1.94e+08,-77000000.0000001,-3e+06,-3e+06,-2.34e+08,1.6e+07,-2.1e+07,-5.26e+08,4.2e+07,4.2e+07,-1.74e+08,-1.32e+08,8.13e+08,6.252e+09,9.09e+08,0.18506,0.14221,0.0681,0.0251,1.71186,1.71374,0.29548,1.04734,1.03711,7.36489,15.21893,1.7929,0.38264,0.04171,0.0523,0.365350000000001,6.41574,7.54848
