"","YQ","p","d","revenue","sales_services_revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","total_current_liabilities","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2013_Q2",4.7075,"Up",2160012,2160012,-1034528,1125484,-933153,-827185,-105968,192331,-185555,-185555,6776,-13952,-7176,-7176,-7176,-7176,-7176,61523,61523,976157,976157,676438,201801,201801,1915919,1309686,193672,193672,1503358,3419277,1362229,1053911,308318,111250,1473479,14346157,14346157,14346157,15819636,43417894,-55818253,-12400359,-12400359,3419277,-7176,58697,40589,-404141,-312031,-33937,185555,151618,25458,-134955,-134955,-134955,251028,0,0.52105,0.08904,-0.00332,0.00058,-0.0021,1.30027,-1.27574,0,-0.00144,-0.00144,0.43278,-2.48456,-0.00369,-0.24508,-0.31988
"12","2013_Q3",8.0828125,"Up",2330018,2330018,-1501575,828443,-911287,-816379,-94908,-82843.9999999999,-185555,-185555,-268399,-14107,-282506,-282506,-282506,-282506,-282506,76205,76205,980974,980974,593138,165292,165292,1815609,1441907,179565,179565,1621472,3437081,1311942,1041717,270225,111250,1423192,14676583,14676583,14676583,16099775,43438065,-56100759,-12662694,-12662694,3437081,-282506,59565,179149,64704.9999999999,20912.9999999999,-191786,185555,-6231.00000000003,0,14681.9999999999,14681.9999999999,14681.9999999999,-23279,-1.61558713389263e-27,0.35555,-0.03556,-0.12125,0.02231,-0.08219,1.27573,-1.27143,-6.01853107621011e-36,-0.05643,-0.05643,0.46544,-2.52946,-0.14028,3.27355,0.91986
"13","2013_Q4",11.5434375,"Up",2170491,2170491,-1281634,888857,-998950,-838422,-160528,-110093,-185554,-185554,-295647,-14263,-309910,-309910,-309910,-309910,-309910,79287,79287,1026858,1026858,409195,140077,140077,1655417,1386305,165302,165302,1551607,3207024,1117655,840498,277157,111250,1228905,14837489,14837489,14837489,16066394,43551299,-56410669,-12859370,-12859370,3207024,-309910,64988,77849,-31013,-198086,-9386,185554,176168,25000,3082,3082,3082,-45105,0,0.40952,-0.05072,-0.14278,0.0241,-0.09663,1.34707,-1.24939,0,-0.06187,-0.06187,0.43329,-2.56707,-0.15667,1.75783,0.72018
"14","2014_Q1",6.73918032786885,"Down",2288880,2288880,-1368777,920103,-1204854,-1078442,-126412,-284751,-185555,-185555,-470306,-14262,-484568,-484568,-484568,-484568,-484568,156273,156273,1009316,1009316,420924,291745,291745,1878258,1324044,151040,151040,1475084,3353342,1516890,867070,649820,111250,1628140,14996723,14996723,14996723,16624863,43623716,-56895237,-13271521,-13271521,3353342,-484568,63822,60358,253380,-107008,-1560.99999999997,185555,183994,-9.31322574615479e-10,76986,76986,76986,-220929,0,0.40199,-0.12441,-0.21171,0.03651,-0.1445,1.15362,-1.25267,1.92592994438724e-34,-0.09642,-0.09642,0.45544,-2.64079,-0.28088,0.707339999999998,0.54881
"15","2014_Q2",2.69777777777778,"Down",2065030,2065030,-1161641,903389,-1272430,-1105143,-167287,-369041,-177308,-177308,-546349,-13022,-559371,-559371,-559371,-559371,-559371,12839600,12839600,1325564,1325564,297105,202784,202784,14665053,1280315,36166,36166,1316481,15981534,946154,707983,238171,117501,1063655,840730,840730,840730,1904385,71531757,-57454608,14077149,14077149,15981534,-559371,62506,99636,-674205,-1071434,-18777,177308,158531,13596230,12683327,12683327,12683327,-306535,0,0.43747,-0.17871,-0.27088,-0.03974,-0.035,13.78742,0.13528,0,-0.10045,-0.10045,0.37082,2.52786,-0.0375,41.88624,34.7918
"16","2014_Q3",2.38375,"Down",1211900,1211900,-666580,545320,-1433193,-1240415,-192778,-887873,4517,4517,-883356,1.81898940354586e-12,-883356,-883356,-883356,-883356,-883356,11914537,5902228,566540,566540,678156,312148,312148,13471381,1299018,36166,36166,1335184,14806565,495503,170106,325397,117501,613004,795145,795145,795145,1408149,71739887,-58337964,13398416,13398416,14806565,-883356,60219,101612,-151993,-873518,-78922,0,-6144446,80592,-6937372,-6937372,-6937372,-827654,-4.13590306276514e-25,0.44997,-0.73263,-0.7289,-0.06593,-0.05966,21.97601,0.1051,1.54074395550979e-33,-0.07333,-0.07333,0.10061,1.11228,-0.06224,14.39555,13.41919
"17","2014_Q4",2.05515625,"Down",1243372,1243372,-654978,588394,-1462907,-1309579,-153328,-874513,7658,7658,-866855,4400,-862455,-862455,-862455,-862455,-862455,11019342,3275057,775076,775076,717624,320761,320761,12832803,1385094,36166,36166,1421260,14254063,632730,168838,463892,200284,833014,753842,753842,753842,1586856,71874232,-59200419,12667207,12667207,14254063,-862455,63380,114963,-13784,-697896,-145056,0,-1929275,0,-2627171,-2627171,-2627171,-811133,0,0.47322,-0.70334,-0.69364,-0.06809,-0.06051,15.40527,0.12527,0,-0.06984,-0.06984,0.10069,1.02583,-0.06426,13.58512,12.60055
"18","2015_Q1",1.87,"Down",1670396,1670396,-672089,998307,-2002570,-1644863,-357707,-1004263,8650,8650,-995613,0,-995613,-995613,-995613,-912568,-912568,9938394,2538758,901623,901623,965224,360521,360521,12165762,1655605,2251551,36166,3907156,16072918,1131560,474662,656898,130216,1261776,874825,874825,874825,2136601,71923412,-60112987,11803977,13936317,16072918,-995613,72014,231901,-5077.99999999999,-696776,-342525,7.27595761418343e-12,-42525,3002,-736299,-736299,-736299,-932249,0,0.59765,-0.60121,-0.54632,-0.06548,-0.05678,9.64178,0.15331,2.46519032881566e-32,-0.07717,-0.07717,0.14126,0.99822,-0.06161,10.66066,9.89621
"19","2015_Q2",2.0015873015873,"Up",1500722,1500722,-618099,882623,-2043125,-1720960,-322165,-1160502,8237,8237,-1152265,-2914.9336850151,-1152265,-1152265,-1152265,-1031482,-1031482,8578293,2971840,851044,851044,1242787,289018,289018,10961142,1613087,2586191,370806,4199278,15160420,1334169,900348,433821,130216,1464385,848041,848041,848041,2312426,71981855,-61144469,10836437,12847994,15160420,-1152265,83646,47626,-286859,-1307852,-41128,0,1716000,24934,433082,433082,433082,-1076856,0,0.58813,-0.7733,-0.68732,-0.08028,-0.06804,7.48515,0.17998,0,-0.08524,-0.08524,0.12402,0.89553,-0.07531,7.96605,7.39188
"20","2015_Q3",2.1784375,"Up",1496759,1496759,-678111,818648,-1974525,-1673191,-301334,-1155877,5482,5482,-1150395,-1.81898940354586e-12,-1150395,-1150395,-1150395,-994379,-994379,6852833,3896405,809387,809387,1321257,313412,313412,9296889,1558887,3014411,799026,4573298,13870187,1029940,640271,389669,130216,1160156,832976,832976,832976,1993132,72161752,-62138848,10021514,11877055,13870187,-1150395,85081,134381,-296176,-1227109,-30881,-497480,2096639,55035,924565,924565,924565,-1070796,1.05879118406788e-22,0.54695,-0.77225,-0.66435,-0.08372,-0.07169,8.01348,0.16781,3.94430452610506e-31,-0.08188,-0.08188,0.12324,0.82517,-0.07824,6.39976,5.92869
"21","2015_Q4",2.24296875,"Up",1631926,1631926,-658542,973384,-2269832,-1940305,-329527,-1296448,4729,4729,-1291719,0,-1291719,-1291719,-1291719,-1068688,-1068688,5253645,2351540,792274,792274,1783383,453789,453789,8283091,1503913,3438573,1223188,4942486,13225577,1501685,978279,523406,130216,1631901,809275,809275,809275,2441176,72360028,-63207536,9151891,10784401,13225577,-1291719,86821,170283,-134015,-1168630,-31847,-397582,-396252,20017,-1544865,-1544865,-1544865,-1209627,0,0.59646,-0.79443,-0.65486,-0.0991,-0.0808,5.07573,0.22636,0,-0.0879,-0.0879,0.13423,0.75274,-0.09218,4.34319,4.05234
"22","2016_Q1",1.83934426229508,"Down",1819503,1819503,-679948,1139555,-2543857,-2118076,-425781,-1404302,3305,3305,-1400997,3.63797880709171e-12,-1400997,-1400997,-1400997,-1119387,-1119387,3824599,2173258,929289,929289,1834635,384414,384414,6972937,1446399,3950286,1734901,5396685,12369622,1595577,1029373,566204,130216,1725793,784458,784458,784458,2510251,72835845,-64326923,8508471,9859371,12369622,-1400997,87670,158925,-115868,-1270270,-30156,-388623,823221,268767,-178282,-178282,-178282,-1316632,1.6940658945086e-21,0.6263,-0.77181,-0.61522,-0.11354,-0.09049,4.04042,0.25461,3.15544362088405e-30,-0.09096,-0.09096,0.14785,0.6914,-0.10517,2.90484,2.72349
"23","2016_Q2",1.7090625,"Down",1852017,1852017,-771005,1081012,-2573444,-2069205,-504239,-1492432,1919,1919,-1490513,0,-1490513,-1490513,-1490513,-1226828,-1226828,1662431,1662431,1190260,1190260,2018255,435592,435592,5306538,1381544,4087771,1872386,5469315,10775853,1349768,772870,576898,130216,1479984,766044,766044,766044,2246028,72996361,-65553751,7442610,8529825,10775853,-1490513,91791,129905,-324666,-1593483,-26936,-552535,1070529,12127,-510827,-510827,-510827,-1400641,0,0.58369,-0.80584,-0.66243,-0.14383,-0.11385,3.58554,0.26331,0,-0.09848,-0.09848,0.14866,0.59742,-0.13198,1.18691,1.11391
"24","2016_Q3",1.8921875,"Up",1989988,1989988,-872835,1117153,-2711042,-2112011,-599031,-1593889,-7888,-7888,-1601777,-117935,-1719712,-1719712,-1719712,-1356083,-1356083,1318469,1318469,1284015,1284015,1910729,402342,402342,4915555,1361859,4273040,2057655,5634899,10550454,2133325,864452,1260540,130216,2263541,740888,740888,740888,3004429,73732273,-66909834,6822439,7546025,10550454,-1719712,92102,349015,88591,-1190004,-72417,-134176,-206593,1052635,-343962,-343962,-343962,-1501787,0,0.56139,-0.80095,-0.68145,-0.17971,-0.12853,2.17162,0.39815,-5.04870979341448e-29,-0.1079,-0.1079,0.15834,0.54284,-0.16364,0.87793,0.8272
"25","2016_Q4",1.61555555555556,"Down",2135197,2135197,-920935,1214262,-2352122,-1855248,-496874,-1137860,-33304,-33304,-1171164,-94811,-1265975,-1265975,-1265975,-969001,-969001,1368583,1368583,1311006,1311006,1903759,381883,381883,4965231,1298958,4502189,2286804,5801147,10766378,3334272,1085723,2209025,130216,3464488,713751,713751,713751,4178239,74040362,-67878835,6161527,6588139,10766378,-1265975,92453,248758,9856,-914908,-30765,-131218,-161983,1127005,50114,50114,50114,-1045407,0,0.56869,-0.53291,-0.45382,-0.14708,-0.09,1.43318,0.63421,0,-0.07629,-0.07629,0.16812,0.48513,-0.13271,1.30914,1.20277
"26","2017_Q1",1.93758064516129,"Up",2249790,2249790,-883519,1366271,-1993629,-1565308,-428321,-627358,-58307,-58307,-685665,-2879507,-3565172,-3565172,-3565172,-3323534,-3323534,1405826,1405826,1193646,1193646,1757784,270814,270814,4628070,1187378,36166,36166,3298544,7926614,1002947,710719,292228,130216,1133163,3627311,3627311,3627311,4760474,74368509,-71202369,3166140,3166140,7926614,-3565172,91756,3179353,-432390,-726453,-13415,-197889,-211304,975000,37243,37243,37243,-535602,0,0.60729,-0.27885,-1.47726,-1.04971,-0.41929,4.08421,1.50356,0,-0.25874,-0.25874,0.17514,0.24648,-0.48923,2.62476,2.24087
"27","2017_Q2",2.17603174603175,"Up",2366201,2366201,-928402,1437799,-1901838,-1615087,-286751,-464039,-83285,-83285,-547324,-322966,-870290,-870290,-870290,-870290,-870290,2289926,2289926,1060773,1060773,1812172,419124,419124,5581995,1134981,36166,36166,3016779,8598774,955364,638014,317350,130216,1085580,4709508,4709508,4709508,5795088,74904253,-72100567,2803686,2803686,8598774,-870290,89549,558127,-30067,-252681,-37152,83333,46181,1090600,884100,884100,884100,-374490,0,0.60764,-0.19611,-0.3678,-0.31041,-0.10121,5.14195,2.06695,0,-0.06713,-0.06713,0.18251,0.21626,-0.11583,6.11479,4.93477
"28","2017_Q3",4.14730158730159,"Up",2557765,2557765,-956839,1600926,-1942129,-1623522,-318607,-341203,-104506,-104506,-445709,-322503,-768212,-768212,-768212,-768212,-768212,2314633,2314633,1173036,1173036,1769070,422408,422408,5679147,1180882,36166.0000000001,36166,2802575,8481722,914875,531919,349682,130216,1045091,615673,615673,615673,1660764,79689733,-72868779,6820958,6820958,8481722,-768212,86702,640817,-164311,-205004,-41033,102084,61051,168660,24707,24707,24707,-254501,-3.46944695195361e-18,0.62591,-0.1334,-0.30035,-0.11263,-0.09057,5.43412,0.24348,1.29246970711411e-26,-0.05864,-0.05864,0.19524,0.52065,-0.1033,9.09479,6.78374
"29","2017_Q4",5.76238095238095,"Up",2963411,2963411,-1095724,1867687,-1900032,-1606939,-293093,-32345,-974,-974,-33319,-285399,-318718,-318718,-318718,-318718,-424968,2830541,2830541,1355115,1355115,1861058,320318,320318,6367032,1110496,36166,36166,2514454,8881486,959127,420387,538740,130216,1089343,577600,577600,577600,1666943,80508286,-73293747,7214543,7214543,8881486,-318718,83644,601800,-259073,107653,-13258,-33274,-46532,454787,515908,515908,515908,51299,0,0.63025,-0.01091,-0.14341,-0.0589,-0.04785,5.84484,0.23105,0,-0.0321,-0.0321,0.22385,0.54498,-0.05454,-55.17731,87.51093
"30","2018_Q1",5.41344262295082,"Down",3134444,3134444,-1294383,1840061,-2058321,-1763357,-294964,-218260,-953.999999999985,-954,-219214,-338672,-557886,-557886,-557886,-557886,-664136,6663318,6663318,1021315,1021315,1846746,399502,399502,9930881,1106036,36166,36166,2212322,12143203,1382682,690702,691980,130216,1512898,537719,537719,537719,2050617,84050465,-73957883,10092586,10092586,12143203,-557886,78787,611630,670480,803011,-52324,0,-52324,3082090,3832777,3832777,3832777,-139473,2.77555756156289e-17,0.58705,-0.06963,-0.21188,-0.0658,-0.05469,6.56414,0.20318,0,-0.04829,-0.04829,0.22793,0.73391,-0.05248,47.77497,30.52927
"31","2018_Q2",9.10359375,"Up",3814882,3814882,-1363829,2451053,-2311333,-1964879,-346454,139720,7518,7518,147238,-143756,3482,3482,3482,3482,-102768,7032513,7032513,1043815,1043815,1836666,330904,330904,10243898,1086651,36166,36166,2049181,12293079,1181361,586334,595027,130216,1311577,510038,510038,510038,1821615,84532111,-74060651,10471464,10471464,12293079,3482,77823,482492,-172208,391589,-40834,0,-40834,18440,369195,369195,369195,217543,0,0.6425,0.03662,-0.02694,-0.00981,-0.00836,7.81037,0.17396,0,-0.00729,-0.00729,0.27059,0.74273,0.00032,-32.327,-50.3329
"32","2018_Q3",19.7815873015873,"Up",5177854,5177854,-1536779,3641075,-2356304,-2031692,-324612,1284771,31205,31205,1315976,-176798,1139178,1139178,1139178,1139178,1045920,14166604,14166604,2166415,2166415,2121881,352507,352507,18807407,1043778,36166,36166,2979613,21787020,1533512,842941,690571,130216,1663728,468192,468192,468192,2131920,92669828,-73014731,19655100,19655100,21787020,1139178,83377,516488,-1177317,561726,-20645,-5.82076609134674e-11,-1020645,7593010,7134091,7134091,7134091,1368148,8.88178419700125e-16,0.7032,0.24813,0.202,0.05321,0.04801,11.30438,0.10847,0,0.0689,0.05134,0.34109,1.29479,0.05726,-10.35458,-11.02656
"33","2018_Q4",11.9431746031746,"Down",5293075,5293075,-1606303,3686772,-2491774,-2179774,-312000,1194998,78460,78460,1273458,-42689,1230769,1230769,1230769,1230769,1151094,32380674,32380674,2699342,2699342,2910927,298005,298005,38288948,1266882,36166,36166,8160028,46448976,1965149,1089553,875596,130216,2095365,423968,423968,423968,2519333,115793277,-71863637,43929643,43929643,46448976,1230769,83727,388470,-893761,809205,-277589,0,-5277589,22682454,18214070,18214070,18214070,1278725,0,0.69653,0.22577,0.21747,0.0262,0.02478,18.27316,0.05735,0,0.06664,0.04866,0.30643,2.54319,0.02806,-25.32263,-27.09684
"34","2019_Q1",15.9059016393443,"Up",5456189,5456189,-1710089,3746100,-2703589,-2388655,-314934,1042511,158817,158817,1201328,-308757,892571,892571,892571,892571,1171754,30657000,30657000,3045000,3045000,3509000,353000,353000,37564000,1319000,36000,36000,7903000,45467000,1809000,720000,1089000,130000,1939000,380000,380000,380000,2319000,114179000,-71031000,43148000,43148000,45467000,892571,93073,660550,-1060714,585480,-160932,-6025000,-185932,-2122903.99999999,-1723356,-1723356,-1723356,1135584,7.105427357601e-15,0.68658,0.19107,0.21476,0.02716,0.02577,19.37287,0.05375,-2.64697796016969e-23,0.06343,0.04129,0.29535,2.33565,0.02991,-26.99668,-29.40688
"35","2019_Q2",17.4366666666667,"Up",5770000,5770000,-1647000,4123000,-3424000,-3052000,-372000,699000,168000,168000,867000,-440000,427000,427000,427000,427000,427000,31824000,31824000,2927000,2927000,4060000,346000,346000,39157000,1367000,1232000,1232000,8916000,48073000,2036000,1264000,772000,665000,2701000,1006000,1006000,1006000,3707000,114970000,-70604000,44366000,44366000,48073000,427000,98000,797000,-176000,1146000,-156000,-4000,-160000,181000,1167000,1167000,1167000,797000,0,0.71456,0.12114,0.074,0.00962,0.00888,14.49722,0.08355,0,0.0229,0.01753,0.30941,2.37908,0.00941,-39.92974,-45.5279
"36","2019_Q3",18.7665625,"Up",6701000,6701000,-1959000,4742000,-3784000,-3045000,-739000,958000,135000,135000,1093000,-255000,838000,838000,838000,838000,838000,19617000,19617000,3832000,3832000,5306000,384000,384000,29139000,1318000,15185000,1215000,22603000,51742000,2043000,876000,1167000,1050000,3093000,2383000,2383000,2383000,5476000,116032000,-69766000,46266000,46266000,51742000,838000,215000,818000,-1938000,-67000,-111000,4000,-12545000,405000,-12207000,-12207000,-12207000,1173000,1.13686837721616e-13,0.70766,0.14296,0.12506,0.01811,0.0162,9.42095,0.11836,0,0.04453,0.03417,0.35605,2.45829,0.01723,-16.72379,-20.47704
"37","2019_Q4",16.25796875,"Down",6604000,6604000,-2104000,4500000,-5078000,-3642000,-971000,-578000,96000,109000,-482000,-5423000,-5905000,-5905000,-5905000,-5905000,-5905000,21205000,21205000,4313000,4313000,5694000,855000,855000,32067000,2136000,49025000,4189000,52161000,84228000,3788000,1570000,2218000,1156000,4944000,2322000,2322000,2322000,7266000,137412000,-60450000,76962000,76962000,84228000,-5905000,525000,6520000,-3000,1137000,-89000,-1453000,-292000,743000,1588000,1588000,1588000,-53000,0,0.68141,-0.08752,-0.89416,-0.07673,-0.07011,6.48604,0.09441,0,-0.29904,-0.23399,0.33444,3.89753,-0.07448,400.09434,36.68685
