"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","other_short_term_assets","prepaid_expenses","total_current_assets","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"23","2019_Q2",73.552380952381,"Up",1.615e+09,-1.435e+09,1.8e+08,-7.7e+07,-7.7e+07,1.03e+08,-2.5e+07,-2.5e+07,7.8e+07,7e+07,-1.4e+07,5.6e+07,5.6e+07,5.5e+07,5.5e+07,1.51e+08,1.51e+08,1.039e+09,1.27e+08,1.27e+08,1.317e+09,3.187e+09,2.12e+09,2.89e+08,3.29e+09,4.607e+09,9.73e+08,7.14e+08,2.59e+08,3.7e+07,1.01e+09,1.902e+09,2.22e+08,2.22e+08,2.124e+09,3.134e+09,1.086e+09,4e+08,1.462e+09,1.473e+09,4.607e+09,5.6e+07,3.6e+07,1.7e+07,6.9e+07,1.78e+08,-9e+06,-3e+07,-2.3e+07,-1.53e+08,-5.4e+07,2e+06,-5.6e+07,-4e+06,-2.34e+08,-8.6e+07,-8.6e+07,-8.6e+07,1.39e+08,1.939e+09,2.13e+08,0.11146,0.06378,0.03406,0.03734,0.01194,3.87273,1.30396,2.12763,0.42088,0.92749,0.91667,27.2344,24.6543,3.59191,0.38786,0.02146,0.05861,0.41818,12.86331,17.35922
"24","2019_Q3",80.07015625,"Up",1.594e+09,-1.409e+09,1.85e+08,-8.2e+07,-8.2e+07,1.03e+08,-2.2e+07,-2.2e+07,8.1e+07,7.4e+07,-1.7e+07,5.7e+07,5.7e+07,5.7e+07,5.7e+07,1.79e+08,1.79e+08,1.033e+09,1.3e+08,1.3e+08,1.342e+09,3.188e+09,2.12e+09,3.14e+08,3.285e+09,4.627e+09,9.97e+08,7.38e+08,2.59e+08,1.51e+08,1.148e+09,1.887e+09,2.43e+08,2.43e+08,2.13e+09,3.278e+09,9.63e+08,4.35e+08,1.339e+09,1.349e+09,4.627e+09,5.7e+07,3.4e+07,1.9e+07,-1.5e+07,9.5e+07,-5e+06,-6999999.99999988,-2.1e+07,9.8e+07,-1.36e+08,3e+06,-1.39e+08,-999999.999999999,-59999999.9999999,2.8e+07,2.8e+07,2.8e+07,1.37e+08,2.038e+09,1.34e+08,0.11606,0.06462,0.03576,0.04225,0.01232,2.35088,1.16899,2.42995,0.44046,0.97104,0.96284,27.15503,22.8109,2.28279,0.35775,0.02149,0.03691,0.36842,13.56934,18.04854
"25","2019_Q4",79.1265625,"Down",1.63e+09,-1.456e+09,1.74e+08,-6.8e+07,-6.8e+07,1.06e+08,-1.8e+07,-2.2e+07,8.8e+07,7.3e+07,-1.7e+07,5.6e+07,5.6e+07,5.5e+07,5.5e+07,1.62e+08,1.62e+08,1.118e+09,1.44e+08,1.44e+08,1.424e+09,3.182e+09,2.134e+09,3.15e+08,3.276e+09,4.7e+09,1.127e+09,8.08e+08,3.19e+08,6.4e+07,1.191e+09,1.872e+09,2.48e+08,2.48e+08,2.12e+09,3.311e+09,9.74e+08,4.68e+08,1.38e+09,1.389e+09,4.7e+09,5.6e+07,2.8e+07,2.5e+07,7e+06,1.16e+08,0,-3e+06,-2.1e+07,-2.99e+08,1.97e+08,2e+06,1.95e+08,-2e+06,-1.25e+08,-1.2e+07,-1.2e+07,-1.2e+07,1.34e+08,1.936e+09,1.58e+08,0.10675,0.06503,0.03374,0.0396,0.0117,2.87273,1.19563,2.38373,0.41191,0.95652,0.94178,28.34783,24,2.74783,0.36522,0.02127,0.04422,0.38182,13.23881,16.73585
"26","2020_Q1",79.2535483870968,"Up",1.54e+09,-1.373e+09,1.67e+08,-6.1e+07,-6.1e+07,1.06e+08,-1.9e+07,-2.1e+07,8.7e+07,6.9e+07,-9e+06,6e+07,6e+07,5.9e+07,5.9e+07,1.88e+08,1.88e+08,1118385900.19757,5.9e+07,4e+07,3.31e+08,4.289e+09,2.139e+09,1.439e+09,4.38e+09,4.711e+09,1.058e+09,5.27e+08,5.31e+08,7e+07,1.128e+09,1.851e+09,3.05e+08,3.05e+08,2.156e+09,3.284e+09,9.83e+08,5.06e+08,1.417e+09,1.427e+09,4.711e+09,6e+07,3.3e+07,3.2e+07,-5.6e+07,6.9e+07,-7e+06,-6999999.99999994,-2.2e+07,1.8e+08,-1.94e+08,3e+06,-1.97e+08,1.86264514923096e-09,-36000000.0000001,2.6e+07,2.6e+07,2.6e+07,1.39e+08,1.921e+09,8.5e+07,0.10844,0.06883,0.03831,0.04135,0.01252,1.44068,0.29344,2.30133,0.40777,1.01549,1.01027,26.50602,24.38898,1.46299,0.37866,0.02217,0.02327,0.37288,12.46763,16.34906
"27","2020_Q2",78.2773015873016,"Down",1.757e+09,-1.574e+09,1.83e+08,-7.6e+07,-7.6e+07,1.07e+08,-3.3e+07,-3.1e+07,7.4e+07,4.5e+07,-8e+06,3.7e+07,3.7e+07,3.6e+07,3.6e+07,2.76e+08,2.76e+08,1.07e+09,1.79e+08,1.79e+08,1.525e+09,4.39e+09,2.754e+09,4.03e+08,4.491e+09,6.016e+09,1.369e+09,1.035e+09,3.34e+08,8.3e+07,1.452e+09,2.801e+09,3.55e+08,3.55e+08,3.156e+09,4.608e+09,9.83e+08,5.2e+08,1.395e+09,1.408e+09,6.016e+09,3.7e+07,3.3e+07,2.5e+07,2.72e+08,3.67e+08,-9e+06,-1.202e+09,-2.3e+07,9.84e+08,-9e+06,3e+06,-1.2e+07,-2.5e+07,9.27e+08,9.2e+07,9.2e+07,9.2e+07,1.4e+08,2.884e+09,4.11e+08,0.10415,0.0609,0.02049,0.02557,0.00598,11.41667,1.05028,3.27273,0.47939,0.62176,0.61538,30.34542,24.09326,7.09845,0.39724,0.0127,0.08844,0.63889,18.62857,24.37383
"28","2020_Q3",75.54140625,"Down",1.764e+09,-1.564e+09,2e+08,-8.5e+07,-8.9e+07,1.15e+08,-3e+07,-3.2e+07,8.5e+07,7e+07,-1.7e+07,5.3e+07,5.3e+07,5.1e+07,5.1e+07,1.97e+08,1.97e+08,1.032e+09,1.84e+08,1.84e+08,1.413e+09,4.431e+09,2.789e+09,4.25e+08,4.534e+09,5.947e+09,1.283e+09,9.52e+08,3.31e+08,9e+07,1.373e+09,2.657e+09,4.67e+08,4.67e+08,3.124e+09,4.497e+09,9.96e+08,5.5e+08,1.437e+09,1.45e+09,5.947e+09,5.3e+07,5e+07,2e+07,-1.9e+07,1.04e+08,-1.4e+07,-21000000.0000002,-2.1e+07,-1.42e+08,3000000.00000003,3e+06,0,-2e+06,-1.62e+08,-7.9e+07,-7.9e+07,-7.9e+07,1.65e+08,2.747e+09,1.49e+08,0.11338,0.06519,0.02891,0.03517,0.00858,2.92157,1.02913,3.10138,0.46191,0.8778,0.87179,30.36145,24.73322,2.56454,0.36145,0.01544,0.03195,0.41176,15.45455,22.17391
"29","2020_Q4",84.73015625,"Up",1.818e+09,-1.609e+09,2.09e+08,-9.6e+07,-9.6e+07,1.13e+08,-3.2e+07,-3.2e+07,8.1e+07,7.8e+07,-1.8e+07,6e+07,6e+07,6e+07,6e+07,1.82e+08,1.82e+08,950979188.003618,1.67e+08,1.67e+08,3.49e+08,5.421e+09,2.789e+09,1.455e+09,5.526e+09,5.875e+09,1.343e+09,9.51e+08,3.92e+08,9e+07,1.433e+09,2.446e+09,4.86e+08,4.86e+08,2.932e+09,4.365e+09,1.01e+09,5.87e+08,1.499e+09,1.51e+09,5.875e+09,6e+07,4.8e+07,2e+07,1.03e+08,2.31e+08,-9e+06,-6e+06,-2.1e+07,-2.18e+08,2e+06,3e+06,-1e+06,-2e+06,-2.39e+08,-1.4e+07,-1.4e+07,-1.4e+07,1.61e+08,2.536e+09,2.73e+08,0.11496,0.06216,0.033,0.03974,0.01021,4.55,0.24355,2.89073,0.43166,1.02916,1.02041,31.18353,25.71184,4.68268,0.36021,0.01787,0.06024,0.35,14.62112,20.83186
"30","2021_Q1",90.7831147540984,"Up",1.717e+09,-1.517e+09,2e+08,-9.1e+07,-9.1e+07,1.09e+08,-2.4e+07,-2.7e+07,8.5e+07,7.8e+07,-1.7e+07,6.1e+07,6.1e+07,6.2e+07,6.2e+07,1.71e+08,1.71e+08,9.62e+08,7.8e+07,5.6e+07,1.289e+09,4.326e+09,2.787e+09,4.01e+08,4.434e+09,5.723e+09,1.207e+09,5.17e+08,6.9e+08,6.8e+07,1.275e+09,2.447e+09,4.49e+08,4.47e+08,2.896e+09,4.171e+09,1.004e+09,6.27e+08,1.542e+09,1.552e+09,5.723e+09,6.1e+07,4.8e+07,7e+06,-6.3e+07,5.3e+07,-1.4e+07,-2e+06,-2.2e+07,-2.3e+07,-1.7e+07,4e+06,-2.1e+07,9.31322574615479e-10,-6.2e+07,-1.1e+07,-1.1e+07,-1.1e+07,1.57e+08,2.515e+09,9.7e+07,0.11648,0.06348,0.03611,0.03995,0.01083,1.56452,1.01098,2.6875,0.43945,1.06713,1.05085,29.5525,26.54045,1.66954,0.37866,0.0186,0.02148,0.35484,14.92994,21.50459
"31","2021_Q2",86.7442857142857,"Down",1.878e+09,-1.661e+09,2.17e+08,-7.7e+07,-8e+07,1.4e+08,-2.5e+07,-2.7e+07,1.15e+08,1.05e+08,-2.3e+07,8.2e+07,8.2e+07,8.1e+07,8.1e+07,2.61e+08,2.61e+08,1.106e+09,1.56e+08,1.56e+08,1.523e+09,4.182e+09,2.787e+09,1.395e+09,4.289e+09,5.812e+09,1.294e+09,8.91e+08,4.03e+08,1.04e+08,1.398e+09,2.39e+09,4.37e+08,4.37e+08,2.827e+09,4.225e+09,9.65e+08,6.87e+08,1.577e+09,1.587e+09,5.812e+09,8.2e+07,4.2e+07,3.2e+07,3.3e+07,1.89e+08,-1e+07,-4e+06,-2.2e+07,-2.3e+07,-4.9e+07,4e+06,-5.3e+07,-1e+06,-9.5e+07,9e+07,9e+07,9e+07,1.82e+08,2.494e+09,2.28e+08,0.11555,0.07455,0.04313,0.05104,0.01394,2.81481,1.08941,2.66226,0.42911,1.39415,1.3799,32.32358,27.14286,3.92427,0.37866,0.0228,0.05046,0.2716,12.26923,15.95
"32","2021_Q3",83.5265625,"Down",1.836e+09,-1.604e+09,2.32e+08,-8.5e+07,-8.5e+07,1.47e+08,-2.5e+07,-2.6e+07,1.22e+08,1.08e+08,-2.6e+07,8.2e+07,8.2e+07,8.2e+07,8.2e+07,1.33e+08,1.33e+08,1.064e+09,1.46e+08,1.46e+08,1.343e+09,4.457e+09,2.899e+09,3.59e+08,4.562e+09,5.905e+09,1.271e+09,8.97e+08,3.74e+08,1.12e+08,1.383e+09,2.461e+09,4.33e+08,4.33e+08,2.894e+09,4.277e+09,9.45e+08,7.47e+08,1.618e+09,1.628e+09,5.905e+09,8.2e+07,3.7e+07,1.8e+07,-4.5e+07,9.2e+07,-7e+06,-2.52e+08,-2.2e+07,7.8e+07,-3.4e+07,4e+06,-3.8e+07,0,2.2e+07,-1.38e+08,-1.38e+08,-1.38e+08,1.84e+08,2.573e+09,1.58e+08,0.12636,0.08007,0.04466,0.05037,0.01389,1.92683,0.97108,2.62715,0.43573,1.41379,1.40171,31.65517,27.89655,2.72414,0.37931,0.02244,0.0341,0.26829,13.26087,16.59864
"33","2021_Q4",85.10796875,"Up",1.898e+09,-1.685e+09,2.13e+08,-8.7e+07,-8.7e+07,1.26e+08,-2.6e+07,-2.6e+07,1e+08,8.8e+07,-1.7e+07,7.1e+07,7.1e+07,7.1e+07,7.1e+07,1.48e+08,1.48e+08,1.107e+09,1.28e+08,1.28e+08,1.383e+09,4.43e+09,2.905e+09,3.59e+08,4.533e+09,5.916e+09,1.276e+09,8.77e+08,3.99e+08,1.19e+08,1.395e+09,2.433e+09,4.43e+08,4.43e+08,2.876e+09,4.271e+09,8.96e+08,7.96e+08,1.635e+09,1.645e+09,5.916e+09,7.1e+07,4.4e+07,1e+07,9e+06,1.34e+08,-1e+07,-1.6e+07,-2.1e+07,-2.3e+07,-5.9e+07,4e+06,-6.3e+07,0,-1.03e+08,1.5e+07,1.5e+07,1.5e+07,1.7e+08,2.552e+09,1.86e+08,0.11222,0.06639,0.03741,0.04316,0.012,2.61972,0.9914,2.59635,0.43137,1.22414,1.21368,32.72414,28.18966,3.2069,0.36207,0.01983,0.04009,0.29577,14.14118,19.07937
"34","2022_Q1",84.8570967741936,"Down",1.782e+09,-1.585e+09,1.97e+08,-9.2e+07,-9.2e+07,1.05e+08,-2.8e+07,-2.6e+07,7.7e+07,5.7e+07,-1.3e+07,4.4e+07,4.4e+07,4.3e+07,4.3e+07,1.06e+08,1.06e+08,1.015e+09,1.42e+08,1.42e+08,1.263e+09,4.483e+09,3.013e+09,3.38e+08,4.483e+09,5.746e+09,1.204e+09,849455141.717397,1.204e+09,1.48e+08,1.352e+09,2.37e+09,3.95e+08,3.52e+08,2.765e+09,4.117e+09,8.38e+08,8.18e+08,1.619e+09,1.629e+09,5.746e+09,4.4e+07,4.2e+07,3.5e+07,-1.8e+07,1.03e+08,-9e+06,-2e+07,-2.1e+07,-3.5e+07,-6.8e+07,4e+06,-7.2e+07,-1e+06,-1.25e+08,-4.2e+07,-4.2e+07,-4.2e+07,1.47e+08,2.518e+09,1.33e+08,0.11055,0.05892,0.02413,0.0264,0.00748,3.09302,0.93417,2.52732,0.43822,0.7401,0.73254,30.67126,27.86575,2.28916,0.36145,0.01409,0.02928,0.48837,16.40816,22.97143
"35","2022_Q2",86.365,"Up",1.996e+09,-1.77e+09,2.26e+08,-9.2e+07,-9.2e+07,1.34e+08,-3e+07,-2.7e+07,1.04e+08,9.5e+07,-2.1e+07,7.4e+07,7.4e+07,7.3e+07,7.3e+07,5.6e+07,5.6e+07,1.104e+09,1.31e+08,1.31e+08,1.291e+09,4.425e+09,2.911e+09,4.13e+08,4.425e+09,5.716e+09,1.215e+09,8.2e+08,3.95e+08,1.19e+08,1.334e+09,2.342e+09,3.9e+08,3.45e+08,2.732e+09,4.066e+09,7.7e+08,8.7e+08,1.64e+09,1.65e+09,5.716e+09,7.4e+07,4.1e+07,1.3e+07,-1e+07,1.18e+08,-5e+06,-6e+06,-2.2e+07,-5.9e+07,-8e+07,4e+06,-8.4e+07,-1e+06,-1.62e+08,-5e+07,-5e+07,-5e+07,1.75e+08,2.461e+09,1.81e+08,0.11323,0.06713,0.03657,0.04424,0.01277,2.47945,0.96777,2.46424,0.43055,1.30125,1.28975,35.57932,29.23351,3.22638,0.39216,0.02111,0.04021,0.30137,13.74286,17.94776
"36","2022_Q3",92.35515625,"Up",1.831e+09,-1.612e+09,2.19e+08,-9.3e+07,-9.3e+07,1.26e+08,-3e+07,-3e+07,9.6e+07,9.5e+07,-2.1e+07,7.4e+07,7.4e+07,7.3e+07,7.3e+07,9.9e+07,9.9e+07,1.036e+09,1.35e+08,1.35e+08,1.27e+09,4.384e+09,3.006e+09,3.09e+08,4.384e+09,5.654e+09,1.19e+09,8.53e+08,3.37e+08,-53103587.3347977,1.19e+09,2.462e+09,3.49e+08,3.42e+08,2.811e+09,4.001e+09,7.23e+08,9.23e+08,1.643e+09,1.653e+09,5.654e+09,7.4e+07,4e+07,-1.2e+07,3.9e+07,1.41e+08,-7e+06,-1.1e+07,-2e+07,-1e+06,-6e+07,4e+06,-6.4e+07,-6e+06,-8.7e+07,4.3e+07,4.3e+07,4.3e+07,1.66e+08,2.462e+09,2.19e+08,0.11961,0.06881,0.03987,0.04416,0.01291,3,1.06723,2.42045,0.43544,1.31295,1.3059,32.93165,29.55036,3.93885,0.35971,0.02083,0.04906,0.27397,14.23494,18.75397
