"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","preferred_dividends","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","long_term_investments_receivables","long_term_receivables","other_long_term_assets","prepaid_expense","investments_in_affiliates","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","interest_dividends_payable","other_payables_accruals","short_term_debt","short_term_borrowings","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","preferred_equity","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",74.5548387096774,"Down",156157000,-29593000,126564000,-60518000,-8751000,-34681000,-17086000,66046000,-27467000,-27957000,490000,38579000,38579000,38579000,39656000,-1012000,38644000,-135000,38509000,147680000,147680000,82152000,229832000,3345792000,4541128000,-1195336000,55661000,55661000,173054000,127592000,33871000,3574507000,3804339000,468407000,121233000,47556000,299618000,1807099000,1807099000,2275506000,71698000,63362000,63362000,135060000,2410566000,9997000,1868141000,647000,1867494000,-590441000,1287697000,106076000,1393773000,3804339000,39656000,34932000,608000,-15936000,59260000,-66877000,-3210000,-70087000,66765000,54039000,-45071000,75733000,64906000,64906000,64906000,100978000,1878797000,0.81049,0.42295,0.2466,0.02763,0.01012,0.101,1.72953,0.49386,0.6015,0.59981,2.43911,19.9572,0.01154,17.14351,26.21078
"12","2013_Q1",76.6288333333333,"Up",155785000,-30007000,125778000,-60288000,-8264000,-35250000,-16774000,65490000,-26955000,-27483000,528000,38535000,38535000,38535000,38858000,-1166000,37692000,-135000,37557000,36988000,36988000,73861000,110849000,3555379000,4779674000,-1224295000,55648000,55648000,176689000,132659000,33169000,3787716000,3898565000,468189000,120929000,47685000,299575000,1837334000,1837334000,2305523000,71693000,116336000,116336000,188029000,2493552000,9997000,1876173000,648000,1875525000,-599358000,1286812000,118201000,1405013000,3898565000,38858000,35337000,-416000,13699000,87478000,-126593000,-3530000,-130123000,-37102000,18602000,-49547000,-68047000,-110692000,-110692000,-110692000,100827000,1909027000,0.80738,0.42039,0.24108,0.02673,0.00963,0.04808,1.77475,0.48967,0.58326,0.58176,2.41936,19.82909,0.01095,18.56684,28.58511
"13","2013_Q2",80.0775,"Up",157149000,-29501000,127648000,-65146000,-7057000,-40517000,-17572000,62502000,-27063000,-27375000,312000,35439000,35439000,35439000,35842000,-1254000,34588000,-135000,34453000,31274000,31274000,77154000,108428000,3567385000,4825152000,-1257767000,55693000,55693000,174426000,131192000,33131000,3797504000,3905932000,474287000,126715000,47977000,299595000,1824613000,1824613000,2298900000,71687000,107566000,107566000,179253000,2478153000,9997000,1910853000,653000,1910200000,-610797000,1310053000,117726000,1427779000,3905932000,35842000,40624000,1464000,-10237000,67693000,-42827000,-2848000,-45675000,-12095000,32542000,-48179000,-27732000,-5714000,-5714000,-5714000,103126000,1896300000,0.81227,0.39772,0.21924,0.02413,0.00882,0.04717,1.73567,0.48549,0.53257,0.5313,2.42919,20.09609,0.01004,18.08493,29.83946
"14","2013_Q3",74.79171875,"Down",157388000,-28209000,129179000,-65691000,-8302000,-39757000,-17632000,63488000,-26710000,-27082000,372000,36778000,38373000,38373000,38797000,-1258000,37539000,-136000,37403000,108366000,108366000,84103000,192469000,3664996000,4951919000,-1286923000,55494000,55494000,172244000,125804000,33029000,3892734000,4085203000,487207000,138932000,48296000,299979000,1938317000,1938317000,2425524000,71682000,110060000,110060000,181742000,2607266000,9997000,1963657000,657000,1.963e+09,-612937000,1360717000,117220000,1477937000,4085203000,38797000,39853000,-5014000,5367000,79003000,-117679000,5176000,-112503000,110004000,50678000,-50090000,110592000,77092000,77092000,77092000,103341000,2009999000,0.82077,0.40339,0.23765,0.02531,0.00916,0.07935,1.76413,0.49202,0.57411,0.57269,2.41582,20.73278,0.0104,18.40153,29.95264
"15","2013_Q4",76.6078125,"Up",159030000,-29045000,129985000,-65284000,-7543000,-39341000,-18400000,64701000,-25311000,-25692000,381000,39390000,39390000,39390000,63366000,-1268000,62098000,-135000,61963000,127831000,127831000,87284000,215115000,3710724000,5027082000,-1316358000,55198000,55198000,178439000,132831000,32971000,3944361000,4159476000,512308000,160634000,51846000,299828000,1934693000,1934693000,2447001000,71677000,115868000,115868000,187545000,2634546000,9997000,2001625000,660000,2000965000,-603630000,1407992000,116938000,1524930000,4159476000,63366000,39408000,-23792000,1050000,80032000,-75547000,32238000,-43309000,-2866000,34867000,-49259000,-17258000,19465000,19465000,19465000,104109000,2006370000,0.81736,0.40685,0.38963,0.04063,0.0149,0.08791,1.72765,0.48236,0.94594,0.94377,2.42779,21.34213,0.01699,18.04396,29.03416
"16","2014_Q1",81.0234426229508,"Up",163846000,-31940000,131906000,-68436000,-9068000,-41213000,-18155000,63470000,-23962000,-24395000,433000,39508000,29603000,29603000,29603000,-1147000,28456000,-135000,28321000,88927000,88927000,84838000,173765000,3798992000,5149463000,-1350471000,55155000,55155000,191382000,145062000,32264000,4045529000,4219294000,509477000,156270000,52385000,300822000,1949369000,1949369000,2458846000,71671000,113055000,113055000,184726000,2643572000,9997000,2063375000,667000,2062708000,-625212000,1448160000,127562000,1575722000,4219294000,29603000,41214000,12997000,3956000,87770000,-141365000,-2346000,-143711000,1182000,68461000,-52606000,17037000,-38904000,-38904000,-38904000,104684000,2021040000,0.80506,0.38738,0.17285,0.01797,0.00671,0.07067,1.67769,0.479,0.42924,0.42833,2.48331,21.79728,0.00763,18.45662,30.44136
"17","2014_Q2",88.1798412698413,"Up",170828000,-37130000,133698000,-70254000,-7704000,-43850000,-18700000,63444000,-22899000,-23112000,213000,40545000,40545000,40545000,40545000,-1792000,38753000,-135000,38618000,75699000,75699000,92769000,168468000,4005133000,5388653000,-1383520000,55287000,55287000,176759000,130921000,32140000,4237179000,4405647000,511577000,157357000,53310000,300910000,2019362000,2019362000,2530939000,71665000,118407000,118407000,190072000,2721011000,9997000,2115339000,673000,2114666000,-639598000,1485738000,198898000,1684636000,4405647000,40545000,43850000,1319000,-6552000,79162000,-84239000,-3801000,-88040000,-2842000,51615000,-53123000,-4350000,-13228000,-13228000,-13228000,107294000,2091027000,0.78265,0.37139,0.22606,0.02292,0.00877,0.06656,1.61519,0.47462,0.57972,0.57835,2.56441,22.15328,0.00992,18.78323,31.76546
"18","2014_Q3",92.17625,"Up",167947000,-31405000,136542000,-68181000,-8124000,-40893000,-19164000,68361000,-22945000,-23195000,250000,45416000,45416000,45416000,45416000,-1871000,43545000,-136000,43409000,41312000,41312000,97741000,139053000,4060187000,5477563000,-1417376000,54932000,54932000,177313000,128564000,35511000,4292432000,4431485000,513011000,168615000,53631000,290765000,1995327000,1995327000,2508338000,71659000,122744000,122744000,194403000,2702741000,9997000,2170830000,678000,2170152000,-651066000,1529761000,198983000,1728744000,4431485000,45416000,40893000,566000,6032000,92907000,-95125000,-3376000,-102082000,-23255000,52316000,-54273000,-25212000,-34387000,-34387000,-34387000,109254000,2066986000,0.81301,0.40704,0.25847,0.02511,0.0098,0.05544,1.56341,0.46643,0.64683,0.64523,2.50256,22.64586,0.01108,18.54096,29.63201
"19","2014_Q4",98.21328125,"Up",170938000,-31908000,139030000,-71408000,-8374000,-42660000,-20374000,67622000,-22974000,-23420000,446000,44648000,49049000,49049000,49049000,-1974000,47075000,-135000,46940000,23917000,23917000,104746000,128663000,4105326000,5536792000,-1431466000,51191000,51191000,194218000,148427000,32717000,4350735000,4479398000,521966000,160205000,60205000,301556000,1991727000,1991727000,2513693000,71653000,121588000,121588000,193241000,2706934000,9997000,2224419000,682000,2223737000,-661094000,1573322000,199142000,1772464000,4479398000,49049000,42660000,-5049000,-16883000,69777000,-95149000,7497000,-90802000,7793000,50319000,-54482000,3630000,-17395000,-17395000,-17395000,110282000,2063380000,0.81334,0.39559,0.2746,0.02648,0.01048,0.05118,1.52722,0.46064,0.6948,0.69303,2.5302,23.14014,0.01186,18.49316,30.15976
"20","2015_Q1",109.340163934426,"Up",176377000,-34974000,141403000,-69793000,-8114000,-43411000,-18268000,71610000,-23786000,-24120000,334000,47824000,37279000,37279000,37279000,-2117000,35162000,-135000,35027000,47951000,47951000,93291000,141242000,4141948000,5608998000,-1467050000,50988000,50988000,212692000,160167000,37457000,4405628000,4546870000,496824000,145685000,60620000,290519000,2047511000,2047511000,2544335000,71647000,119279000,119279000,190926000,2735261000,9997000,2281910000,687000,2281223000,-687506000,1604401000,207208000,1811609000,4546870000,37279000,43411000,8798000,14796000,104284000,-95599000,-19627000,-115226000,34221000,61905000,-61150000,34976000,24034000,24034000,24034000,115021000,2119158000,0.80171,0.40601,0.19859,0.01933,0.0077,0.05551,1.50985,0.46607,0.51507,0.5137,2.59363,23.44574,0.00865,18.00721,28.92343
"21","2015_Q2",104.103015873016,"Down",184792000,-41439000,143353000,-71231000,-8853000,-41984000,-20394000,72122000,-23919000,-24139000,220000,48203000,48203000,48203000,48203000,-2017000,46186000,-135000,46051000,171437000,171437000,100981000,272418000,4236384000,5737360000,-1500976000,50911000,50911000,221037000,166922000,37538000,4508332000,4780750000,500654000,149379000,60698000,290577000,2274516000,2274516000,2775170000,71640000,122869000,122869000,194509000,2969679000,9997000,2285240000,688000,2284552000,-703668000,1591569000,219502000,1811071000,4780750000,48203000,41984000,1271000,-9472000,81986000,-91778000,-3120000,-94945000,197619000,589000,-61763000,136445000,123486000,123486000,123486000,114106000,2346156000,0.77575,0.39029,0.2492,0.02543,0.00963,0.09816,1.63974,0.49075,0.67358,0.67166,2.7029,23.13322,0.01076,19.05876,30.15334
"22","2015_Q3",103.00421875,"Down",181461000,-32623000,148838000,-72637000,-9299000,-42671000,-20667000,76201000,-22965000,-23371000,406000,53236000,45673000,45673000,45673000,-2041000,43632000,-136000,43496000,22175000,22175000,106218000,128393000,4335782000,5844179000,-1508397000,50677000,50677000,218986000,165685000,37748000,4605445000,4733838000,595847000,137944000,60992000,396911000,2070961000,2070961000,2666808000,71633000,133471000,133471000,205104000,2871912000,9997000,2344723000,692000,2344031000,-719148000,1635572000,226354000,1861926000,4733838000,45673000,42671000,7491000,-4172999.99999999,91662000,-162802000,41498000,-121406000,-115040000,57418000,-61896000,-119518000,-149262000,-149262000,-149262000,118872000,2142594000,0.82022,0.41993,0.2397,0.02336,0.00919,0.04814,1.54244,0.45261,0.63469,0.63301,2.64787,23.72029,0.01051,17.83783,27.82666
"23","2015_Q4",112.14328125,"Up",185252000,-34439000,150813000,-74896000,-9374000,-43718000,-21804000,75917000,-21367000,-21727000,360000,54550000,54550000,54550000,54550000,-2103000,52447000,-135000,52312000,12864000,12864000,112267000,125131000,4370670000,5916846000,-1546176000,41250000,41250000,246752000,188503000,41329000,4658672000,4783803000,511266000,154763000,66296000,290207000,2170991000,2170991000,2682257000,71627000,131172000,131172000,202799000,2885056000,9997000,2390040000,696000,2389344000,-734333000,1665704000,233043000,1898747000,4783803000,54550000,43718000,-1103000,-9663000,87502000,-71531000,2809000,-70128000,-7516000,43133000,-62302000,-26685000,-9311000,-9311000,-9311000,119635000,2242618000,0.8141,0.4098,0.28238,0.02755,0.01094,0.04665,1.51945,0.46879,0.75808,0.75616,2.68458,23.99367,0.01224,18.63797,29.37094
"24","2016_Q1",116.982950819672,"Up",192507000,-39092000,153415000,-77501000,-8119000,-46423000,-22959000,75914000,-22737000,-23167000,430000,53177000,69998000,69998000,69998000,-2044000,67954000,-135000,67819000,21046000,21046000,110402000,131448000,4490365000,6064406000,-1574041000,41618000,41618000,233128000,191582000,41546000,4765111000,4896559000,554831000,146532000,66338000,341961000,2213635000,2213635000,2768466000,71620000,137226000,137226000,208846000,2977312000,9997000,2382563000,696000,2381867000,-728811000,1663749000,255498000,1919247000,4896559000,69998000,46423000,-18362000,9837000,107896000,-110735000,44698000,-67284000,34045000,9715000,-76190000,-32430000,8181999.99999999,8181999.99999999,8181999.99999999,122337000,2285255000,0.79693,0.39434,0.35229,0.03534,0.01385,0.04748,1.55129,0.46671,0.97887,0.97628,2.77856,23.86952,0.01562,18.50797,29.82597
"25","2016_Q2",122.3728125,"Up",198344000,-42819000,155525000,-78603000,-8010000,-47799000,-22794000,76922000,-23585000,-23626000,41000,53337000,79063000,79063000,79063000,-2108000,76955000,-135000,76820000,19716000,19716000,113749000,133465000,4741767000,6353146000,-1611379000,41618000,41618000,208607000,198152000,10455000,4991992000,5125457000,574620000,165407000,67593000,341620000,2246090000,2246090000,2820710000,71612000,137962000,137962000,209574000,3030284000,9997000,2566291000,710000,2565581000,-721337000,1854951000,240222000,2095173000,5125457000,79063000,47799000,-25069000,3086000,104879000,-197707000,-3283000,-201687000,-1923000,181757000,-84356000,95478000,-1330000,-1330000,-1330000,124721000,2317702000,0.78412,0.38782,0.38731,0.03667,0.01499,0.04732,1.44632,0.45219,1.10103,1.0981,2.84279,26.44299,0.01688,18.42501,29.87424
"26","2016_Q3",127.8634375,"Up",197981000,-36978000,161003000,-80868000,-9036000,-48435000,-23397000,80135000,-23024000,-23024000,-5.82076609134674e-11,57111000,58898000,58898000,58898000,-2957000,55941000,-136000,55805000,18622000,18622000,114431000,133053000,4806840000,6458389000,-1651549000,41618000,41618000,206957000,197150000,9807000,5055415000,5188468000,623495000,171982000,67931000,383582000,2209766000,2209766000,2833261000,71605000,134514000,134514000,206119000,3039380000,9997000,2646700000,716000,2645984000,-732958000,1923739000,225349000,2149088000,5188468000,58898000,48435000,-2207000,-6398000,98728000,-97748000,-100000.000000007,-99215000,6189999.99999999,63464000,-70261000,-607000,-1094000,-1094000,-1094000,128570000,2281371000,0.81322,0.40476,0.28187,0.02597,0.01076,0.04696,1.41427,0.4397,0.78824,0.78627,2.79646,27.0314,0.01222,17.59935,28.23671
"27","2016_Q4",112.974126984127,"Down",201157000,-38588000,162569000,-82108000,-8232000,-48903000,-24973000,80461000,-24208000,-24208000,0,56253000,61198000,61198000,61198000,-2221000,58977000,-135000,58842000,101281000,101281000,120135000,221416000,4915822000,6604332000,-1688510000,29904000,29904000,230195000,219066000,11129000,5175921000,5397337000,543727000,184007000,71231000,288489000,2449478000,2449478000,2993205000,71597000,135459000,135459000,207056000,3200261000,9997000,2705211000,721000,2704490000,-742518000,1972690000,224386000,2197076000,5397337000,61198000,48903000,-4667000,-15633000,89801000,-143628000,7543000,-137515000,145171000,54819000,-69617000,130373000,82659000,82659000,82659000,129364000,2521075000,0.80817,0.39999,0.29252,0.02678,0.0109,0.07397,1.4566,0.4671,0.82505,0.82309,2.82052,27.51992,0.01212,18.70531,30.07412
"28","2017_Q1",110.876774193548,"Down",204109000,-39941000,164168000,-80691000,-8121000,-48448000,-24122000,83477000,-23753000,-23762000,9000,59724000,59724000,59724000,59724000,-1687000,58037000,-135000,57902000,23368000,23368000,116749000,140117000,5029839000,6759073000,-1729234000,29904000,29904000,223419000,208555000,14864000,5283162000,5423279000,552347000,201756000,71440000,279151000,2447711000,2447711000,3000058000,71590000,132102000,132102000,203692000,3203750000,9997000,2719047000,722000,2718325000,-752311000,1976733000,242796000,2219529000,5423279000,59724000,48448000,-91000,26183000,134264000,-141155000,-6923000,-151804000,-14118000,29063000,-71351000,-56406000,-73946000,-73946000,-73946000,131925000,2519301000,0.80432,0.40898,0.28368,0.02609,0.01068,0.0467,1.44344,0.46453,0.80845,0.8067,2.84985,27.46033,0.01189,18.91933,29.89965
"29","2017_Q2",104.209841269841,"Down",207389000,-41109000,166280000,-84736000,-8267000,-51379000,-25090000,81544000,-23652000,-23652000,0,57892000,58070000,58070000,58070000,-1880000,56190000,-135000,56055000,20112000,20112000,115775000,135887000,5249115000,7015354000,-1766239000,29904000,29904000,241294000,226754000,14540000,5520313000,5656200000,759859000,191901000,71647000,496311000,2445476000,2445476000,3205335000,71582000,161478000,161478000,233060000,3438395000,9997000,2737646000,725000,2736921000,-765951000,1981692000,236113000,2217805000,5656200000,58070000,51379000,-1917000,16401000,123933000,-276672000,-2486000,-279276000,215433000,17359000,-78838000,153954000,-1389000,-1389000,-1389000,132923000,2517058000,0.80178,0.39319,0.27029,0.02527,0.00991,0.04239,1.55036,0.44501,0.78004,0.77849,2.88593,27.43724,0.01145,18.78491,30.62084
