"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","investments_in_affiliates","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","other_share_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repayment_of_long_term_debt_net","cash_from_repurchase_of_equity","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"28","2017_Q1",14.1940322580645,"Up",3.037e+09,-1.685e+09,1.352e+09,-3.48e+08,-3.48e+08,1.004e+09,-1.38e+08,-1.56e+08,1.8e+07,8.66e+08,7.51e+08,-2.93e+08,4.58e+08,4.58e+08,4.58e+08,4.58e+08,1.02e+09,6.03e+08,4.17e+08,9.38e+08,9.38e+08,4.07e+08,1.22e+08,1.22e+08,2.487e+09,3.115e+10,4.3227e+10,-1.2077e+10,1.777e+09,1.459e+09,3.18e+08,3.2927e+10,3.5414e+10,1.48e+09,8.06e+08,1.29e+08,5.45e+08,3.31e+08,2.29e+08,2.29e+08,2.04e+09,1.0962e+10,1.0718e+10,9.596e+09,1.122e+09,2.168e+10,2.372e+10,1.066e+09,9.28e+08,1.38e+08,1.1253e+10,-6.4e+08,1.1679e+10,1.5e+07,1.1694e+10,3.5414e+10,4.58e+08,3.48e+08,-3.04e+08,9.3e+07,-3.97e+08,5.1e+07,1.6e+07,-5.4e+07,8.9e+07,5.53e+08,-6.13e+08,-8.08e+08,-8.08e+08,-2.92e+08,-9.05e+08,-1.67e+08,8e+08,8e+08,-2.78e+08,-2.78e+08,-3e+06,3.52e+08,-2.98023223876953e-08,-2.98023223876953e-08,-2.98023223876953e-08,1.352e+09,1.1293e+10,1.083e+09,0.44518,0.33059,0.15081,0.03917,0.01293,2.36463,1.21912,2.02839,0.31889,0.16381,0.16345,1.08619,4.17704,0.38734,0.05973,6,0.01854,0.03213,0.36463,7.59837,10.23207
"29","2017_Q2",16.0157142857143,"Up",2.869e+09,-1.664e+09,1.205e+09,-3.2e+08,-3.2e+08,8.85e+08,-1.3e+08,-1.37e+08,7e+06,7.55e+08,5.82e+08,-2.2e+08,3.62e+08,3.62e+08,3.62e+08,3.62e+08,1.217e+09,9.3e+08,2.87e+08,9.43e+08,9.43e+08,4.15e+08,8.5e+07,8.5e+07,2.66e+09,3.1259e+10,4.3399e+10,-1.214e+10,1.793e+09,1.469e+09,3.24e+08,3.3052e+10,3.5712e+10,1.645e+09,8.98e+08,3.02e+08,4.45e+08,3.31e+08,3.01e+08,3.01e+08,2.277e+09,1.0963e+10,1.0803e+10,9.648e+09,1.155e+09,2.1766e+10,2.4043e+10,1.093e+09,9.23e+08,1.7e+08,1.1197e+10,-6.34e+08,1.1656e+10,1.3e+07,1.1669e+10,3.5712e+10,3.62e+08,3.2e+08,2.22e+08,5.9e+07,1.63e+08,1.39e+08,-3e+07,9.1e+07,7.8e+07,1.043e+09,-4.41e+08,-4.41e+08,-4.41e+08,1.55e+08,-2.86e+08,-1.66e+08,956506891.415121,956506891.415121,-2.58e+08,-2.58e+08,-6e+06,-4.3e+08,3.27e+08,3.27e+08,3.27e+08,1.205e+09,1.1294e+10,1.123e+09,0.42001,0.30847,0.12618,0.03102,0.01014,3.10221,1.1682,2.06042,0.31625,0.13017,0.12989,1.03164,4.1913,0.40381,0.05969,6,0.01564,0.03326,0.45856,8.36266,11.38644
"30","2017_Q3",16.102380952381,"Up",2.933e+09,-1.569e+09,1.364e+09,-3.27e+08,-3.27e+08,1.037e+09,-8.8e+07,-1.37e+08,2e+07,9.49e+08,8.27e+08,-3.17e+08,5.1e+08,5.1e+08,5.1e+08,5.1e+08,1.097e+09,6.2e+08,4.77e+08,1.015e+09,1.015e+09,4.28e+08,9e+07,9e+07,2.63e+09,3.1427e+10,4.3751e+10,-1.2324e+10,1.804e+09,1.487e+09,3.17e+08,3.3231e+10,3.5861e+10,1.411e+09,8.1e+08,94999999.9999999,5.06e+08,1.9e+07,2.42e+08,2.42e+08,1.672e+09,1.1806e+10,1.0782e+10,9.737e+09,1.045e+09,2.2588e+10,2.426e+10,1.123e+09,9.13e+08,2.1e+08,1.1033e+10,-5.69e+08,1.1587e+10,1.4e+07,1.1601e+10,3.5861e+10,5.1e+08,3.27e+08,40999999.9999999,5.3e+07,-12000000.0000001,-3.55e+08,-7.3e+07,-8.5e+07,-1.97e+08,5.23e+08,-4.98e+08,-5.14e+08,-5.14e+08,-1.83e+08,-6.81e+08,-1.84e+08,5.37e+08,5.37e+08,-4.99e+08,-4.99e+08,-6e+06,-1.52e+08,-3.1e+08,-3.1e+08,-3.1e+08,1.364e+09,1.1825e+10,8.28e+08,0.46505,0.35356,0.17388,0.04396,0.01422,1.62353,1.57297,2.0912,0.32975,0.18478,0.18398,1.06268,4.19819,0.3,0.06667,8,0.02029,0.0242,0.36078,7.8651,10.34523
"31","2017_Q4",16.6792063492063,"Up",2.743e+09,-1.562e+09,1.181e+09,-3.31e+08,-3.31e+08,8.5e+08,-9.9e+07,-1.32e+08,1.4e+07,7.51e+08,7.5e+08,-2.91e+08,4.59e+08,4.59e+08,4.59e+08,4.59e+08,7.04e+08,5.91e+08,1.13e+08,9.81e+08,9.81e+08,3.92e+08,9.5e+07,9.5e+07,2.172e+09,3.1579e+10,4.4105e+10,-1.2526e+10,1.822e+09,1.506e+09,3.16e+08,3.3401e+10,3.5573e+10,1.828e+09,9.05e+08,3.22e+08,6.01e+08,1.9e+07,2.28e+08,2.28e+08,2.075e+09,1.1788e+10,1.0808e+10,9.789e+09,1.019e+09,2.2596e+10,2.4671e+10,1.121e+09,8.94e+08,2.27e+08,1.0327e+10,-5.61e+08,1.0887e+10,1.5e+07,1.0902e+10,3.5573e+10,4.59e+08,3.31e+08,3.4e+07,4.9e+07,-1.5e+07,4.71e+08,2.5e+07,9.6e+07,3.5e+08,1.295e+09,-4.85e+08,-5.07e+08,-5.07e+08,3.73e+08,-1.12e+08,-1.8e+08,-1.9e+07,-1.9e+07,-1.006e+09,-1.006e+09,-7e+06,-1.212e+09,-2.9e+07,-2.9e+07,-2.9e+07,1.181e+09,1.1807e+10,1.458e+09,0.43055,0.30988,0.16734,0.0421,0.0129,3.17647,1.04675,2.26298,0.33191,0.16962,0.16887,1.01367,4.02328,0.5388,0.06652,6,0.01906,0.0435,0.39216,9.40135,13.06235
"32","2018_Q1",17.6670491803279,"Up",2.863e+09,-1.557e+09,1.306e+09,-3.37e+08,-3.37e+08,9.69e+08,4.3e+07,-1.4e+08,1.2e+07,1.012e+09,9.83e+08,3.157e+09,4.14e+09,4.14e+09,4.14e+09,4.14e+09,4.19e+08,4.01e+08,1.8e+07,9.7e+08,9.7e+08,3.72e+08,1.54e+08,1.54e+08,1.915e+09,3.1764e+10,4.4324e+10,-1.256e+10,2.06e+09,1.686e+09,3.74e+08,3.3824e+10,3.5739e+10,1.606e+09,8.47e+08,1.57e+08,6.02e+08,1.9e+07,2.69e+08,2.69e+08,1.894e+09,1.179e+10,7.334e+09,6.418e+09,9.16e+08,1.9124e+10,2.1018e+10,1.107e+09,8.9e+08,2.17e+08,1.4084e+10,-4.86e+08,1.4705e+10,1.6e+07,1.4721e+10,3.5739e+10,4.14e+09,3.37e+08,-3.646e+09,-3.394e+09,-2.52e+08,-2.2e+08,8e+06,-6.1e+07,-1.67e+08,6.11e+08,-5.19e+08,-5.78e+08,-5.78e+08,1.03e+08,-4.16e+08,-1.78e+08,-1e+06,-1e+06,-2.07e+08,-2.07e+08,1e+06,-3.85e+08,-1.9e+08,-1.9e+08,-1.9e+08,1.306e+09,1.1809e+10,-2.59e+09,0.45616,0.33846,1.44604,0.28123,0.11584,-0.6256,1.01109,1.42776,0.33042,1.5419,1.53846,1.06629,5.47672,-0.96462,0.06629,5,0.12751,-0.07648,0.043,8.72129,11.75439
"33","2018_Q2",19.545,"Up",2.876e+09,-1.534e+09,1.342e+09,-3.23e+08,-3.23e+08,1.019e+09,-1.07e+08,-1.49e+08,1.7e+07,9.12e+08,9.12e+08,-2.17e+08,6.95e+08,6.95e+08,6.95e+08,6.95e+08,1.99e+09,1.98e+09,1e+07,1.045e+09,1.045e+09,3.69e+08,1.38e+08,1.38e+08,3.542e+09,3.1748e+10,4.4103e+10,-1.2355e+10,2.149e+09,1.714e+09,4.35e+08,3.3897e+10,3.7439e+10,1.622e+09,9.05e+08,2.74e+08,4.43e+08,1.9e+07,2.5e+08,2.5e+08,1.891e+09,1.3768e+10,7.389e+09,6.485e+09,9.04e+08,2.1157e+10,2.3048e+10,1.09e+09,8.75e+08,2.15e+08,1.3873e+10,-5.85e+08,1.4378e+10,1.3e+07,1.4391e+10,3.7439e+10,6.95e+08,3.23e+08,-9e+06,5.4e+07,-6.3e+07,-4.3e+07,-5e+07,6.4e+07,-5.7e+07,9.66e+08,-3.16e+08,-3.68e+08,-3.68e+08,0,-3.16e+08,-1.94e+08,2e+09,2e+09,-8.36e+08,-8.36e+08,-4.1e+07,9.29e+08,1.579e+09,1.579e+09,1.579e+09,1.342e+09,1.3787e+10,1.2e+09,0.46662,0.35431,0.24166,0.04829,0.01856,1.72662,1.87308,1.60156,0.36825,0.26177,0.26089,1.08324,5.41544,0.45198,0.07307,7,0.025,0.03374,0.27914,8.79061,11.57704
"34","2018_Q3",22.6784126984127,"Up",3.102e+09,-1.52e+09,1.582e+09,-3.29e+08,-3.29e+08,1.253e+09,-1.09e+08,-1.57e+08,1.8e+07,1.144e+09,1.144e+09,-2.67e+08,8.77e+08,8.77e+08,8.77e+08,8.77e+08,1.403e+09,1.32e+09,8.3e+07,1.036e+09,1.036e+09,3.26e+08,1.16e+08,1.16e+08,2.881e+09,3.1847e+10,4.4306e+10,-1.2459e+10,2.196e+09,1.741e+09,4.55e+08,3.4043e+10,3.6924e+10,1.461e+09,8.52e+08,1.23e+08,4.86e+08,1.9e+07,2.52e+08,2.52e+08,1.732e+09,1.3769e+10,7.4e+09,6.532e+09,8.68e+08,2.1169e+10,2.2901e+10,9.86e+08,8.59e+08,1.27e+08,1.3604e+10,-5.81e+08,1.4009e+10,1.4e+07,1.4023e+10,3.6924e+10,8.77e+08,3.29e+08,-4.5e+07,43999999.9999995,-8.9e+07,-1.18e+08,3000000.00000001,-5.3e+07,-6.8e+07,1.043e+09,-3.66e+08,-4.55e+08,-4.55e+08,-7.3e+07,-4.39e+08,-1.9e+08,0,0,-9.74e+08,-9.74e+08,-1e+08,-1.264e+09,-6.6e+08,-6.6e+08,-6.6e+08,1.582e+09,1.3788e+10,1.365e+09,0.50999,0.40393,0.28272,0.06254,0.02375,1.55644,1.66339,1.6331,0.37342,0.33835,0.33679,1.19676,5.40471,0.52662,0.0733,8,0.0303,0.03877,0.21665,7.8287,9.88428
"35","2018_Q4",21.9619047619048,"Down",3.129e+09,-1.526e+09,1.603e+09,-3.34e+08,-3.34e+08,1.269e+09,-1.19e+08,-1.62e+08,1.9e+07,1.15e+09,1.15e+09,-2.56e+08,8.94e+08,8.94e+08,8.94e+08,8.94e+08,1.278e+09,6.63e+08,6.15e+08,1.09e+09,1.09e+09,2.83e+08,1.33e+08,1.33e+08,2.784e+09,3.1871e+10,4.4485e+10,-1.2614e+10,2.206e+09,1.764e+09,4.42e+08,3.4077e+10,3.6861e+10,1.665e+09,9.82e+08,1.66e+08,5.17e+08,1.8e+07,2.61e+08,2.61e+08,1.944e+09,1.3754e+10,7.428e+09,6.584e+09,8.44e+08,2.1182e+10,2.3126e+10,9.73e+08,8.44e+08,1.29e+08,1.332e+10,-5.74e+08,1.3719e+10,1.6e+07,1.3735e+10,3.6861e+10,8.94e+08,3.34e+08,-2.6e+07,5e+07,-7.6e+07,1.95e+08,-5e+07,1.29e+08,1.16e+08,1.397e+09,-3.01e+08,-4.17e+08,-4.17e+08,-5.31e+08,-8.32e+08,-1.86e+08,-1.9e+07,-1.9e+07,-1.006e+09,-1.006e+09,-1.1e+07,-1.222e+09,-6.57e+08,-6.57e+08,-6.57e+08,1.603e+09,1.3772e+10,1.753e+09,0.5123,0.40556,0.28571,0.06509,0.02425,1.96085,1.4321,1.68373,0.37362,0.35059,0.34895,1.22706,5.38,0.68745,0.07294,8,0.03091,0.05018,0.20805,7.79414,9.84555
"36","2019_Q1",22.1829508196721,"Up",3.143e+09,-1.47e+09,1.673e+09,-3.45e+08,-3.45e+08,1.328e+09,-2.3e+08,-1.71e+08,2e+07,1.098e+09,1.098e+09,-2.55e+08,8.43e+08,8.43e+08,8.43e+08,8.43e+08,1.111e+09,8.58e+08,2.53e+08,1.01e+09,1.01e+09,2.63e+08,1.81e+08,1.81e+08,2.565e+09,3.1998e+10,4.4805e+10,-1.2807e+10,2.166e+09,1.779e+09,3.87e+08,3.4164e+10,3.6729e+10,1.605e+09,9.49e+08,1.06e+08,5.5e+08,1.8e+07,2.92e+08,2.92e+08,1.915e+09,1.4739e+10,7.495e+09,6.69e+09,8.05e+08,2.2234e+10,2.4149e+10,1.067e+09,8.18e+08,2.49e+08,1.2157e+10,-6.61e+08,1.2563e+10,1.7e+07,1.258e+10,3.6729e+10,8.43e+08,3.45e+08,7.3e+07,1.31e+08,-5.8e+07,-2.6e+07,5.1e+07,-3.6e+07,-4.1e+07,1.235e+09,-4.43e+08,-5.05e+08,-5.05e+08,3.46e+08,-97000000.0000001,-1.81e+08,1e+09,1e+09,-1.855e+09,-1.855e+09,9.3e+07,-9.43e+08,1.95e+08,1.95e+08,1.95e+08,1.673e+09,1.4757e+10,1.459e+09,0.53229,0.42253,0.26822,0.06701,0.02295,1.73072,1.33943,1.91963,0.40178,0.33896,0.33693,1.26377,5.05147,0.58665,0.07278,7,0.0294,0.04189,0.21471,8.1566,10.2756
"37","2019_Q2",24.7612698412698,"Up",3.013e+09,-1.483e+09,1.53e+09,-3.3e+08,-3.3e+08,1.2e+09,-1.36e+08,-1.78e+08,2.3e+07,1.064e+09,1.064e+09,-2.3e+08,8.34e+08,8.34e+08,8.34e+08,8.34e+08,2.01e+09,1.188e+09,8.22e+08,1.106e+09,1.106e+09,2.41e+08,1.22e+08,1.22e+08,3.479e+09,3.1988e+10,4.4826e+10,-1.2838e+10,2.687e+09,1.793e+09,8.94e+08,3.4675e+10,3.8154e+10,1.618e+09,1.019e+09,1.93e+08,4.06e+08,1.8e+07,2.9e+08,2.9e+08,1.926e+09,1.5748e+10,8.035e+09,6.743e+09,1.292e+09,2.3783e+10,2.5709e+10,1.076e+09,8.09e+08,2.67e+08,1.2011e+10,-6.59e+08,1.2428e+10,1.7e+07,1.2445e+10,3.8154e+10,8.34e+08,3.3e+08,-9e+06,5.1e+07,-6e+07,1.8e+07,-5.6e+07,7.4e+07,0,1.173e+09,-3.05e+08,-3.53e+08,-3.53e+08,-5.65e+08,-8.7e+08,-1.95e+08,1e+09,1e+09,-7.96e+08,-7.96e+08,1.8e+07,2.7e+07,3.3e+08,3.3e+08,3.3e+08,1.53e+09,1.5766e+10,1.473e+09,0.5078,0.39827,0.2768,0.06701,0.02186,1.76619,1.80633,2.06581,0.41322,0.34152,0.34027,1.23382,5.08927,0.60319,0.07985,7,0.02839,0.04064,0.23381,8.99085,11.46333
"38","2019_Q3",22.445625,"Down",3.061e+09,-1.44e+09,1.621e+09,-3.37e+08,-3.37e+08,1.284e+09,-1.38e+08,-1.84e+08,2.5e+07,1.146e+09,1.146e+09,-2.76e+08,8.7e+08,8.7e+08,8.7e+08,8.7e+08,1.731e+09,8.53e+08,8.78e+08,1.111e+09,1.111e+09,2.22e+08,1.22e+08,1.22e+08,3.186e+09,3.2019e+10,4.4756e+10,-1.2737e+10,2.719e+09,1.822e+09,8.97e+08,3.4738e+10,3.7924e+10,1.534e+09,9.89e+08,1.33e+08,4.12e+08,2.45e+08,2.74e+08,2.74e+08,2.053e+09,1.5522e+10,8.059e+09,6.791e+09,1.268e+09,2.3581e+10,2.5634e+10,1.088e+09,7.98e+08,2.9e+08,1.1843e+10,-6.55e+08,1.2276e+10,1.4e+07,1.229e+10,3.7924e+10,8.7e+08,3.37e+08,-1.9e+07,4.6e+07,-6.5e+07,-9.4e+07,-5e+06,-3.5e+07,-5.4e+07,1.094e+09,-3.18e+08,-4.16e+08,-4.16e+08,-6.8e+07,-3.86e+08,-1.93e+08,0,0,-8.6e+08,-8.6e+08,1e+07,-1.043e+09,-3.35e+08,-3.35e+08,-3.35e+08,1.621e+09,1.5767e+10,1.485e+09,0.52957,0.41947,0.28422,0.07079,0.02294,1.7069,1.55188,2.08576,0.41575,0.3598,0.35936,1.26592,5.07692,0.61414,0.07982,5,0.02943,0.04112,0.22184,8.65885,10.93146
"39","2019_Q4",22.88953125,"Up",2.978e+09,-1.313e+09,1.665e+09,-3.38e+08,-3.38e+08,1.327e+09,-2.02e+08,-1.86e+08,2.4e+07,1.125e+09,1.125e+09,-2.69e+08,8.56e+08,8.56e+08,8.56e+08,8.56e+08,2.558e+09,1.521e+09,1.037e+09,1.101e+09,1.101e+09,2.35e+08,6.6e+07,6.6e+07,3.96e+09,3.2078e+10,4.5012e+10,-1.2934e+10,2.757e+09,1.849e+09,9.08e+08,3.4835e+10,3.8795e+10,1.742e+09,1.101e+09,1.55e+08,4.86e+08,7.45e+08,3.18e+08,3.18e+08,2.805e+09,1.5992e+10,8.119e+09,6.882e+09,1.237e+09,2.4111e+10,2.6916e+10,1.096e+09,7.82e+08,3.14e+08,1.1416e+10,-6.48e+08,1.1864e+10,1.5e+07,1.1879e+10,3.8795e+10,8.56e+08,3.38e+08,4e+06,8.9e+07,-8.5e+07,2.72e+08,2.2e+07,1.13e+08,1.37e+08,1.47e+09,-3.5e+08,-4.22e+08,-4.22e+08,-1.23e+08,-4.73e+08,-1.89e+08,9.82e+08,9.82e+08,-1.111e+09,-1.111e+09,-1.1e+07,-3.29e+08,6.68e+08,6.68e+08,6.68e+08,1.665e+09,1.6737e+10,1.856e+09,0.5591,0.4456,0.28744,0.07206,0.02206,2.16822,1.41176,2.26585,0.43142,0.36164,0.36072,1.25813,5.01225,0.78411,0.07985,5,0.02845,0.05052,0.22079,8.51592,10.685
"40","2020_Q1",22.67,"Down",2.885e+09,-1.538e+09,1.347e+09,-3.44e+08,-3.44e+08,1.003e+09,-1.73e+08,-1.89e+08,1.6e+07,8.3e+08,9.81e+08,-2.1e+08,7.71e+08,7.71e+08,7.71e+08,7.71e+08,1.954e+09,9.58e+08,9.96e+08,9.86e+08,9.86e+08,2.61e+08,7.7e+07,7.7e+07,3.278e+09,3.2168e+10,4.51e+10,-1.2932e+10,2.811e+09,1.879e+09,9.32e+08,3.4979e+10,3.8257e+10,1.601e+09,1.043e+09,6.9e+07,4.89e+08,2.45e+08,3.05e+08,3.05e+08,2.151e+09,1.5993e+10,8.25e+09,6.961e+09,1.289e+09,2.4243e+10,2.6394e+10,1.119e+09,7.73e+08,3.46e+08,1.1404e+10,-6.75e+08,1.1848e+10,1.5e+07,1.1863e+10,3.8257e+10,7.71e+08,3.44e+08,7.7e+07,8.7e+07,-1e+07,-7.9e+07,8.4e+07,-5.4e+07,-1.09e+08,1.113e+09,-4.3e+08,-4.66e+08,-4.66e+08,5.7e+07,-3.73e+08,-1.86e+08,-5e+08,-5e+08,-6.06e+08,-6.06e+08,-1.1e+07,-1.303e+09,-5.63e+08,-5.63e+08,-5.63e+08,1.347e+09,1.6238e+10,1.048e+09,0.4669,0.34766,0.26724,0.06499,0.02015,1.35927,1.52394,2.2249,0.42445,0.33161,0.33076,1.24086,5.09591,0.45075,0.08,5,0.02633,0.02883,0.24125,10.60431,14.24128
"41","2020_Q2",21.561746031746,"Down",2.855e+09,-1.333e+09,1.522e+09,-3.44e+08,-3.44e+08,1.178e+09,-1.65e+08,-1.87e+08,2.2e+07,1.013e+09,1.013e+09,-2.43e+08,7.7e+08,7.7e+08,7.7e+08,7.7e+08,2.482e+09,1.995e+09,4.87e+08,1.008e+09,1.008e+09,2.57e+08,7.4e+07,7.4e+07,3.821e+09,3.2188e+10,4.5065e+10,-1.2877e+10,1.832e+09,9.08e+08,9.24e+08,3.5013e+10,3.8834e+10,1.672e+09,1.058e+09,2.69e+08,3.45e+08,2.55e+08,2.84e+08,2.84e+08,2.211e+09,1.6477e+10,8.258e+09,6.991e+09,1.267e+09,2.4735e+10,2.6946e+10,1.131e+09,7.65e+08,3.66e+08,1.1412e+10,-6.72e+08,1.1871e+10,1.7e+07,1.1888e+10,3.8834e+10,7.7e+08,3.44e+08,1e+07,2.8e+07,-1.8e+07,5.4e+07,-2.7e+07,1.4e+07,6.7e+07,1.178e+09,-3.46e+08,-3.81e+08,-3.81e+08,4.9e+08,1.44e+08,-2.01e+08,5e+08,5e+08,-5.77e+08,-5.77e+08,-7e+06,-2.85e+08,1.037e+09,1.037e+09,1.037e+09,1.522e+09,1.6732e+10,1.473e+09,0.5331,0.41261,0.2697,0.06477,0.01983,1.91299,1.72818,2.26666,0.43086,0.33247,0.33204,1.23273,5.12565,0.63601,0.08679,5,0.02633,0.03994,0.26104,9.36268,12.09677
"42","2020_Q3",24.1265625,"Up",2.255e+09,-1.112e+09,1.143e+09,-3.44e+08,-3.44e+08,7.99e+08,-1.76e+08,-1.91e+08,1.5e+07,6.23e+08,6.52e+08,-1.53e+08,4.99e+08,4.99e+08,4.99e+08,4.99e+08,2.594e+09,2.391e+09,2.03e+08,8.6e+08,8.6e+08,2.46e+08,9.1e+07,9.1e+07,3.791e+09,3.2261e+10,4.5327e+10,-1.3066e+10,1.851e+09,9.2e+08,9.31e+08,3.5113e+10,3.8904e+10,1.692e+09,9.6e+08,3.8e+08,3.52e+08,3.78e+08,2.77e+08,2.77e+08,2.347e+09,1.6128e+10,8.266e+09,7.028e+09,1.238e+09,2.4394e+10,2.6741e+10,1.126e+09,7.65e+08,3.61e+08,1.1676e+10,-6.52e+08,1.215e+10,1.3e+07,1.2163e+10,3.8904e+10,4.99e+08,3.44e+08,-3e+06,3.3e+07,-3.6e+07,1.66e+08,1.47e+08,-9.9e+07,1.18e+08,1.006e+09,-4.1e+08,-4.2e+08,-4.2e+08,2.63e+08,-1.47e+08,-1.99e+08,-2.27e+08,-2.27e+08,-39000000.0000001,-39000000.0000001,2e+06,-4.63e+08,3.96e+08,3.96e+08,3.96e+08,1.143e+09,1.6506e+10,1.052e+09,0.50687,0.35432,0.22129,0.04103,0.01283,2.10822,1.61525,2.19855,0.42428,0.21715,0.21686,0.98129,5.28721,0.45779,0.0866,5,0.0189,0.02848,0.3988,12.17148,17.41176
"43","2020_Q4",28.18703125,"Up",2.648e+09,-1.163e+09,1.485e+09,-3.48e+08,-3.48e+08,1.137e+09,-1.73e+08,-1.87e+08,1.4e+07,9.64e+08,9.68e+08,-2.32e+08,7.36e+08,7.36e+08,7.36e+08,7.36e+08,2.899e+09,2.898e+09,1e+06,9.8e+08,9.8e+08,2.53e+08,9.6e+07,9.6e+07,4.228e+09,3.2381e+10,4.5409e+10,-1.3028e+10,1.822e+09,1245505930.506,1.822e+09,3.5215e+10,3.9443e+10,1.618e+09,1.042e+09,1.4e+08,4.36e+08,3.71e+08,3.05e+08,3.05e+08,2.294e+09,1.6121e+10,8.301e+09,7.087e+09,1.214e+09,2.4422e+10,2.6716e+10,1.165e+09,7.65e+08,4e+08,1.2166e+10,-6.18e+08,1.2713e+10,1.4e+07,1.2727e+10,3.9443e+10,7.36e+08,3.48e+08,4.7e+07,5.6e+07,-9e+06,-1.87e+08,-1.08e+08,7.9e+07,-1.58e+08,9.44e+08,-4.02e+08,-4.08e+08,-4.08e+08,2.12e+08,-1.9e+08,-1.99e+08,-1.8e+07,-1.8e+07,-4.8e+07,-4.8e+07,1.8e+07,-2.47e+08,5.07e+08,5.07e+08,5.07e+08,1.485e+09,1.6492e+10,1.128e+09,0.5608,0.42938,0.27795,0.05783,0.01866,1.53261,1.84307,2.09916,0.41812,0.32154,0.31986,1.15684,5.55395,0.49279,0.08694,7,0.02492,0.03006,0.27038,9.15354,11.95515
"44","2021_Q1",30.0388524590164,"Up",2.825e+09,-1.265e+09,1.56e+09,-3.47e+08,-3.47e+08,1.213e+09,-2.21e+08,-1.89e+08,-3.2e+07,9.92e+08,9.94e+08,-2.34e+08,7.6e+08,7.6e+08,7.6e+08,7.6e+08,3.131e+09,3.129e+09,2e+06,9.12e+08,9.12e+08,3.02e+08,9.6e+07,9.6e+07,4.441e+09,3.2444e+10,4.553e+10,-1.3086e+10,9.23e+08,1533985528.43029,8.6e+08,3.5352e+10,3.9793e+10,1.364e+09,8.09e+08,7.3e+07,4.82e+08,4.01e+08,2.54e+08,2.54e+08,2.019e+09,1.6304e+10,8.36e+09,7.168e+09,1.192e+09,2.4664e+10,2.6683e+10,2.44e+09,2.288e+09,1.52e+08,1.1259e+10,-5.98e+08,1.3101e+10,9e+06,1.311e+10,3.9793e+10,7.6e+08,3.47e+08,5.9e+07,6.3e+07,-3999999.99999999,-30999999.9999999,7.1e+07,-13999999.9999999,-8.8e+07,1.135e+09,-4.12e+08,-4.17e+08,-4.17e+08,-4.4e+07,-4.56e+08,-1.98e+08,0,0,-2.03e+08,-2.03e+08,-4.7e+07,-4.48e+08,2.31e+08,2.31e+08,2.31e+08,1.56e+09,1.6705e+10,1.351e+09,0.55221,0.42938,0.26903,0.05797,0.0191,1.77763,2.1996,2.03532,0.4198,0.33202,0.33115,1.23416,5.72346,0.59021,0.0865,7,0.02509,0.03539,0.26053,8.70128,11.19044
