"","YQ","p","d","revenue","cost_of_revenue","cost_of_goods_services","gross_profit","operating_expenses","selling_general_administrative","research_development","depreciation_amortization","operating_income_loss","non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_change_in_long_term_investment","decrease_in_long_term_investment","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repayment_of_short_term_debt_net","cash_from_repayment_of_long_term_debt_net","repayments_of_long_term_debt","cash_from_long_term_debt","cash_from_repurchase_of_equity","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",5.05112903225806,"Down",2.9669e+10,-2.4615e+10,-2.4535e+10,5.054e+09,-4.696e+09,-3.366e+09,-8.54e+08,-4.76e+08,3.58e+08,-2.24e+08,1.34e+08,-9.191e+09,-9.057e+09,2e+08,-8.857e+09,-8.857e+09,-8.857e+09,-8.857e+09,9.509e+09,9.509e+09,1.5686e+10,1.5686e+10,7.292e+09,1.775e+10,1.775e+10,5.0237e+10,1.2069e+10,5.525e+10,3.6805e+10,6.7319e+10,1.17556e+11,1.3266e+10,1.2554e+10,5.681e+09,2.5972e+10,1.8374e+10,4.4919e+10,2.4063e+10,1.6564e+10,1.6564e+10,4.0627e+10,8.5546e+10,6.498e+09,2.8379e+10,-3.276e+09,3.1601e+10,3.201e+10,1.17556e+11,-8.857e+09,1.306e+09,9e+09,1.5e+08,-5.35e+08,9.385e+09,1.397e+09,9.56e+08,-9.1e+07,-3.45e+08,8.77e+08,2.846e+09,-7.73e+08,-8.7e+08,-8.7e+08,-5.8e+07,1.7e+08,-8.25e+08,-2.6e+08,-2.74e+08,2.39e+08,-5.13e+08,-5.61e+08,4.8e+07,-2.89e+08,-3.65e+08,0,-8.23e+08,1.198e+09,1.198e+09,1.198e+09,1.664e+09,2.9744e+10,2.088e+09,0.17035,0.01207,-0.29853,-0.27669,-0.07534,-0.23575,1.11839,2.67248,0.25302,-4.49366,-4.49366,15.05277,16.03298,1.05936,0.13191,3,-0.10977,0.02666,-0.02936,12.16046,56.52235
"12","2013_Q1",6.77733333333333,"Up",2.9959e+10,-2.3089e+10,-2.301e+10,6.87e+09,-4.508e+09,-3.227e+09,-9.09e+08,-3.72e+08,2.362e+09,-1.88e+08,2.174e+09,-8.85e+09,-6.676e+09,-1.78e+08,-6.854e+09,-6.854e+09,-6.854e+09,-6.854e+09,1.1301e+10,1.1301e+10,1.6407e+10,1.6407e+10,6.317e+09,1.6612e+10,1.6612e+10,5.0637e+10,1.1954e+10,4.6177e+10,3.1069e+10,5.8131e+10,1.08768e+11,1.4196e+10,1.335e+10,6.647e+09,2.5823e+10,1.8329e+10,4.6666e+10,2.1789e+10,1.748e+10,1.748e+10,3.9269e+10,8.5935e+10,6.474e+09,2.1521e+10,-5.559e+09,2.2436e+10,2.2833e+10,1.08768e+11,-6.854e+09,1.201e+09,9.067e+09,1.41e+08,-2.1e+07,8.947e+09,6.45e+08,-1.166e+09,8.92e+08,7.82e+08,1.37e+08,4.059e+09,-5.77e+08,-8.73e+08,-8.73e+08,-3.3e+07,1.46e+08,-6.1e+08,-2.6e+08,-1.279e+09,-2.22e+08,-1.057e+09,-1.111e+09,5.4e+07,-1.18e+08,-1.24e+08,-1.16415321826935e-10,-1.657e+09,1.792e+09,1.792e+09,1.792e+09,3.563e+09,2.8436e+10,3.809e+09,0.22931,0.07884,-0.22878,-0.30018,-0.06301,-0.55573,1.08509,3.76363,0.26144,-3.48804,-3.53299,15.24631,11.41781,1.93842,0.13232,5,-0.09591,0.0554,-0.03793,4.80915,7.25445
"13","2013_Q2",8.23984375,"Up",2.8359e+10,-2.2159e+10,-2.2079e+10,6.2e+09,-4.444e+09,-3.3e+09,-7.94e+08,-3.5e+08,1.756e+09,-1.79e+08,1.577e+09,-4e+06,1.573e+09,-3.41e+08,1.232e+09,1.232e+09,1.232e+09,1.232e+09,1.2589e+10,1.2589e+10,1.4236e+10,1.4236e+10,6.374e+09,1.6353e+10,1.6353e+10,4.9552e+10,1.1686e+10,4.5463e+10,3.1031e+10,5.7149e+10,1.06701e+11,1.2511e+10,1.166e+10,6.475e+09,2.54e+10,1.7797e+10,4.4386e+10,2.1752e+10,1.7273e+10,1.7273e+10,3.9025e+10,8.3411e+10,6.328e+09,2.2239e+10,-5.672e+09,2.2895e+10,2.329e+10,1.06701e+11,1.232e+09,1.163e+09,9.75e+08,1.84e+08,5e+08,2.91e+08,-8.08e+08,2.246e+09,-1.49e+08,-1.69e+09,-1.215e+09,2.562e+09,-5.06e+08,-6.33e+08,-6.33e+08,-1.38e+08,1.61e+08,-6.44e+08,-2.58e+08,-1.74e+08,-1.05e+08,-6.9e+07,-1.14e+08,4.5e+07,-1.98e+08,-2.53e+08,2393966.85550563,-6.3e+08,1.288e+09,1.288e+09,1.288e+09,2.919e+09,2.8227e+10,1.946e+09,0.21863,0.06192,0.04344,0.0529,0.01155,1.57955,1.11639,3.58141,0.26454,0.63082,0.62986,14.52074,11.72299,0.99642,0.1321,5,0.02166,0.02829,0.20942,5.35731,8.90547
"14","2013_Q3",8.96765625,"Up",2.7582e+10,-2.1463e+10,-2.1382e+10,6.119e+09,-4.507e+09,-3.342e+09,-8.15e+08,-3.5e+08,1.612e+09,-1.93e+08,1.419e+09,-11000000.000001,1.408e+09,-3.31e+08,1.077e+09,1.077e+09,1.077e+09,1.077e+09,1.324e+10,1.324e+10,1.4606e+10,1.4606e+10,5.999e+09,1.5726e+10,1.5726e+10,4.9571e+10,1.1476e+10,4.5207e+10,3.1133e+10,5.6683e+10,1.06254e+11,1.3328e+10,1.2313e+10,6.928e+09,2.4402e+10,1.7645e+10,4.4658e+10,1.9863e+10,1.7801e+10,1.7801e+10,3.7664e+10,8.2322e+10,5.736e+09,2.3319e+10,-5.522e+09,2.3533e+10,2.3932e+10,1.06254e+11,1.077e+09,1.17e+09,2.31e+08,1.07e+08,-28000000.0000001,1.52e+08,1.078e+09,-9.8e+07,2.89e+08,6.4e+08,2.47e+08,3.556e+09,-6.2e+08,-7.67e+08,-7.67e+08,2.33e+08,4.31e+08,-5.54e+08,-2.83e+08,-1.428e+09,-2.8e+07,-1.4e+09,-1.554e+09,1.54e+08,-6.4e+08,-7.97e+08,4479369.56138278,-2.351e+09,6.51e+08,6.51e+08,6.51e+08,2.782e+09,2.6791e+10,3.571e+09,0.22185,0.05844,0.03905,0.045,0.01014,3.31569,1.11001,3.43983,0.25214,0.55659,0.55316,14.25426,12.16176,1.84548,0.14625,5,0.01985,0.05211,0.26277,4.87096,8.40633
"15","2013_Q4",9.3875,"Up",2.7226e+10,-2.094e+10,-2.0863e+10,6.286e+09,-4.427e+09,-3.274e+09,-7.97e+08,-3.56e+08,1.859e+09,-1.46e+08,1.713e+09,-4e+06,1.709e+09,-3.19e+08,1.39e+09,1.39e+09,1.39e+09,1.39e+09,1.3251e+10,1.3251e+10,1.4336e+10,1.4336e+10,6.54e+09,1.5831e+10,1.5831e+10,4.9958e+10,1.1328e+10,4.4514e+10,3.1116e+10,5.5842e+10,1.058e+11,1.4272e+10,1.3293e+10,7.624e+09,2.4116e+10,1.7545e+10,4.6012e+10,1.7124e+10,1.7686e+10,1.7686e+10,3.481e+10,8.0822e+10,5.887e+09,2.4149e+10,-5.433e+09,2.4603e+10,2.4978e+10,1.058e+11,1.39e+09,1.158e+09,3.41e+08,1.06e+08,7e+07,1.65e+08,-2.15e+08,4.92e+08,-5.85e+08,9.8e+08,-1.102e+09,2.674e+09,-6.47e+08,-8.8e+08,-8.8e+08,-1.4e+07,2.82e+08,-6.61e+08,-2.8e+08,-1.787e+09,-3.7e+07,-1.75e+09,-1.805e+09,5.5e+07,6.4e+07,-3e+06,1e+06,-2.002e+09,1.1e+07,1.1e+07,1.1e+07,3.017e+09,2.4748e+10,2.474e+09,0.23088,0.06828,0.05105,0.05565,0.01314,1.77986,1.08576,3.23573,0.23391,0.72058,0.71355,14.11405,12.75428,1.28253,0.14515,7,0.02477,0.0367,0.20144,3.81074,6.18451
"16","2014_Q1",11.0462295081967,"Up",2.9131e+10,-2.2808e+10,-2.2734e+10,6.323e+09,-4.397e+09,-3.351e+09,-7.29e+08,-3.17e+08,1.926e+09,-1.03e+08,1.823e+09,-2999999.99999994,1.82e+09,-4.06e+08,1.414e+09,1.414e+09,1.414e+09,1.414e+09,1.2163e+10,1.2163e+10,1.5876e+10,1.5876e+10,6.046e+09,1.6279e+10,1.6279e+10,5.0364e+10,1.1463e+10,4.3849e+10,3.1124e+10,5.5312e+10,1.05676e+11,1.5222e+10,1.4019e+10,5.979e+09,2.432e+10,1.7843e+10,4.5521e+10,1.6608e+10,1.5891e+10,1.5891e+10,3.2499e+10,7.802e+10,5.484e+09,2.5563e+10,-3.778e+09,2.7269e+10,2.7656e+10,1.05676e+11,1.414e+09,1.12e+09,-6.8e+08,1.01e+08,-9.52e+08,1.71e+08,9.62e+08,-1.626e+09,4.41e+08,6.11e+08,1.536e+09,2.816e+09,-7.73e+08,-9.19e+08,-9.19e+08,-1.71e+08,2.79e+08,-9.44e+08,-2.84e+08,-2.207e+09,1.6e+07,-2.223e+09,-2.248e+09,25000000.0000001,-4.7e+08,-4.79e+08,1e+06,-2.96e+09,-1.088e+09,-1.088e+09,-1.088e+09,3.046e+09,2.2587e+10,3.641e+09,0.21705,0.06612,0.04854,0.05113,0.01338,2.57496,1.10639,2.82109,0.21374,0.73684,0.7255,15.1803,14.21001,1.89734,0.14799,7,0.02568,0.05505,0.20085,3.42219,5.41225
"17","2014_Q2",12.407619047619,"Up",2.8154e+10,-2.185e+10,-2.1778e+10,6.304e+09,-4.304e+09,-3.21e+09,-8.11e+08,-2.83e+08,2e+09,-1.63e+08,1.837e+09,-3e+06,1.834e+09,-4.09e+08,1.425e+09,1.425e+09,1.425e+09,1.425e+09,1.6165e+10,1.6165e+10,1.3492e+10,1.3492e+10,6.004e+09,1.5023e+10,1.5023e+10,5.0684e+10,1.1259e+10,4.3082e+10,3.1131e+10,5.4341e+10,1.05025e+11,1.3864e+10,1.264e+10,6.621e+09,2.3126e+10,1.6372e+10,4.3611e+10,1.7971e+10,1.5294e+10,1.5294e+10,3.3265e+10,7.6876e+10,4.985e+09,2.6436e+10,-3.667e+09,2.7754e+10,2.8149e+10,1.05025e+11,1.425e+09,1.117e+09,1.76e+08,1.43e+08,9e+06,2.4e+07,2.72e+08,2.687e+09,-1.9e+07,-1.165e+09,-1.231e+09,2.99e+09,-5.47e+08,-9.97e+08,-9.97e+08,3.3e+08,4.65e+08,-2.17e+08,-2.78e+08,1.962e+09,2e+06,1.96e+09,-4.5e+07,2.005e+09,-4.82e+08,-5.65e+08,2.7e+07,1.229e+09,4.002e+09,4.002e+09,4.002e+09,3.117e+09,2.4592e+10,3.251e+09,0.22391,0.07104,0.05061,0.05062,0.01357,2.2814,1.16218,2.73104,0.23415,0.74725,0.73643,14.7635,14.55375,1.70477,0.14578,9,0.02503,0.04778,0.19509,2.70356,4.2135
"18","2014_Q3",13.44859375,"Up",2.7309e+10,-2.0956e+10,-2.0887e+10,6.353e+09,-4.528e+09,-3.391e+09,-8.73e+08,-2.64e+08,1.825e+09,-1.74e+08,1.651e+09,-3e+06,1.648e+09,-3.75e+08,1.273e+09,1.273e+09,1.273e+09,1.273e+09,1.5096e+10,1.5096e+10,1.4288e+10,1.4288e+10,5.84e+09,1.4659e+10,1.4659e+10,4.9883e+10,1.135e+10,4.2739e+10,3.1134e+10,5.4089e+10,1.03972e+11,1.4784e+10,1.3521e+10,5.396e+09,2.31e+10,1.6684e+10,4.328e+10,1.719e+10,1.492e+10,1.492e+10,3.211e+10,7.539e+10,4.356e+09,2.7658e+10,-3.829e+09,2.8185e+10,2.8582e+10,1.03972e+11,1.273e+09,1.087e+09,1.27e+08,1.24e+08,-9.9e+07,1.02e+08,5.08e+08,-8.43e+08,1.26e+08,7.65e+08,4.6e+08,2.995e+09,-7.2e+08,-8.4e+08,-8.4e+08,-2.37e+08,7.9e+07,-9.77e+08,-2.98e+08,-2.012e+09,5.8e+07,-2.07e+09,-2.07e+09,0,-7.83e+08,-8.31e+08,6e+06,-3.087e+09,-1.069e+09,-1.069e+09,-1.069e+09,2.912e+09,2.2586e+10,3.075e+09,0.23263,0.06683,0.04661,0.04454,0.01224,2.41555,1.15256,2.63767,0.21723,0.6739,0.66684,14.45686,14.92059,1.62785,0.15776,9,0.02377,0.04653,0.23409,2.57212,4.10411
"19","2014_Q4",13.9584375,"Up",2.7585e+10,-2.1623e+10,-2.1553e+10,5.962e+09,-4.502e+09,-3.388e+09,-8.87e+08,-2.27e+08,1.46e+09,-1.45e+08,1.315e+09,-2e+06,1.313e+09,-3.28e+08,9.85e+08,9.85e+08,9.85e+08,9.85e+08,1.4474e+10,1.4474e+10,1.4198e+10,1.4198e+10,6.249e+09,1.4366e+10,1.4366e+10,4.9287e+10,1.1434e+10,4.2449e+10,3.1132e+10,5.3883e+10,1.0317e+11,1.6369e+10,1.5141e+10,2.705e+09,2.3402e+10,1.6968e+10,4.2476e+10,1.7128e+10,1.4664e+10,1.4664e+10,3.1792e+10,7.4268e+10,4.135e+09,2.7984e+10,-3.61e+09,2.8509e+10,2.8902e+10,1.0317e+11,9.85e+08,1.055e+09,2.2e+08,1.16e+08,-3.9e+07,1.43e+08,1.387e+09,1.58e+08,-4.76e+08,1.596e+09,1.09e+08,3.647e+09,-9.28e+08,-1.06e+09,-1.06e+09,1.24e+08,6.8e+08,-8.04e+08,-2.99e+08,-2.712e+09,2.6e+07,-2.738e+09,-2.738e+09,0,-4.7e+08,-5.82e+08,1.6e+07,-3.465e+09,-6.22e+08,-6.22e+08,-6.22e+08,2.515e+09,1.9833e+10,3.302e+09,0.21613,0.05293,0.03571,0.03408,0.00955,3.35228,1.16035,2.56965,0.19224,0.52646,0.51979,14.74345,15.23731,1.76483,0.15981,6,0.02025,0.05208,0.30355,2.13082,3.67055
"20","2015_Q1",13.7986885245902,"Down",-2.6397e+10,1.8822e+10,1.8611e+10,-7.575e+09,6.546e+09,4.628e+09,1.273e+09,6.45e+08,-1.029e+09,8.9e+07,-9.4e+08,8e+06,-9.32e+08,1.73e+08,-7.59e+08,1.33e+09,1.33e+09,1.33e+09,1.5133e+10,1.5133e+10,1.3832e+10,1.3832e+10,6.415e+09,1.4765e+10,1.4765e+10,5.0145e+10,1.134e+10,4.1721e+10,3.1139e+10,5.3061e+10,1.03206e+11,1.692e+10,1.5903e+10,3.486e+09,2.3329e+10,1.7186e+10,4.3735e+10,1.6039e+10,1.6305e+10,1.6305e+10,3.2344e+10,7.6079e+10,3.448e+09,2.9164e+10,-5.881e+09,2.6731e+10,2.7127e+10,1.03206e+11,1.33e+09,1.075e+09,2.92e+08,1.19e+08,9.5e+07,7.8e+07,3999999.99999976,4.35e+08,-2.11e+08,7.16e+08,-9.36e+08,2.701e+09,-8.15e+08,-9.56e+08,-9.56e+08,43999999.9999999,1.23e+08,-7.94e+08,-3.09e+08,-2.52e+08,6.2e+07,-3.14e+08,-1.184e+09,8.7e+08,-6.96e+08,-7.5e+08,9e+06,-1.248e+09,6.59e+08,6.59e+08,6.59e+08,4.6e+07,1.9525e+10,-9.38e+08,0.28696,0.03898,-0.05038,0.04903,0.01289,-0.70526,1.14656,2.80455,0.18918,0.71467,0.6967,-14.18431,14.36378,-0.50403,0.16604,7,0.02603,-0.0149,0.23233,95.47826,-4.26822
"21","2015_Q2",12.4831746031746,"Down",1.3858e+10,-1.1187e+10,-1.1187e+10,2.671e+09,-1.553e+09,-1.222e+09,-3.04e+08,-2.7e+07,1.118e+09,-1.21e+08,9.97e+08,47969312.2670952,9.97e+08,-2.27e+08,7.7e+08,1.366e+09,1.366e+09,1.366e+09,1.2919e+10,1.2919e+10,1.2295e+10,1.2295e+10,6.575e+09,1.6409e+10,1.6409e+10,4.8198e+10,1.103e+10,4.1633e+10,3.1108e+10,5.2663e+10,1.00861e+11,1.6438e+10,1.4873e+10,3.509e+09,2.2582e+10,1.6341e+10,4.2529e+10,1.5552e+10,1.5876e+10,1.5876e+10,3.1428e+10,7.3957e+10,2.556e+09,2.9626e+10,-5.675e+09,2.6507e+10,2.6904e+10,1.00861e+11,1.366e+09,1.028e+09,1.05e+08,7.8e+07,-1.73e+08,2e+08,-1.755e+09,1.762e+09,-2.24e+08,-8.52e+08,-2.441e+09,7.44e+08,-8.17e+08,-9.47e+08,-9.47e+08,-2e+07,29999999.9999999,-8.38e+08,-3.04e+08,-5.35e+08,7.7e+07,-6.12e+08,-9.11e+08,2.99e+08,-1.39e+09,-1.571e+09,1.09e+08,-2.12e+09,-2.214e+09,-2.214e+09,-2.214e+09,2.146e+09,1.9061e+10,-1.99e+08,0.19274,0.08068,0.09857,0.05077,0.01354,-0.14568,1.1333,2.74892,0.18898,0.74523,0.73401,7.56028,14.46099,-0.10857,0.16585,4,0.027,-0.00322,0.22255,2.86207,5.49374
"22","2015_Q3",10.97921875,"Down",1.2977e+10,-1.0422e+10,-1.0422e+10,2.555e+09,-1.558e+09,-1.228e+09,-3.05e+08,-2.5e+07,9.97e+08,-7.8e+07,9.19e+08,83759646.3602991,9.19e+08,-1.86e+08,7.33e+08,1.011e+09,1.011e+09,1.011e+09,1.4768e+10,1.4768e+10,1.232e+10,1.232e+10,6.227e+09,1.5568e+10,1.5568e+10,4.8883e+10,1.1014e+10,4.1499e+10,3.1218e+10,5.2513e+10,1.01396e+11,1.6067e+10,1.4923e+10,5.594e+09,2.1525e+10,1.547e+10,4.3186e+10,1.5464e+10,1.5577e+10,1.5577e+10,3.1041e+10,7.4227e+10,2.205e+09,3.0565e+10,-6.002e+09,2.6768e+10,2.7169e+10,1.01396e+11,1.011e+09,1.003e+09,5.54e+08,1.2e+08,1.73e+08,2.61e+08,-1.104e+09,-22999999.9999998,2.77e+08,-39999999.9999995,-1.318e+09,1.464e+09,-6.98e+08,-7.79e+08,-7.79e+08,3.5e+07,9.3e+07,-8.01e+08,-2.91e+08,2.085e+09,1.781e+09,3.04e+08,-9.84e+08,1.288e+09,-6.17e+08,-6.59e+08,9e+06,1.186e+09,1.849e+09,1.849e+09,1.849e+09,2e+09,2.1058e+10,3.84e+08,0.19689,0.07683,0.07791,0.03721,0.00997,0.37982,1.13192,2.73205,0.20768,0.55702,0.55095,7.14986,14.74821,0.21157,0.16033,5,0.02041,0.00602,0.28783,3.14499999999999,6.30893
"23","2015_Q4",10.45109375,"Down",1.2362e+10,-1.0037e+10,-1.0037e+10,2.325e+09,-1.382e+09,-1.058e+09,-3e+08,-2.4e+07,9.43e+08,-9e+07,8.53e+08,6.4e+07,9.17e+08,-2.17e+08,7e+08,8.54e+08,8.54e+08,8.54e+08,1.7171e+10,1.7171e+10,1.2753e+10,1.2753e+10,6.7e+09,1.5374e+10,1.5374e+10,5.1998e+10,1.1028e+10,4.4007e+10,3.3025e+10,5.5035e+10,1.07033e+11,1.6178e+10,1.5549e+10,1.1034e+10,2.1821e+10,1.5544e+10,4.9033e+10,1.4468e+10,1.6089e+10,1.6089e+10,3.0557e+10,7.959e+10,2.119e+09,3.0764e+10,-5.848e+09,2.7035e+10,2.7443e+10,1.07033e+11,8.54e+08,1.023e+09,1.531e+09,1.54e+08,8.98e+08,4.79e+08,-1.735e+09,-3.48e+08,-5.2e+08,5.34e+08,-1.401e+09,1.673e+09,-8.17e+08,-9.16e+08,-9.16e+08,5.1e+07,1.23e+08,-3.088e+09,-3.18e+08,4.434e+09,7.75e+08,3.659e+09,-7.47e+08,4.406e+09,-2.72e+08,-3.52e+08,-25999999.9999999,3.818e+09,2.403e+09,2.403e+09,2.403e+09,1.966e+09,2.5502e+10,-3.69e+08,0.18808,0.07628,0.06908,0.03112,0.00798,-0.43208,1.06047,2.90019,0.23826,0.47313,0.46718,6.84875,14.97784,-0.20443,0.17618,5,0.01698,-0.00535,0.37237,4.23754,8.83457
"24","2016_Q1",8.63377049180328,"Down",1.2266e+10,-9.941e+09,-9.941e+09,2.325e+09,-1.519e+09,-1.211e+09,-2.82e+08,-2.6e+07,8.06e+08,-9.9e+07,7.07e+08,-8e+06,6.99e+08,8.16e+08,1.515e+09,1.323e+09,1.323e+09,1.323e+09,7.584e+09,7.584e+09,4.825e+09,4.825e+09,4.288e+09,3.509e+10,4.498e+09,5.1787e+10,1.492e+09,5.3603e+10,5.68e+09,5.5095e+10,1.06882e+11,1.0437e+10,1.0194e+10,2.194e+09,2.956e+10,6.988e+09,4.2191e+10,6.677e+09,2.9863e+10,7.414e+09,3.654e+10,7.8731e+10,1.981e+09,3.2089e+10,-6.302e+09,2.7768e+10,2.8151e+10,1.06882e+11,1.323e+09,1.007e+09,-7.55e+08,3.57e+08,-1.598e+09,4.86e+08,1.57e+09,-8.19e+08,1.37e+08,3.89e+08,1.863e+09,3.145e+09,-8.47e+08,-9.61e+08,-9.61e+08,-2.3e+07,5.6e+07,-8.07e+08,-3.37e+08,-1.019e+09,-2.832e+09,1.813e+09,-6.929e+09,8.742e+09,-6.04e+08,-3.01e+08,-1.16e+08,-2.076e+09,2.62e+08,2.62e+08,2.62e+08,1.813e+09,8.871e+09,1.72e+09,0.18955,0.06571,0.10786,0.047,0.01238,1.30008,1.22744,2.79674,0.083,0.73378,0.72692,6.80311,15.401,0.95397,0.18691,7,0.02482,0.02572,0.25472,0.70987,1.59677
"25","2016_Q2",10.14875,"Up",1.2246e+10,-9.981e+09,-9.981e+09,2.265e+09,-1.337e+09,-1.037e+09,-2.92e+08,-8e+06,9.28e+08,-9.4e+07,8.34e+08,0,8.34e+08,-1.84e+08,6.5e+08,5.92e+08,5.92e+08,5.92e+08,3.688e+09,3.688e+09,4.114e+09,4.114e+09,4.052e+09,3.301e+09,3.301e+09,1.5155e+10,1.529e+09,8.833e+09,5.68e+09,1.0362e+10,2.5517e+10,9.223e+09,9.041e+09,48999999.999999,7.489e+09,6.626e+09,1.6761e+10,6.683e+09,6.982e+09,6.982e+09,1.3665e+10,3.0426e+10,1.239e+09,-5.026e+09,-1.122e+09,-4.909e+09,-4.909e+09,2.5517e+10,5.92e+08,7.9e+07,6.17e+08,6.1e+07,5.26e+08,3e+07,-1.39e+09,7.04e+08,2.02e+08,-1.104e+09,-1.192e+09,-1.02e+08,-1.2e+08,-1.2e+08,-1.2e+08,9e+06,9e+06,-1.11e+08,-2.21e+08,-2.125e+09,2.6e+07,-2.151e+09,-2.155e+09,4e+06,-7.97e+08,-7.97e+08,-1.0389e+10,-1.3532e+10,-1.3745e+10,-1.3745e+10,-1.3745e+10,1.007e+09,6.732e+09,-3.19e+08,0.18496,0.07578,0.04834,-0.12059,0.0232,-0.53885,0.90418,-6.198,0.26382,0.33333,0.33165,6.89527,-2.76408,-0.17962,0.12444,4,0.09233,-0.03623,0.37331,3.02284,3.28017
"26","2016_Q3",11.729375,"Up",1.1588e+10,-9.438e+09,-9.438e+09,2.15e+09,-1.309e+09,-1.002e+09,-3.01e+08,-6e+06,8.41e+08,-5000000.00000001,8.36e+08,0,8.36e+08,-1.76e+08,6.6e+08,6.29e+08,6.29e+08,6.29e+08,4.636e+09,4.636e+09,3.884e+09,3.884e+09,3.547e+09,3.318e+09,3.318e+09,1.5385e+10,1.572e+09,8.566e+09,5.672e+09,1.0138e+10,2.5523e+10,9.235e+09,9.099e+09,6.4e+07,7.563e+09,6.678e+09,1.6862e+10,6.708e+09,6.739e+09,6.739e+09,1.3447e+10,3.0309e+10,9.84e+08,-1.266e+09,-4.504e+09,-4.786e+09,-4.786e+09,2.5523e+10,6.29e+08,8.5e+07,38000000.0000002,4e+07,7.4e+07,-7.6e+07,8.27e+08,1.9e+08,5.2e+08,4.1e+07,7.6e+07,1.579e+09,-8.6e+07,-86000000.0000001,-86000000.0000001,-1.19e+08,3e+06,-1.44e+08,-2.13e+08,1e+07,1.3e+07,-3e+06,-3000000.00000048,-9.5367431640625e-07,-3.05e+08,-3.05e+08,2.1e+07,-4.87e+08,9.48e+08,9.48e+08,9.48e+08,9.26e+08,6.772e+09,1.843e+09,0.18554,0.07258,0.05428,-0.13142,0.02464,2.93005,0.91241,-6.33285,0.26533,0.3657,0.36337,6.73721,-2.78256,1.07151,0.12384,6,0.0965,0.21123,0.33863,2.3067,2.53983
"27","2016_Q4",12.5596825396825,"Up",1.1892e+10,-9.756e+09,-9.756e+09,2.136e+09,-1.019e+09,-7.19e+08,-2.98e+08,-2e+06,1.117e+09,-3.6e+07,1.081e+09,1.49011611938477e-08,1.081e+09,-2.38e+08,8.43e+08,7.83e+08,7.83e+08,7.83e+08,5.636e+09,5.636e+09,4.008e+09,4.008e+09,3.961e+09,3.797e+09,3.797e+09,1.7402e+10,1.607e+09,8.215e+09,5.618e+09,9.822e+09,2.7224e+10,1.0564e+10,1.0402e+10,7.5e+07,7.475e+09,6.598e+09,1.8114e+10,6.76e+09,6.276e+09,6.276e+09,1.3036e+10,3.115e+10,1.003e+09,-3.982e+09,-9.47e+08,-3.926e+09,-3.926e+09,2.7224e+10,7.83e+08,8.5e+07,1.73e+08,3.9e+07,3.78e+08,-2.44e+08,3e+07,-1.66e+08,-4.71e+08,1.301e+09,-6.34e+08,1.071e+09,-8.1e+07,-8.1e+07,-8.1e+07,1.21e+08,1.21e+08,1.39e+08,-2.12e+08,3.3e+07,3.3e+07,0,0,0,-5.7e+07,-5.7e+07,25999999.999999,-2.1e+08,1e+09,1e+09,1e+09,1.202e+09,6.835e+09,1.389e+09,0.17962,0.09393,0.06584,-0.19944,0.02876,1.77395,0.96069,-7.93428,0.25107,0.45763,0.45391,6.95032,-2.29456,0.81181,0.1239,6,0.10833,0.15122,0.27075,0.9975,1.07341
