"","YQ","p","d","revenue","cost_of_revenue","cost_of_goods_services","gross_profit","operating_expenses","selling_general_administrative","research_development","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","net_income_2","depreciation_amortization_2","non_cash_items","stock_based_compensation","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repayment_of_long_term_debt_net","repayments_of_long_term_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"28","2017_Q1",74.5561290322581,"Up",1.883e+09,-9.55e+08,-9.55e+08,9.28e+08,-5.44e+08,-3.22e+08,-1.42e+08,-8e+07,3.84e+08,-2.9e+07,-4.8e+07,1.9e+07,3.55e+08,7e+06,3.62e+08,-1.18e+08,2.44e+08,2.44e+08,-1e+06,2.43e+08,2.43e+08,9.67e+08,9.67e+08,1.41e+09,1.41e+09,2.73e+08,8.18e+08,8.18e+08,3.468e+09,7.89e+08,2.38e+08,3.968e+09,7.28e+08,2.219e+09,2e+08,4.995e+09,8.463e+09,2.664e+09,5.53e+08,2.111e+09,4e+06,2.668e+09,4.392e+09,2.355e+09,2.355e+09,6.747e+09,9.415e+09,2.05e+08,1.148e+09,-2.317e+09,-9.64e+08,1.2e+07,-9.52e+08,8.463e+09,2.44e+08,2.44e+08,7.5e+07,1.18e+08,1.6e+07,7e+07,3.2e+07,7.6e+07,-2.51e+08,6e+06,4.65e+08,-1.44e+08,5.13e+08,-5.5e+07,-6e+07,-2.26e+08,-2.81e+08,-6.7e+07,-6.83e+08,-6.83e+08,-6.83e+08,-1.01e+08,1.3e+07,-1.14e+08,0,-8.51e+08,-6.19e+08,-6.19e+08,-3.8e+07,-6.57e+08,4.59e+08,4.396e+09,5.98e+08,0.49283,0.20393,0.12905,-0.25525,0.02871,2.46091,1.29985,-9.88971,0.51944,1.46651,1.42105,11.36391,-5.81774,3.60893,0.40435,6,0.05346,0.10312,0.27572,7.47059,8.92969
"29","2017_Q2",77.8165079365079,"Up",1.281e+09,-7.11e+08,-7.11e+08,5.7e+08,-3.97e+08,-2.44e+08,-1.35e+08,-1.8e+07,1.73e+08,-5.6e+07,-5.1e+07,-5e+06,1.17e+08,3e+06,1.2e+08,-4.2e+07,7.8e+07,7.8e+07,-1e+06,7.7e+07,7.7e+07,7.66e+08,7.66e+08,1.07e+09,1.07e+09,3.45e+08,8.92e+08,8.92e+08,3.073e+09,8.2e+08,2.37e+08,4.01e+09,7.37e+08,2.198e+09,1.97e+08,5.067e+09,8.14e+09,2.341e+09,4.33e+08,1.908e+09,4.4e+07,2.385e+09,4.414e+09,2.378e+09,2.378e+09,6.792e+09,9.177e+09,2.44e+08,9.7e+08,-2.264e+09,-1.05e+09,1.3e+07,-1.037e+09,8.14e+09,7.6e+07,7.6e+07,8e+07,6.1e+07,1.7e+07,2.3e+07,2.1e+07,-7.7e+07,3.68e+08,-6.9e+07,-3.07e+08,-6.9e+07,1.4e+08,-6.8e+07,-6.8e+07,-5.3e+07,-1.21e+08,-7.7e+07,-1e+06,-1e+06,-1e+06,-1.56e+08,2.2e+07,-1.78e+08,-2365043.87501848,-2.34e+08,-2.15e+08,-2.15e+08,1.2e+07,-2.03e+08,2.53e+08,4.458e+09,1.5e+08,0.44496,0.13505,0.06011,-0.07425,0.00946,1.94805,1.28847,-8.84957,0.54767,0.46894,0.45321,7.80146,-6.39464,0.91352,0.46894,8,0.02656,0.02587,1,14.59289,21.34104
"30","2017_Q3",80.7347619047619,"Up",1.496e+09,-8.06e+08,-8.06e+08,6.9e+08,-4.3e+08,-2.56e+08,-1.38e+08,-3.6e+07,2.6e+08,-5.5e+07,-5.1e+07,-4e+06,2.05e+08,-1e+06,2.04e+08,-7.2e+07,1.32e+08,1.32e+08,-1e+06,1.31e+08,1.31e+08,7.42e+08,7.42e+08,1.211e+09,1.211e+09,3.91e+08,8.67e+08,8.67e+08,3.211e+09,8.59e+08,2.48e+08,3.977e+09,7.49e+08,2.16e+09,2e+08,5.084e+09,8.295e+09,2.364e+09,4.4e+08,1.924e+09,4.6e+07,2.41e+09,4.421e+09,2.44e+09,2.44e+09,6.861e+09,9.271e+09,2.66e+08,9.45e+08,-2.199e+09,-9.88e+08,1.2e+07,-9.76e+08,8.295e+09,1.34e+08,1.34e+08,8.6e+07,7.9e+07,1.6e+07,4e+07,2.3e+07,-1.24e+08,-1.17e+08,-4.3e+07,-3.3e+07,6.9e+07,1.75e+08,-5.3e+07,-5.3e+07,-1.5e+07,-6.8e+07,-7.7e+07,2000000.00000012,2e+06,-5e+06,-7.4e+07,6e+06,-8e+07,-2e+06,-1.51e+08,-4.4e+07,-4.4e+07,2.2e+07,-22000000.0000001,3.46e+08,4.467e+09,2.41e+08,0.46123,0.1738,0.08757,-0.13422,0.01579,1.83969,1.33237,-9.49898,0.53852,0.80319,0.77515,9.17229,-6.05763,1.47762,0.4721,7,0.03507,0.04063,0.58779,10.7659,14.32692
"31","2017_Q4",84.4277777777778,"Up",1.646e+09,-8.52e+08,-8.52e+08,7.94e+08,-4.46e+08,-2.6e+08,-1.4e+08,-4.6e+07,3.48e+08,-6.3e+07,-5.2e+07,-1.1e+07,2.85e+08,1e+06,2.86e+08,-7.4e+07,2.12e+08,2.12e+08,0,2.12e+08,2.12e+08,6.53e+08,6.53e+08,1.382e+09,1.382e+09,3.64e+08,9.37e+08,9.37e+08,3.336e+09,8.89e+08,2.49e+08,4.144e+09,9.32e+08,2.115e+09,2.01e+08,5.282e+09,8.618e+09,2.516e+09,4.73e+08,2.043e+09,4.7e+07,2.563e+09,4.423e+09,2.45e+09,2.45e+09,6.873e+09,9.436e+09,3.15e+08,9.81e+08,-2.126e+09,-8.3e+08,1.2e+07,-8.18e+08,8.618e+09,2.12e+08,2.12e+08,8.8e+07,8e+07,1.6e+07,3.6e+07,2.8e+07,-1.1e+08,-1.7e+08,2.9e+07,1.62e+08,-1.31e+08,2.7e+08,-8.5e+07,-8.5e+07,-1.41e+08,-2.26e+08,-7.6e+07,-9e+06,-9e+06,-9e+06,-6.7e+07,3.3e+07,-1e+08,0,-1.52e+08,-1.08e+08,-1.08e+08,2e+07,-8.8e+07,4.36e+08,4.47e+09,3.15e+08,0.48238,0.21142,0.1288,-0.25917,0.0246,1.48585,1.3016,-11.53545,0.51868,1.30622,1.25444,10.14171,-5.11399,1.94085,0.46827,7,0.0472,0.05162,0.35849,8.75459,10.96839
"32","2018_Q1",95.2580327868853,"Up",1.957e+09,-9.87e+08,-9.87e+08,9.7e+08,-4.67e+08,-2.65e+08,-1.55e+08,-4.7e+07,5.03e+08,-3.7e+07,-4.7e+07,1e+07,4.66e+08,0,4.66e+08,-1.039e+09,-5.73e+08,-5.73e+08,-2e+06,-5.75e+08,-5.75e+08,1.205e+09,1.205e+09,1.523e+09,1.523e+09,3.27e+08,8.95e+08,8.95e+08,3.95e+09,8.56e+08,2.47e+08,3.155e+09,9.38e+08,1.023e+09,3.33e+08,4.258e+09,8.208e+09,2.879e+09,5.93e+08,2.286e+09,5.2e+07,2.931e+09,4.419e+09,2.585e+09,2.585e+09,7.004e+09,9.935e+09,3.53e+08,4.67e+08,-2.562e+09,-1.742e+09,1.5e+07,-1.727e+09,8.208e+09,-5.73e+08,-5.73e+08,8.9e+07,1.023e+09,1.7e+07,1.001e+09,5e+06,2.22e+08,-1.41e+08,3.7e+07,3.38e+08,-1.2e+07,7.61e+08,-2.1e+07,-2.1e+07,-12000000.0000001,-33000000.0000001,-7.7e+07,-3e+06,-3e+06,-6e+06,-1.04e+08,2.1e+07,-1.25e+08,-1e+06,-1.85e+08,5.43e+08,5.43e+08,8e+06,5.51e+08,5.92e+08,4.471e+09,1.832e+09,0.49566,0.25703,-0.29382,0.33295,-0.07005,-3.18609,1.34766,-5.75275,0.54471,-3.54938,-4.00139,12.08025,-10.75309,11.30864,0.47531,6,-0.09345,0.34378,-0.13391,5.51689,6.49304
"33","2018_Q2",103.2521875,"Up",1.468e+09,-7.99e+08,-7.99e+08,6.69e+08,-4.98e+08,-2.79e+08,-1.52e+08,-6.7e+07,1.71e+08,-4.2e+07,-4.6e+07,4e+06,1.29e+08,1.1e+07,1.4e+08,-2.3e+07,1.17e+08,1.17e+08,0,1.17e+08,1.17e+08,7.95e+08,7.95e+08,1.179e+09,1.179e+09,4.41e+08,1.206e+09,1.206e+09,3.621e+09,9e+08,1.74e+08,4.356e+09,1.535e+09,9.73e+08,4.12e+08,5.43e+09,9.051e+09,1.535e+09,4.63e+08,1.072e+09,4.92e+08,3.096e+09,5.304e+09,2.19e+09,2.19e+09,7.494e+09,1.059e+10,4.23e+08,5.31e+08,-2.508e+09,-1.554e+09,1.5e+07,-1.539e+09,9.051e+09,1.17e+08,1.17e+08,8.2e+07,1.6e+07,1.7e+07,7e+06,-8e+06,-7.15e+08,1.95e+08,-9e+06,-3.5e+08,-5.51e+08,-5e+08,-4.1e+07,-4.1e+07,-1.048e+09,-1.089e+09,-8.4e+07,1.246e+09,1.246e+09,-5e+07,-1.3e+07,5.3e+07,-6.6e+07,43182435.1912418,1.149e+09,-4.4e+08,-4.4e+08,3e+07,-4.1e+08,2.53e+08,5.796e+09,-4.8e+08,0.45572,0.11649,0.0797,-0.07602,0.01293,-4.10256,1.16957,-6.88109,0.64037,0.72491,0.68581,9.09542,-9.62825,-2.97398,0.52045,4,0.03118,-0.07445,0.71795,19.7668,29.24561
"34","2018_Q3",116.384285714286,"Up",1.759e+09,-9.37e+08,-9.37e+08,8.22e+08,-5.48e+08,-3.15e+08,-1.62e+08,-7.1e+07,2.74e+08,-4.6e+07,-5.8e+07,1.2e+07,2.28e+08,-999999.999999998,2.27e+08,-45999999.9999999,1.81e+08,1.81e+08,-1e+06,1.8e+08,1.8e+08,8.78e+08,8.78e+08,1.159e+09,1.159e+09,3.91e+08,1.153e+09,1.153e+09,3.581e+09,8.95e+08,1.72e+08,4.233e+09,1.528e+09,9.45e+08,4.2e+08,5.3e+09,8.881e+09,1.526e+09,4.3e+08,1.096e+09,3.47e+08,2.922e+09,5.298e+09,2.153e+09,2.153e+09,7.451e+09,1.0373e+10,4.46e+08,6.27e+08,-2.58e+09,-1.507e+09,1.5e+07,-1.492e+09,8.881e+09,1.81e+08,1.81e+08,9.6e+07,44999999.9999999,1.7e+07,24000000.0000001,4e+06,1.03e+08,1.1e+07,4.6e+07,9999999.99999988,3.6e+07,4.25e+08,-4.1e+07,-4.1e+07,-2.6e+07,-66999999.9999998,-8.4e+07,-1.48e+08,-1.48e+08,-1.47e+08,6000000.00000001,6000000.00000001,0,-1000000.00000001,-2.27e+08,1.31e+08,1.31e+08,-4.8e+07,8.3e+07,3.7e+08,5.645e+09,4.78e+08,0.46731,0.15577,0.10233,-0.12064,0.02027,2.65556,1.22553,-6.95241,0.63563,1.10974,1.04834,10.84464,-9.291,2.94698,0.51788,6,0.04186,0.0758,0.46667,12.88378,17.39781
"35","2018_Q4",117.296825396825,"Up",1.862e+09,-9.61e+08,-9.61e+08,9.01e+08,-6.07e+08,-3.24e+08,-1.58e+08,-1.25e+08,2.94e+08,-3e+07,-5.9e+07,2.9e+07,2.64e+08,6e+06,2.7e+08,-2.2e+07,2.48e+08,2.48e+08,-1e+06,2.47e+08,2.47e+08,8.39e+08,8.39e+08,1.179e+09,1.179e+09,3.67e+08,1.279e+09,1.279e+09,3.664e+09,8.92e+08,1.76e+08,4.231e+09,1.541e+09,9.49e+08,4.44e+08,5.299e+09,8.963e+09,1.624e+09,4.56e+08,1.168e+09,3.37e+08,3.088e+09,5.095e+09,2.175e+09,2.175e+09,7.27e+09,1.0358e+10,3.72e+08,7.88e+08,-2.571e+09,-1.411e+09,1.6e+07,-1.395e+09,8.963e+09,2.48e+08,2.48e+08,8.9e+07,4.5e+07,1.9e+07,-1.2e+07,3.8e+07,-4.4e+07,-2e+07,2.4e+07,1.7e+08,-2.18e+08,3.38e+08,-4.6e+07,-4.6e+07,6e+06,-4e+07,-8.4e+07,-2.15e+08,-2.15e+08,-2.15e+08,8e+07,8e+07,7.45058059692383e-09,-1.69e+08,-3.88e+08,-9e+07,-9e+07,0,-9e+07,3.83e+08,5.432e+09,3.15e+08,0.48389,0.15789,0.13265,-0.17706,0.02756,1.2753,1.18653,-7.42509,0.60605,1.51907,1.43105,11.45141,-8.67774,1.93727,0.51661,6,0.05328,0.05071,0.34008,11.99217,15.62245
"36","2019_Q1",123.131475409836,"Up",2.254e+09,-1.166e+09,-1.166e+09,1.088e+09,-5.72e+08,-3.36e+08,-1.65e+08,-7.1e+07,5.16e+08,-5.1e+07,-5.9e+07,8e+06,4.65e+08,-1.86264514923096e-09,4.65e+08,-4.2e+07,4.23e+08,4.23e+08,-1e+06,4.22e+08,4.22e+08,1.246e+09,1.246e+09,1.293e+09,1.293e+09,3.56e+08,1.377e+09,1.377e+09,4.272e+09,8.95e+08,1.69e+08,4.073e+09,1.514e+09,9.85e+08,3.44e+08,5.137e+09,9.409e+09,1.802e+09,5.92e+08,1.21e+09,3.1e+07,3.096e+09,5.289e+09,2.3e+09,2.3e+09,7.589e+09,1.0685e+10,4.21e+08,1.051e+09,-2.765e+09,-1.293e+09,1.7e+07,-1.276e+09,9.409e+09,4.23e+08,4.23e+08,9.3e+07,9999999.99999999,2e+07,-1e+07,-7.45058059692383e-09,2.86e+08,-1.24e+08,1e+07,4.41e+08,-40999999.9999999,8.12e+08,-1.233e+09,-1.233e+09,1.068e+09,-7e+07,-8.5e+07,-1.16e+08,-1.16e+08,8.9e+07,-3.7e+07,2.9e+07,-6.6e+07,-7.6e+07,-3.14e+08,4.28e+08,3.88e+08,1.8e+07,4.06e+08,6.09e+08,5.32e+09,-2.96e+08,0.4827,0.22893,0.18722,-0.33072,0.04485,-0.70142,1.37984,-8.37382,0.56542,2.58262,2.4379,13.79437,-7.9131,-1.81151,0.5202,6,0.07992,-0.04666,0.20142,6.68966,7.89535
"37","2019_Q2",143.535396825397,"Up",1.657e+09,-8.84e+08,-1357888615.75118,7.73e+08,-5.44e+08,-3.27e+08,-1.62e+08,-5.5e+07,2.29e+08,-4.5e+07,-5.5e+07,1e+07,1.84e+08,1e+06,1.85e+08,-3.3e+07,1.52e+08,1.52e+08,-1e+06,1.51e+08,1.51e+08,8.86e+08,8.86e+08,1.15e+09,1.15e+09,4.25e+08,1.253e+09,1.253e+09,3.714e+09,9.37e+08,1.63e+08,5.179e+09,1.86e+09,9.53e+08,9.5e+08,6.279e+09,9.993e+09,1.793e+09,5.58e+08,1.235e+09,2.8e+07,2.979e+09,5.287e+09,2.817e+09,2.817e+09,8.104e+09,1.1083e+10,6.53e+08,9.63e+08,-2.724e+09,-1.108e+09,1.8e+07,-1.09e+09,9.993e+09,1.52e+08,1.52e+08,9.5e+07,3e+07,2.7e+07,-6e+06,9e+06,-2.6e+07,1.68e+08,-6.3e+07,-2.61e+08,1.3e+08,2.51e+08,-6.6e+07,-6.6e+07,-3.66e+08,-4.32e+08,-9.3e+07,-8e+06,-8e+06,-8e+06,-1e+08,4.5e+07,-1.45e+08,92158802.7829965,-2.01e+08,-3.82e+08,-3.82e+08,2.2e+07,-3.6e+08,3.24e+08,5.315e+09,2.65e+08,0.46651,0.1382,0.09113,-0.13853,0.01511,1.75497,1.24673,-10.16789,0.53187,0.92073,0.86483,10.10366,-6.7561,1.61585,0.56707,8,0.03465,0.03763,0.61589,13.66975,19.34061
"38","2019_Q3",164.1471875,"Up",1.86e+09,-9.29e+08,-1434291464.27354,9.31e+08,-5.81e+08,-3.49e+08,-1.71e+08,-6.1e+07,3.5e+08,-7.8e+07,-5.6e+07,-2.2e+07,2.72e+08,3e+06,2.75e+08,-6.7e+07,2.08e+08,2.08e+08,-1e+06,2.07e+08,2.07e+08,9.53e+08,9.53e+08,1.206e+09,1.206e+09,4.24e+08,1.248e+09,1.248e+09,3.831e+09,9.4e+08,1.75e+08,5.028e+09,1.852e+09,9.13e+08,9.31e+08,6.143e+09,9.974e+09,1.661e+09,5.44e+08,1.117e+09,2.8e+07,2.876e+09,5.315e+09,2.737e+09,2.737e+09,8.052e+09,1.0928e+10,7.16e+08,1.051e+09,-2.737e+09,-9.7e+08,1.6e+07,-9.54e+08,9.974e+09,2.08e+08,2.08e+08,9.6e+07,8.7e+07,3e+07,2.3e+07,3.4e+07,-1.4e+08,-57999999.9999999,2000000.00000001,-8.4e+07,0,2.51e+08,-63000000.0000001,-62999999.9999999,5000000.00000024,-58000000.0000001,-9.4e+07,-1.3e+07,-1.3e+07,-6.58e+08,0,2.5e+07,-2.5e+07,-3e+06,-1.1e+08,83000000.0000001,8.3e+07,-1.6e+07,66999999.9999999,4.46e+08,5.343e+09,3.1e+08,0.50054,0.18817,0.11129,-0.21698,0.02075,1.49758,1.33206,-11.45493,0.53569,1.25607,1.17614,11.28641,-5.88592,1.88107,0.57039,7,0.04224,0.0435,0.45411,9.84305,12.54286
"39","2019_Q4",157.98390625,"Down",1.994e+09,-9.87e+08,-1374048580.65912,1.007e+09,-5.95e+08,-3.59e+08,-1.72e+08,-6.4e+07,4.12e+08,-6.4e+07,-5.4e+07,-1e+07,3.48e+08,0,3.48e+08,-8e+07,2.68e+08,2.68e+08,-1e+06,2.67e+08,2.67e+08,1.138e+09,1.138e+09,1.295e+09,1.295e+09,4.6e+08,1.261e+09,1.261e+09,4.154e+09,9.63e+08,1.59e+08,5.097e+09,2.006e+09,8.66e+08,8.94e+08,6.219e+09,1.0373e+10,1.816e+09,5.57e+08,1.259e+09,6.17e+08,3.656e+09,5.112e+09,2.689e+09,2.689e+09,7.801e+09,1.1457e+10,4.38e+08,1.22e+09,-2.759e+09,-1.101e+09,1.7e+07,-1.084e+09,1.0373e+10,2.68e+08,2.68e+08,9.9e+07,8e+07,3e+07,2.4e+07,2.6e+07,7.9e+07,-8e+07,-2.7e+07,2.02e+08,-1.6e+07,5.26e+08,-6e+07,-6e+07,-2.52e+08,-3.12e+08,-9.4e+07,3.9e+08,3.9e+08,-7.69e+08,1.2e+07,1.2e+07,1.49011611938477e-08,-3.26e+08,-1.8e+07,1.96e+08,1.96e+08,-2e+07,1.76e+08,5.11e+08,5.729e+09,6.1e+08,0.50502,0.20662,0.1339,-0.24631,0.02574,2.28464,1.13621,-10.56919,0.5523,1.59785,1.51275,11.93297,-6.58887,3.65051,0.56254,5,0.04922,0.08317,0.35206,8.98434,11.1432
"40","2020_Q1",161.579032258065,"Up",2.376e+09,-1.156e+09,-1.156e+09,1.22e+09,-6.3e+08,-3.68e+08,-1.82e+08,-8e+07,5.9e+08,-3.98e+08,-5.5e+07,-3.43e+08,1.92e+08,1e+06,1.93e+08,5e+07,2.43e+08,2.43e+08,1.16415321826935e-10,2.43e+08,2.43e+08,1.001e+09,1.001e+09,1.412e+09,1.412e+09,4.47e+08,1.318e+09,1.318e+09,4.178e+09,9.92e+08,1.59e+08,5.313e+09,2.067e+09,9.43e+08,9.76e+08,6.464e+09,1.0642e+10,1.974e+09,6.18e+08,1.356e+09,16000000.0000001,3.439e+09,5.113e+09,2.773e+09,2.773e+09,7.886e+09,1.1325e+10,5.01e+08,1.239e+09,-2.44e+09,-7e+08,1.7e+07,-6.83e+08,1.0642e+10,2.43e+08,2.43e+08,1.04e+08,2.72e+08,3.1e+07,-1.25e+08,3.66e+08,1.76e+08,-1.09e+08,1.4e+07,3.41e+08,-7e+07,7.95e+08,-5.2e+07,-5.9e+07,-9.6e+07,-1.32e+08,-9.8e+07,-6.04e+08,-6.04e+08,-6.04e+08,-1.13e+08,3.2e+07,-1.45e+08,0,-8.15e+08,-1.52e+08,-1.52e+08,1.3e+07,-1.39e+08,6.94e+08,5.129e+09,7.68e+08,0.51347,0.24832,0.10227,-0.35578,0.02283,3.16049,1.21489,-16.58126,0.48196,1.42522,1.3862,13.93548,-4.10557,4.5044,0.57478,5,0.04724,0.10639,0.40329,5.94813,6.99661
"41","2020_Q2",136.966349206349,"Down",1.655e+09,-8.68e+08,-8.68e+08,7.87e+08,-5.28e+08,-3.41e+08,-1.68e+08,-1.9e+07,2.59e+08,-3.5e+07,-5.2e+07,1.7e+07,2.24e+08,1272747.12300922,2.24e+08,-2.6e+07,1.98e+08,1.98e+08,-1e+06,1.97e+08,1.97e+08,1.672e+09,1.672e+09,1.122e+09,1.122e+09,4.42e+08,1.245e+09,1.245e+09,4.481e+09,9.32e+08,1.54e+08,5.149e+09,2.075e+09,9.18e+08,9.14e+08,6.235e+09,1.0716e+10,1.787e+09,5.31e+08,1.256e+09,8.14e+08,3.879e+09,5.111e+09,2.656e+09,2.656e+09,7.767e+09,1.1646e+10,5.44e+08,1.074e+09,-2.566e+09,-9.48e+08,1.8e+07,-9.3e+08,1.0716e+10,1.98e+08,1.98e+08,9.9e+07,-9e+06,3.8e+07,4e+06,-5.1e+07,2e+07,2.75e+08,2e+06,-3.01e+08,4.4e+07,3.08e+08,8e+06,-4.8e+07,-109486562.690005,-2.6e+07,-1.09e+08,7.96e+08,-4e+06,-4e+06,-2.48e+08,5e+06,-2.53e+08,99607003.3949608,4.39e+08,7.21e+08,6.71e+08,7413568.58023246,6.71e+08,3.58e+08,5.925e+09,4.12e+08,0.47553,0.1565,0.11903,-0.21183,0.01838,2.09137,1.15519,-12.52258,0.55291,1.15475,1.11995,9.70106,-5.55686,2.41501,0.63892,6,0.03999,0.05385,0.5533,11.87989,16.42085
"42","2020_Q3",141.98859375,"Up",1.618e+09,-8.52e+08,-8.52e+08,7.66e+08,-5.49e+08,-2.97e+08,-1.62e+08,-9e+07,2.17e+08,-4e+07,-5.7e+07,16999999.9999999,1.77e+08,89006.5875624781,1.77e+08,-4.1e+07,1.36e+08,1.36e+08,-1e+06,1.35e+08,1.35e+08,1.341e+09,1.341e+09,1.134e+09,1.134e+09,4.49e+08,1.162e+09,1.162e+09,4.086e+09,9.65e+08,1.57e+08,5.166e+09,2.123e+09,9.22e+08,8.79e+08,6.288e+09,1.0374e+10,1.669e+09,4.98e+08,1.171e+09,5.17e+08,3.48e+09,5.111e+09,2.598e+09,2.598e+09,7.709e+09,1.1189e+10,6.28e+08,1.017e+09,-2.475e+09,-8.3e+08,1.5e+07,-8.15e+08,1.0374e+10,1.36e+08,1.36e+08,9.8e+07,3.9e+07,3.1e+07,-2999999.99999999,1.1e+07,-6.4e+07,1.1e+07,999999.999999996,-1.53e+08,7.7e+07,2.09e+08,-5.4e+07,-5.4e+07,-1.02e+08,-1.15e+08,-1.09e+08,-3.04e+08,7.96e+08,7.96e+08,-3.9e+07,4.4e+07,-8.3e+07,-4e+06,-4.56e+08,-3.62e+08,-3.31e+08,-14796346.5504055,-3.31e+08,3.15e+08,5.628e+09,2.38e+08,0.47342,0.13412,0.08344,-0.16564,0.01301,1.76296,1.17414,-13.72883,0.54251,0.79412,0.7772,9.51765,-4.88235,1.4,0.64118,5,0.03292,0.03211,0.80741,13.60952,19.75576
"43","2020_Q4",163.71734375,"Up",1.868e+09,-9.59e+08,-9.59e+08,9.09e+08,-5.57e+08,-3.13e+08,-1.75e+08,-6.9e+07,3.52e+08,-1e+08,-5.8e+07,-4.2e+07,2.52e+08,-1e+06,2.51e+08,-4.5e+07,2.06e+08,2.06e+08,-1e+06,2.05e+08,2.05e+08,1.007e+09,1.007e+09,1.155e+09,1.155e+09,4.89e+08,1.32e+09,1.32e+09,3.971e+09,9.76e+08,1.54e+08,5.26e+09,2.207e+09,8.76e+08,9.09e+08,6.39e+09,1.0361e+10,1.741e+09,5.36e+08,1.205e+09,2.12e+08,3.312e+09,5.162e+09,2.627e+09,2.627e+09,7.789e+09,1.1101e+10,6.69e+08,1.008e+09,-2.433e+09,-7.56e+08,1.6e+07,-7.4e+08,1.0361e+10,2.06e+08,2.06e+08,1.03e+08,1.23e+08,3.1e+07,2.3e+07,6.9e+07,-4e+07,2.6e+07,-1e+06,7.5e+07,-1.4e+08,3.92e+08,-4.9e+07,-4.9e+07,1.02e+08,-2.28e+08,-1.09e+08,-3.11e+08,-1.411e+09,-2.303e+09,-9.5e+07,1e+07,-1.05e+08,0,-5.15e+08,-3.51e+08,-3.32e+08,-2000000.00000003,-3.34e+08,4.55e+08,5.374e+09,4.11e+08,0.48662,0.18844,0.10974,-0.27703,0.01979,2.00488,1.19897,-15.00135,0.51868,1.20801,1.18292,11.00766,-4.45492,2.42192,0.64231,5,0.04324,0.0566,0.53171,9.5978,12.40625
"44","2021_Q1",174.945409836066,"Up",2.273e+09,-1.127e+09,-1.127e+09,1.146e+09,-5.91e+08,-3.42e+08,-1.81e+08,-6.8e+07,5.55e+08,-3.2e+07,-5.3e+07,2.1e+07,5.23e+08,-1e+06,5.22e+08,-1.09e+08,4.13e+08,4.13e+08,-1e+06,4.12e+08,4.12e+08,1.254e+09,1.254e+09,1.39e+09,1.39e+09,5.08e+08,1.175e+09,1.175e+09,4.327e+09,1.022e+09,1.58e+08,5.369e+09,2.219e+09,9.66e+08,9.5e+08,6.549e+09,1.0876e+10,1.923e+09,6.12e+08,1.311e+09,1.2e+07,3.489e+09,5.163e+09,2.765e+09,2.765e+09,7.928e+09,1.1417e+10,7.61e+08,1.127e+09,-2.446e+09,-5.58e+08,1.7e+07,-5.41e+08,1.0876e+10,4.13e+08,4.13e+08,1.09e+08,-4000000.00000001,2.9e+07,-4.9e+07,1.6e+07,1.86e+08,-2.22e+08,-1.6e+07,2.63e+08,1.61e+08,7.04e+08,-6.6e+07,-6.6e+07,-2.87e+08,-6.8e+07,-1.09e+08,-2.03e+08,5.97e+08,5.97e+08,-1.22e+08,4.9e+07,-1.71e+08,0,-4.34e+08,2.02e+08,2.02e+08,4.5e+07,2.47e+08,6.64e+08,5.175e+09,8.93e+08,0.50418,0.24417,0.18126,-0.76155,0.03788,2.16748,1.24018,-21.10351,0.47582,2.42781,2.37464,13.39423,-3.28816,5.26223,0.64231,7,0.07041,0.12069,0.26456,5.90512,7.06486
