"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","deferred_revenue_short_term","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2018_Q2",1.93828125,"Down",94954000,-74910000,20044000,-19538000,-19538000,506000,-2660000,-2660000,-2154000,207000,-1947000,-3371000,-5318000,-5318000,-5318000,-5318000,2027000,2027000,55540000,55540000,8045000,8045000,75515000,56735000,115174000,46498000,12304000,171909000,247424000,29303000,15667000,13636000,3575000,15088000,4312000,10776000,47966000,100741000,6317000,3642000,107058000,155024000,278814000,-186414000,92400000,92400000,247424000,-5318000,1399000,7340000,-7113000,-3692000,-637000,-9637000,9235000,-1009000,9726000,-3603000,-3603000,-3603000,1905000,104316000,-2474000,0.21109,0.00533,-0.05601,-0.05755,-0.02149,0.46521,1.57434,1.67775,0.42161,-0.14152,-0.14152,2.52692,2.45895,-0.06584,-0.02619,-0.01219,53.69501,202.15217
"12","2018_Q3",1.95444444444444,"Up",95105000,-74239000,20866000,-18822000,-18822000,2044000,-2793000,-2793000,-749000,25000,-724000,384000.000000002,-340000.000000002,-340000,-339999.999999998,-339999.999999998,2947000,2947000,49152000,49152000,5467000,5467000,66261000,54332000,113885000,45123000,12390000,168217000,234478000,28908000,16635000,12273000,3022000,14724000,4340000,10384000,46654000,89495000,5823000,3480000,95318000,141972000,279260000,-186754000,92506000,92506000,234478000,-340000,1395000,3650000,9113000,13818000,-1047000,-1047000,-11458000,-671000,-11851000,919999.999999999,919999.999999999,919999.999999999,3439000,92517000,11121000,0.2194,0.02149,-0.00357000000000005,-0.00368,-0.00145,-32.70882,1.42026,1.53473,0.39457,-0.00897000000000001,-0.00897000000000001,2.50864,2.44008,0.29334,-0.00178,0.05827,26.04536,43.82094
"13","2018_Q4",1.58873015873016,"Down",89660000,-67778000,21882000,-21058000,-21058000,824000,-2526000,-2526000,-1702000,-59000,-1761000,-1135000,-2896000,-2896000,-2896000,-2896000,4979000,4979000,42379000,42379000,5754000,5754000,61382000,52121000,111061000,43744000,10945000,163182000,224564000,27549000,14978000,12571000,3161000,13946000,3726000,10220000,44656000,85040000,5111000,3262000,90151000,134807000,279407000,-189650000,89757000,89757000,224564000,-2896000,1374000,7885000,1433000,7796000,-1008000,-1008000,-3929000,-827000,-4756000,2032000,2032000,2032000,2198000,88201000,3758000,0.24406,0.00919,-0.0323,-0.03226,-0.0129,-1.29765,1.37455,1.50191,0.39277,-0.07637,-0.07637,2.36439,2.36695,0.0991,-0.01582,0.02053,37.8626,100.99757
"14","2019_Q1",1.58639344262295,"Down",90057000,-68945000,21112000,-17238000,-17238000,3874000,-2579000,-2579000,1295000,104000,1399000,-177000,1222000,1222000,1222000,1222000,2e+06,2e+06,46383000,46383000,5726000,5504000,61765000,60162000,109541000,42400000,10769000,169703000,231468000,27267000,12692000,14371000,2909000,13777000,3179000,10598000,43953000,87816000,8171000,6797000,95987000,139940000,279956000,-188428000,91528000,91528000,231468000,1222000,14880000,-10077000,-6185000,-160000,-5362000,-5362000,3347000,-804000,2543000,-2979000,-2979000,-2979000,18754000,90725000,7384000,0.23443,0.04302,0.01357,0.01335,0.00528,6.04255000000001,1.40525,1.52893,0.39195,0.03215,0.03215,2.36899,2.40768,0.19424,0.00642,0.03878,4.73099,22.90268
"15","2019_Q2",1.54714285714286,"Down",93784000,-72827000,20957000,-17466000,-17466000,3491000,-2715000,-2715000,776000,223000,999000,-288000,711000,711000,711000,711000,2168000,2168000,54275000,54275000,6725000,6725000,70761000,72168000,107889000,41080000,2847000,180057000,250818000,32763000,13922000,18665000,2729000,12206000,2386000,9820000,47698000,99875000,11070000,9957000,110945000,158643000,279892000,-187717000,92175000,92175000,250818000,711000,4446000,317000,-7643000,-2169000,-4575000,-5575000,9125000,-1213000,7912000,168000,168000,168000,7937000,102604000,-3993000,0.22346,0.03722,0.00758,0.00771,0.00283,-5.61603,1.48352,1.72111,0.40908,0.01869,0.01866,2.46495,2.42266,-0.10495,0.00345,-0.0194,12.65415,28.76998
"16","2019_Q3",1.57428571428571,"Up",87996000,-67739000,20257000,-17007000,-17007000,3250000,-2625000,-2625000,625000,-1.16415321826935e-10,625000,-202000,423000,423000,423000,423000,7541000,7541000,38393000,38393000,5548000,5548000,58865000,72540000,106298000,39760000,2523000,178838000,237703000,27530000,10851000,16607000,2510000,12096000,2096000,1e+07,42136000,91873000,11012000,10156000,102885000,145021000,279976000,-187294000,92682000,92682000,237703000,423000,-2222000,7361000,12687000,18249000,-4632000,-4632000,-7472000,-772000,-8244000,5373000,5373000,5373000,1028000,94383000,9285000,0.2302,0.03693,0.00481,0.00455999999999999,0.00178,21.95035,1.39702,1.56472,0.39706,0.01112,0.01111,2.31404,2.43727,0.24417,0.00214,0.04688,84.47665,26.72062
"17","2019_Q4",1.2125,"Down",84225000,-67030000,17195000,-18037000,-18037000,-842000,-2701000,-2701000,-3543000,-2000,-3545000,-3662000,-7207000,-7207000,-7207000,-7207000,2971000,2971000,43727000,43727000,5684000,5684000,59870000,72604000,101262000,38530000,2347000,173866000,233736000,28288000,12306000,15612000,2472000,12799000,2716000,10083000,43559000,91975000,12643000,10415000,104618000,148177000,280060000,-194501000,85559000,85559000,233736000,-7207000,1269000,8294000,-940000,1416000,-5572000,-5572000,458000,-872000,-414000,-4570000,-4570000,-4570000,427000,94447000,-2423000,0.20416,-0.01,-0.08557,-0.08423,-0.03083,0.3362,1.37446,1.73187,0.40408,-0.18952,-0.19002,2.21482,2.24989,-0.06372,-0.03741,-0.01258,214.22951,-108.64133
"18","2020_Q1",1.02129032258065,"Down",88992000,-76281000,12711000,-13442000,-13442000,-731000,-2570000,-2570000,-3301000,-751000,-4052000,-5854000,-9906000,-9906000,-9906000,-9906000,4529000,4529000,41707000,41707000,6412000,5515000,59425000,69870000,101882000,41148000,1687000,171752000,231177000,31529000,15070000,16092000,11654000,3080000,1965000,1115000,46263000,85609000,16189000,13045000,101798000,148061000,287523000,-204407000,83116000,83116000,231177000,-9906000,17060000,-4077000,4044000,7121000,-3198000,-5664000,-8833000,1923000,101000,1558000,1558000,1558000,16329000,97263000,23029000,0.14283,-0.00821,-0.11131,-0.11918,-0.04285,-2.32475,1.2845,1.78138,0.42073,-0.24316,-0.24316,2.1845,2.04026,0.5653,-0.05039,0.11716,5.6791,-126.8591
"19","2020_Q2",0.538730158730159,"Down",90465000,-75726000,14739000,-16610000,-16610000,-1871000,-2564000,-2564000,-4435000,198000,-4237000,-40000,-4277000,-4277000,-4277000,-4277000,3507276.71460009,3507276.71460009,44847836.8086094,44847836.8086094,12031016.792996,10558717.9438708,67168642.0222835,67084328.4681409,71298937.6382064,40751695.5968607,1040713.33336614,138383266.106347,205551908.128631,34514924.8160456,17457491.4924775,16941104.5124091,10341717.2024908,4143440.4851993,3746161.69018225,112878.150650511,49000082.5037357,90232005.4018932,14900732.9909271,12366176.857948,105132738.39282,154132820.896556,289792167.813334,-238373080.581337,51419087.2320747,51419087.2320747,205551908.128631,-4277000,5242000,-56000,-8661000,-7752000,-674000,-674000,6715000,-264000,6451000,-1975000,-1975000,-1975000,3371000,0,-5924000,0.16292,-0.02068,-0.04728,-2.50018789139137,-0.267738131264995,1.38508,1.36120483272622,4.79949559426457,0.49677418160371,-0.10142,-0.10142,2.14509,1.21788420320298,-0.14047,-0.362761553705924,0.0906224143929517,-41.8374997756923,-227.150204511007
"20","2020_Q3",0.77765625,"Up",75704000,-62509000,13195000,-14091000,-14091000,-896000,-2844000,-2844000,-3740000,-56492000,-60232000,1297000,-58935000,-61798000,-61798000,-61798000,3099000,3099000,50657000,50657000,16118000,15221000,77133000,66144000,40632000,38502000,2130000,106776000,183909000,36804000,19181000,17621000,3154000,13177000,7007000,6170000,53135000,97187000,15141000,12897000,112328000,165463000,288407000,-269961000,18446000,18446000,183909000,-61798000,4634000,57166000,2191000,4737000,-2192000,-2208000,-1706000,-278000,-1984000,545000,545000,545000,3738000,100341000,2440000,0.1743,-0.01184,-0.81631,-3.35021,-0.33602,-0.03948,1.45164,8.97013,0.5456,-1.46535,-1.46535,1.79508,0.43739,0.05786,-0.46143,0.01822,26.01445,-108.52902
"21","2020_Q4",1.05890625,"Up",86077000,-67656000,18421000,-18103000,-18103000,318000,-2568000,-2568000,-2250000,301000,-1949000,-249000,-2198000,-2659000,-2659000,-2659000,7393000,7393000,51715000,51715000,13831000,12934000,80076000,67075000,40015000,37181000,2834000,107090000,187166000,36782000,19070000,17562000,2744000,17852000,8917000,8935000,57378000,93811000,20129000,16534000,113940000,171318000,288468000,-272620000,15848000,15848000,187166000,-2659000,4800000,1839000,5006000,10305000,-2333000,-2342000,-3445000,-224000,-3669000,4294000,4294000,4294000,5118000,96555000,8040000,0.21401,0.00369,-0.03089,-0.16778,-0.01421,-3.02369,1.39559,10.81007,0.51588,-0.06305,-0.06305,2.04105,0.37579,0.19064,-0.02006,0.06066,17.42126,280.38365
"22","2021_Q1",1.38852459016393,"Up",97807000,-76597000,21210000,-18480000,-18480000,2730000,-2352000,-2352000,378000,-175000.000000007,203000,1035000,1237999.99999999,1059999.99999999,1060000,1060000,6050000,6050000,56487000,56487000,13843000,9015000,82612000,67785000,39847000,35552000,3311000,107632000,190244000,35373000,16224000,19140000,12264000,12954000,8583000,1020000,60591000,90135000,22462000,18511000,112597000,173188000,288616000,-271560000,17056000,17056000,190244000,1059999.99999999,5110000,1828000,-1712000,5613000,-4325000,-4325000,-2631000,-2.3283064365387e-10,-2631000,-1343000,-1343000,-1343000,7840000,102399000,768000,0.21686,0.02791,0.0108400000000002,0.06215,0.00556999999999996,0.724529999999999,1.36344,10.15408,0.53825,0.0250999999999997,0.0251000000000002,2.31633,0.40393,0.01819,0.00747,0.00541,12.28941,35.29267
"23","2021_Q2",1.48825396825397,"Up",111137000,-93159000,17978000,-17055000,-17055000,923000,-2582000,-2582000,-1659000,67000,-1592000,-292000,-1884000,-2087000,-2087000,-2087000,2580000,2580000,66522000,66522000,10223000,10223000,86269000,67688000,72124000,34598000,37526000,139812000,226081000,43329000,16804000,26506000,12146000,19933000,8516000,11417000,75408000,87620000,48067000,44538000,135687000,211095000,288633000,-273647000,14986000,14986000,226081000,-2087000,5032000,523000,-1393000,3001000,-2586000,-2593000,-3878000,-10029636.9765082,-3878000,-3470000,-3470000,-3470000,5955000,99766000,2268000,0.16176,0.00831,-0.01878,-0.13926,-0.00923,-1.08673,1.14403,14.08615,0.44128,-0.04932,-0.04932,2.62623,0.35413,0.05359,-0.01282,0.01393,16.32007,105.29361
"24","2021_Q3",1.2840625,"Down",59256000,-50879000,8377000,-10668000,-10668000,-2291000,-2451000,-2451000,-4742000,-66999.9999999995,-4809000,118000,-4691000,-115000,-115000,-115000,4566000,4566000,54764000,54764000,7408000,7408000,72878000,66374000,69101000,32995000,36106000,135475000,208353000,33651000,13298000,20339000,1931000,25440000,4304000,21136000,61022000,83739000,48706000,43885000,132445000,193467000,288648000,-273762000,14886000,14886000,208353000,-115000,1307000,1650000,-1521000,8121000,369000,-1111000,-5024000,-20076518.7453294,-5024000,1986000,1986000,1986000,-984000,85670000,-2254000,0.14137,-0.03866,-0.00194,-0.00772999999999999,-0.00055,19.6,1.19429,12.99657,0.41118,-0.00272000000000001,-0.00271999999999999,1.40019,0.35175,-0.05326,-0.000769999999999998,-0.0151,-82.42276,-35.40113
"25","2021_Q4",1.22265625,"Down",72754000,-59209000,13545000,-15764000,-15764000,-2219000,-2623000,-2623000,-4842000,-1914000,-6756000,-70000,-6826000,-3504000,-3504000,-3504000,8415000,8415000,52601000,52601000,8361000,8361000,75977000,67236000,64389000,31716000,32673000,131625000,207602000,37037000,14308000,22456000,3485000,15520000,5464000,10056000,56042000,94727000,45436000,43821000,140163000,196205000,288663000,-277266000,11397000,11397000,207602000,-3504000,3116000,3967000,2025000,9540000,-784000,-2188000,9994000,-13497000,-3503000,3849000,3849000,3849000,897000,98212000,2208000,0.18618,-0.0305,-0.04816,-0.30745,-0.01688,-0.63014,1.35572,17.2155,0.47308,-0.0828,-0.0828,1.71918,0.26931,0.05218,-0.0226,0.01424,100.10814,-40.46733
"26","2022_Q1",2.24322580645161,"Up",197706000,-151998000,45708000,-33201000,-33201000,12507000,-2534000,-2534000,9973000,33000.0000000002,10006000,-185000,9821000,1063000,1063000,1063000,2276000,2276000,57660000,57660000,29460000,8852000,89396000,22864000,102393000,11906000,30327000,125257000,214653000,32108000,11255000,20815000,3457000,23363000,4053000,9118000,58928000,99306000,43843000,40781000,143149000,202077000,288779000,-276203000,12576000,12576000,214653000,1063000,12112000,257000,-10645000,-8212000,-5128000,-2244000,-4095000,8412000,4317000,-6139000,-6139000,-6139000,24619000,102763000,9031000,0.23119,0.06326,0.00538,0.08453,0.00495,8.49577,1.51704,16.06846,0.47874,0.02512,0.02512,4.67158,0.29716,0.21339,0.00668000000000002,0.05673,4.08168000000001,8.03446
"27","2022_Q2",2.23,"Down",103082000,-89164000,13918000,-20183000,-20183000,-6265000,-2705000,-2705000,-8970000,-26000,-8996000,-396000,-9392000,-9392000,-9392000,-9392000,2069000,2069000,59831000,59831000,8999000,8999000,78404000,61797000,59409000,29462000,29947000,121206000,199610000,39247000,14158000,24610000,3410000,12198000,2359000,9839000,54855000,104331000,37196000,36342000,141527000,196382000,288823000,-285595000,3228000,3228000,199610000,-9392000,5430000,269000,1017000,-2676000,-2174000,-2174000,4883000,-240000,4643000,-207000,-207000,-207000,-835000,107741000,-1596000,0.13502,-0.06078,-0.09111,-2.90954,-0.04705,0.16993,1.4293,60.83705,0.53976,-0.22192,-0.22192,2.43572,0.07627,-0.03771,-0.06339,-0.01077,-126.55329,-16.86704
"28","2022_Q3",1.8596875,"Down",40211000,-36555000,3656000,-10416000,-10416000,-6760000,-2593000,-2593000,-9353000,-2158000,-11511000,451000,-11060000,-2916000,-2916000,-2916000,2638000,2638000,42383000,42383000,41412000,6901000,86433000,12530000,87639000,10622000,18529000,100169000,186602000,23081000,9073000,14008000,3357000,30409000,348000,19676000,56847000,103571000,25856000,24729000,129427000,186274000,288839000,-288511000,328000,328000,186602000,-2916000,709000,3251000,-1142000,2576000,1429000,-874000,-1090000,-43000,-1133000,569000,569000,569000,-6051000,106928000,-6215000,0.09092,-0.16811,-0.07252,-8.89024,-0.01563,2.13134,1.52045,567.90854,0.57303,-0.0689000000000001,-0.0689,0.95014,0.00775000000000001,-0.14685,-0.02191,-0.04669,-17.23517,-15.42751
