"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","inventories","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2017_Q1",6.4858064516129,"Up",47585174,-550691,47034483,-38423511,-5751400,-16113304,-16558807,8610972,-6790624,-7385004,339277,1820348,134922,1955270,1955270,1955270,1955270,1955270,17018552,17018552,2580742,44360804,1903804,42457000,63971128,1603786595,78477157,72633789,1682263752,1746234880,12462019,7075622,5386397,65978785,7324210,11162,85765014,683985463,482685,482685,684468148,770233162,853557795,156341192,976001718,976001718,1746234880,1955270,16113304,1009562,-16179218,2898918,-1454,-156804,-17619196,0,0,-17619196,-14877082,-14877082,117352,-14759730,24724276,749964248,0.98843,0.18096,0.04109,0.002,0.00112,0.74589,0.78917,0.42948,0.0363,0.0363,0.88355,18.12213,0.00113,29.64478,85.11765
"12","2017_Q2",5.46428571428571,"Down",41025472,-239445,40786027,-41713356,-8534909,-16293158,-16885289,-927329,-6896951,-7461918,633883,-7824280,1134310,-6689970,-6689970,-6689970,-6689970,-6689970,35363045,35363045,2458407,40129280,2688092,37441188,77953462,1587834765,43738421,39854477,1631573186,1709526648,10864359,4451775,6412584,45658482,7643824,33212,64166665,674665830,943090,943090,675608920,739775585,855082012,149651222,969751063,969751063,1709526648,-6689970,16293158,816418,1990712,12410318,-81305.5481714172,-276396,-23738340,-350279,-2541005,-26629624,-14495702,-14495702,41195,-14454507,15365829,720324312,0.99416,-0.0226,-0.16307,-0.0069,-0.00391,1.21486,0.76285,0.42136,-0.12418,-0.12418,0.76149,17.99992,-0.00396,44.57692,-738.63889
"13","2017_Q3",4.66412698412698,"Down",34729021,-1275521,33453500,-37626290,-5421145,-16464707,-15740438,-4172790,-7958586,-8574204,638070,-12131376,216240,-11915136,-11915136,-11915136,-11915136,-11915136,50844921,50844921,2542490,28823341,2021132,26802209,82417694,1571581283,44063167,39838626,1615644450,1698062144,11388991,5922308,5466683,126286358,8211376,823486,145886725,592497785,666136,666136,593163921,739050646,856257583,137736086,959011498,959011498,1698062144,-11915136,16464707,2212683,13148347,19910601,-88446.9999999999,-109585,-3383393,-734623,-302561,-4420577,15380439,15380439,108127,15488566,12291917,718784143,0.96327,-0.12015,-0.34309,-0.01242,-0.00702,0.56494,0.77064,0.4233,-0.22033,-0.22033,0.64221,17.73406,-0.0071,54.33971,-160.07017
"14","2017_Q4",4.85714285714286,"Up",44545589,-386637,44158952,-37796731,-5536028,-16466322,-15794381,6362221,-8093025,-8579811,395418,-1730804,3401219,1670415,1670415,1670415,1670415,1670415,55633291,55633291,2019128,34509272,2673214,31836058,92401081,1555242540,58555470,50658973,1613798010,1706199091,9752805,5957440,3795365,126557191,6447623,55822,142757619,600905936,576192,576192,601482128,744239747,857535014,139406501,961959344,961959344,1706199091,1670415,16466322,-701343,-8810063,8625331,83142,83142,7307043,0,-158669,7148374,15856847,15856847,-67355,15789492,22828543,727463127,0.99132,0.14282,0.0375,0.00174,0.00098,0.64726,0.77367,0.42636,0.03088,0.03088,0.82359,17.78546,0.00099,29.42938,105.596750000001
"15","2018_Q1",4.87081967213115,"Up",39034678,-312170,38722508,-38692550,-6694250,-16105764,-15892536,29958,-9954193,-10602053,647860,-9924235,6458240,-3465995,-3465995,-3465995,-3465995,-3465995,103505676,103505676,2012907,29352135,2471415,26880720,135206880,1539315511,61587765,47322866,1600903276,1736110156,11032001,6329193,4702808,65067569,5910072,345515,82009642,694035583,651569,651569,694687152,776696794,858696284,135940506,959413362,959413362,1736110156,-3465995,16105764,-2140871,5803955,16302853,-134198,-134198,28820308,-135633,-111190,28573485,44742140,44742140,-90009,44652131,16135722,759103152,0.992,0.00077,-0.08879,-0.00361,-0.002,1.64867,0.80955,0.43724,-0.06404,-0.06404,0.72126,17.7275,-0.00202,40.63019,21883.88664
"16","2018_Q2",4.88046875,"Up",27644282,-100173,27544109,-40870799,-7920286,-16265056,-16685457,-13326690,-9277049,-9913308,636259,-22603739,2007181,-20596558,-20596558,-20596558,-20596558,-20596558,65291784,65291784,2832194,35586680,2779262,32807418,103721195,1523311164,74116344,58143829,1597427508,1701148703,13970201,8137340,5832861,63968414,5036832,29712,82975447,677684689,1172243,1172243,678856932,761832379,860328822,115343948,939316324,939316324,1701148703,-20596558,16265056,875083,-7102866,-10559285,-155343.7009878,-60320.0000000001,-17091259,-461489,-160611,-17713359,-28332964,-28332964,-107132,-28440096,2938366,741653103,0.99638,-0.48208,-0.74506,-0.02193,-0.01211,1.25002,0.81105,0.43597,-0.37975,-0.37975,0.50969,17.31866,-0.01224,230.1828,-50.7523899999978
"17","2018_Q3",4.92809523809524,"Up",40807542,-435224,40372318,-39505063,-5692137,-16437653,-17375273,867255,-9156237,-9700749,544512,-8288982,111862,-8177120,-8177120,-8177120,-8177120,-8177120,48244169,48244169,2146835,45134337,2758407,42375930,95533544,1508097192,75530158,58506183,1583627350,1679160894,14233156,7721058,6512098,63968414,4736147,11162,82937717,662567722,1191390,1191390,663759112,746696829,861653683,107166828,932464065,932464065,1679160894,-8177120,16437653,1127246,-8077237,1310542,-15183,-1099263,-15992123,-777153,-467533,-17236809,-17025530,-17025530,-22577,-17048107,17304908,726536136,0.98933,0.02125,-0.20038,-0.00877,-0.00487,1.15187,0.80078,0.43268,-0.15034,-0.15034,0.75029,17.14426,-0.00493,39.19651,782.11364
"18","2018_Q4",4.5831746031746,"Down",55113295,-287221,54826074,-38360570,-5156573,-16430363,-16773634,16465504,-9129319,-9586472,457153,7336185,-13554837,-6218652,-6218652,-6218652,-6218652,-6218652,34947580,34947580,2146557,60459817,3632923,56826894,97562157,1493275918,68729008,58374299,1562004926,1659567083,14982683,5312513,9670170,63968414,4569845,11162,83520942,647362343,1208060,1208060,648570403,732091345,862884008,100948176,927475738,927475738,1659567083,-6218652,16430363,8886838,-14247596,4850953,14121,-2044416,-15992083,0,0,-15992083,-13185546,-13185546,-111799,-13297345,32895867,711330757,0.99479,0.29876,-0.11283,-0.0067,-0.00375,1.16812,0.78934,0.42862,-0.11423,-0.11423,1.01234,17.03614,-0.00379,20.56134,41.0788000000007
"19","2019_Q1",3.70327868852459,"Down",34467366,-875265,33592101,-48039805,-5665250,-16068079,-26306476,-14447704,-8913387,-9693443,780056,-23361091,7407516,-15953575,-15953575,-15953575,-15953575,-15953575,30838684,30838684,2111637,48254630,3798987,44455643,82589069,1478680597,64100351,57651853,1542780948,1625370017,10648696,7212580,3436116,63968414,4748327,489644,79365437,632122372,1199650,1199650,633322022,712687459,864172518,84994601,912682558,912682558,1625370017,-15953575,16068079,5795172,7371547,13281223,-46737,-1316305,-15992104,-71421.9999999998,0,-16063526,-4098608,-4098608,-11578,-4110186,1620375,696090786,0.97461,-0.41917,-0.46286,-0.01748,-0.00982,1.04062,0.78087,0.42827,-0.29015,-0.29015,0.62686,16.59897,-0.00991,410.55441,-46.04552
"20","2019_Q2",5.0215873015873,"Up",61165546,-339114,60826432,-41177209,-6735835,-16266421,-18174953,19649223,-8536370,-9335246,798876,11112853,-5037794,6075059,6075059,6075059,6075059,6075059,21717046,21717046,2137553,67362682,3458927,63903755,92874307,1464077289,62154027,60466503,1526231316,1619105623,11592828,8114372,3478456,64278227,3973450,11161.9999999999,79844505,616874541,3306715,3306715,620181256,700025761,865478345,91069660,919079862,919079862,1619105623,6075059,16266421,7911936,-21559437,8693979,-100097,-1547034,-15992102,-269388,22938.1671104044,-16261490,-9114545,-9114545,-7093.00000000001,-9121638,35915644,681152768,0.99446,0.32125,0.0993200000000001,0.00661,0.00375,1.16319,0.76166,0.4207,0.11136,0.11069,1.12121,16.84747,0.00379,18.36068,33.5604
"21","2019_Q3",6.18546875,"Up",91624875,-855023,90769852,-41817509,-5895406,-16473418,-19448685,48952343,-8282483,-8958454,675971,40669860,42036,40711896,40711896,40711896,40711896,40711896,46419951,46419951,2321971,74474681,4563079,69191602,124470888,1453747821,63992264,62793080,1517740085,1642210973,14724409,10227170,4497239,64353260,2935022,37818,82012691,601577085,4249253,4249253,605826338,687839029,866369045,131781556,954371944,954371944,1642210973,40711896,16473418,2032155,-7107119,52110350,-32408.0000000001,-2729961,-15992105,-6968015,-22502.9999999999,-22982623,26397766,26397766,-80080,26317686,65425761,665930345,0.99067,0.53427,0.44433,0.04266,0.02479,1.5177,0.72072,0.40551,0.745,0.74334,1.67667,17.46432,0.02506,9.46891,12.65538
"22","2019_Q4",8.32421875,"Up",85437806,-1178702,84259104,-42950516,-5037783,-16710403,-21202330,41308588,-7575347,-8384029,808682,33733241,1895671,35628912,35628912,35628912,35628912,35628912,64691247,64691247,2222543,76067245,3721270,70755975,143823530,1447380203,66629297,65595974,1514009500,1657833030,19599281,13761191,5838090,64361937,2087655,11162,86048873,586305003,3454378,3454378,589759381,675808254,867020551,167410468,982024776,982024776,1657833030,35628912,16710403,-547790,-2219814,49571711,132505,-6730299,-15992103,-8575843,-18044,-24585990,18255422,18255422,17484,18272906,58018991,650666940,0.9862,0.48349,0.41702,0.03628,0.02149,1.67142,0.68818,0.39248,0.6605,0.65739,1.58386,18.20499,0.02178,10.09972,14.18532
"23","2020_Q1",7.46629032258065,"Down",95201771,-870084,94331687,-45013331,-5686744,-16812288,-22514299,49318356,-7586657,-7969087,382430,41731699,-12306308,29425391,29425391,29425391,29425391,29425391,63309072,48389688,1996203,73488634,3270755,70217879,139614755,1437844446,94500642,94500642,1532345088,1671959843,17633748,13552796,4080952,62268714,5110497,436850,85012959,581919094,27975592,27975592,609894686,694907645,867400204,196835859,977052198,977052198,1671959843,29425391,16812288,15928606,-3505918,58660367,-15029650,-22137540,-15992104,-34829549,-2.3283064365387e-10,-50821653,-14298826,-14298826,-253647,-14552473,66130644,644187808,0.99086,0.51804,0.30908,0.03012,0.0176,1.64228,0.71123,0.38529,0.56173,0.55927,1.8174,18.65195,0.01784,8.78381,11.77814
"24","2020_Q2",5.23126984126984,"Down",73165324,-815195,72350129,-50298350,-11302976,-16890413,-22104961,22051779,-8581739,-8962401,380662,13470040,-1302035,12168005,12168005,12168005,12168005,12168005,157914504,142933974,2142284,55804008,4530590,51273418,216061922,1424679026,56195439,56195439,1480874465,1696936387,17869392,11627716,6241676,62575491,6280426,2069241,86725309,594246205,26011982,26011982,620258187,706983496,869331106,209003864,989952891,989952891,1696936387,12168005,16890413,6758182,17149750,52966350,153851.185969014,-3657669,13521864,-1025628,-3225105,9271131.00000001,58579812,58579812,100638,58680450,38942192,656821696,0.98886,0.3014,0.16631,0.01229,0.00717,2.49134,0.71416,0.38706,0.24069,0.2401,1.44726,19.582,0.00727,12.81148,22.62435
"25","2020_Q3",5.2403125,"Up",54710277,-858919,53851358,-49070278,-5912810,-17202714,-25954754,4781080,-6082121,-6573795,491674,-1301041,1838991,537950,537950,537950,537950,537950,145059032,145059032,2175046,61914772,6373328,55541444,209419955,1409524383,55155472,55155472,1464679855,1674099810,17537432,12113664,5423768,79563332,672589,259463,97773353,564343412,22391871,22391871,586735283,684508636,869737827,209541814,989591174,989591174,1674099810,537950,17202714,-255412,-13747127,3738125,14988434,11098076,-13316946,-1592177,-470000,-15379123,-542922,-542922,48541,-494381,21983794,643906744,0.9843,0.08739,0.00983,0.00054,0.00032,2.14189,0.69171,0.38463,0.01061,0.0106,1.07887,19.5145,0.00032,22.69161,104.33787
"26","2020_Q4",6.25375,"Up",88479024,-752404,87726620,-46396396,-5548526,-17253447,-23594423,41330224,-5223503,-6033996,810493,36106721,-281457,35825264,35825264,35825264,35825264,35825264,133593851,133593851,2130293,82462709,6462837,75999872,218187285,1393453392,53402427,53402427,1446855819,1665043104,15874818,11274403,4600415,61330154,324034,253463,77529006,552103044,19638195,19638195,571741239,649270245,870267895,245367078,1015772859,1015772859,1665043104,35825264,17253447,2646695,-24834148,30891258,0,-2241659,-31290071,-9042017,-301910,-40633998,-11984399,-11984399,87832,-11896567,58583671,613433198,0.9915,0.46712,0.4049,0.03527,0.02152,2.81427,0.63919,0.36842,0.71266,0.71102,1.76009,20.20649,0.02173,8.19067,11.60989
"27","2021_Q1",8.38786885245902,"Up",99584187,-983132,98601055,-52943900,-11126687,-17115902,-24701311,45657155,-4003069,-5604468,1601399,41654086,2379348,44033434,44033434,44033434,44033434,44033434,79330007,79330007,2007464,71803555,10296229,61507326,153343247,1377177091,51094507,51094507,1428271598,1581614845,18596592,9831328,8765264,61411730,2072315,117803,82080637,539651761,13057117,13057117,552708878,634789515,757286932,289400512,946825330,946825330,1581614845,44033434,17115902,-384084,22234711,82999963,-5975.00000000186,-4177658,-12955070,-114601101,-186306,-127742477,-48920172,-48920172,-31258,-48951430,62773057,601063491,0.99013,0.45848,0.44217,0.04651,0.02784,1.8682,0.67044,0.38003,0.92931,0.92723,2.10169,19.98238,0.02821,8.31142,11.4272
"28","2021_Q2",8.84174603174603,"Up",62950738,-1356392,61594346,-48971346,-8038807,-17142915,-23789624,12623000,-6283908,-5463475,-820433,6339092,-469992,5869100,5869100,5869100,5869100,5869100,78254455,78254455,1972428,100396660,12518123,87878537,180916596,1334813978,48856513,48856513,1383670491,1564587087,24818605,14150781,10667824,61466846,1857624,39023,88143075,527317928,10577710,10577710,537895638,626038713,757934056,295269612,938548374,938548374,1564587087,5869100,17142915,4654864,10404441,38071320,-9797560,-12048241,-12955071,-14064071,-68604,-27087746,-1064667,-1064667,-9723.00000000001,-1074389.99999999,29765915,588784774,0.97845,0.20052,0.09323,0.00625,0.00375,2.05253,0.66703,0.37632,0.11802,0.11779,1.26587,18.87312,0.00382,17.15151,40.44445
"29","2021_Q3",8.2775,"Down",63086858,-1064613,62022245,-46953532,-9351728,-16769098,-20832706,15068713,-4233281,-5518603,1285322,10835432,3266371,14101803,14101803,14101803,14101803,14101803,98105235,98105235,1780298,46055539,10933818,35121721,146288302,1319229464,46081160,46081160,1365310624,1511598926,19241300,9432098,9579112,76139661,1138061,37434,96519022,500391565,7739049,7739049,508130614,604649636,759224310,268933981,906949290,906949290,1511598926,14101803,16769098,-466767,5214709,35618843,-2915539,44250677,-12955070,-6804685.99999999,0,-59967100,19902420,19902420,-53392,19849028,31837811,576531226,0.98312,0.23886,0.22353,0.01555,0.00933,1.51564,0.66669,0.3814,0.3484,0.347,1.55864,22.4073,0.03642,15.02698,31.74963
"30","2021_Q4",8.630625,"Up",68599782,-779746,67820036,-45849452,-5867454,-16859224,-23122774,21970584,-7550658,-7358439,-192219,14419926,2160959,16580885,16580885,16580885,16580885,16580885,115807905,115807905,2361139,99288899,8384018,90904881,217457943,1268658006,42128833,42128833,1310786839,1528244782,13425398,9271885,3906423,79234809,2194684,360682,94854891,506737795,2461033,2461033,509198828,604053719,759903133,285514866,924191063,924191063,1528244782,16580885,16859224,2685711,-21044418,15081402,-9512783,-9653548.99999999,8783932,-478128,-1288941,7013863,12441716,12441716,-56702,12385014,38829808,585972604,0.98863,0.32027,0.2417,0.01794,0.01085,2.29253,0.6536,0.38343,0.4144,0.41333,1.7145,23.09813,0.01096,12.10834,21.39974
"31","2022_Q1",9.62241935483871,"Up",79584070,-1123961,78460109,-45354380,-6968750,-15660878,-22724752,33105729,-7639485,-8379796,740311,25466244,9916986,35383230,35383230,35383230,35383230,35383230,236758927,236758927,2266351,68014914,10232083,57782831,307893252,1238115791,61353050,54840571,1299468841,1607362093,13836759,9541131,3801448,80148935,851400,37433,94837094,590687387,1686197,1686197,592373584,687210678,760619211,280759140,920151415,920151415,1607362093,35383230,15660878,-4965985,-16154518,29923605,22225882,46217311,85058672,-17937,-306707,44862162,121003078,121003078,-53015,120950063,48766607,670836322,0.98588,0.41598,0.4446,0.03845,0.02201,3.24655,0.74685,0.41735,0.88784,0.8831,1.99694,23.08864,0.04725,8.90112,13.11185
"32","2022_Q2",12.6533870967742,"Up",76823722,-775545,76048177,-47692975,-9413139,-15809778,-22470058,28355202,-5911332,-7550276,1638944,22443870,2403850,24847720,24847720,24847720,24847720,24847720,155518158,155518158,2189564,71009971,10073850,60936121,230234938,1223367077,69846513,60879800,1293213590,1523448528,13900713,7927555,5053515,57714965,35139,31535.0000000001,71650817,605106749,2341627,2341627,607448376,679099193,761278083,205269255,844349335,844349335,1523448528,24847720,15809778,610130.000000002,-7173254,34094374,-8830685,-6827227,-6358620.00000001,-952250,-1036330,-108259342,-80992195,-80992195,-252834,-81245029,44164980,662821714,0.9899,0.36909,0.32344,0.02943,0.01631,3.21329,0.80429,0.43508,0.6229,0.6208,1.92586,21.16658,0.08265,11.48656,17.89102
