"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","other_investing_activities","net_cash_from_investing_activities","cash_from_repurchase_of_equity","increase_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",18.183064516129,"Up",6375000,-683000,5692000,-6953000,-4306000,-2647000,-1261000,-719000,-735000,16000,-1980000,1928000,-52000,-142000,-194000,-194000,-194000,-194000,7046000,7046000,1594685.58666045,2157000,2157000,2548000,5683000,5446000,17434000,853000,79219000,56580000,10401000,80072000,97506000,11408000,6027000,5381000,5212000,4754000,29879000,21982000,16782000,46392000,76271000,747337000,-683822000,21235000,21235000,97506000,-194000,638000,-810000,-8243000,-8959000,3049000,4181000,2939000,2939000,2939000,-1839000,-1839000,-1839000,-623000,37669000,0.89286,-0.1978,-0.03043,-0.00914,-0.00199,0.58349,3.59176,0.38632,-0.00974,-0.00974,0.32007,1.06614,-0.0024,-49.15409,-24.28469
"12","2013_Q1",21.4448333333333,"Up",13635000,-2328000,11307000,-6678000,-4203000,-2475000,4629000,-482000,-726000,244000,4147000,-3197000,950000,1636000,2586000,1063000,1063000,1063000,12381000,12381000,-468033.63703464,4589000,4589000,1697000,5156000,5156000,23823000,788000,79649000,55912000,11491000,80437000,104260000,10815000,5854000,4961000,9789000,7722000,35439000,28893000,25799000,42336000,77775000,751524000,-682759000,26485000,26485000,104260000,2586000,749000,1057000,6179000,10221000,11838000,1879000,3235000,3235000,-6765000,5335000,5335000,5335000,5378000,28278000,0.82926,0.33949,0.07796,0.04014,0.0102,0.67223,2.93657,0.27123,0.05305,0.05305,0.68049,1.3218,0.01271,2.95593,3.43422
"13","2013_Q2",28.83015625,"Up",11651000,-663000,10988000,-6967000,-4502000,-2465000,4021000,-721000,-912000,191000,3300000,-1930000,1370000,-66000,1304000,1495000,1495000,1495000,5037000,5037000,-2956509.73931676,4622000,4622000,2838000,5243000,5243000,17740000,758000,79865000,55319000,12300000,80623000,98363000,10040000,5522000,4518000,6750000,4613000,33017000,24182000,21266000,34750000,67767000,752973000,-681263000,30596000,30596000,98363000,1304000,670000,3160000,-2414000,2078000,-9714000,-9748000,326000,326000,326000,-7344000,-7344000,-7344000,4691000,26795000,0.9431,0.34512,0.12832,0.04886,0.0152,0.5373,2.2149,0.27241,0.07405,0.07372,0.57709,1.51545,0.01833,4.63824,5.41109
"14","2013_Q3",45.0996875,"Up",9580000,-1214000,8366000,-6328000,-4306000,-2022000,2038000,-451000,-453000,2000,1587000,2217000,3804000,-110000,3694000,6091000,6091000,6091000,5923000,5923000,-4139094.78841738,699000,699000,2265000,9845000,9845000,18732000,804000,80035000,54245000,13544000,80839000,99571000,8776000,4755000,4021000,7285000,5252000,32571000,25762000,22776000,27732000,60303000,755326000,-675173000,39268000,39268000,99571000,3694000,669000,-576000,3150000,6937000,5985000,6022000,860000,860000,-12073000,886000,886000,886000,2707000,18480000,0.87328,0.21273,0.6358,0.15511,0.06117,0.57511,1.53568,0.1856,0.30067,0.30041,0.4729,1.93841,0.07294,4.63871,6.16143
"15","2013_Q4",52.22890625,"Up",13006000,-2539000,10467000,-7169000,-4756000,-2413000,3298000,-514000,-390000,-124000,2784000,-758000,2026000,-61000,1965000,1965000,1965000,1965000,3271000,3271000,-2284140.85256797,5507000,5507000,1838000,10987000,10987000,21603000,834000,79240000,53692000,13302000,80074000,101677000,8923000,4304000,4619000,8303000,6386000,32461000,24401000,21354000,24401000,56862000,758102000,-673208000,44815000,44815000,101677000,1965000,668000,2222000,-5214000,-359000,-12635000,-16469000,1243000,1243000,14176000,-2652000,-2652000,-2652000,3966000,15235000,0.80478,0.25358,0.15108,0.04385,0.01933,0.66551,1.26882,0.14984,0.09652,0.09299,0.63888,2.2014,0.02327,3.01664,3.62765
"16","2014_Q1",66.8173770491803,"Up",14736000,-1316000,13420000,-6794000,-4420000,-2374000,6626000,-454000,-322000,-132000,6172000,-1578000,4594000,-137000,4457000,1869000,1869000,1869000,15979000,11639000,4340000,2222000,2222000,1392000,5288000,5288000,24881000,867000,78965000,53099000,13628000,79832000,104713000,9288000,3951000,5337000,10542000,8852000,28939000,26161000,22978000,26161000,55100000,718038000,-671339000,49613000,49613000,104713000,-719000,656000,5733000,3776000,9446000,11767000,15221000,699000,699000,-18887000,5780000,5780000,5780000,7282000,9109000,0.91069,0.44965,0.12683,0.03767,0.01785,0.85977,1.1106,0.08699,0.09142,0.08777,0.72077,2.42668,0.02202,-0.94342,-1.03682
"17","2014_Q2",65.0463492063492,"Down",15958000,-2451000,13507000,-8203000,-5072000,-3131000,5304000,-1002000,-248000,-754000,4302000,-2152000,2150000,-53000,2097000,2097000,2097000,2097000,25252000,12977000,12275000,4673000,4673000,1949000,1529000,1529000,33403000,690000,71378000,52505000,6635000,72068000,105471000,9126000,3675000,5451000,3356000,1782000,21005000,19465000,16229000,19465000,40470000,723300000,-669242000,65001000,65001000,105471000,2097000,668000,3796000,-3984000,2577000,-5054000,-4434000,3195000,3195000,3195000,1338000,1338000,1338000,5972000,8523000,0.84641,0.33237,0.13141,0.03226,0.01988,1.59024,0.62261,0.08081,0.10179,0.09888,0.77462,3.15524,0.02255,-2.80124,-3.15403
"18","2014_Q3",53.2090625,"Down",10608000,-1186000,9422000,-7928000,-5238000,-2690000,1494000,1194000,-181000,1375000,2688000,-1448000,1240000,47000,1287000,1287000,1591000,1591000,22027000,14537000,7490000,3133000,3133000,817000,2608000,2608000,28585000,619000,70643000,51911000,6494000,71262000,99847000,8300000,5059000,3241000,7623000,5957000,18621000,18140000,14951000,18140000,36761000,726779000,-667650000,64170000,63086000,99847000,1287000,669000,2538000,-2154000,2340000,6208000,5713000,453000,453000,-6494000,1559000.00000001,1559000.00000001,1558999.99999999,2163000,2697999.99999999,0.8882,0.14084,0.14998,0.02522,0.01593,1.53509,0.58271,0.02702,0.07673,0.0712,0.51159,3.09473,0.01896,-8.9362,-12.93775
"19","2014_Q4",52.14484375,"Down",14973000,-1496000,13477000,-9764000,-6743000,-3021000,3713000,-5890000,-1517000,-4373000,-2177000,3078000,901000,-125000,776000,776000,1281000,1281000,186588000,180663000,5925000,5812000,5812000,1071000,4526000,4526000,197997000,551000,73735000,51317000,10180000,74286000,272283000,9175000,4864000,4311000,8921000,7233000,18433000,17436000,14137000,211067000,229500000,707200000,-666371000,44372000,42783000,272283000,776000,661000,6437000,-4407000,3467000,342000,11978000,-38047000,476000,150682000,166127000,166127000,166127000,4374000,193968000,0.90009,0.24798,0.08555,0.02994,0.0047,10.74144,5.36428,0.71238,0.06274,0.06001,0.73335,2.17327,0.00504,1.68724,1.98761
"20","2015_Q1",61.4186885245902,"Up",22999000,-4003000,18996000,-8797000,-5517000,-905000,10199000,2509000,-2914000,5423000,12708000,-5697000,7011000,-279000,6732000,6732000,5923000,5923000,167336000,160203000,7133000,12634000,12634000,269000,1842000,1842000,182081000,486000,75462000,50723000,10233000,75948000,258029000,12564000,7698000,4866000,3419000,3419000,22779000,14934000,10057000,210842000,233621000,680680000,-659315000,26318000,24408000,258029000,6732000,659000,5195000,-404000,12182000,-3517000,-15284000,-28994000,437000,-17358000,-20460000,-20460000,-20460000,10858000,202704000,0.82595,0.44345,0.25753,0.24267,0.02295,7.99337,9.57149,0.78559,0.29733,0.28428,1.15452,1.32113,0.02447,3.25732,3.46779
"21","2015_Q2",87.4620634920635,"Up",14602000,-1074000,13528000,-9956000,-5994000,-3368000,3572000,-3420000,-2973000,-447000,152000,-226000,-74000,-15000,-89000,-89000,754000,754000,179633000,165766000,13867000,7423000,7423000,2821000,926000,926000,190803000,440000,71980000,50129000,9613000,72420000,263223000,11705000,7442000,4263000,6104000,5779000,18157000,14452000,9570000,212671000,230828000,684375000,-658561000,35148000,32395000,263223000,-89000,650000,5892000,1126000,7579000,-3247000,-2797000,781000,781000,781000,5563000,5563000,5563000,4222000,198567000,0.92645,0.24462,0.05164,0.02328,0.00286,10.50851,7.12542,0.75437,0.03845,0.03655,0.74454,1.79217,0.00307,4.4846,5.30067
"22","2015_Q3",97.26328125,"Up",18418000,-2600000,15818000,-11235000,-7225000,-3416000,4583000,-2989000,-2969000,849999.999999999,1594000,20698000,22292000,-264999.999999985,22027000,22027000,23564000,23564000,181609000,108238000,73371000,5532000,5532000,802000,7348000,7348000,195291000,405000,109066000,49535000,47293000,109471000,304762000,8337000,2708000,5629000,9612000,9612000,17949000,17193000,12051000,217760000,235709000,692785000,-634997000,69053000,69053000,304762000,22027000,646000,-14454000,1827000,10046000,-71746000,-72223000,4649000,4649000,4649000,-57528000,-57528000,-57528000,5229000,200567000,0.85883,0.24883,1.2794,0.34125,0.07732,10.88033,3.41345,0.65811,1.19466,1.10758,0.93377,3.5009,0.08216,3.62555,4.13659
"23","2015_Q4",98.9646875,"Up",17701000,-1250000,16451000,-7509000,-4971000,-1945000,8942000,-3614000,-2930000,1485000,5328000,1956000,7284000,191881000,199165000,199165000,199165000,199165000,187298000,93770000,93528000,5517000,5517000,1221000,14841000,7324000,208877000,355000,312468000,48941000,44866000,312823000,521700000,7299000,3143000,4156000,8954000,8954000,16253000,10315000,8232000,213266000,229519000,697081000,-410458000,292181000,292181000,521700000,199165000,644000,-186419000,-2953000,10437000,-26366000,-26366000,1460000,1949000,1460000,-14469000,-14469000,-14469000,9586000,202951000,0.92938,0.50517,11.25162,0.68165,0.38176,12.8516,0.78554,0.38902,10.0149,9.28087,0.89008,14.69215,0.39404,1.6329,1.7505
"24","2016_Q1",97.423606557377,"Down",21193000,-883000,20310000,-10078000,-7208000,-2276000,10232000,-5154000,-2930000,-120000,5078000,748999.999999998,5827000,514000,6341000.00000003,6340999.99999997,6341000,6341000,200219000,97428000,102791000,6170000,6170000,1633000,6690000,6690000,214712000,372000,258249000,48347000,8581000,288349000,503061000,9488000,4083000,5405000,11348000,11348000,20836000,42958000,42958000,244943000,265779000,661870000,-429491000,237282000,237282000,503061000,6341000,687000,5816000,820999.999999999,13665000,8360000,4263999.99999999,-7530000,1470000,-14270000,3659000.00000001,3659000.00000001,3659000,10919000,201985000,0.95834,0.4828,0.299199999999999,0.02672,0.0125999999999999,10.30486,1.1201,0.40151,0.318060000000001,0.2943,1.06301,11.90174,0.01315,0.16174,0.1726
"25","2016_Q2",118.9546875,"Up",29648000,-955000,28693000,-13597000,-7069000,-4004000,15096000,-4219000,-3005000,391000,10877000,-1306000,9571000,-3694000,5877000,6608000,6608000,6608000,113201000,31293000,81908000,11779000,11779000,1750000,6329000,6329000,133059000,567000,479812000,240941000,8616000,480379000,613438000,6357000,2688000,3669000,5883000,5883000,12240000,4468000,4468000,209121000,221361000,783911000,-395402000,392077000,392077000,613438000,5877000,2575000,13727000,-9065000,13114000,-5446000,-79760000,511000,1013000,511000,-66135000,-66135000,-66135000,17671000,204653000,0.96779,0.50917,0.22288,0.01685,0.01077,10.87083,0.56459,0.33362,0.3191,0.29654,1.43172,18.9336,0.01099,5.17526,6.05803
"26","2016_Q3",117.7,"Down",19521000,-720000,18801000,-14832000,-7237000,-4914000,3969000,-13688000,-3051000,-10637000,-9719000,-332000,-10051000,3881000,-6170000,-6170000,-6169999.99999999,-6169999.99999999,106953000,61350000,45603000,9966000,9966000,3835000,5809000,5809000,126563000,1181000,470322000,210142000,26744000,490236000,616799000,7287000,2336000,4951000,5697000,5697000,12984000,4536000,4536000,211899000,224883000,789336000,-401165000,391916000,391916000,616799000,-6170000,2813000,14404000,-676000,10371000,37428000,18217000,1469000,1469000,1469000,30057000,30057000,30057000,6782000,207363000,0.96312,0.20332,-0.316070000000001,-0.01574,-0.00999999999999998,9.74761,0.5738,0.33619,-0.29632,-0.268900000000001,0.93751,18.82211,-0.01022,14.80537,25.29856
"27","2016_Q4",101.157619047619,"Down",21619000,-999000,20620000,-15154000,-6550000,-5898000,5466000,-3297000,-3116000,-181000,2169000,-958000,1211000,-160000,1051000,1051000,1051000,1051000,124115000,86580000,37535000,6586000,6586000,4027000,5963000,5963000,140691000,1826000,441009000,207435000,27729000,460174000,600865000,9432000,2757000,6675000,6584000,6584000,16016000,36479000,36479000,246594000,262610000,762604000,-428001000,338255000,338255000,600865000,1052000,2934000,9687000,4850000,18523000,6840000,5078000,2628000,2126000,1629000,25230000,25230000,25230000,8400000,210115000,0.95379,0.25283,0.04861,0.00311,0.00175,8.7844,0.77637,0.34969,0.05032,0.0457,1.03506,16.19475,0.0018,10.2381,15.73363
"28","2017_Q1",105.456774193548,"Up",38185000,-2897000,35288000,-15934000,-6797000,-6405000,19354000,8411000,-3006000,9812000,27765000,-20536000,7229000,-10354000,-3125000,-3125000,-3125000,-3125000,141048000,18752000,122296000,14700000,14700000,1923000,5382000,5382000,163053000,1819000,428368000,204705000,27565000,438532000,601585000,9131000,2734000,6397000,5088000,5088000,14219000,33166000,33166000,246076000,260295000,769674000,-431127000,341290000,341290000,601585000,-3126000,2968000,26697000,-7814000,18725000,-77185000,-77950000,-2094000,1807000,-8603000,-67828000,-67828000,-67828000,22322000,212910000,0.92413,0.50685,-0.08184,-0.00916,-0.00519,11.46726,0.76268,0.35392,-0.14946,-0.20696,1.82625,16.32263,-0.00532,3.21934,3.71303
"29","2017_Q2",112.136349206349,"Up",29267000,-341000,28926000,-18710000,-7322000,-8673000,10216000,-3883000,-2941000,141000,6333000,-140000,6193000,-1114000,5079000,5079000,5079000,5079000,159374000,10641000,148733000,7057000,7057000,7629000,141648000,641000,315708000,1898000,304855000,201990000,30658000,314015000,629723000,11136000,6456000,4680000,111000,111000,11247000,30898000,30898000,246646000,257893000,777123000,-408398000,371830000,371830000,629723000,5079000,2979000,11048000,5116000,24222000,-5085000,-30666000,355000,355000,-1667000,-8111000,-8111000,-8111000,13195000,215748000,0.98835,0.34906,0.17354,0.01366,0.00807,28.07042,0.69358,0.34261,0.24258,0.22064,1.39782,17.75894,0.00821,4.27238,5.51821
"30","2017_Q3",126.93,"Up",27997000,-903000,27094000,-14077000,-6550000,-4822000,13017000,-4857000,-2862000,-671999.999999999,8160000,140000,8300000,-2242000,6058000,6058000,6058000,6058000,172627000,60223000,112404000,13462000,13462000,6809000,4279000,4279000,197177000,1875000,434958000,199284000,24630000,442847000,640024000,7124000,1799000,5325000,85999.9999999995,85999.9999999995,7210000,29068000,29068000,247698000,254908000,784397000,-402340000,385116000,385116000,640024000,6058000,2585000,11938000,-15193000,5388000,7744999.99999999,44199000,2015000,2015000,-5000.00000000093,49582000,49582000,49582000,15602000,218630000,0.96775,0.46494,0.21638,0.01573,0.00947,27.34771,0.6619,0.3416,0.2883,0.26094,1.33237,18.32751,0.00957,2.94853,3.53407
"31","2017_Q4",138.940158730159,"Up",33374000,-2384000,30990000,-14497000,-7032000,-4759000,16493000,-4420000,-2822000,-654000,12073000,-203890504.34006,12073000,-3644000,8429000,8429000,8429000,8429000,202259000,32739000,169520000,12816000,12816000,5007000,4119000,4119000,224201000,3526000,429473000,196578000,25749000,438136000,662337000,10040000,3617000,6423000,86000,86000,10126000,27488000,27488000,249045000,259171000,793745000,-393914000,403166000,403166000,662337000,8429000,2017000,13659000,3545000,27650000,179000,-56538000,1494000,1494000,1404000,-27484000,-27484000,-27484000,18510000,221557000,0.92857,0.49419,0.25256,0.02091,0.01273,22.14112,0.64284,0.33451,0.40004,0.3579,1.58393,19.13426,0.01292,1.04257,1.17007
"32","2018_Q1",158.52737704918,"Up",50464000,-1738000,48726000,-20376000,-7749000,-8633000,28350000,2315000,-2775000,3788000,30665000,-532258764.573552,30665000,-37675000,-7010000,-7010000,-7010000,-7010000,201661000,20620000,181041000,25596000,25596000,4373000,5391000.00000001,5391000,237021000,4212000,423350000,228584000,24385000,4.34e+08,671021000,9636000,2259000,7377000,4703000,4703000,14339000,32365000,32365000,256894000,271233000,798226000,-400924000,399788000,399788000,671021000,-7010000,3374000,44850000,-9904000,31310000,193995000,-36174000,-1313000,653000,-7255000,-12119000,-12119000,-12119000,31724000,224529000,0.96556,0.56179,-0.13891,-0.01753,-0.01045,16.52981,0.67844,0.33461,-0.33212,-0.29041,2.39087,18.94101,-0.01067,0.72084,0.80663
"33","2018_Q2",178.87109375,"Up",56157000,-788000,55369000,-18328000,-7643000,-7407000,37041000,18271000,-2605000,-221000,55312000,-827990462.478385,55312000,-10033000,45279000,45279000,45279000,45279000,264353000,51024000,213329000,37108000,37108000,10531000,37059000,9524000,349051000,4119000,401498000,225306000,20863000,405617000,754668000,11887000,3407000,8480000,10545000,7545000,22432000,23589000,23589000,251136000,273568000,808786000,-327400000,481100000,481100000,754668000,45279000,3002000,-3536000,16016000,60761000,-1240000,-33581000,7021000,8916000,3224000,30404000,30404000,30404000,40043000,227547000,0.98597,0.6596,0.80629,0.09412,0.06,15.5604,0.56863,0.30152,2.1349,1.82577,2.64779,22.68377,0.06184,-0.91916,-0.99366
"34","2018_Q3",241.67126984127,"Up",90043000,-1134000,88909000,-18734000,-9295000,-6133000,70175000,25406000,-10691000,-4614000,95581000,-934111279.832466,95581000,-22419000,73162000,73162000,73162000,73162000,956927000,151459000,805468000,42001000,42001000,9520000,472022000,12817000,1480470000,4187000,373627000,222001000,21079000,377814000,1858284000,11994000,2682000,9312000,410486000,7495000,422480000,9709000,9709000,815991000,1238471000,874204000,-254240000,619813000,619813000,1858284000,73162000,3011000,2094000,-4622999.99999999,73644000,-18047000,-608523000,-47899000,2933000,635314000,100435000,100435000,100435000,73186000,806282000,0.98741,0.77935,0.81252,0.11804,0.03937,3.50424,1.99814,0.43389,3.44909,2.99378,4.24491,29.21992,0.05096,-2.05839,-2.1467
