"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_acquisitions_divestitures","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",32.8204838709677,"Up",605461000,-437848000,167613000,-125594000,-125594000,42019000,1833000,-54000,1887000,43852000,43852000,-14434000,29418000,29418000,29418000,29418000,79408000,79408000,307660000,307660000,230035000,31897000,31897000,6.49e+08,78464000,226872000,88768000,84690000,18662000,305336000,954336000,180848000,124614000,44847000,44847000,225695000,56432000,21158000,56432000,282127000,159943000,-215394000,720202000,7458000,672209000,672209000,954336000,29418000,5701000,3015000,-6379000,31755000,-4045000,-13056000,-17101000,-8862000,0,170000,1694000,-6998000,7656000,7656000,1240000,8896000,47720000,0,51730000,0.27684,0.0694,0.04859,0.04376,0.03083,1.75845,2.87556,0.4197,0,0.69862,0.68767,14.37842,15.96355,1.22848,0.21045,0.05254,0.071,0.30124,-1.66404,-1.88981
"12","2013_Q1",36.1748333333333,"Up",620013000,-447327000,172686000,-122912000,-122912000,49774000,-635000.000000001,120000,-755000,49139000,49139000,-17095000,32044000,32044000,32044000,32044000,78442000,78442000,307043000,307043000,228506000,51771000,51771000,665762000,83103000,213318000,84840000,83080000,18974000,296421000,962183000,184039000,120890000,46130000,46130000,230169000,59883000,20133000,59883000,290052000,160070000,-226730000,743360000,-4569000,672131000,672131000,962183000,32044000,5858000,11859000,-21310000,28451000,-7677000,-374000,-8051000,-8861000,0,-12045000,1432000,-19474000,926000,926000,-1892000,-966000.000000002,55632000,4.65661287307739e-10,43740000,0.27852,0.08028,0.05168,0.04768,0.0333,1.365,2.89249,0.43154,0,0.76141,0.74663,14.7324,15.9708,1.03933,0.21055,0.05588,0.05975,0.27653,-1.41002,-1.57596
"13","2013_Q2",37.61734375,"Up",610519000,-445986000,164533000,-120215000,-120215000,44318000,434000,-25000,459000,44752000,44752000,-15220000,29532000,29532000,29532000,29532000,56673000,56673000,325753000,325753000,268960000,35709000,35709000,687095000,84357000,230315000,90087000,94626000,19533000,314672000,1001767000,192287000,145932000,49720000,49720000,242007000,56661000,21721000,56661000,298668000,160900000,-226425000,764045000,4579000,703099000,703099000,1001767000,29532000,6077000,1794000,-13456000,23947000,-3649000,-35409000,-39058000,-8867000,35046339.8489661,36000,408000,-8423000,-23534000,-23534000,1765000,-21769000,50395000,0,48510000,0.2695,0.07259,0.04837,0.042,0.02948,1.64262,2.83915,0.42479,0,0.70371,0.69525,14.54794,16.75402,1.15594,0.21129,0.05054,0.06385,0.30025,-1.12458,-1.27878
"14","2013_Q3",41.98515625,"Up",589517000,-426598000,162919000,-122350000,-122350000,40569000,412000,-15000,427000,40981000,40981000,-13938000,27043000,27043000,27043000,27043000,51845000,51845000,304628000,304628000,294651000,46820000,46820000,697944000,85596000,254086000,100914000,105026000,21937000,339682000,1037626000,176731000,123796000,45763000,45763000,255494000,60020000,24982000,60020000,315514000,161508000,-225751000,782236000,4119000,722112000,722112000,1037626000,27043000,6166000,1040000,-29310000,4939000,-2765000,-30646000,-33411000,-8870000,3.3e+07,461000,-792000,23799000,-4673000,-4673000,-155000,-4828000,46735000,3.3e+07,28598000,0.27636,0.06882,0.04587,0.03745,0.02606,1.0575,2.73174,0.43693,0.0318,0.64308,0.6364,14.01876,17.17188,0.68006,0.21093,0.04406,0.03508,0.328,-0.40323,-0.46452
"15","2013_Q4",40.6428125,"Down",621654000,-447254000,174400000,-130923000,-130923000,43477000,920000,-107000,1027000,44397000,44397000,-15095000,29302000,29302000,29302000,29302000,43083000,43083000,336245000,336245000,281198000,42355000,42355000,702881000,84355000,248701000,95215000,108060000,19019000,333056000,1035937000,194909000,140865000,45881000,45881000,240790000,57167000,22243000,57167000,297957000,162676000,-225322000,801812000,-1186000,737980000,737980000,1035937000,29302000,6707000,1182000,2979000,40170000,-2685000,-1536000,-4221000,-9731000,-3.3e+07,1000,-1474000,-44204000,-8255000,-8255000,-507000,-8762000,50184000,0,65573000,0.28054,0.06994,0.04714,0.03971,0.02829,2.23783,2.91906,0.40375,0,0.69608,0.68833,14.76753,17.53088,1.5577,0.23116,0.04909,0.08247,0.33209,-0.8585,-0.99094
"16","2014_Q1",41.1773770491803,"Up",640481000,-459371000,181110000,-133075000,-133075000,48035000,-5e+05,-18000,-482000,47535000,47535000,-15263000,32272000,32272000,32272000,32272000,73164000,73164000,329880000,329880000,281417000,52819000,52819000,737280000,83243000,238183000,91267000,106849000,19041000,321426000,1058706000,200474000,136575000,45426000,45426000,245900000,53191000,22272000,53191000,299091000,163893000,-225219000,824362000,-3421000,759615000,759615000,1058706000,32272000,6784000,12701000,-9416000,42341000,-2136000,1000,-2135000,-9726000,0,-52000,581000,-9197000,31009000,31009000,-928000,30081000,54819000,0,58530000,0.28277,0.075,0.05039,0.04248,0.03048,1.81365,2.99829,0.39374,0,0.76608,0.75708,15.20394,18.03198,1.3894,0.23088,0.05167,0.07201,0.30138,-1.33465,-1.52314
"17","2014_Q2",40.7328571428571,"Down",605305000,-435510000,169795000,-130256000,-130256000,39539000,1030000,-61000,1091000,40569000,40569000,-13725000,26844000,26844000,26844000,26844000,76877000,76877000,320281000,320281000,302404000,34174000,34174000,733736000,81149000,235204000,87961000,106973000,19702000,316353000,1050089000,176568000,131195000,49007000,49007000,225575000,49892000,24552000,49892000,275467000,164492000,-228528000,841448000,-2790000,774622000,774622000,1050089000,26844000,6680000,1446000,-18014000,16956000,-1388000,1.86264514923096e-09,-1388000,-9746000,0,-3001000,910000,-11837000,3731000,3731000,-18000,3713000,46219000,0,40542000,0.28051,0.06532,0.04435,0.03465,0.02556,1.51028,3.25274,0.35561,1.73472347597681e-18,0.63676,0.62959,14.35835,18.37469,0.96169,0.23118,0.04438,0.04917,0.36306,-1.66332,-1.94433
"18","2014_Q3",41.45734375,"Up",581949000,-418566000,163383000,-123546000,-123546000,39837000,422000,152000,270000,40259000,40259000,-14350000,25909000,25909000,25909000,25909000,66584000,66584000,305936000,305936000,323257000,54702000,54702000,750479000,80056000,243624000,91669000,111356000,20136000,323680000,1074159000,189638000,140869000,46216000,46216000,250854000,49826000,24421000,49826000,300680000,165299000,-239358000,857638000,-10100000,773479000,773479000,1074159000,25909000,6442000,2338000,-18982000,15707000,-2414000,-1.7e+07,-19414000,-9725000,1.5e+07,-10740000,115000,-5350000,-9057000,-9057000,-1236000,-10293000,46279000,1.5e+07,39233000,0.28075,0.06845,0.04452,0.0335,0.02412,1.51426,2.9917,0.38874,0.01396,0.61577,0.61017,13.8309,18.3829,0.93243,0.23113,0.04251,0.0468,0.37535,-1.11463,-1.29488
"19","2014_Q4",39.7784375,"Down",618006000,-446786000,171220000,-131047000,-131047000,40173000,399000,11000,388000,40572000,40572000,-10178000,30394000,30394000,30394000,30394000,69086000,69086000,344096000,344096000,320045000,41284000,41284000,774511000,78834000,243306000,88368000,111201000,19945000,322140000,1096651000,192201000,145352000,46022000,46022000,268223000,47356000,22159000,47356000,315579000,166495000,-249086000,877547000,-13884000,781072000,781072000,1096651000,30394000,6515000,-1791000,-23455000,11663000,-2342000,7.45058059692383e-09,-2342000,-10490000,1.5e+07,-10156000,-324000,-5970000,3351000,3351000,-849000,2502000,46688000,3e+07,31069000,0.27705,0.065,0.04918,0.03891,0.02772,1.02221,2.88756,0.40403,0.02736,0.72574,0.71952,14.75659,18.65024,0.74186,0.25048,0.04763,0.03619,0.34513,-0.83717,-0.97294
"20","2015_Q1",36.6124590163934,"Down",654618000,-472090000,182528000,-137719000,-137719000,44809000,53000,-351000,404000,44862000,44862000,-15188000,29674000,29674000,29674000,29674000,71189000,71189000,375732000,375732000,335747000,53480000,53480000,836148000,103596000,394425000,159508000,193494000,20257000,498021000,1334169000,228161000,172401000,60074000,60074000,290955000,74914000,51303000,242906000,533861000,166999000,-261852000,896776000,-1615000,800308000,800308000,1334169000,29674000,8363000,-1409000,29156000,65784000,-13169000,-167324000,-180493000,-10449000,138353000,-12739000,134000,115299000,590000,590000,1513000,2103000,53172000,170712000,84347000,0.27883,0.06845,0.04533,0.03708,0.02224,2.84245,2.87381,0.66707,0.12795,0.71238,0.70681,15.71523,19.21277,2.02489,0.25085,0.03836,0.08064,0.35213,1.87172,2.22105
"21","2015_Q2",36.6063492063492,"Down",702325000,-507393000,194932000,-148767000,-148767000,46165000,-1906000,-1662000,-244000,44259000,44259000,-15137000,29122000,29122000,29122000,29122000,52033000,52033000,403521000,403521000,367291000,51915000,51915000,874760000,106683000,487476000,208497000,259156000,19563000,594159000,1468919000,193301000,145614000,75839000,75839000,271982000,84814000,65741000,406232000,678214000,168001000,-272075000,915482000,-20703000,790705000,790705000,1468919000,29122000,10702000,966000,-58891000,-18101000,-3097000,-129810000,-132907000,-10402000,153548000,-10400000,556000,133302000,-17706000,-17706000,-1450000,-19156000,56867000,324260000,10016000,0.27755,0.06573,0.04147,0.03683,0.01983,0.34393,3.21624,0.85773,0.22075,0.70229,0.69622,16.93696,19.0683,0.24154,0.25085,0.03294,0.00835,0.35719,4.78708,5.89683
"22","2015_Q3",34.29578125,"Down",691702000,-495989000,195713000,-148906000,-148906000,46807000,-2335000,-1955000,-380000,44472000,44472000,-14765000,29707000,29707000,29707000,29707000,33184000,33184000,385326000,385326000,401474000,57773000,57773000,877757000,107352000,495341000,216305000,260256000,18525000,602693000,1480450000,205077000,150938000,63854000,63854000,271651000,80497000,61439000,427133000,698784000,168623000,-283622000,934821000,-38156000,781666000,781666000,1480450000,29707000,10688000,851000,-21972000,19274000,-4522000,-35836000,-40358000,-10340000,25096000,-11329000,63000,3490000,-17594000,-17594000,-1255000,-18849000,57495000,349356000,45766000,0.28294,0.06767,0.04295,0.038,0.02007,1.54058,3.23119,0.89397,0.23598,0.72055,0.71526,16.77748,18.95959,1.11007,0.2508,0.03306,0.03778,0.34807,5.49912,6.7548
"23","2015_Q4",35.65234375,"Up",679994000,-492631000,187363000,-143591000,-143591000,43772000,-1234000,-2121000,887000,42538000,42538000,-13928000,28610000,28610000,28610000,28610000,55165000,55165000,394408000,394408000,381085000,55359000,55359000,886017000,104680000,475456000,203978000,252717000,18271000,580136000,1466153000,197891000,143881000,68456000,68456000,269067000,73819000,55005000,460775000,729842000,168923000,-320744000,952355000,-64223000,736311000,736311000,1466153000,28610000,10814000,1453000,-2738000,38139000,-2939000,-833000,-3772000,-11065000,40320000,-37506000,-844000,-9095000,25272000,25272000,-3291000,21981000,54586000,389676000,62837000,0.27554,0.06437,0.04207,0.03886,0.01951,2.19633,3.29292,0.99121,0.26578,0.70123,0.69667,16.66652,18.04684,1.54012,0.2712,0.03307,0.05237,0.38675,6.12815,7.64212
"24","2016_Q1",34.6909836065574,"Down",677540000,-485734000,191806000,-143931000,-143931000,47875000,-3273000,-2131000,-1142000,44602000,44602000,-16557000,28045000,28045000,28045000,28045000,69470000,69470000,376305000,376305000,362419000,37816000,37816000,846010000,104447000,482099000,198828000,254406000,17885000,586546000,1432556000,243605000,179825000,63118000,63118000,310072000,63510000,43883000,381156000,691228000,170072000,-338121000,969548000,-60171000,741328000,741328000,1432556000,28045000,10171000,-3146000,82625000,117695000,-2443000,5859000,3416000,-10856000,-68681000,-17045000,-8895000,-105477000,15634000,15634000,-1329000,14305000,58046000,320995000,154785000,0.28309,0.07066,0.04139,0.03783,0.01958,5.51917,2.72843,0.93242,0.22407,0.69985,0.69558,16.90764,18.49944,3.86258,0.27091,0.03455,0.13748,0.38709,4.3332,5.25379
"25","2016_Q2",39.6821875,"Up",641904000,-460892000,181012000,-139986000,-139986000,41026000,-3191000,-2187000,-1004000,37835000,37835000,-13544000,24291000,24291000,24291000,24291000,63966000,63966000,356606000,356606000,350807000,42527000,42527000,813906000,104760000,457594000,191708000,248580000,17216000,562354000,1376260000,186102000,142636000,68220000,68220000,258297000,56500000,36877000,407840000,666137000,170407000,-355715000,983072000,-87641000,710123000,710123000,1376260000,24291000,10013000,3798000,-23012000,15090000,-2999000,-11250000,-14249000,-10745000,34319000,-17956000,-8418000,-2800000,-1959000,-1959000,-3545000,-5504000,51039000,355315000,38572000,0.28199,0.06391,0.03784,0.03421,0.01765,1.58791,3.15105,0.93806,0.25817,0.61321,0.60968,16.20438,17.92651,0.97372,0.27125,0.03123,0.03438,0.44234,5.70836,7.10157
"26","2016_Q3",41.585,"Up",610346000,-437179000,173167000,-134805000,-134805000,38362000,-2213000,-2158000,-55000,36149000,36149000,-12202000,23947000,23947000,23947000,23947000,55634000,55634000,329287000,329287000,359726000,36177000,36177000,780824000,106470000,463101000,185009000,249267000,16887000,569571000,1350395000,155134000,114824000,62890000,62890000,221374000,57814000,38195000,421454000,642828000,170668000,-365179000,996392000,-94314000,707567000,707567000,1350395000,23947000,10322000,-337999.999999996,-15175000,18756000,-2544000,-1.2e+07,-14544000,-10624000,11675000,-9547000,-3050000,-11546000,-7334000,-7334000,-998000,-8332000,48684000,366990000,43167000,0.28372,0.06285,0.03924,0.03384,0.01773,1.80261,3.52717,0.9085,0.27176,0.60993,0.60648,15.54546,18.02167,1.09946,0.27059,0.03053,0.03812,0.44365,6.39545,8.11626
"27","2016_Q4",48.6560317460317,"Up",633172000,-458379000,174793000,-143031000,-143031000,31762000,-2424000,-2359000,-65000,29338000,-35456000,-9272000,-44728000,-44728000,-44728000,-44728000,62932000,62932000,354553000,354553000,346979000,39377000,39377000,803841000,108132000,422366000,195726000,199236000,17295000,530498000,1334339000,186272000,134871000,62852000,62852000,252475000,57202000,37920000,425022000,677497000,171735000,-374393000,940696000,-81196000,656842000,656842000,1334339000,-44728000,10771000,68514000,22893000,57450000,-3526000,-32892000,-36418000,-10973000,4180000,-9548000,651000,-15690000,5342000,5342000,1956000,7298000,42533000,371171000,71172000,0.27606,0.05016,-0.07064,-0.0681,-0.03352,-1.59122,3.18384,1.03145,0.27817,-1.14373,-1.14373,16.19076,16.79602,1.81993,0.28059,-0.0311,0.06558,-0.24533,7.24706,9.70465
"28","2017_Q1",55.5520967741936,"Up",634006000,-455556000,178450000,-135024000,-135024000,43426000,-2976000,-2059000,-917000,40450000,40450000,-14383000,26067000,26067000,26067000,26067000,59861000,59861000,347857000,347857000,338221000,35582000,35582000,781521000,107765000,422739000,191240000,202700000,16522000,530504000,1312025000,205730000,148543000,65306000,65306000,274283000,55243000,33921000,379826000,654109000,172529000,-373888000,944821000,-85546000,657916000,657916000,1312025000,26067000,10440000,-4993000,39204000,70718000,-3458000,-6362000,-9820000,-10988000,-42836000,482000,-9629000,-62971000,-2073000,-2073000,-998000,-3071000,53866000,327830000,103995000,0.28146,0.06849,0.04111,0.03962,0.01987,3.98953,2.84932,0.99421,0.24987,0.6678,0.6611,16.2424,16.85495,2.66422,0.2815,0.0356,0.0999,0.42153,4.97473,6.1707
"29","2017_Q2",55.4138095238095,"Down",624848000,-446518000,178330000,-134911000,-134911000,43419000,-1949000,-2146000,197000,41470000,41470000,-14099000,27371000,27371000,27371000,27371000,58022000,58022000,347286000,347286000,342044000,30009000,30009000,777361000,106283000,415795000,181465000,205537000,16991000,522078000,1299439000,195334000,149007000,65719000,65719000,264301000,52919000,31629000,354690000,618991000,172518000,-376441000,972174000,-87803000,680448000,680448000,1299439000,27371000,9887000,1771000,2835000,41864000,-1252000,0,-1252000,-10943000,-22838000,-2940000,-5431000,-42152000,-1540000,-1540000,-299000,-1839000,53306000,305019000,68988000,0.2854,0.06949,0.0438,0.04022,0.02106,2.52048,2.9412,0.90968,0.23473,0.70103,0.69501,16.00369,17.42772,1.76693,0.28027,0.0369,0.06644,0.3998,4.63357,5.68868
